

Model Outputs
100
,,C03:LAbsAnkleAngle,,,C03:LAnkleAngles,,,C03:LAnkleForce,,,C03:LAnkleMoment,,,C03:LAnklePower,,,C03:LFE,,,,,,,,,C03:LFO,,,,,,,,,C03:LFootProgressAngles,,,C03:LHipAngles,,,C03:LHipForce,,,C03:LHipMoment,,,C03:LHipPower,,,C03:LKneeAngles,,,C03:LKneeForce,,,C03:LKneeMoment,,,C03:LKneePower,,,C03:LPelvisAngles,,,C03:LTI,,,,,,,,,C03:LTO,,,,,,,,,C03:PEL,,,,,,,,,C03:RAbsAnkleAngle,,,C03:RAnkleAngles,,,C03:RAnkleForce,,,C03:RAnkleMoment,,,C03:RAnklePower,,,C03:RFE,,,,,,,,,C03:RFO,,,,,,,,,C03:RFootProgressAngles,,,C03:RHipAngles,,,C03:RHipForce,,,C03:RHipMoment,,,C03:RHipPower,,,C03:RKneeAngles,,,C03:RKneeForce,,,C03:RKneeMoment,,,C03:RKneePower,,,C03:RPelvisAngles,,,C03:RTI,,,,,,,,,C03:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm
782,0,-1.04276,0,0,-1.13163,3.33663,-22.8599,-0.147124,0.000350865,-0.0104614,-20.0971,1.77618e-15,1.01519,0,0,0.0268408,-1.1201,-8.33713,-4.33152,-1537.98,-20.2153,442.826,382.787,382.787,382.787,5.2467,-87.7653,4.39713,-1394.47,-9.79875,73.1295,212.513,212.513,212.513,-87.8814,-0.429872,-6.18002,16.7104,0.478002,-0.636016,-0.67075,-0.330581,1.55397,210.038,-77.8946,1.21822,0,0,0.418059,8.84256,2.45908,12.2028,-0.25259,-0.165061,0.55102,19.2284,-0.73087,-0.310581,0,0,-0.00144581,8.31983,0.485662,4.93933,-3.29564,0.248396,-16.5894,-1542.38,-39.8978,92.3386,332.067,332.067,332.067,5.2467,-87.7653,4.39715,-1324.09,-2.17288,70.5261,70.8377,70.8377,70.8377,0.125893,8.33556,-4.96588,-1600.39,-94.2319,821.84,167.762,167.762,167.762,-17.1541,0,0,-20.2754,5.91676,-31.6658,,,,,,,,,,1.39285,19.7042,37.3755,-1741.84,-213.324,427.999,417.915,417.915,417.915,-13.8398,-18.113,-0.560084,-1948.2,-208.287,95.7588,211.085,211.085,211.085,-18.4007,-1.66092,-13.6947,-9.99554,-6.23282,41.731,,,,,,,,,,18.515,30.7169,-17.8094,,,,,,,,,,8.31983,-0.485662,-4.93933,16.1465,49.2238,9.96541,-1980.46,-159.073,234.97,292.478,292.478,292.478,-13.8398,-18.113,-0.560049,-1926.62,-224.945,30.8925,70.3616,70.3617,70.3618
783,0,-0.316741,0,0,-0.34435,3.38016,-23.1021,-0.136899,-0.0021888,0.00289937,-16.986,5.42446e-16,0.857758,0,0,0.01987,-1.1728,-7.29447,-4.62177,-1531.59,-19.1038,443.092,383.608,383.608,383.608,4.99429,-87.5176,4.63363,-1394.17,-9.67515,72.928,212.513,212.513,212.513,-87.6149,-0.102665,-6.16785,15.6145,0.718427,-0.392715,-0.465559,-0.339166,1.53507,128.576,-76.895,1.87655,0,0,0.272974,8.75565,2.61208,12.1926,-0.161783,-0.146923,0.55461,27.5356,0.272751,-0.185341,0,0,0.00841409,8.25372,0.605739,4.94639,-3.58506,1.19422,-16.8492,-1542,-39.6645,92.9047,331.945,331.945,331.945,4.99429,-87.5176,4.63363,-1323.8,-2.06424,69.9971,70.8377,70.8377,70.8378,0.248037,8.27466,-4.98141,-1587.21,-92.8799,823.682,167.762,167.762,167.762,-16.9042,0,0,-20.3468,6.32423,-33.2514,,,,,,,,,,0.745634,18.3235,39.4523,-1716.62,-215.094,429.026,415.079,415.079,415.079,-13.7826,-17.0253,-0.143892,-1925.89,-206.794,103.491,211.085,211.085,211.085,-17.3385,-1.93716,-13.5977,-8.4017,-6.68759,43.8015,,,,,,,,,,19.2602,33.8167,-17.7359,,,,,,,,,,8.25372,-0.605739,-4.94639,17.5943,50.0132,10.9343,-1955.65,-157.758,243.321,288.873,288.873,288.873,-13.7826,-17.0252,-0.14393,-1905.51,-223.337,38.2094,70.3617,70.3617,70.3617
784,0,0.300139,0,0,0.326512,3.39548,-23.1872,-0.132212,-0.003439,0.0109121,-15.1133,3.83681e-16,0.731284,0,0,0.0149125,-1.22674,-6.18672,-4.91749,-1525.98,-18.1681,443.318,384.443,384.443,384.443,4.77736,-87.2946,4.87513,-1393.81,-9.54295,72.717,212.513,212.513,212.513,-87.3756,0.204429,-6.18024,14.4883,0.891379,-0.159406,-0.299263,-0.331615,1.5358,65.2607,-74.0063,2.22478,0,0,0.145218,8.46766,2.73432,11.9966,-0.0954365,-0.12931,0.56434,31.8808,0.691544,-0.131172,0,0,0.0193213,8.2274,0.668553,4.99212,-3.83551,2.01247,-16.9285,-1541.56,-39.4907,93.3852,331.927,331.927,331.927,4.77735,-87.2946,4.87513,-1323.46,-1.91681,69.4922,70.8377,70.8377,70.8377,0.30857,8.25122,-5.03149,-1574.37,-91.7422,825.514,167.762,167.762,167.762,-16.1796,0,0,-19.7608,6.65447,-34.4948,-0.304249,0.0291547,0.127243,-72.4164,-3.38698e-15,-5.95431,0,0,0.0570174,0.0304307,16.8612,41.3226,-1691.16,-216.658,430.546,412.005,412.005,412.005,-13.6179,-16.8498,-0.177913,-1900.47,-205.107,110.353,211.085,211.085,211.085,-17.148,-1.85613,-13.4446,-6.67927,-7.0308,45.7364,0.0513246,-0.134865,1.49901,-340.948,231.16,36.3028,0,0,1.17398,19.8144,36.6983,-17.773,0.245724,0.118462,0.563316,199.107,59.1618,-27.1037,0,0,-0.732618,8.2274,-0.668553,-4.99212,18.8698,50.4905,11.7255,-1929.78,-156.47,250.417,285.778,285.778,285.778,-13.6179,-16.8498,-0.177915,-1880.3,-221.467,44.9621,70.3617,70.3617,70.3617
785,0,0.809538,0,0,0.880008,3.377,-23.0846,-0.131665,-0.00376735,0.0123384,-14.2707,-6.44981e-16,0.545078,0,0,0.0115791,-1.28531,-5.0396,-5.13094,-1520.93,-17.4108,443.551,385.282,385.282,385.282,4.59928,-87.0739,5.1191,-1393.35,-9.39852,72.4447,212.513,212.513,212.513,-87.1407,0.488947,-6.21844,13.3563,0.994518,-0.0258024,-0.196963,-0.310917,1.55112,30.62,-70.228,2.111,0,0,0.0692454,8.03426,2.81427,11.6676,-0.0633604,-0.116244,0.575296,31.0067,0.264062,-0.210477,0,0,0.0256736,8.23876,0.672201,5.07508,-4.04475,2.7296,-16.7938,-1541,-39.3765,93.7861,332.028,332.028,332.028,4.59928,-87.0739,5.11908,-1323.02,-1.72543,68.9318,70.8377,70.8377,70.8377,0.305728,8.26304,-5.11459,-1561.82,-90.8223,827.341,167.762,167.762,167.762,-15.1114,0,0,-18.6361,6.88266,-35.3323,-0.243724,0.034331,0.14803,-61.5495,-5.08047e-15,-6.88218,0,0,0.091463,-0.752403,15.2977,42.8819,-1665.42,-217.93,432.48,408.808,408.808,408.808,-13.3377,-17.5005,-0.64001,-1872.28,-203.237,115.915,211.085,211.085,211.085,-17.745,-1.42558,-13.2257,-4.82325,-7.24051,47.4263,0.044574,-0.113915,1.35163,-304.291,222.022,34.0548,0,0,1.16906,20.291,39.2519,-17.851,0.25153,0.0832427,0.426572,188.978,67.8465,-24.6037,0,0,-0.639728,8.23876,-0.672201,-5.07508,19.9034,50.6429,12.3345,-1903.01,-155.242,255.895,283.395,283.395,283.395,-13.3377,-17.5005,-0.639993,-1851.41,-219.335,50.6786,70.3617,70.3617,70.3617
786,0,1.22194,0,0,1.32559,3.3272,-22.8073,-0.133729,-0.00370457,0.00811172,-14.1424,2.11686e-16,0.260546,0,0,0.00938044,-1.34678,-3.86731,-5.23631,-1516.29,-16.8241,443.825,386.132,386.132,386.132,4.46132,-86.8457,5.35798,-1392.78,-9.24014,72.0997,212.513,212.513,212.513,-86.9004,0.745809,-6.27884,12.2271,1.03198,-0.0177206,-0.160645,-0.282735,1.57476,24.5224,-66.53,1.57158,0,0,0.0502819,7.4924,2.85122,11.2465,-0.063343,-0.109231,0.584993,25.509,-1.00214,-0.433797,0,0,0.0251394,8.28168,0.619078,5.19068,-4.21205,3.36637,-16.4604,-1540.3,-39.3124,94.1198,332.249,332.249,332.249,4.46132,-86.8457,5.35795,-1322.47,-1.49282,68.2923,70.8377,70.8377,70.8376,0.242437,8.304,-5.22633,-1549.52,-90.1108,829.172,167.762,167.762,167.762,-13.8253,0,0,-17.1342,7.01096,-35.7956,-0.188887,0.0314038,0.150896,-50.7911,-3.38698e-15,-5.97156,0,0,0.102601,-1.58551,13.6326,44.1312,-1639.45,-218.887,434.754,405.638,405.638,405.638,-12.9384,-18.864,-1.4194,-1841.71,-201.222,119.955,211.085,211.085,211.085,-19.0289,-0.738591,-12.9363,-2.84992,-7.30969,48.8613,0.0170302,-0.0821689,1.23523,-251.255,196.365,29.6143,0,0,1.05975,20.7232,41.4218,-17.9249,0.226804,0.0549803,0.313564,171.04,72.7113,-20.1494,0,0,-0.515678,8.28168,-0.619078,-5.19068,20.684,50.4524,12.8299,-1875.5,-154.106,259.528,281.831,281.831,281.831,-12.9384,-18.864,-1.41942,-1819.35,-216.974,55.1264,70.3618,70.3617,70.3617
787,0,1.55097,0,0,1.6776,3.25502,-22.4034,-0.137046,-0.00375474,0.000847846,-14.4021,7.75218e-16,-0.100315,0,0,0.00788676,-1.40779,-2.67349,-5.2632,-1512,-16.3928,444.156,387.018,387.018,387.018,4.36192,-86.6089,5.58064,-1392.1,-9.07062,71.6967,212.513,212.513,212.513,-86.6536,0.968836,-6.35368,11.0949,1.01367,-0.102715,-0.16626,-0.252471,1.59985,36.1095,-63.4224,0.808175,0,0,0.068533,6.85986,2.8521,10.7593,-0.0814263,-0.1069,0.593217,17.7875,-2.76609,-0.757147,0,0,0.0191816,8.34682,0.515255,5.33104,-4.33893,3.93662,-15.9839,-1539.49,-39.2825,94.4031,332.577,332.577,332.577,4.36192,-86.6089,5.58067,-1321.82,-1.23133,67.5872,70.8377,70.8377,70.8377,0.125666,8.36471,-5.3591,-1537.41,-89.5875,831.024,167.762,167.762,167.762,-12.4245,0,0,-15.4161,7.05839,-35.9655,-0.146278,0.0204698,0.13808,-41.2271,-1.69349e-15,-3.40701,0,0,0.0966982,-2.44586,11.8781,45.1072,-1613.36,-219.529,437.281,402.662,402.663,402.663,-12.4328,-20.8176,-2.37703,-1809.13,-199.138,122.433,211.085,211.085,211.085,-20.8929,0.0832297,-12.5879,-0.789753,-7.24081,50.0615,-0.0136991,-0.0430014,1.15461,-193.255,159.048,24.0768,0,0,0.87084,21.1066,43.1838,-17.9656,0.180178,0.039062,0.232693,148.607,73.825,-14.4655,0,0,-0.378177,8.34682,-0.515255,-5.33104,21.2278,49.9105,13.2928,-1847.38,-153.083,261.209,281.1,281.1,281.1,-12.4328,-20.8176,-2.37704,-1784.65,-214.473,58.278,70.3617,70.3617,70.3617
788,0,1.81008,0,0,1.9514,3.17197,-21.9356,-0.140484,-0.0041721,-0.00683022,-14.7705,-2.05071e-16,-0.461803,0,0,0.00672925,-1.46697,-1.45567,-5.26955,-1508.03,-16.0997,444.55,387.97,387.97,387.97,4.29681,-86.3661,5.77544,-1391.37,-8.89785,71.2634,212.513,212.513,212.513,-86.4028,1.1529,-6.4331,9.94595,0.953738,-0.2167,-0.189898,-0.225327,1.61961,53.6676,-61.3416,0.0536984,0,0,0.102202,6.14234,2.82507,10.2212,-0.103532,-0.107388,0.600015,10.0962,-4.73989,-1.09037,0,0,0.0105277,8.42306,0.369212,5.48507,-4.42899,4.44926,-15.4368,-1538.62,-39.2706,94.6561,332.992,332.992,332.992,4.29681,-86.3661,5.77545,-1321.11,-0.960977,66.8469,70.8377,70.8377,70.8378,-0.0349195,8.43425,-5.5023,-1525.42,-89.2248,832.91,167.762,167.762,167.762,-10.9862,0,0,-13.614,7.05109,-35.9394,-0.119012,0.00447403,0.116469,-33.5363,-8.46745e-16,0.116426,0,0,0.08217,-3.30837,10.055,45.8478,-1587.27,-219.854,439.961,400.044,400.043,400.043,-11.8523,-23.2426,-3.38734,-1774.9,-197.094,123.452,211.085,211.085,211.085,-23.2326,0.928539,-12.2074,1.31676,-7.04216,51.044,-0.0303781,-0.00881817,1.10544,-140.423,119.326,18.7566,0,0,0.655997,21.4267,44.5286,-17.9561,0.126277,0.0346466,0.187612,125.85,72.1434,-8.48876,0,0,-0.247477,8.42306,-0.369212,-5.48507,21.5569,49.0227,13.7871,-1818.73,-152.192,260.947,281.127,281.127,281.127,-11.8523,-23.2426,-3.38736,-1747.77,-211.972,60.2575,70.3617,70.3617,70.3617
789,0,2.01099,0,0,2.16087,3.08827,-21.4612,-0.143163,-0.00500842,-0.0124045,-15.0465,-1.15104e-15,-0.73375,0,0,0.00565008,-1.52641,-0.210337,-5.31139,-1504.36,-15.931,445.011,389.023,389.023,389.023,4.26029,-86.1199,5.93366,-1390.62,-8.73304,70.8283,212.513,212.513,212.513,-86.1506,1.29552,-6.50811,8.7654,0.868193,-0.29382,-0.203263,-0.202608,1.62804,64.5839,-60.2179,-0.476102,0,0,0.126412,5.34254,2.77465,9.64263,-0.115048,-0.108272,0.605395,4.7532,-6.59372,-1.33548,0,0,0.00298964,8.49911,0.19019,5.63863,-4.48703,4.91099,-14.8856,-1537.73,-39.2651,94.9001,333.471,333.471,333.471,4.26029,-86.1199,5.93364,-1320.39,-0.704029,66.1032,70.8377,70.8377,70.8377,-0.228516,8.50161,-5.64238,-1513.5,-88.9918,834.838,167.762,167.762,167.762,-9.56848,0,0,-11.8275,7.01412,-35.8069,-0.107213,-0.0130212,0.0908933,-28.0455,-0,3.7855,0,0,0.0664421,-4.14712,8.18958,46.3806,-1561.32,-219.852,442.693,397.913,397.912,397.913,-11.2392,-26.0314,-4.35509,-1739.28,-195.215,123.202,211.085,211.085,211.085,-25.9495,1.71172,-11.8281,3.42348,-6.72568,51.8131,-0.0375672,0.009436,1.08856,-94.0636,84.6725,13.972,0,0,0.451257,21.6714,45.4509,-17.889,0.0684523,0.0380291,0.179112,104.648,68.6878,-3.06801,0,0,-0.134502,8.49911,-0.19019,-5.63863,21.6887,47.8068,14.3493,-1789.56,-151.453,258.846,281.755,281.756,281.755,-11.2392,-26.0314,-4.35508,-1709.15,-209.638,61.2778,70.3616,70.3617,70.3618
790,0,2.16359,0,0,2.3178,3.00975,-21.0131,-0.144684,-0.00612385,-0.0149044,-15.14,-7.40902e-16,-0.845989,0,0,0.00455883,-1.5912,1.06265,-5.4162,-1500.97,-15.8782,445.538,390.202,390.202,390.202,4.24678,-85.8714,6.05283,-1389.88,-8.58743,70.4119,212.513,212.513,212.513,-85.8977,1.39839,-6.57375,7.54371,0.772511,-0.294167,-0.196982,-0.184023,1.62193,64.1043,-59.7969,-0.701469,0,0,0.12942,4.46821,2.69995,9.03439,-0.111279,-0.108159,0.609006,2.42076,-8.20191,-1.41981,0,0,-0.00119305,8.56529,-0.0129766,5.77594,-4.51816,5.3293,-14.3686,-1536.85,-39.2642,95.1545,333.991,333.991,333.991,4.24678,-85.8714,6.05289,-1319.69,-0.477783,65.3777,70.8377,70.8377,70.8378,-0.444674,8.55737,-5.76419,-1501.58,-88.8567,836.799,167.762,167.762,167.762,-8.21754,0,0,-10.1296,6.96786,-35.6406,-0.107679,-0.0283028,0.066463,-24.6742,4.23372e-16,6.85203,0,0,0.0537765,-4.93767,6.31121,46.7245,-1535.62,-219.511,445.39,396.345,396.345,396.345,-10.6372,-29.0909,-5.21435,-1702.49,-193.622,121.923,211.085,211.085,211.085,-28.9552,2.37171,-11.4799,5.48437,-6.30723,52.3641,-0.0379646,0.00914487,1.09338,-55.5866,59.1659,10.1886,0,0,0.282048,21.8303,45.9474,-17.7629,0.0132719,0.0454532,0.198201,86.8037,64.303,1.15358,0,0,-0.0432368,8.56529,0.0129766,-5.77594,21.6344,46.2866,14.9955,-1759.83,-150.896,255.076,282.787,282.787,282.787,-10.6372,-29.0909,-5.21437,-1669.11,-207.625,61.5879,70.3616,70.3617,70.3617
