

Devices
1000
,,Right - Force,,,Right - Moment,,,Right - CoP,,,Left - Force,,,Left - Moment,,,Left - CoP,,,EMG - Voltage,,,,,,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,L_RF_1,L_BF_2,L_SOL_3,L_TA_4,R_RF_5,R_BF_6,R_SOL_7,R_TA_8
587,9,-20.6961,16.5926,-1735.8,-177261,70312.3,36767.7,894.507,928.12,0,70.1761,151.548,-1636.32,-127439,-66648.7,-102994,251.269,903.882,0,-0.000213099,-0.00018265,-0.000312368,-0.000963063,0.000290595,-0.000220846,-0.000139174,-0.000173585
588,0,-20.3909,15.9822,-1736.11,-178210,69909.2,36746.7,894.268,928.649,0,69.8709,151.701,-1637.54,-126842,-67111.3,-103674,251.017,903.459,0,-0.000181205,-0.000232505,-0.000334694,-0.000386788,-0.000240693,-0.000424296,-7.87429e-05,-0.000141691
588,1,-20.8487,15.677,-1737.33,-176392,69883.6,36132.5,894.225,927.531,0,70.3287,151.853,-1637.23,-126869,-66904.1,-103066,251.136,903.49,0,-0.000111541,-0.000316605,-0.000204432,-0.000177462,-0.000225082,-0.000332139,-0.000162507,-6.78313e-05
588,2,-20.6961,16.1348,-1735.8,-178726,70068.2,36151.7,894.367,928.964,0,70.1761,151.548,-1635.71,-127493,-66600.4,-103726,251.283,903.944,0,-0.000180701,-0.000172578,-0.000308171,-0.000355733,-0.000321771,-0.00042161,-8.68004e-05,-0.000262049
588,3,-20.8487,15.8296,-1737.33,-176148,70616,36297.1,894.646,927.39,0,70.4813,151.701,-1637.54,-125866,-67111.3,-103498,251.017,902.863,0,-0.0048928,-0.00380968,-0.00386402,-0.00370092,-0.00366847,-0.00366876,-0.00387414,-0.00444286
588,4,-20.6961,16.2874,-1734.89,-178563,68958.2,36438.4,893.748,928.925,0,70.0235,151.091,-1637.23,-126381,-67026.2,-103368,251.061,903.192,0,-0.00303925,-0.0031446,-0.00445977,-0.00333497,-0.00319358,-0.00319606,-0.00316491,-0.0032329
588,5,-20.6961,16.44,-1737.02,-177885,69798.4,35870.7,894.183,928.408,0,70.3287,152.006,-1636.32,-127439,-67137,-103230,250.971,903.882,0,-0.00319385,-0.00312731,-0.00311686,-0.00329704,-0.00377858,-0.00288333,-0.00315887,-0.00311204
588,6,-20.5435,16.44,-1736.11,-177966,70031.2,36250.5,894.338,928.509,0,70.1761,151.548,-1636.32,-127683,-66404.5,-103116,251.418,904.031,0,0.00118,-0.000213201,-0.00124049,0.000219703,-0.000639537,-0.00192449,0.00104426,9.54999e-05
588,7,-20.5435,15.5244,-1735.8,-177993,70190.3,36849.5,894.437,928.542,0,70.0235,151.853,-1637.23,-126381,-67514.5,-103825,250.763,903.192,0,-0.000349236,-0.00116633,0.00108174,0.000945712,-0.00105366,0.000726072,-2.97268e-05,-0.000484468
588,8,-20.8487,16.1348,-1736.41,-177206,70238.5,36504.4,894.45,928.053,0,69.8709,151.243,-1636.32,-127927,-66892.8,-103791,251.12,904.18,0,0.000226704,0.000364921,0.000182326,0.000376991,0.000497067,0.000237925,0.000277631,0.000374993
588,9,-20.8487,16.2874,-1736.11,-177234,70153.3,36180.7,894.408,928.087,0,69.7183,151.091,-1636.32,-127439,-67137,-104128,250.971,903.882,0,0.000426797,0.00037835,0.000320813,0.000506749,0.000414814,0.000533701,0.000484775,0.000446502
589,0,-21.0013,16.2874,-1737.33,-175904,70249.8,36411.3,894.436,927.25,0,70.3287,151.243,-1636.62,-127656,-67100,-103262,251.001,904,0,0.000428811,0.000300629,0.00029043,0.000398813,0.000409106,0.000189077,0.000350316,0.000310365
589,1,-20.5435,15.9822,-1736.72,-177423,70323.6,36366.9,894.492,928.16,0,69.5657,151.548,-1636.32,-126707,-66648.7,-104147,251.269,903.434,0,0.00549829,0.00551296,0.00552911,0.00527206,0.00546297,0.00550347,0.00553344,0.00551665
589,2,-19.7806,16.5926,-1736.41,-176962,70116.4,37093.3,894.38,927.913,0,69.2606,151.548,-1636.32,-127683,-66526.6,-104662,251.344,904.031,0,0.00459468,0.003766,0.00359616,0.00332904,0.00321243,0.00303722,0.00451031,0.00342188
589,3,-20.3909,15.9822,-1736.72,-176447,70201.5,36380.5,894.422,927.598,0,70.7864,151.548,-1636.01,-128443,-67295.9,-103550,250.866,904.51,0,0.00327158,0.00300323,0.00308771,0.00283149,0.00310818,0.00423543,0.00325351,0.0030551
589,4,-21.0013,16.1348,-1736.41,-177206,70116.4,36002.5,894.38,928.053,0,70.6339,151.091,-1636.93,-127385,-67551.4,-103192,250.733,903.819,0,-0.000739183,0.000718945,0.000331724,-0.000579663,0.000194577,0.00194845,-0.000736264,0.000343099
589,5,-20.5435,15.9822,-1736.41,-177451,69628.1,36122.7,894.099,928.194,0,70.3287,151.701,-1637.23,-127114,-67148.3,-103878,250.987,903.639,0,0.000796768,0.00110453,-0.00118056,0.000552576,-5.18056e-06,-0.000843955,0.000100032,0.00174778
589,6,-20.3909,16.1348,-1737.02,-176420,70652.9,36789.2,894.675,927.565,0,70.4813,151.548,-1636.93,-128117,-66696.9,-103577,251.255,904.267,0,-0.000147464,-0.000264567,-0.000510279,-0.000148925,-0.000282659,-0.000247368,-0.0002644,-0.000283368
589,7,-21.0013,15.9822,-1735.8,-177993,69946.1,36570.3,894.296,928.542,0,70.0235,151.243,-1637.23,-127846,-67026.2,-103777,251.061,904.087,0,-0.000101134,-0.000227134,-0.000229108,-0.000217917,-0.000213499,-0.000105356,-0.000159317,-0.000303176
589,8,-20.3909,16.44,-1736.41,-177695,69628.1,37240.6,894.099,928.334,0,70.3287,151.243,-1636.32,-127683,-66160.4,-103628,251.568,904.031,0,-0.000505013,-0.000168717,-0.000195367,-0.000260554,-0.000316399,-0.000289502,-0.000478762,-0.00011349
589,9,-20.2383,16.7451,-1736.11,-176990,70275.4,37217.2,894.479,927.946,0,70.4813,151.091,-1636.32,-127439,-66526.6,-103694,251.344,903.882,0,-0.000161229,-0.000397515,-0.000138965,-0.000123578,-0.000136282,-0.000137921,-8.02537e-05,-0.000346149
590,0,-20.8487,16.44,-1737.63,-175145,70579,36833.6,894.618,926.795,0,70.3287,151.396,-1636.93,-126896,-67063.1,-103548,251.031,903.521,0,-0.00433885,-0.00461777,-0.00524453,-0.0045409,-0.0043557,-0.00446712,-0.00438058,-0.00453501
590,1,-20.6961,16.2874,-1735.8,-177017,70678.5,36438.4,894.718,927.98,0,70.0235,151.548,-1636.01,-127222,-66563.5,-103618,251.314,903.764,0,-0.00415437,-0.00537635,-0.00425498,-0.00408918,-0.00408342,-0.00392324,-0.00393843,-0.00535922
590,2,-21.0013,16.7451,-1735.8,-178237,70068.2,35806.6,894.367,928.683,0,70.4813,151.396,-1636.93,-127385,-66696.9,-104023,251.255,903.819,0,-0.000320363,-0.00150256,-0.00212664,0.00103737,-0.00147885,-0.00146001,-0.000215887,-0.00157608
590,3,-21.0013,16.1348,-1736.41,-177939,70116.4,35880.4,894.38,928.475,0,70.6339,150.785,-1637.54,-127575,-66501,-103107,251.39,903.906,0,0.00144086,0.000254802,-0.00113507,0.000523536,-0.000346951,-0.00163677,0.00128817,0.000526238
590,4,-20.2383,16.5926,-1735.5,-179241,70227.2,36808.5,894.465,929.279,0,70.3287,151.091,-1636.62,-126679,-67100,-103707,251.001,903.403,0,0.000645859,0.000466142,0.000558172,0.00017438,0.000715961,0.000790196,0.000610169,0.000445831
590,5,-20.8487,16.5926,-1736.41,-177939,70604.7,36143.8,894.661,928.475,0,70.1761,151.548,-1636.32,-128172,-67259,-103726,250.896,904.329,0,0.000572167,0.000389093,0.00056069,0.000629458,0.000657712,0.000488881,0.000503408,0.000537988
590,6,-20.3909,15.8296,-1735.5,-177288,69616.8,36826.2,894.114,928.154,0,70.4813,151.701,-1637.54,-127330,-67355.5,-103864,250.868,903.757,0,0.00024349,0.000260006,0.000195251,0.000208624,1.69774e-05,0.000478473,0.000239862,0.000215354
590,7,-20.5435,16.44,-1736.11,-177722,69787.1,37104.9,894.197,928.368,0,70.0235,151.396,-1636.62,-127900,-66733.8,-103820,251.225,904.149,0,0.000533726,0.000465135,0.000305202,0.000354665,0.000354383,0.000308428,0.000427869,0.000359885
590,8,-20.3909,16.5926,-1737.02,-177396,70164.6,36917,894.394,928.127,0,69.5657,150.785,-1637.54,-127086,-66867.2,-103934,251.166,903.608,0,0.00362711,0.00331865,0.00477003,0.00401006,0.0037464,0.00354635,0.00345159,0.00306467
590,9,-21.0013,16.2874,-1735.8,-178481,69579.9,36655.4,894.085,928.824,0,70.0235,151.243,-1636.32,-127195,-67014.9,-104143,251.045,903.732,0,0.00287643,0.00287616,0.003035,0.00270912,0.00424647,0.00328851,0.00316404,0.00304637
591,0,-21.459,16.44,-1737.02,-176420,70286.7,36169,894.464,927.565,0,69.8709,151.396,-1636.32,-127683,-66770.8,-103833,251.195,904.031,0,0.00338606,0.00329347,0.0029979,0.00262384,0.00357803,0.00389114,0.00329951,0.00301045
591,1,-21.1539,16.1348,-1736.72,-177423,70079.4,35500.6,894.352,928.16,0,70.1761,151.701,-1636.62,-126924,-66733.8,-104257,251.225,903.552,0,-0.000240125,-0.00052912,0.000769512,-0.000423382,-0.00123931,0.00157345,0.000292907,-0.000760604
591,2,-20.6961,16.44,-1736.41,-177695,70360.5,36236.9,894.521,928.334,0,70.4813,151.243,-1636.32,-128172,-67014.9,-103736,251.045,904.329,0,0.0013994,0.000406047,-0.00109545,0.000598739,-0.000384048,-0.00110129,0.000603119,0.00109949
591,3,-19.9332,16.2874,-1735.5,-178265,69494.8,37238.8,894.043,928.717,0,69.7183,152.006,-1636.32,-126707,-66892.8,-103895,251.12,903.434,0,-0.000151661,-0.000189197,-0.000149541,-0.000271969,-0.00025429,-0.000331468,-0.000151764,-0.000275982
591,4,-20.3909,16.44,-1736.41,-177939,69994.3,36508.2,894.31,928.475,0,70.1761,151.091,-1636.62,-126924,-67100,-103111,251.001,903.552,0,-0.000204202,-0.000268428,-0.000205439,-0.000336429,-0.000218199,-0.000283627,-0.000182818,-0.000277493
591,5,-20.2383,16.1348,-1735.8,-178237,69457.8,37779.4,894.015,928.683,0,70.0235,150.785,-1636.01,-128199,-66929.8,-103527,251.09,904.36,0,-0.000263793,-0.000211187,-0.000359202,-0.000329043,-0.000177744,-0.00028648,-0.000240731,-0.00024392
591,6,-20.3909,16.44,-1737.02,-176420,69920.5,36630.2,894.253,927.565,0,69.7183,151.548,-1635.71,-126761,-66478.4,-104256,251.358,903.496,0,-0.00550264,-0.00548797,-0.00547182,-0.00551552,-0.00553796,-0.00549747,-0.0054675,-0.00548428
591,7,-20.8487,16.2874,-1737.33,-177369,70493.9,36058.7,894.576,928.093,0,70.1761,151.548,-1636.01,-126734,-66929.8,-103971,251.09,903.465,0,-0.00351313,-0.00341167,-0.00338041,-0.00376051,-0.00394813,-0.00344416,-0.00337541,-0.00319093
591,8,-19.7806,15.8296,-1737.02,-176908,70530.8,36758.4,894.604,927.846,0,69.8709,151.091,-1636.32,-128660,-66892.8,-103260,251.12,904.628,0,-0.00310169,-0.00301602,-0.00306785,-0.00308704,-0.00425951,-0.00319908,-0.00325858,-0.00303666
591,9,-20.5435,16.2874,-1735.8,-177261,69824,36574.1,894.226,928.12,0,69.7183,151.243,-1636.32,-127195,-66404.5,-103804,251.418,903.732,0,0.00108214,-0.00161855,-0.000178749,-0.000151611,-0.0011255,-0.00115517,0.00147618,-0.00119117
592,0,-20.5435,15.8296,-1735.8,-177749,69946.1,36324.3,894.296,928.402,0,70.3287,151.243,-1637.23,-127602,-66782.1,-104116,251.21,903.937,0,-2.32451e-05,-0.000858636,-0.000270906,0.00178268,-0.00117469,-6.49005e-05,0.000331683,-0.000730053
592,1,-20.2383,16.1348,-1736.11,-178698,69909.2,36314.5,894.268,928.931,0,69.8709,151.396,-1637.54,-126354,-66867.2,-104077,251.166,903.161,0,0.000321211,0.000248256,0.000190383,0.000196202,7.99262e-05,-1.10164e-05,0.000366599,5.80663e-05
592,2,-20.3909,16.2874,-1735.5,-178753,69616.8,36465.6,894.114,928.998,0,69.8709,151.243,-1638.15,-127276,-67037.5,-104279,251.077,903.695,0,0.000165266,0.00038859,0.000373858,0.00032445,0.000298317,0.000278045,0.000337055,0.000244563
592,3,-20.8487,15.8296,-1736.11,-177478,69909.2,35930.9,894.268,928.228,0,69.8709,151.091,-1637.23,-127358,-67148.3,-103992,250.987,903.788,0,0.00030946,0.00037365,0.000349182,0.000425671,0.000350354,0.000330586,0.00042619,0.00050408
592,4,-20.8487,15.8296,-1736.41,-177206,69628.1,36419.2,894.099,928.053,0,70.3287,151.548,-1636.01,-128199,-66929.8,-103835,251.09,904.36,0,0.000163923,0.000257152,-1.91106e-05,0.000319414,0.000117024,0.000223825,0.000128568,0.000201925
592,5,-21.0013,16.44,-1735.8,-178237,69457.8,36331.8,894.015,928.683,0,69.7183,151.243,-1636.32,-127195,-66648.7,-104048,251.269,903.732,0,0.004429,0.0042513,0.00552911,0.00451147,0.00450598,0.00437962,0.00461724,0.00409619
592,6,-20.2383,15.5244,-1736.41,-177939,69506,36144.3,894.029,928.475,0,70.4813,151.548,-1636.62,-128144,-66733.8,-103821,251.225,904.298,0,0.00387975,0.00400974,0.0039287,0.00526685,0.00411906,0.00406421,0.00380495,0.00373881
592,7,-20.8487,16.1348,-1736.41,-177939,69506,36260.2,894.029,928.475,0,70.0235,151.091,-1636.62,-126679,-66733.8,-103612,251.225,903.403,0,0.000953552,0.00145855,0.000172422,0.00025999,0.00277162,3.17888e-05,0.000786593,0.0013387
592,8,-20.6961,16.1348,-1736.72,-177668,69957.4,36517.9,894.281,928.301,0,70.3287,151.701,-1637.23,-126625,-67026.2,-103878,251.061,903.341,0,-0.00100928,0.00187787,-0.000512797,-0.000434293,0.000672484,-0.000543983,-0.00122324,0.00141507
592,9,-21.0013,16.7451,-1736.41,-176962,70116.4,36539,894.38,927.913,0,70.0235,151.701,-1636.32,-127927,-67014.9,-103783,251.045,904.18,0,-0.000439211,-0.000443174,-0.00011026,-0.000156479,-0.000271748,-0.000317031,-0.000134641,-0.000834296
593,0,-20.6961,15.9822,-1736.72,-177179,70323.6,36475.4,894.492,928.02,0,70.3287,151.396,-1636.32,-126951,-66526.6,-103792,251.344,903.583,0,-0.000366358,-0.000342959,-6.02372e-05,-0.000340457,-0.000356351,-0.000343722,-0.000224784,-0.000256678
593,1,-20.6961,16.5926,-1736.11,-177722,69909.2,36401.5,894.268,928.368,0,70.7864,151.396,-1636.62,-128877,-66733.8,-103141,251.225,904.746,0,-0.000154179,-0.00015982,-0.000163641,-0.000360097,-0.000161294,-5.36537e-05,-3.77843e-05,-0.000132459
593,2,-20.6961,15.9822,-1737.02,-177152,70652.9,36597.4,894.675,927.986,0,70.6339,151.853,-1636.93,-126408,-67185.2,-103649,250.957,903.223,0,-0.00026329,-0.000333223,-0.00027527,-0.000269619,-0.000375487,-0.000498156,-0.000233177,-0.000348163
593,3,-20.2383,16.2874,-1735.5,-176556,69738.9,37333.7,894.184,927.732,0,70.3287,152.311,-1636.01,-128199,-66563.5,-103804,251.314,904.36,0,-0.00370013,-0.0049676,-0.00387611,-0.00373852,-0.00351286,-0.00356855,-0.00347026,-0.00471412
593,4,-21.0013,16.44,-1735.5,-177288,69738.9,36698,894.184,928.154,0,70.4813,152.311,-1636.62,-127900,-66733.8,-103668,251.225,904.149,0,-0.00307836,-0.00296902,-0.00385143,-0.00320706,-0.00316487,-0.00310743,-0.00307259,-0.00308014
593,5,-20.5435,15.9822,-1736.11,-177234,69420.9,36366.9,893.987,928.087,0,71.0916,151.548,-1636.01,-127955,-67051.8,-102913,251.015,904.211,0,-0.00323028,-0.0030229,-0.00302907,-0.00434215,-0.00274824,-0.00334462,-0.00292638,-0.00277278
593,6,-20.3909,16.5926,-1735.8,-177993,69702,37161.1,894.156,928.542,0,70.3287,151.853,-1636.93,-127141,-66819,-104286,251.18,903.67,0,-0.000913929,0.000225594,-0.000768453,-0.00171039,0.000666777,0.000315814,-0.00149165,0.000126722
593,7,-20.5435,16.2874,-1736.11,-176501,69665,36574.1,894.127,927.665,0,70.4813,151.548,-1635.71,-127982,-66722.5,-103699,251.209,904.242,0,-0.00110042,0.000834603,-0.000142658,-0.00105237,0.00100301,0.00118568,-0.000995613,0.000678993
593,8,-20.8487,16.1348,-1736.41,-176230,69872.2,36016.1,894.24,927.491,0,70.0235,151.396,-1636.93,-126896,-67551.4,-104064,250.733,903.521,0,1.03276e-05,0.000414776,0.000356568,0.000369437,0.000325343,0.000249676,0.000169695,0.000547053
593,9,-21.0013,16.7451,-1736.41,-177695,69994.3,36783.1,894.31,928.334,0,70.1761,150.938,-1637.23,-126625,-67514.5,-103800,250.763,903.341,0,0.000486892,0.000462617,0.000409445,0.000426343,0.000251651,0.000506842,0.000376335,0.000492497
594,0,-20.6961,16.1348,-1735.19,-178292,69409.6,36395.9,894.001,928.75,0,70.1761,151.243,-1636.01,-127222,-66929.8,-104252,251.09,903.764,0,0.000386342,0.000143509,0.000453089,0.000348119,0.000372009,0.000332936,0.000388589,0.000213004
594,1,-20.5435,16.1348,-1736.72,-177179,70079.4,36165.3,894.352,928.02,0,70.3287,151.396,-1636.32,-127683,-67259,-103914,250.896,904.031,0,0.00549829,0.00537531,0.00552911,0.00548541,0.00546297,0.00550347,0.00553344,0.00551665
594,2,-21.0013,15.8296,-1737.02,-177152,70408.8,36161.5,894.534,927.986,0,70.1761,150.785,-1637.23,-125649,-67270.3,-103636,250.912,902.745,0,0.00336004,0.00337136,0.00467888,0.00358234,0.00357887,0.00333568,0.00311855,0.00304822
594,3,-21.459,15.677,-1737.33,-176637,70249.8,35345.8,894.436,927.672,0,70.3287,151.853,-1636.93,-127385,-66696.9,-103432,251.255,903.819,0,0.00294089,0.00260372,0.00408062,0.00345141,0.00339808,0.00311712,0.00308582,0.00257518
594,4,-20.8487,16.2874,-1737.94,-176582,70420,36424.9,894.519,927.605,0,70.6339,151.548,-1636.62,-127900,-66611.8,-103686,251.299,904.149,0,0.00085787,4.39658e-05,-0.0012148,0.00162892,0.000888692,-0.000900525,0.000905608,0.00012538
594,5,-21.0013,16.2874,-1737.02,-177396,69798.4,36411.3,894.183,928.127,0,69.8709,151.091,-1636.93,-128361,-66330.7,-103504,251.479,904.416,0,0.000774946,0.00108623,-0.00108974,0.00053579,-1.15183e-06,-0.000684652,-0.000417156,0.00182332
594,6,-21.0013,15.9822,-1737.02,-176420,70408.8,35837.9,894.534,927.565,0,70.939,151.091,-1636.93,-128117,-67063.1,-102921,251.031,904.267,0,-0.000466405,-0.000288068,-0.000237837,-0.000340793,-0.000235321,-0.000161758,-0.000232338,-0.000166535
594,7,-20.5435,15.9822,-1736.72,-176447,70079.4,36244.8,894.352,927.598,0,69.4131,152.006,-1637.54,-126842,-67477.5,-104655,250.793,903.459,0,-0.000142764,-0.000245767,-0.000113786,-0.00045813,-9.24696e-05,-0.000196673,-9.98937e-05,-0.000208333
594,8,-20.3909,16.1348,-1737.33,-175660,70005.6,36667.2,894.295,927.109,0,70.4813,151.243,-1637.54,-126110,-66745.1,-103614,251.241,903.012,0,-0.000293841,-0.000320634,-0.000251602,-0.000341129,-0.000318414,-0.0002378,-0.000295287,-0.000280514
594,9,-21.0013,15.8296,-1736.41,-177206,69994.3,35795.3,894.31,928.053,0,70.0235,151.396,-1636.93,-127141,-66819,-103575,251.18,903.67,0,-0.000129167,-0.000262385,-0.000186806,-0.000428586,-0.000140479,-0.000193484,-0.000187183,-0.000225119
595,0,-20.5435,16.5926,-1736.41,-177206,69994.3,36171,894.31,928.053,0,70.0235,151.243,-1637.84,-126571,-67074.4,-103655,251.047,903.279,0,-0.00472057,-0.00442624,-0.00440924,-0.00440275,-0.00442922,-0.00490927,-0.00491472,-0.00441214
595,1,-20.3909,16.44,-1736.11,-177722,70397.4,37728.9,894.549,928.368,0,69.4131,151.396,-1636.01,-128687,-66441.5,-104118,251.388,904.659,0,-0.00416192,-0.00534529,-0.00406966,-0.00413837,-0.00390885,-0.00408271,-0.00403495,-0.00523148
595,2,-20.0858,16.1348,-1736.41,-177206,70604.7,36816.4,894.661,928.053,0,69.7183,151.091,-1637.23,-126625,-66537.9,-103640,251.36,903.341,0,-0.0017002,-0.000342959,-0.00131065,-0.00218427,0.000518386,-0.000376455,-0.00187824,-0.000263224
595,3,-20.6961,15.9822,-1736.72,-176691,70201.5,36231.2,894.422,927.739,0,69.4131,151.853,-1637.23,-127846,-66415.9,-104124,251.434,904.087,0,-0.000345543,0.000334202,-0.000619726,-0.00139128,0.0013943,7.99656e-05,-0.00104245,0.000585661
595,4,-20.3909,15.9822,-1736.41,-177939,69994.3,36380.5,894.31,928.475,0,70.0235,150.785,-1636.32,-128416,-66526.6,-103161,251.344,904.479,0,0.000559913,0.000491154,0.000463665,0.000323443,4.41713e-05,0.000924151,0.00060379,0.00054722
595,5,-20.8487,16.1348,-1736.11,-177478,70153.3,36626.4,894.408,928.228,0,70.1761,151.548,-1636.93,-127873,-66696.9,-103726,251.255,904.118,0,0.000458355,0.000585661,0.000490019,0.000474184,0.00057697,0.000492238,0.000366935,0.000581632
595,6,-20.8487,15.8296,-1736.11,-177234,69909.2,36297.1,894.268,928.087,0,70.4813,150.938,-1637.54,-126842,-66989.2,-103163,251.092,903.459,0,0.000192459,0.000231637,0.000345657,0.000277112,0.000188366,0.000238932,0.000243891,0.000248423
595,7,-20.2383,16.44,-1737.02,-176420,70286.7,36765.9,894.464,927.565,0,70.1761,150.938,-1637.84,-127303,-66830.2,-103434,251.196,903.726,0,0.000384999,0.000307511,0.000407934,0.000355169,0.000146232,0.000447419,0.0003107,0.000340748
595,8,-20.6961,15.8296,-1736.72,-176691,69713.3,36188.7,894.141,927.739,0,70.3287,151.091,-1636.93,-127141,-66819,-102975,251.18,903.67,0,0.00456245,0.00430283,0.00397016,0.00362649,0.00348252,0.00331436,0.00402502,0.0045464
595,9,-20.6961,16.44,-1736.72,-176691,70567.7,36847.2,894.633,927.739,0,70.3287,151.853,-1636.32,-128904,-67014.9,-103676,251.045,904.777,0,0.00287811,0.00421,0.00329938,0.00323906,0.00313068,0.00307331,0.0029428,0.00445945
596,0,-20.8487,15.8296,-1736.11,-177478,69787.1,36785.4,894.197,928.228,0,70.4813,151.091,-1636.93,-126896,-67185.2,-103572,250.957,903.521,0,0.00363299,0.00392094,0.00320622,0.00315715,0.00295207,0.00259355,0.00310781,0.00387209
596,1,-20.5435,16.2874,-1736.72,-177179,69957.4,36330,894.281,928.02,0,69.8709,151.396,-1636.32,-127683,-66404.5,-103833,251.418,904.031,0,0.00193404,-0.000838828,-3.50576e-05,0.000517157,-0.000371123,-0.001037,0.00200411,-0.000436795
596,2,-20.5435,15.9822,-1737.02,-176420,69920.5,37099.3,894.253,927.565,0,69.8709,151.243,-1636.32,-127683,-66648.7,-103669,251.269,904.031,0,1.95601e-05,0.000254634,-0.000999433,-0.000359258,0.00176662,-0.00109407,-5.02062e-05,0.000416119
596,3,-20.3909,15.8296,-1736.41,-177451,69994.3,36826.2,894.31,928.194,0,70.0235,151.243,-1635.71,-128226,-66722.5,-103899,251.209,904.392,0,-0.000227535,-0.000267925,-0.000299443,0.000127882,-7.87048e-05,-0.000220174,-0.000166032,-0.000220923
596,4,-20.6961,15.8296,-1736.72,-177912,70079.4,36066.6,894.352,928.441,0,70.0235,151.091,-1636.93,-126896,-66696.9,-103734,251.255,903.521,0,-0.00030257,-0.000195072,-0.000263352,-0.000320314,-0.00032496,-0.00047113,-0.000188358,-0.000337756
596,5,-21.0013,16.1348,-1736.72,-177668,70323.6,36734.9,894.492,928.301,0,69.5657,151.243,-1636.93,-127629,-67429.3,-104184,250.807,903.969,0,-0.000163579,-0.00036176,-0.00028316,-0.000274823,-0.000334025,-4.97928e-05,-0.00015596,-0.000162003
596,6,-20.0858,16.5926,-1736.41,-178427,69872.2,37432.4,894.24,928.756,0,70.6339,150.785,-1637.54,-126354,-66989.2,-103351,251.092,903.161,0,-0.00550264,-0.00548797,-0.00547182,-0.00551552,-0.00553796,-0.00549747,-0.0054675,-0.00548428
596,7,-20.6961,16.44,-1736.72,-178888,69713.3,36358.9,894.141,929.004,0,70.3287,152.006,-1636.62,-128144,-66855.9,-103841,251.15,904.298,0,-0.00486594,-0.00358608,-0.00352091,-0.00333514,-0.0032431,-0.00325313,-0.00450816,-0.00334016
596,8,-21.0013,16.44,-1736.72,-177179,70201.5,36698,894.422,928.02,0,70.6339,151.396,-1637.23,-127602,-67026.2,-103643,251.061,903.937,0,-0.00299342,-0.00398979,-0.00314137,-0.00308704,-0.00310092,-0.00308946,-0.00304086,-0.00328225
