

Model Outputs
100
,,C06:LAbsAnkleAngle,,,C06:LAnkleAngles,,,C06:LAnkleForce,,,C06:LAnkleMoment,,,C06:LAnklePower,,,C06:LFE,,,,,,,,,C06:LFO,,,,,,,,,C06:LFootProgressAngles,,,C06:LHipAngles,,,C06:LHipForce,,,C06:LHipMoment,,,C06:LHipPower,,,C06:LKneeAngles,,,C06:LKneeForce,,,C06:LKneeMoment,,,C06:LKneePower,,,C06:LPelvisAngles,,,C06:LTI,,,,,,,,,C06:LTO,,,,,,,,,C06:PEL,,,,,,,,,C06:RAbsAnkleAngle,,,C06:RAnkleAngles,,,C06:RAnkleForce,,,C06:RAnkleMoment,,,C06:RAnklePower,,,C06:RFE,,,,,,,,,C06:RFO,,,,,,,,,C06:RFootProgressAngles,,,C06:RHipAngles,,,C06:RHipForce,,,C06:RHipMoment,,,C06:RHipPower,,,C06:RKneeAngles,,,C06:RKneeForce,,,C06:RKneeMoment,,,C06:RKneePower,,,C06:RPelvisAngles,,,C06:RTI,,,,,,,,,C06:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm
886,0,-4.9636,0,0,-5.63867,-1.03913,28.2857,,,,,,,,,,1.18842,13.1034,20.9015,-2202.33,9.79884,501.153,413.322,413.322,413.322,-9.54946,-73.2169,4.99077,-2131.45,-32.1631,25.6,235.284,235.284,235.284,-73.7612,9.07722,4.34183,-3.08104,1.20308,-28.8865,,,,,,,,,,0.339177,4.68684,-3.56828,,,,,,,,,,9.81067,-0.44023,8.01668,-3.09979,12.7037,24.9952,-2287.41,-32.1851,89.2925,402.847,402.847,402.847,-9.54945,-73.217,4.99078,-2056.37,-38.1006,3.73119,78.4281,78.4281,78.4283,-1.12476,9.7638,-7.95934,-2121.68,-72.5739,906.619,183.88,183.88,183.88,-8.46568,0,0,-9.83399,2.43353,-30.4628,,,,,,,,,,-11.3588,-19.3718,46.5289,-1980.53,-182.015,523.231,416.115,416.115,416.115,-7.17997,-88.5102,-1.75454,-1756.54,-192.199,83.6152,239.943,239.943,239.943,-88.7903,-3.40799,-5.745,31.5034,2.0343,54.203,,,,,,,,,,5.42109,14.1772,-22.4517,,,,,,,,,,9.81067,0.44023,-8.01668,1.45057,-8.18467,24.7137,-1924.06,-158.709,101.817,406.018,406.018,406.018,-7.17996,-88.5102,-1.75454,-1676.98,-200.205,81.9351,79.9809,79.9809,79.981
887,0,-4.52451,0,0,-5.1824,-1.08131,29.1522,,,,,,,,,,1.29435,14.0202,20.5443,-2198,9.40967,500.358,413.356,413.356,413.356,-9.37227,-73.177,5.00296,-2130.8,-31.9999,24.881,235.284,235.284,235.284,-73.7015,8.98535,4.20731,-4.28368,1.66912,-28.0682,,,,,,,,,,-0.111831,4.80007,-4.86108,,,,,,,,,,9.4857,-0.130663,7.57963,-2.8628,13.2102,25.9479,-2286.7,-32.4433,88.7166,403.363,403.363,403.363,-9.37226,-73.177,5.00296,-2055.72,-37.7538,2.93019,78.4282,78.4281,78.4281,-0.757601,9.46322,-7.5515,-2110.29,-72.9232,903.632,183.88,183.88,183.88,-8.68984,0,0,-9.76583,2.11599,-27.036,,,,,,,,,,-10.3525,-19.447,43.148,-1970.58,-180.512,518.749,416.054,416.054,416.054,-6.39076,-92.1399,-2.34709,-1717.97,-190.571,93.6775,239.943,239.943,239.943,-92.3634,-2.67625,-5.48023,30.8989,1.74102,50.5366,,,,,,,,,,3.54287,10.74,-22.4737,,,,,,,,,,9.4857,0.130663,-7.57963,0.853117,-11.8277,21.5844,-1886.47,-158.045,101.607,406.329,406.329,406.329,-6.39076,-92.1399,-2.34712,-1638.42,-198.209,96.9606,79.9809,79.9809,79.9809
888,0,-4.05959,0,0,-4.66709,-1.10003,29.5324,,,,,,,,,,1.39842,14.8828,20.2573,-2193.13,8.96608,499.562,413.554,413.554,413.554,-9.12729,-73.0651,4.92816,-2130.41,-31.8292,24.2922,235.284,235.284,235.284,-73.563,8.7891,4.07715,-5.42081,2.09224,-27.321,,,,,,,,,,-0.409097,4.85374,-5.5912,,,,,,,,,,9.18185,0.167489,7.15585,-2.64786,13.8005,26.4095,-2286.17,-32.7131,88.4634,403.751,403.751,403.751,-9.12729,-73.0651,4.92819,-2055.38,-37.4054,2.15635,78.4281,78.4281,78.4281,-0.406464,9.18035,-7.15393,-2098.73,-73.3431,900.83,183.88,183.88,183.88,-8.74576,0,0,-9.56378,1.83105,-23.7709,,,,,,,,,,-9.46121,-19.5168,40.0554,-1960.04,-179.274,514.614,416.053,416.053,416.053,-5.4991,-95.4642,-2.81062,-1682.85,-188.707,103.146,239.943,239.943,239.943,-95.6318,-1.94409,-5.12997,30.3755,1.44955,47.1654,,,,,,,,,,1.6472,7.97491,-22.4261,,,,,,,,,,9.18185,-0.167489,-7.15585,0.531152,-15.0327,18.6878,-1851.77,-157.4,101.641,407.691,407.691,407.691,-5.4991,-95.4642,-2.8106,-1603.58,-195.859,110.964,79.9809,79.9809,79.981
889,0,-3.57938,0,0,-4.11402,-1.09919,29.5154,,,,,,,,,,1.50209,15.6901,20.038,-2187.72,8.46733,498.765,413.898,413.898,413.898,-8.83772,-72.8755,4.78496,-2130.24,-31.6594,23.8161,235.284,235.284,235.284,-73.343,8.51551,3.95783,-6.49053,2.47384,-26.6447,,,,,,,,,,-0.558819,4.85059,-5.84604,,,,,,,,,,8.89932,0.453611,6.74487,-2.4497,14.4714,26.4648,-2285.77,-32.9753,88.5272,404.023,404.023,404.023,-8.83772,-72.8755,4.78496,-2055.28,-37.0727,1.389,78.4281,78.4281,78.4282,-0.0716372,8.91569,-6.76649,-2087,-73.835,898.214,183.88,183.88,183.88,-8.63755,0,0,-9.24201,1.58031,-20.7542,,,,,,,,,,-8.68274,-19.5797,37.2926,-1948.99,-178.293,510.809,416.095,416.095,416.095,-4.55053,-98.4665,-3.12075,-1651.15,-186.629,111.877,239.943,239.943,239.943,-98.5833,-1.24696,-4.70069,29.9233,1.15944,44.1316,,,,,,,,,,-0.163341,5.82303,-22.295,,,,,,,,,,8.89932,-0.453611,-6.74487,0.420193,-17.7818,16.1165,-1820.04,-156.766,101.832,409.566,409.566,409.566,-4.55054,-98.4665,-3.12071,-1572.33,-193.183,123.773,79.981,79.9809,79.981
890,0,-3.08296,0,0,-3.52798,-1.0775,29.0746,-0.151342,0.01836,-0.0838403,-12.6346,2.11692e-16,4.39815,0,0,0.0189171,1.6074,16.4409,19.8866,-2181.77,7.91581,497.965,414.371,414.371,414.371,-8.51039,-72.6055,4.58252,-2130.3,-31.4955,23.4618,235.284,235.284,235.285,-73.0399,8.17525,3.84845,-7.49084,2.81456,-26.0419,-0.134086,0.0928849,1.81377,105.997,42.5416,-3.59664,0,0,0.197869,-0.5567,4.79263,-5.60047,-0.108223,0.141154,0.709518,-102.067,1.95471,5.00146,0,0,0.0107351,8.6381,0.726752,6.34621,-2.27891,15.2258,26.0894,-2285.52,-33.2341,88.9226,404.196,404.196,404.196,-8.5104,-72.6055,4.58256,-2055.45,-36.7594,0.635501,78.4282,78.4281,78.428,0.246255,8.66941,-6.3889,-2075.1,-74.4009,895.784,183.88,183.88,183.88,-8.38369,0,0,-8.82151,1.36471,-18.0593,-0.111572,-0.0166331,-0.439604,11.0175,-1.8523e-16,1.17845,0,0,-0.0155768,-8.01294,-19.6354,34.8908,-1937.49,-177.551,507.321,416.166,416.166,416.166,-3.59143,-101.129,-3.27263,-1622.79,-184.368,119.709,239.943,239.943,239.943,-101.203,-0.611169,-4.20782,29.5335,0.872546,41.4659,-0.144192,-0.166966,1.9161,493.427,-272.484,-30.5236,0,0,0.258548,-1.80345,4.2067,-22.0804,-0.69637,0.176761,0.845023,-404.797,-107.343,1.94577,0,0,-1.43969,8.6381,-0.726752,-6.34621,0.455487,-20.0721,13.9353,-1791.33,-156.127,102.078,411.525,411.525,411.525,-3.59144,-101.129,-3.27262,-1544.55,-190.237,135.206,79.9809,79.9809,79.9809
891,0,-2.55675,0,0,-2.89697,-1.02715,28.0369,-0.103554,-0.104911,0.135862,-6.00423,6.77413e-15,-41.6776,0,0,-0.145266,1.71732,17.1327,19.8069,-2175.26,7.31887,497.164,414.951,414.951,414.951,-8.13587,-72.2544,4.32446,-2130.68,-31.3402,23.2726,235.284,235.284,235.285,-72.6523,7.76565,3.73874,-8.41911,3.11398,-25.5189,0.184425,-0.427238,1.76385,-39.1569,-616.825,-52.1345,0,0,-0.17108,-0.384445,4.6815,-4.68733,0.165955,-0.402999,0.609973,-133.296,-442.075,-41.3498,0,0,0.169834,8.39801,0.98567,5.9596,-2.16992,16.0761,25.1227,-2285.48,-33.5231,89.6941,404.285,404.285,404.285,-8.13587,-72.2543,4.32438,-2055.98,-36.4543,-0.0625014,78.4282,78.4282,78.428,0.54627,8.44148,-6.02102,-2063.04,-75.0432,893.541,183.88,183.88,183.88,-8.01809,0,0,-8.33302,1.18514,-15.7493,-0.102646,-0.0158089,-0.422831,14.363,2.11692e-16,2.50648,0,0,-0.0226246,-7.447,-19.6842,32.8736,-1925.58,-177.024,504.139,416.251,416.251,416.251,-2.66562,-103.427,-3.27936,-1597.67,-181.976,126.464,239.943,239.943,239.943,-103.468,-0.0538877,-3.67457,29.1978,0.592067,39.1915,-0.153054,-0.136141,1.87946,507.621,-271.603,-28.2547,0,0,0.245135,-3.20814,3.04201,-21.7904,-0.681447,0.155741,0.822718,-406.754,-96.5781,3.33626,0,0,-1.13956,8.39801,-0.98567,-5.9596,0.578611,-21.9106,12.1867,-1765.67,-155.456,102.271,413.252,413.252,413.252,-2.66562,-103.427,-3.27941,-1520.05,-187.102,145.053,79.9809,79.9809,79.9809
892,0,-1.95884,0,0,-2.17762,-0.926305,25.8971,-0.169987,-0.34263,-0.320518,3.76745,-1.05846e-16,3.74303,0,0,0.0323408,1.83581,17.7624,19.805,-2168.17,6.68934,496.366,415.612,415.612,415.612,-7.67581,-71.8238,4.01012,-2131.64,-31.1941,23.3689,235.284,235.284,235.285,-72.1789,7.26501,3.59838,-9.27244,3.37035,-25.0848,-0.826365,-0.995889,1.86713,724.47,-918.479,-31.1165,0,0,0.840346,0.00527534,4.51769,-2.62321,-0.863676,-0.928487,0.663024,-464.557,-495.189,3.61546,0,0,0.750267,8.17864,1.22854,5.58503,-2.21532,17.0539,23.0944,-2285.92,-33.9373,90.9587,404.312,404.313,404.313,-7.67581,-71.8238,4.0102,-2057.12,-36.1165,-0.586374,78.4281,78.4281,78.4282,0.826895,8.23171,-5.663,-2050.8,-75.7649,891.486,183.88,183.88,183.88,-7.58795,0,0,-7.81753,1.04268,-13.8781,-0.0889093,-0.0168058,-0.401707,18.3787,-2.11692e-16,4.13025,0,0,-0.0280182,-6.97969,-19.7257,31.2577,-1913.34,-176.686,501.258,416.339,416.339,416.339,-1.8112,-105.328,-3.16829,-1575.64,-179.515,131.943,239.943,239.943,239.943,-105.347,0.41604,-3.12918,28.9084,0.322328,37.3246,-0.153009,-0.120063,1.84178,510.703,-264.562,-25.6603,0,0,0.22868,-4.33293,2.24776,-21.4356,-0.658168,0.136113,0.79226,-402.197,-87.7213,5.01958,0,0,-0.834924,8.17864,-1.22854,-5.58503,0.74107,-23.311,10.8953,-1743.04,-154.734,102.312,414.528,414.529,414.529,-1.81119,-105.328,-3.16835,-1498.62,-183.881,153.079,79.9809,79.9809,79.9809
893,0,-1.1449,0,0,-1.22644,-0.708679,21.0082,-0.477387,0.493332,-2.41623,-13.773,1.35483e-14,93.8826,0,0,1.89541,1.96827,18.3252,19.8913,-2160.47,6.04739,495.576,416.323,416.323,416.323,-7.02298,-71.3216,3.63206,-2134.11,-31.0564,24.1449,235.284,235.284,235.285,-71.6198,6.60896,3.34751,-10.0468,3.58028,-24.7533,-4.4112,3.92056,2.31474,3570.24,3044.02,-58.9223,0,0,5.37919,0.760742,4.28799,2.17876,-4.57436,3.73146,1.4125,-1846.51,1332.19,94.121,0,0,-4.05501,7.97934,1.45299,5.2226,-2.71301,18.2523,18.4517,-2287.77,-34.7282,93.0912,404.303,404.303,404.303,-7.02299,-71.3216,3.63198,-2059.81,-35.636,-0.542895,78.4282,78.4281,78.428,1.08601,8.03959,-5.31504,-2038.41,-76.5701,889.621,183.88,183.88,183.88,-7.14993,0,0,-7.32419,0.938445,-12.4892,-0.0730062,-0.0191883,-0.375753,22.4298,1.05846e-15,5.77631,0,0,-0.0286684,-6.60584,-19.7591,30.0536,-1900.79,-176.514,498.673,416.418,416.419,416.419,-1.05824,-106.797,-2.97536,-1556.52,-177.061,135.95,239.943,239.943,239.943,-106.802,0.796345,-2.60104,28.6576,0.0680187,35.8748,-0.144655,-0.119335,1.80716,501.795,-250.047,-22.8048,0,0,0.211279,-5.15335,1.75159,-21.0272,-0.624378,0.116467,0.757505,-389.893,-80.0647,6.70845,0,0,-0.540976,7.97934,-1.45299,-5.2226,0.905958,-24.2922,10.0713,-1723.36,-153.946,102.111,415.233,415.234,415.234,-1.05824,-106.797,-2.97543,-1480.03,-180.691,159.046,79.9809,79.9809,79.9809
894,0,0.680501,0,0,0.682944,-0.067696,4.86411,-0.215367,2.32193,-1.94846,-25.7399,-1.76127e-13,200.788,0,0,3.28039,2.12131,18.8151,20.0789,-2152.11,5.42038,494.804,417.045,417.045,417.045,-6.06491,-70.773,3.09793,-2143.35,-30.9475,27.7516,235.284,235.284,235.285,-70.996,5.66766,2.94515,-10.7376,3.73892,-24.5417,-1.517,9.62679,2.07884,1219.49,6898.7,26.9338,0,0,3.26461,2.62357,3.74953,18.2429,-4.50767,8.64214,1.48823,-1506.94,2524.23,200.778,0,0,-14.4117,7.79916,1.65611,4.87285,-5.23742,20.0507,2.79673,-2296.31,-36.0726,98.1505,404.287,404.287,404.287,-6.06491,-70.7729,3.09788,-2069.3,-34.9771,2.2465,78.4282,78.4281,78.428,1.32095,7.86435,-4.9777,-2025.84,-77.4632,887.95,183.88,183.88,183.88,-6.76432,0,0,-6.90637,0.87326,-11.6129,-0.057647,-0.0223329,-0.34458,25.7964,4.23383e-16,7.14335,0,0,-0.0226804,-6.32076,-19.7821,29.2667,-1888,-176.492,496.38,416.482,416.482,416.482,-0.428123,-107.799,-2.73738,-1540.08,-174.689,138.317,239.943,239.943,239.943,-107.796,1.08833,-2.11631,28.4373,-0.166258,34.8467,-0.125111,-0.134819,1.77931,479.081,-227.005,-19.7534,0,0,0.193783,-5.66398,1.49331,-20.5768,-0.577203,0.0961589,0.722474,-368.685,-72.932,8.10271,0,0,-0.275251,7.79916,-1.65611,-4.87285,1.04818,-24.8779,9.71414,-1706.51,-153.089,101.604,415.326,415.326,415.326,-0.42813,-107.799,-2.73739,-1463.98,-177.642,162.745,79.9809,79.9809,79.9809
