

Devices
1000
,,Right - Force,,,Right - Moment,,,Right - CoP,,,Left - Force,,,Left - Moment,,,Left - CoP,,,EMG - Voltage,,,,,,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,L_RF_1,L_BF_2,L_SOL_3,L_TA_4,R_RF_5,R_BF_6,R_SOL_7,R_TA_8
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,V,V,V,V,V,V,V,V
908,0,-20.8487,16.5926,-1735.19,-178536,69775.8,36021.7,894.212,928.891,0,70.7864,151.091,-1636.01,-128443,-66075.2,-103300,251.612,904.51,0,-0.0040565,-0.00302726,-0.00277963,-0.00275685,-0.0027202,-0.00272755,-0.00415648,-0.00304002
908,1,-21.0013,16.44,-1736.11,-177478,70153.3,36453.9,894.408,928.228,0,71.0916,151.701,-1636.62,-128633,-66733.8,-102955,251.225,904.596,0,-0.00322826,-0.0046129,-0.00341415,-0.00326699,-0.00317679,-0.00305572,-0.00315719,-0.00434348
908,2,-20.5435,16.2874,-1736.11,-177478,70031.2,36330,894.338,928.228,0,70.6339,151.243,-1636.32,-128416,-66770.7,-103967,251.195,904.478,0,3.44523e-06,-0.000288907,-0.00106859,-0.000934358,0.00143324,-0.00138632,-0.000663076,2.49972e-05
908,3,-20.6961,16.44,-1736.11,-177722,69543,36236.9,894.057,928.368,0,70.6339,151.243,-1637.23,-127358,-66904.1,-103479,251.136,903.788,0,-0.000955223,0.0018908,-0.00039865,-0.000404917,0.000639751,-0.000368733,-0.00135367,0.00158999
908,4,-20.2383,16.44,-1736.72,-177912,69957.4,36888,894.281,928.441,0,70.1761,151.091,-1636.93,-126164,-66819,-103721,251.18,903.074,0,0.000259941,9.14712e-05,2.26874e-05,0.000226585,6.43149e-05,0.000275527,0.00022274,0.000230294
908,5,-20.8487,15.9822,-1736.72,-177179,69957.4,36095.6,894.281,928.02,0,70.7864,151.396,-1638.15,-125811,-67525.8,-103263,250.779,902.801,0,0.000501832,0.000398493,0.000449732,0.000276777,0.000393495,0.000287277,0.000457581,0.000393625
908,6,-20.6961,16.1348,-1738.24,-175823,70749.3,37128.3,894.702,927.15,0,69.8709,151.396,-1636.01,-127466,-66441.5,-104444,251.388,903.913,0,0.000473295,0.000436263,0.000439828,0.00019167,0.000463159,0.000525811,0.000399164,0.00037516
908,7,-20.8487,16.5926,-1736.11,-178210,69543,36021.7,894.057,928.649,0,70.939,151.701,-1637.23,-127602,-66904.1,-103457,251.136,903.937,0,0.00479343,0.00476949,0.00439217,0.00548541,0.00546297,0.00517798,0.00525294,0.00528953
908,8,-20.5435,15.9822,-1735.8,-177993,69824,35878.6,894.226,928.542,0,70.3287,151.701,-1636.62,-127412,-66733.8,-103511,251.225,903.851,0,0.00375637,0.00354006,0.00335562,0.00385798,0.0045409,0.0036944,0.00349625,0.00345193
908,9,-20.2383,17.0503,-1736.72,-176447,70689.8,36814.1,894.703,927.598,0,70.1761,151.091,-1636.93,-127873,-66941,-103110,251.106,904.118,0,0.00328954,0.00322582,0.0030919,0.00291559,0.00327219,0.0043489,0.00324042,0.0031439
909,0,-20.3909,16.2874,-1737.02,-175443,70652.9,36465.6,894.675,927.002,0,70.4813,151.243,-1636.93,-126896,-66696.9,-103370,251.255,903.521,0,-0.00110277,0.00184329,0.000484983,-0.000613068,0.000900946,-4.03925e-05,-0.0010458,0.00148356
909,1,-21.0013,15.9822,-1737.02,-177152,70042.5,36204.1,894.323,927.986,0,70.939,151.243,-1636.62,-127168,-66611.8,-102963,251.299,903.701,0,-0.000841412,-0.000141691,0.00183293,-0.00108661,-4.83215e-05,0.000544444,-0.000622788,-0.000891034
909,2,-20.8487,16.2874,-1737.63,-176610,70212.8,36424.9,894.407,927.638,0,70.3287,151.091,-1636.93,-127873,-66941,-103463,251.106,904.118,0,-0.000359308,-0.000207494,-0.00068855,-0.000230339,-0.000220549,-0.000354633,-0.000220084,-0.000222769
909,3,-20.2383,16.44,-1736.11,-177234,70153.3,37376.2,894.408,928.087,0,70.6339,151.701,-1636.01,-126978,-66441.5,-103850,251.388,903.614,0,-0.000255065,-0.00027531,-0.000165991,-0.000183841,-0.000253786,-0.000222356,-8.76397e-05,-0.000164353
909,4,-19.9332,16.44,-1735.8,-177993,69579.9,37037.2,894.085,928.542,0,70.3287,151.243,-1636.32,-126951,-67014.9,-103139,251.045,903.583,0,-0.000183051,-0.000211858,-0.000300282,-0.000136,-0.000322107,-0.000194491,-0.000350178,-0.000169724
909,5,-20.8487,16.1348,-1735.8,-177749,69824,36138.1,894.226,928.402,0,70.0235,151.701,-1635.4,-128009,-66393.2,-104149,251.402,904.274,0,-0.000235424,-0.00033272,-1.82713e-05,-0.000146575,-0.000192013,-0.000244682,-0.000267254,-0.000168381
909,6,-20.3909,15.9822,-1736.11,-177478,69665,36380.5,894.127,928.228,0,70.0235,151.548,-1636.32,-127683,-66404.5,-103740,251.418,904.031,0,-0.00428563,-0.00431327,-0.00426908,-0.00508478,-0.00456049,-0.00431722,-0.00442439,-0.00443413
909,7,-20.3909,16.8977,-1735.5,-178997,69372.7,36391.8,893.973,929.139,0,70.1761,151.243,-1637.23,-126381,-67270.3,-103397,250.912,903.192,0,-0.00409763,-0.00394917,-0.00411464,-0.00384964,-0.00553796,-0.00412888,-0.00400423,-0.00412492
909,8,-20.3909,15.8296,-1736.41,-176718,69994.3,35971.7,894.31,927.772,0,70.6339,151.548,-1636.01,-127954,-66929.7,-103320,251.09,904.211,0,-0.00181586,-0.00162107,-0.000465627,-0.00160329,-0.00245548,0.000736144,-0.00128216,-0.00180069
909,9,-20.8487,16.1348,-1736.41,-177451,70238.5,36138.1,894.45,928.194,0,69.8709,151.243,-1636.93,-127141,-66819,-103913,251.18,903.67,0,-0.00142121,0.00052523,-0.000243712,-0.00124491,0.000430257,0.00128774,-0.00134443,0.00029509
910,0,-20.8487,16.1348,-1736.41,-177451,69994.3,35894,894.31,928.194,0,70.0235,151.091,-1636.93,-127385,-66941,-103979,251.106,903.819,0,-0.000237607,0.0007688,0.000688937,0.000601424,0.000335582,0.000471423,6.66268e-05,0.00076175
910,1,-20.6961,15.9822,-1736.72,-176691,69957.4,36231.2,894.281,927.739,0,70.4813,151.091,-1636.93,-125676,-66941,-103327,251.106,902.775,0,0.000441233,0.000717602,0.000603663,0.000424329,0.000423375,0.000541254,0.000484103,0.000673286
910,2,-21.0013,16.44,-1737.02,-176664,70652.9,35843.5,894.675,927.705,0,70.1761,151.091,-1636.32,-127683,-66892.8,-103721,251.12,904.031,0,0.000262962,0.00027461,0.000272636,0.000210135,0.000123067,0.000241618,0.000215857,0.000221062
910,3,-20.3909,16.44,-1736.41,-178671,69872.2,36386.1,894.24,928.897,0,70.4813,151.091,-1636.32,-126218,-67137,-103694,250.971,903.136,0,0.000293681,0.000299622,0.000363786,0.000311524,0.000308388,0.000393535,0.000354177,0.000367439
910,4,-20.3909,16.44,-1736.41,-177206,69994.3,36386.1,894.31,928.053,0,70.3287,151.548,-1636.01,-128199,-67296,-103225,250.866,904.36,0,0.00433768,0.00422209,0.00409019,0.00404984,0.00360691,0.00492803,0.00465836,0.00421101
910,5,-20.8487,16.44,-1736.72,-177912,69957.4,36101.2,894.281,928.441,0,70.3287,151.243,-1636.32,-128171,-67137,-103994,250.971,904.329,0,0.00407699,0.00298091,0.00294569,0.00278835,0.00277967,0.00260749,0.0040841,0.00305795
910,6,-20.0858,16.5926,-1736.72,-177668,70323.6,37066.2,894.492,928.301,0,70.3287,152.311,-1636.93,-125920,-66696.9,-104048,251.255,902.925,0,0.00280861,0.00430182,0.00360976,0.00342942,0.0032188,0.00312736,0.00279592,0.00420631
910,7,-21.0013,15.9822,-1737.02,-176664,69798.4,35471.6,894.183,927.705,0,70.6339,152.006,-1636.62,-126924,-66855.9,-103569,251.15,903.552,0,0.000352937,-0.000649142,-0.000417954,0.00190707,-0.00094018,2.91629e-06,0.000584654,-0.000333223
910,8,-20.5435,16.1348,-1736.41,-176718,69994.3,36531.5,894.31,927.772,0,71.0916,151.396,-1636.93,-127141,-66696.9,-102870,251.255,903.67,0,0.00079895,-0.00112822,0.000549443,-0.000231346,-0.000847352,-0.000103845,0.00164807,-0.00108038
910,9,-20.6961,16.1348,-1736.72,-176691,69469.1,36029.7,894,927.739,0,70.0235,152.006,-1636.01,-128687,-66441.5,-104112,251.388,904.659,0,-0.000430985,-0.000110636,-0.000272417,-0.000269619,2.70903e-06,-0.000200702,-0.000238885,-6.56491e-05
911,0,-20.8487,16.1348,-1736.11,-177722,70275.4,36016.1,894.479,928.368,0,70.6339,151.243,-1637.23,-126381,-67148.2,-102990,250.987,903.192,0,-0.000338493,-0.0001897,-0.000175056,-0.000307556,-0.000282491,-0.000339693,-0.000284544,-0.000466675
911,1,-20.5435,16.5926,-1736.41,-178427,70116.4,37025.4,894.38,928.756,0,70.0235,151.243,-1636.62,-126679,-67344.2,-104509,250.852,903.403,0,-0.000385662,-0.000287397,-0.000303303,-0.000308731,-0.000242204,-0.000266001,-0.000486651,-0.000188022
911,2,-20.6961,16.2874,-1736.11,-178210,70031.2,36438.4,894.338,928.649,0,70.1761,151.701,-1636.32,-126951,-67259,-103891,250.896,903.583,0,-0.00469875,-0.00487091,-0.00547182,-0.00499884,-0.00493097,-0.00510903,-0.00517525,-0.00523148
911,3,-20.0858,16.1348,-1737.02,-176664,70042.5,37060.5,894.323,927.705,0,70.0235,151.396,-1636.01,-126978,-66807.7,-104186,251.164,903.614,0,-0.00381075,-0.0040049,-0.00367115,-0.00366701,-0.00364983,-0.00471673,-0.00355167,-0.00366313
911,4,-20.8487,16.7451,-1736.72,-177912,70079.5,36430.5,894.352,928.441,0,70.6339,151.396,-1636.93,-127385,-67673.5,-103155,250.658,903.819,0,-0.0031863,-0.00357853,-0.00356372,-0.00334756,-0.00311149,-0.00315157,-0.00303683,-0.00319378
