

Devices
1000
,,Right - Force,,,Right - Moment,,,Right - CoP,,,Left - Force,,,Left - Moment,,,Left - CoP,,,EMG - Voltage,,,,,,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,L_RF_1,L_BF_2,L_SOL_3,L_TA_4,R_RF_5,R_BF_6,R_SOL_7,R_TA_8
911,5,-20.8487,16.44,-1736.41,-177695,69994.3,36467.4,894.31,928.335,0,71.2442,151.243,-1636.62,-127412,-66978,-102814,251.076,903.851,0,-0.00138747,-0.000583844,0.00124406,-0.00161236,-0.000409228,-0.000118281,-0.001027,-0.00143911
911,6,-20.6961,16.8977,-1735.8,-177993,70190.2,36242.5,894.437,928.542,0,70.4813,151.548,-1636.62,-127656,-66978,-104066,251.076,904,0,0.000479842,-0.000557825,-0.0013778,0.00150218,3.04475e-06,-0.000845801,0.000753524,-0.000314087
911,7,-20.3909,16.2874,-1736.41,-177451,69872.2,36465.6,894.24,928.194,0,70.1761,151.853,-1636.93,-126896,-66696.9,-103934,251.255,903.521,0,0.00017903,0.000385904,0.000141367,0.000270566,0.00012441,0.000274352,0.000243051,0.000282164
911,8,-20.5435,16.2874,-1736.11,-178210,69543,36330,894.057,928.649,0,70.3287,151.548,-1636.62,-126191,-66611.8,-104445,251.299,903.105,0,0.000187591,0.000307008,0.000300501,0.000311356,0.000356565,0.000210731,5.97444e-05,0.0003948
911,9,-20.8487,16.5926,-1737.02,-177152,70164.6,36265.9,894.394,927.986,0,70.6339,151.243,-1636.62,-127656,-66733.8,-103234,251.225,904,0,0.000356798,0.000365424,0.000281533,0.000477205,0.000465173,0.000385309,0.000432569,0.000330005
912,0,-20.6961,16.7451,-1735.5,-178753,69494.8,36322,894.043,928.998,0,70.1761,151.243,-1637.23,-126381,-67392.4,-104130,250.838,903.192,0,0.000262794,0.000211829,0.000268943,0.000265026,1.32844e-05,0.000266966,0.000200414,0.000263363
912,1,-20.6961,16.1348,-1736.41,-177695,69994.3,36395.9,894.31,928.335,0,70.6339,150.938,-1637.23,-126869,-66415.8,-103515,251.434,903.49,0,0.00529148,0.00451148,0.00430119,0.00435838,0.00419141,0.00458626,0.00553344,0.00452105
912,2,-20.8487,16.1348,-1737.02,-176908,70286.7,36504.4,894.464,927.846,0,70.4813,151.701,-1637.54,-126110,-66745.1,-103498,251.241,903.012,0,0.00461247,0.00432482,0.0038028,0.00395299,0.00359952,0.00425356,0.00509313,0.00396291
912,3,-20.2383,16.44,-1736.72,-176935,70323.6,37132.1,894.492,927.879,0,70.4813,151.243,-1637.23,-126137,-66782,-103248,251.21,903.043,0,0.000610775,0.00168147,0.000749368,-0.000346668,0.00262692,0.00105341,0.000231133,0.00176624
912,4,-20.8487,16.8977,-1736.72,-176935,70201.5,36228.9,894.422,927.879,0,70.7864,151.548,-1636.62,-128388,-67100,-103184,251.001,904.447,0,-0.000513071,0.00179495,-0.000859939,-0.000218924,0.000587545,-0.0008129,-0.000461304,0.0018673
912,5,-20.2383,16.44,-1737.02,-178129,70530.8,36643.8,894.604,928.548,0,70.1761,151.091,-1636.32,-128416,-66770.7,-103843,251.195,904.478,0,-0.000986949,0.000324801,-0.000379346,-0.000222785,-0.000275273,-0.000173005,-0.000689598,0.000123533
912,6,-20.6961,16.5926,-1737.63,-176610,70701.1,36523.6,894.688,927.638,0,70.7864,151.243,-1637.54,-125866,-66745.1,-103221,251.241,902.863,0,-0.000308109,-0.000252313,-0.000266541,-0.000508992,-0.000152397,-0.000303435,-0.000340274,-0.000300658
912,7,-20.5435,16.44,-1735.8,-178481,70434.4,36250.5,894.578,928.824,0,70.3287,151.091,-1636.62,-127412,-67222.1,-103707,250.926,903.851,0,-0.000128999,-0.000202793,-0.00010791,-0.000352376,-0.000186137,-0.000131207,-0.000189029,-0.000227637
912,8,-20.2383,16.2874,-1735.5,-178509,69616.8,36601.3,894.114,928.857,0,69.7183,151.853,-1637.23,-126869,-66537.9,-103852,251.36,903.49,0,-0.000248182,-0.00020229,-0.000342919,-0.000454269,-7.01437e-05,-0.00028732,-0.00025735,-0.000328859
912,9,-20.5435,16.1348,-1737.33,-176637,70371.8,36165.3,894.506,927.672,0,70.6339,152.159,-1636.32,-127195,-66526.6,-103490,251.344,903.732,0,-0.00420573,-0.00393071,-0.00397817,-0.00395792,-0.00454068,-0.00421398,-0.00400339,-0.00386104
913,0,-21.0013,16.1348,-1736.72,-177912,69957.4,35880.4,894.281,928.441,0,70.1761,151.243,-1636.62,-127656,-67100,-103519,251.001,904,0,-0.00409679,-0.00305043,-0.00278399,-0.00270263,-0.00284258,-0.00289407,-0.00404989,-0.0029393
913,1,-20.5435,15.9822,-1736.72,-177423,69957.4,36366.9,894.281,928.16,0,70.1761,151.396,-1636.01,-128199,-66929.7,-103196,251.09,904.36,0,-0.00322658,-0.00340126,-0.00425414,-0.00344761,-0.00321523,-0.00312186,-0.00312933,-0.00314695
913,2,-20.3909,16.44,-1736.72,-176935,70079.5,36752.3,894.352,927.879,0,70.4813,151.091,-1636.62,-126924,-66733.8,-103572,251.225,903.552,0,-0.000962441,0.000221398,-0.000941688,-0.00182504,0.000895911,4.89109e-05,-0.00150877,0.00021099
913,3,-20.8487,15.677,-1737.33,-176393,70371.8,35766.3,894.506,927.531,0,70.3287,151.396,-1636.01,-127710,-67173.9,-103426,250.941,904.062,0,0.00155182,0.000179432,-0.00095881,0.000704996,-0.000257647,-0.00130054,0.00131419,0.000825035
913,4,-20.2383,15.9822,-1736.41,-177695,69628.1,36638.2,894.099,928.335,0,70.3287,151.548,-1635.4,-129474,-66271.2,-103835,251.477,905.169,0,-2.15664e-05,0.000557964,0.000403234,0.000374473,0.000274816,0.000232554,-3.76164e-05,0.000598922
913,5,-20.8487,15.677,-1736.72,-177668,69835.3,35766.3,894.211,928.301,0,70.1761,151.396,-1637.84,-126327,-66708.2,-104416,251.271,903.13,0,0.000305599,0.000427534,0.000489684,0.000411067,0.000336589,0.000415525,0.000252452,0.000644917
913,6,-20.6961,16.2874,-1736.72,-176447,70079.5,35828.1,894.352,927.598,0,70.7864,151.396,-1637.23,-126625,-67148.2,-103508,250.987,903.341,0,0.000447108,0.000433241,0.000428917,0.000245386,0.000454765,0.000384638,0.000474871,0.000333195
913,7,-21.0013,15.5244,-1735.8,-177505,69824,35954.3,894.226,928.261,0,70.3287,150.938,-1636.93,-127629,-67307.2,-103543,250.882,903.969,0,0.00458998,0.00551296,0.00552911,0.00512132,0.00536914,0.00528927,0.00484553,0.00551665
913,8,-20.5435,16.44,-1735.19,-179268,69409.6,36494.6,894.001,929.313,0,69.8709,150.785,-1636.62,-127412,-66733.8,-104273,251.225,903.851,0,0.00351565,0.00328188,0.00465018,0.00366879,0.00359129,0.00341222,0.00333845,0.0029799
913,9,-21.0013,16.44,-1736.41,-177451,69872.2,36209.7,894.24,928.194,0,70.0235,151.853,-1637.23,-126381,-67026.2,-104191,251.061,903.192,0,0.00340503,0.00419792,0.00328192,0.00306432,0.0030689,0.00292962,0.00314054,0.0042941
914,0,-20.2383,16.7451,-1737.02,-178617,70164.6,36240.7,894.394,928.829,0,70.4813,151.091,-1637.84,-127303,-67318.5,-103694,250.898,903.726,0,0.00127484,0.0012363,-0.000918187,0.000892835,0.000229996,-0.000575877,0.000318254,0.00184195
914,1,-20.6961,16.2874,-1737.63,-177098,70212.8,35828.1,894.407,927.919,0,70.0235,152.006,-1636.93,-126652,-67185.2,-103990,250.957,903.372,0,-0.000488395,-0.00109667,0.00105773,0.000677467,-0.00106675,0.000613771,-7.20284e-05,-0.000856286
914,2,-20.6961,16.44,-1736.72,-177423,70079.5,36236.9,894.352,928.16,0,70.3287,151.853,-1636.93,-128117,-67185.2,-104042,250.957,904.267,0,-0.000374583,-0.000360585,-0.000171363,-0.000335422,-0.000474863,-0.000305281,-0.000378211,-0.000324327
914,3,-20.3909,16.1348,-1736.11,-177722,70275.4,36423,894.479,928.368,0,70.4813,151.853,-1636.32,-128660,-67137,-103784,250.971,904.628,0,-0.000443072,-4.90305e-05,-6.71196e-05,-0.000294631,-0.000193691,-0.000161254,-0.000240563,-1.17649e-05
914,4,-20.3909,16.1348,-1736.72,-176447,69957.4,36911.3,894.281,927.598,0,70.4813,151.396,-1636.32,-127927,-66648.7,-102680,251.269,904.18,0,-0.000276215,-0.00025097,-0.00052354,-0.000168565,-0.000201581,-0.000193148,-0.000235527,-0.000259363
914,5,-21.0013,15.8296,-1736.72,-177423,70079.5,36039.4,894.352,928.16,0,70.4813,151.548,-1636.01,-126978,-66563.5,-102967,251.314,903.614,0,-0.000265304,-0.000219076,-0.00011026,-0.000441679,-5.06716e-05,-4.99607e-05,-0.000181475,-0.000301161
914,6,-20.0858,15.9822,-1737.33,-176393,70616,36651.8,894.646,927.531,0,70.1761,151.701,-1636.01,-128687,-67662.2,-104257,250.642,904.659,0,-0.00448959,-0.00446518,-0.00450694,-0.00443196,-0.00553796,-0.00442599,-0.00451051,-0.00451218
914,7,-20.5435,16.44,-1736.11,-177966,69543,36616.7,894.057,928.509,0,70.7864,151.548,-1636.93,-126896,-67429.3,-103428,250.807,903.521,0,-0.00405365,-0.00404855,-0.00401325,-0.00439067,-0.00482739,-0.00420727,-0.00402874,-0.0040556
914,8,-21.0013,16.44,-1736.11,-177966,70031.2,35599.4,894.338,928.509,0,70.1761,151.853,-1638.15,-126055,-67403.7,-103812,250.854,902.95,0,-0.00259726,4.54766e-05,-0.000362559,-0.0022865,-0.000448508,-0.00121477,-0.00228514,-0.000201451
914,9,-19.628,15.9822,-1736.72,-176935,70323.6,37547,894.492,927.879,0,70.3287,151.091,-1636.62,-128144,-67100,-103707,251.001,904.298,0,-0.000954719,-0.000528449,0.00057479,-0.000790164,-0.00134171,0.00182944,-0.000595091,-0.000645282
915,0,-21.0013,16.7451,-1736.11,-178210,69543,36050.7,894.057,928.649,0,70.1761,151.243,-1636.32,-127195,-66648.7,-104130,251.269,903.732,0,0.000159726,0.000256313,0.00106697,0.000414089,0.000398867,0.000491903,0.000303986,7.50205e-05
915,1,-20.6961,15.9822,-1737.33,-177125,70127.7,36353.3,894.365,927.953,0,70.0235,151.701,-1636.01,-127954,-66685.6,-104027,251.239,904.211,0,0.000304424,0.000528252,0.000443018,0.000521689,0.000426396,0.000570127,0.000330005,0.000602112
915,2,-20.8487,15.9822,-1736.41,-177939,70360.5,36461.8,894.521,928.475,0,70.939,151.243,-1637.23,-126869,-67392.4,-103940,250.838,903.49,0,0.000118935,0.000491154,0.000318295,0.000164812,0.000218078,0.000238597,0.000275113,0.00027226
915,3,-20.6961,15.9822,-1735.8,-178237,69824,36719.5,894.226,928.683,0,70.7864,151.396,-1635.4,-128009,-66759.5,-103385,251.179,904.274,0,0.000332961,0.000266888,0.000532657,0.000456223,0.000327861,0.000292313,0.000306,0.000357535
915,4,-20.8487,16.44,-1735.8,-178726,69946.1,36467.4,894.296,928.964,0,70.4813,151.853,-1636.62,-127412,-66611.8,-103907,251.299,903.851,0,0.0041767,0.0040131,0.00392887,0.00354944,0.00507403,0.00409123,0.00393924,0.0037514
915,5,-20.2383,16.44,-1735.19,-179268,69653.8,36888,894.142,929.313,0,70.7864,151.701,-1635.71,-127982,-65990.1,-102982,251.657,904.242,0,0.00383157,0.00309035,0.00291447,0.00278533,0.00266066,0.00324604,0.00410425,0.00320937
915,6,-20.3909,16.1348,-1735.8,-178481,69579.9,36911.3,894.085,928.824,0,70.4813,151.853,-1636.93,-126896,-67063.1,-103540,251.031,903.521,0,0.00427624,0.00385967,0.00353103,0.00326038,0.00306874,0.00283209,0.00361963,0.00403492
915,7,-20.5435,15.677,-1736.41,-178671,69872.2,35793.5,894.24,928.897,0,70.0235,151.243,-1636.93,-127385,-66941,-104143,251.106,903.819,0,-0.00128474,0.00175601,0.000199112,-0.000750884,0.000858477,-0.000308303,-0.00107333,0.000989205
915,8,-20.6961,16.2874,-1736.72,-176935,70079.5,36194.3,894.352,927.879,0,70.1761,151.701,-1636.32,-127927,-67137,-103769,250.971,904.18,0,0.000447612,-0.000607344,-0.0010273,0.00180517,-0.000540833,-0.000397102,0.00073103,-0.000594419
915,9,-20.8487,15.9822,-1736.72,-176447,69835.3,35851.4,894.211,927.598,0,70.6339,151.701,-1636.32,-127439,-66526.6,-103484,251.344,903.882,0,-0.000157704,-0.000218237,-0.000323279,4.96572e-05,-9.53232e-05,-0.000244011,-0.000121212,-9.72074e-05
916,0,-20.8487,15.8296,-1737.02,-175931,70042.5,36175.1,894.323,927.283,0,70.4813,152.006,-1635.4,-128009,-66149.1,-102973,251.552,904.274,0,-0.000485373,-0.000223776,-0.000294575,-0.000323839,-0.000373473,-0.000282619,-0.000429745,-6.14525e-05
916,1,-21.0013,16.44,-1736.72,-177179,69957.4,35721.4,894.281,928.02,0,70.1761,152.159,-1636.93,-126408,-66330.7,-103408,251.479,903.223,0,-0.000283266,-0.000257349,-0.00022894,-0.000296309,-0.000243547,-0.000199359,-0.00022747,-0.000266749
916,2,-20.3909,16.2874,-1736.11,-177478,69909.2,36221.5,894.268,928.228,0,70.6339,152.616,-1636.32,-128171,-66404.5,-103495,251.418,904.329,0,-0.00529181,-0.00548797,-0.00488782,-0.00515478,-0.00527676,-0.00520471,-0.0054675,-0.00548428
916,3,-20.5435,16.1348,-1736.11,-178210,69787.1,36287.4,894.198,928.649,0,70.7864,151.243,-1638.15,-126300,-67159.5,-102855,251.003,903.099,0,-0.00478872,-0.00395639,-0.00361491,-0.00353507,-0.00340207,-0.00346481,-0.00480695,-0.00355133
916,4,-20.8487,15.9822,-1736.41,-177939,70116.4,35973.5,894.38,928.475,0,70.1761,151.853,-1636.32,-127927,-66892.8,-104056,251.12,904.18,0,-0.00453206,-0.00320117,-0.00325166,-0.00308939,-0.00295051,-0.00298035,-0.00403931,-0.00317868
916,5,-20.3909,16.5926,-1736.41,-177206,69872.2,36184.5,894.24,928.053,0,70.3287,151.243,-1637.23,-126869,-67270.3,-104238,250.912,903.49,0,-0.00142776,-0.000363942,0.00129879,-0.00167061,-0.000221557,-0.000247536,-0.00104698,-0.00130062
916,6,-21.0013,16.1348,-1737.02,-177152,70164.6,36124.6,894.394,927.986,0,70.4813,151.396,-1636.32,-127195,-66038.3,-103535,251.642,903.732,0,-0.000505349,0.000555278,-0.000438266,-0.00124356,0.000934183,0.000791035,-0.00115156,0.000604798
916,7,-20.3909,16.7451,-1737.02,-176908,70164.6,36349.2,894.394,927.846,0,70.4813,150.938,-1636.93,-128850,-66696.9,-103407,251.255,904.714,0,5.21256e-05,0.000343434,0.000149592,0.000194188,0.000176112,0.00018488,-6.1453e-05,0.000458085
916,8,-20.5435,15.9822,-1737.33,-177613,70127.7,36244.8,894.365,928.234,0,70.1761,151.396,-1636.93,-127873,-66819,-103928,251.18,904.118,0,0.000335143,0.000260845,0.000125588,0.00030397,0.00043479,0.000292313,0.000419979,0.000287704
916,9,-20.2383,16.2874,-1737.02,-177152,69798.4,36601.3,894.183,927.986,0,70.3287,151.396,-1636.62,-127168,-66733.8,-103548,251.225,903.701,0,0.000482024,0.000356528,0.000451746,0.000249751,0.000558673,0.000457658,0.000427198,0.000395136
917,0,-20.5435,17.0503,-1736.72,-178156,70201.5,36909,894.422,928.582,0,70.0235,151.548,-1636.93,-126652,-67307.2,-103984,250.882,903.372,0,0.000183898,0.000196889,0.000172589,0.000191166,7.01901e-05,0.000248165,0.000120343,0.000141327
917,1,-21.0013,16.44,-1736.72,-177668,69835.3,35599.4,894.211,928.301,0,70.0235,151.548,-1637.23,-127358,-66415.8,-103740,251.434,903.788,0,0.00446794,0.00419154,0.00433963,0.00375491,0.00517072,0.00513115,0.00461589,0.00431911
917,2,-21.6116,15.5244,-1737.02,-176176,70042.5,35289.6,894.323,927.424,0,70.3287,151.396,-1636.32,-129148,-67014.9,-103670,251.045,904.926,0,0.00504405,0.00449419,0.00423875,0.00389591,0.00386911,0.0034515,0.00504949,0.00437484
917,3,-21.0013,15.9822,-1735.5,-178264,69494.8,35715.8,894.043,928.717,0,70.0235,151.701,-1636.93,-127141,-66941,-103661,251.106,903.67,0,-0.000474462,0.00267388,0.00128989,9.9177e-05,0.00185374,0.000782978,-0.000545236,0.00282546
917,4,-20.6961,16.1348,-1736.11,-177966,69787.1,36640,894.198,928.509,0,70.3287,151.701,-1635.71,-128714,-66600.5,-103755,251.283,904.69,0,0.000355455,0.000199911,-0.000775839,-0.00033945,0.00170166,-0.000999564,-1.74728e-05,0.000477054
917,5,-21.3065,15.9822,-1737.02,-177640,70164.6,35810.7,894.394,928.267,0,69.8709,151.091,-1636.93,-127141,-66941,-103748,251.106,903.67,0,-0.00012732,-0.000215719,-0.00014484,-0.00083213,3.57781e-05,-0.000317199,-0.000129606,-0.000186175
917,6,-20.5435,16.1348,-1737.02,-176908,69920.5,36409.4,894.253,927.846,0,70.3287,151.853,-1637.84,-125594,-66830.2,-103432,251.196,902.683,0,-0.000287294,-0.000289411,-0.000403182,-0.000297484,-0.000566516,-0.000218999,-0.000235192,-0.000242745
917,7,-20.5435,15.9822,-1736.41,-177939,69994.3,36244.8,894.31,928.475,0,70.1761,151.548,-1637.84,-125106,-67074.4,-103726,251.047,902.385,0,-6.42037e-05,8.99604e-05,-0.000186974,-0.000136,-0.00015139,-0.000154372,-3.69449e-05,-0.000117687
917,8,-20.8487,16.2874,-1736.41,-178183,70116.4,36302.8,894.38,928.616,0,70.4813,151.243,-1635.71,-128470,-66966.7,-103492,251.06,904.541,0,-0.000311467,-0.000494204,-0.000142658,-0.000229668,-0.000354504,-0.000266505,-0.000254496,-0.000335573
