

Model Outputs
100
,,C06:LAbsAnkleAngle,,,C06:LAnkleAngles,,,C06:LAnkleForce,,,C06:LAnkleMoment,,,C06:LAnklePower,,,C06:LFE,,,,,,,,,C06:LFO,,,,,,,,,C06:LFootProgressAngles,,,C06:LHipAngles,,,C06:LHipForce,,,C06:LHipMoment,,,C06:LHipPower,,,C06:LKneeAngles,,,C06:LKneeForce,,,C06:LKneeMoment,,,C06:LKneePower,,,C06:LPelvisAngles,,,C06:LTI,,,,,,,,,C06:LTO,,,,,,,,,C06:PEL,,,,,,,,,C06:RAbsAnkleAngle,,,C06:RAnkleAngles,,,C06:RAnkleForce,,,C06:RAnkleMoment,,,C06:RAnklePower,,,C06:RFE,,,,,,,,,C06:RFO,,,,,,,,,C06:RFootProgressAngles,,,C06:RHipAngles,,,C06:RHipForce,,,C06:RHipMoment,,,C06:RHipPower,,,C06:RKneeAngles,,,C06:RKneeForce,,,C06:RKneeMoment,,,C06:RKneePower,,,C06:RPelvisAngles,,,C06:RTI,,,,,,,,,C06:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
,,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,N/kg,N/kg,N/kg,N.mm/kg,N.mm/kg,N.mm/kg,W/kg,W/kg,W/kg,deg,deg,deg,deg,deg,deg,mm,mm,mm,mm,mm,mm,deg,deg,deg,mm,mm,mm,mm,mm,mm
886,0,-4.86131,0,0,-5.43922,-0.959805,26.6169,,,,,,,,,,0.872655,13.3333,20.1347,-2204.23,8.71333,500.703,414.209,414.209,414.209,-9.09233,-73.3708,4.91081,-2133.23,-31.9838,26.0311,234.797,234.797,234.797,-73.8637,8.76199,4.03524,-3.16474,2.02776,-27.83,,,,,,,,,,-0.0272781,4.49147,-2.9824,,,,,,,,,,9.8038,0.119205,7.78953,-3.22611,12.6183,23.6129,-2289,-32.9964,89.2468,402.363,402.363,402.363,-9.09233,-73.3708,4.91085,-2058.23,-37.4914,4.33321,78.2656,78.2656,78.2656,-0.54769,9.79677,-7.78071,-2121.89,-71.8144,905.749,183.88,183.88,183.88,-8.01159,0,0,-9.20093,2.32805,-29.3496,,,,,,,,,,-11.3808,-19.5592,45.8194,-1979.62,-181.862,522.647,415.341,415.341,415.341,-6.56189,-89.0499,-1.96414,-1755.69,-191.132,87.1797,239.787,239.787,239.787,-89.2823,-2.9013,-5.45877,31.7578,1.38263,53.5981,,,,,,,,,,5.64425,14.2918,-22.5679,,,,,,,,,,9.8038,-0.119205,-7.78953,1.5177,-8.18706,23.8694,-1923.42,-158.632,104.08,403.162,403.162,403.162,-6.56189,-89.0499,-1.96414,-1676.13,-198.736,86.183,79.9291,79.9291,79.9292
887,0,-4.49539,0,0,-5.10515,-1.03783,28.2587,,,,,,,,,,1.1896,14.1363,20.5034,-2198.72,8.88139,500.068,413.898,413.898,413.898,-9.19025,-73.222,4.90017,-2131.69,-31.9461,25.1362,234.797,234.797,234.797,-73.7262,8.80669,4.12621,-4.33829,2.0368,-27.9042,,,,,,,,,,-0.264423,4.69293,-4.09279,,,,,,,,,,9.48198,0.11757,7.48937,-2.92266,13.1696,25.1261,-2287.31,-32.6796,88.7354,403.012,403.012,403.012,-9.19025,-73.222,4.90013,-2056.75,-37.5776,3.26089,78.2657,78.2656,78.2656,-0.502583,9.47616,-7.48201,-2110.13,-72.6139,903.268,183.88,183.88,183.88,-8.43541,0,0,-9.47924,2.11588,-27.0348,,,,,,,,,,-10.5172,-19.4831,43.545,-1969.97,-180.609,518.848,415.39,415.39,415.39,-6.29035,-92.146,-2.46293,-1719.35,-190.446,93.5023,239.787,239.787,239.787,-92.3617,-2.53932,-5.4927,31.0243,1.43685,50.9992,,,,,,,,,,3.65605,11.0675,-22.8922,,,,,,,,,,9.48198,-0.11757,-7.48937,0.930657,-11.5816,21.5631,-1887.74,-157.939,101.471,406.204,406.204,406.204,-6.29035,-92.146,-2.46291,-1639.85,-198.096,96.7808,79.9291,79.9291,79.9291
888,0,-4.07911,0,0,-4.68446,-1.0947,29.4243,-0.143702,-0.0437665,-0.118903,-13.5845,-2.89753e-15,-2.00189,0,0,0.0127466,1.46677,14.9067,20.7325,-2192.96,8.93624,499.425,413.766,413.766,413.766,-9.18328,-73.034,4.82474,-2130.64,-31.8752,24.4309,234.797,234.797,234.797,-73.5381,8.74287,4.17907,-5.43578,2.0982,-27.8066,-0.421627,-0.0202651,1.70122,206.893,-42.6665,-9.45645,0,0,0.324121,-0.393114,4.83133,-4.90142,-0.261223,-0.0418037,0.639757,-97.8739,2.06194,-1.18971,0,0,-0.0108407,9.19274,0.171857,7.1639,-2.63682,13.7988,26.1969,-2286.05,-32.4738,88.5276,403.54,403.539,403.539,-9.18328,-73.0341,4.82478,-2055.78,-37.5787,2.3111,78.2656,78.2656,78.2657,-0.403439,9.19151,-7.16232,-2098.33,-73.3745,900.847,183.88,183.88,183.88,-8.70892,0,0,-9.57356,1.88796,-24.4371,-0.285428,0.0137812,-0.310895,-24.0315,4.65721e-15,-11.9203,0,0,0.0632697,-9.6539,-19.4422,41.0113,-1959.84,-179.443,514.99,415.654,415.654,415.654,-5.73841,-95.1393,-2.89125,-1684.96,-189.15,100.83,239.787,239.787,239.787,-95.3213,-2.0409,-5.33572,30.3831,1.4293,48.1454,0.219008,-0.355975,1.94107,126.787,-88.9067,-30.2006,0,0,-0.00147851,1.71611,8.26061,-22.9306,-0.309604,0.167498,1.0644,-203.511,-99.8727,-14.1541,0,0,-1.14361,9.19274,-0.171857,-7.1639,0.561812,-14.7169,19.1469,-1853.65,-157.234,100.225,408.92,408.92,408.92,-5.73841,-95.1393,-2.89119,-1605.72,-196.583,108.211,79.9291,79.9291,79.9292
889,0,-3.61355,0,0,-4.17773,-1.12832,30.1012,-0.145951,-0.0204318,-0.142531,-13.6482,8.46766e-16,1.5614,0,0,0.0100337,1.70038,15.6427,20.83,-2186.93,8.85653,498.77,413.808,413.808,413.808,-9.06573,-72.8076,4.69407,-2130.02,-31.7711,23.9,234.797,234.797,234.797,-73.2995,8.57449,4.18356,-6.46142,2.20876,-27.549,-0.447162,-0.0018621,1.71018,230.654,-21.3782,-7.12219,0,0,0.36809,-0.413824,4.90338,-5.39926,-0.297458,0.000285208,0.647069,-109.875,13.7034,2.32243,0,0,0.0097516,8.9302,0.277027,6.81951,-2.37451,14.5056,26.8243,-2285.18,-32.4076,88.6083,403.978,403.978,403.978,-9.06573,-72.8076,4.69403,-2055.26,-37.4807,1.46874,78.2657,78.2657,78.2656,-0.255307,8.93613,-6.82729,-2086.48,-74.1086,898.5,183.88,183.88,183.88,-8.79498,0,0,-9.47007,1.65569,-21.6747,-0.243393,0.00538792,-0.357143,-16.2133,4.44552e-15,-9.0622,0,0,0.0523864,-8.82666,-19.4371,38.3507,-1949.18,-178.433,511.195,416.056,416.056,416.056,-4.94525,-98.0035,-3.1917,-1652.92,-187.305,108.827,239.787,239.787,239.787,-98.1413,-1.45263,-4.98668,29.8418,1.35874,45.1744,0.0968731,-0.297503,1.93869,245.71,-132.966,-32.6206,0,0,0.0653474,-0.149407,5.94077,-22.7231,-0.426157,0.152271,1.01931,-268.839,-96.491,-10.366,0,0,-1.25092,8.9302,-0.277027,-6.81951,0.393322,-17.5332,16.7504,-1821.6,-156.567,100.057,411.231,411.231,411.231,-4.94526,-98.0035,-3.19178,-1574.09,-194.253,120.103,79.9291,79.9291,79.929
890,0,-3.10614,0,0,-3.59712,-1.13683,30.2711,-0.134591,0.0156893,-0.0504855,-11.9489,-4.23383e-16,7.19607,0,0,0.0136253,1.88936,16.3413,20.8121,-2180.59,8.62808,498.098,414.017,414.017,414.017,-8.84209,-72.5369,4.51885,-2129.79,-31.6391,23.5189,234.797,234.797,234.797,-73.0056,8.31214,4.13661,-7.4188,2.36387,-27.1518,-0.333838,0.0653176,1.71256,158.469,4.77516,0.376105,0,0,0.249969,-0.325898,4.90744,-5.55752,-0.187317,0.0726197,0.645412,-86.014,5.62505,7.7904,0,0,0.021881,8.68884,0.427466,6.46212,-2.14421,15.2885,26.9958,-2284.64,-32.4919,88.9673,404.353,404.353,404.353,-8.84209,-72.537,4.51886,-2055.14,-37.2848,0.703235,78.2656,78.2657,78.2656,-0.063792,8.70367,-6.48209,-2074.57,-74.8295,896.243,183.88,183.88,183.88,-8.68078,0,0,-9.17958,1.43112,-18.8989,-0.193518,-0.0035224,-0.400915,-6.17492,2.43445e-15,-5.12683,0,0,0.028276,-8.06761,-19.4643,35.7177,-1937.95,-177.631,507.575,416.512,416.512,416.512,-3.98163,-100.69,-3.32298,-1623.61,-185.01,117.028,239.787,239.787,239.787,-100.781,-0.831782,-4.46696,29.3994,1.22549,42.2449,-0.0307323,-0.220242,1.91744,369.594,-185.893,-32.4131,0,0,0.135055,-1.88277,4.1348,-22.3216,-0.548755,0.144185,0.958956,-336.379,-94.1091,-5.52419,0,0,-1.28483,8.68884,-0.427466,-6.46212,0.388688,-19.9762,14.5125,-1792.02,-155.965,100.614,413.076,413.076,413.076,-3.98164,-100.69,-3.323,-1545.33,-191.235,131.935,79.9291,79.9291,79.929
891,0,-2.5643,0,0,-2.95668,-1.11546,29.8435,-0.118075,-0.0866311,0.156366,-7.83814,8.46766e-16,-21.1829,0,0,-0.0348468,2.03628,16.9985,20.706,-2173.88,8.24673,497.405,414.387,414.386,414.386,-8.51748,-72.2105,4.30844,-2129.93,-31.4873,23.276,234.797,234.797,234.797,-72.6463,7.96582,4.03652,-8.31036,2.55715,-26.647,0.11066,-0.289538,1.7042,-35.754,-479.643,-27.9939,0,0,-0.199115,-0.119997,4.84369,-5.26302,0.199353,-0.30248,0.596055,-109.04,-337.048,-20.7866,0,0,0.0531517,8.46391,0.616931,6.09727,-1.9671,16.1495,26.626,-2284.39,-32.7365,89.6212,404.677,404.677,404.677,-8.51748,-72.2105,4.30844,-2055.41,-36.9966,-0.0104209,78.2656,78.2656,78.2657,0.164875,8.48866,-6.1317,-2062.59,-75.5509,894.093,183.88,183.88,183.88,-8.37995,0,0,-8.73285,1.22627,-16.2835,-0.140465,-0.0126676,-0.43411,5.17435,1.36276e-15,-0.430311,0,0,-0.00329838,-7.40177,-19.5181,33.2691,-1926.19,-177.061,504.22,416.941,416.941,416.941,-2.93833,-103.129,-3.27605,-1597.32,-182.4,124.875,239.787,239.787,239.787,-103.18,-0.232524,-3.82292,29.048,1.03362,39.5172,-0.136971,-0.143672,1.87105,479.262,-236.013,-30.3654,0,0,0.183743,-3.40612,2.82644,-21.7823,-0.655676,0.140443,0.888115,-396.488,-92.2923,-0.0951543,0,0,-1.19535,8.46391,-0.616931,-6.09727,0.499308,-21.9993,12.5663,-1765.26,-155.413,101.512,414.413,414.413,414.413,-2.93834,-103.129,-3.27599,-1519.67,-187.73,143.06,79.9291,79.9291,79.9292
892,0,-1.98088,0,0,-2.25457,-1.0504,28.5187,-0.174097,-0.33112,-0.281904,2.87873,6.03321e-15,2.09642,0,0,0.00924742,2.14779,17.6087,20.549,-2166.76,7.71984,496.687,414.903,414.903,414.903,-8.08195,-71.8134,4.06824,-2130.54,-31.3228,23.211,234.797,234.797,234.797,-72.2067,7.53426,3.8724,-9.13682,2.7798,-26.0773,-0.600742,-0.868474,1.80813,495.114,-919.931,-21.4038,0,0,0.482442,0.235247,4.7134,-4.19056,-0.574585,-0.815369,0.639332,-351.543,-526.756,1.98693,0,0,0.352232,8.25166,0.838297,5.72978,-1.90079,17.1049,25.4313,-2284.53,-33.1803,90.6467,404.947,404.947,404.947,-8.08195,-71.8135,4.06832,-2056.19,-36.6085,-0.651124,78.2656,78.2656,78.2658,0.423564,8.28656,-5.78013,-2050.5,-76.2873,892.066,183.88,183.88,183.88,-7.93353,0,0,-8.17815,1.0521,-14.0027,-0.0900338,-0.0211017,-0.450998,16.5336,8.46766e-16,4.42734,0,0,-0.0322115,-6.84506,-19.5922,31.1438,-1913.95,-176.719,501.197,417.276,417.276,417.276,-1.91026,-105.239,-3.07943,-1574.25,-179.637,131.767,239.787,239.787,239.787,-105.26,0.303704,-3.12057,28.7747,0.791911,37.132,-0.208747,-0.0788112,1.81388,560.441,-275.385,-27.3788,0,0,0.203209,-4.6399,1.96364,-21.1595,-0.730023,0.138956,0.814206,-440.214,-90.8204,5.24827,0,0,-0.970369,8.25166,-0.838297,-5.72978,0.672825,-23.5684,11.0216,-1741.58,-154.867,102.379,415.223,415.223,415.223,-1.91025,-105.239,-3.07946,-1497.25,-183.989,152.773,79.9291,79.9291,79.9291
893,0,-1.29149,0,0,-1.42868,-0.899467,25.314,-0.292955,0.111072,-1.99199,-1.70111,6.77413e-15,59.9943,0,0,1.39894,2.23391,18.1658,20.3838,-2159.16,7.06559,495.942,415.548,415.548,415.548,-7.47374,-71.3325,3.79776,-2132.12,-31.1502,23.533,234.797,234.797,234.797,-71.67,6.98358,3.59661,-9.89744,3.02046,-25.4911,-4.27469,1.85286,2.07691,3410.59,1476.97,-84.262,0,0,4.78254,0.832121,4.51552,-1.35891,-4.18515,1.95314,1.05234,-1681.73,750.763,60.0031,0,0,0.671838,8.04957,1.08332,5.36365,-2.12541,18.2108,22.4874,-2285.5,-33.9765,92.2873,405.151,405.151,405.151,-7.47373,-71.3326,3.79781,-2057.97,-36.0599,-1.0322,78.2656,78.2656,78.2659,0.703989,8.09415,-5.43076,-2038.3,-77.0541,890.179,183.88,183.88,183.88,-7.40663,0,0,-7.57903,0.917574,-12.2092,-0.0479666,-0.0276685,-0.449513,26.4528,-4.23383e-16,8.6938,0,0,-0.0480972,-6.40443,-19.6792,29.451,-1901.31,-176.574,498.544,417.473,417.473,417.473,-0.980717,-106.931,-2.79134,-1554.42,-176.886,137.138,239.787,239.787,239.787,-106.935,0.752314,-2.43391,28.5639,0.5134,35.1982,-0.245793,-0.0337289,1.75648,606.693,-299.55,-24.1808,0,0,0.20011,-5.52164,1.47313,-20.5016,-0.765294,0.138641,0.746291,-461.752,-89.6252,9.77053,0,0,-0.644969,8.04957,-1.08332,-5.36365,0.862252,-24.6655,9.95423,-1721.14,-154.268,102.904,415.505,415.505,415.505,-0.980717,-106.931,-2.79134,-1478.03,-180.281,160.4,79.9291,79.9291,79.9291
894,0,-0.108618,0,0,-0.112846,-0.488496,15.7138,-0.13391,1.84047,-2.00041,-16.8468,-8.80637e-14,143.551,0,0,2.29459,2.30812,18.6621,20.2584,-2151.02,6.31384,495.171,416.293,416.293,416.293,-6.48062,-70.7692,3.47748,-2137.27,-30.9896,25.3379,234.797,234.797,234.797,-71.0245,6.18463,3.05482,-10.5892,3.26464,-24.9423,-3.02271,7.83181,1.94833,2215.7,5687.05,-18.3716,0,0,3.33598,2.07252,4.18903,7.66636,-4.04511,7.36764,1.28834,-1327.53,2265.82,143.697,0,0,-12.7507,7.85651,1.34231,5.00185,-3.47331,19.7011,13.4737,-2289.92,-35.6329,95.6319,405.269,405.268,405.268,-6.48062,-70.7693,3.47756,-2063.37,-35.1605,-0.075118,78.2656,78.2656,78.2658,0.996446,7.90975,-5.08582,-2025.95,-77.8682,888.446,183.88,183.88,183.88,-6.88038,0,0,-7.01024,0.829253,-11.0181,-0.0180934,-0.0320811,-0.426647,33.6825,-0,11.7152,0,0,-0.0454473,-6.08,-19.7697,28.2667,-1888.34,-176.586,496.267,417.517,417.517,417.517,-0.210999,-108.125,-2.48197,-1537.73,-174.293,140.535,239.787,239.787,239.787,-108.122,1.10346,-1.83058,28.398,0.213712,33.7896,-0.24759,-0.0191576,1.70948,612.506,-301.504,-20.8635,0,0,0.187865,-6.01981,1.27732,-19.8486,-0.752588,0.133424,0.689657,-456.087,-87.0388,12.8918,0,0,-0.284536,7.85651,-1.34231,-5.00185,1.03259,-25.2918,9.40602,-1703.95,-153.558,102.872,415.274,415.274,415.274,-0.211006,-108.125,-2.48195,-1461.81,-176.846,165.383,79.9291,79.9291,79.9291
