epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635949413861,2021-11-03T10.23.33.861,0.000,0.465,-0.064,0.858
1635949413881,2021-11-03T10.23.33.881,0.020,0.474,-0.062,0.863
1635949413900,2021-11-03T10.23.33.900,0.039,0.473,-0.064,0.862
1635949413921,2021-11-03T10.23.33.921,0.060,0.469,-0.066,0.864
1635949413940,2021-11-03T10.23.33.940,0.079,0.471,-0.064,0.863
1635949413960,2021-11-03T10.23.33.960,0.099,0.471,-0.066,0.864
1635949413979,2021-11-03T10.23.33.979,0.118,0.471,-0.065,0.862
1635949414000,2021-11-03T10.23.34.000,0.139,0.471,-0.065,0.862
1635949414020,2021-11-03T10.23.34.020,0.159,0.471,-0.062,0.863
1635949414039,2021-11-03T10.23.34.039,0.178,0.471,-0.064,0.864
1635949414060,2021-11-03T10.23.34.060,0.199,0.471,-0.066,0.864
1635949414079,2021-11-03T10.23.34.079,0.218,0.472,-0.068,0.864
1635949414100,2021-11-03T10.23.34.100,0.239,0.472,-0.066,0.864
1635949414119,2021-11-03T10.23.34.119,0.258,0.471,-0.062,0.864
1635949414139,2021-11-03T10.23.34.139,0.278,0.472,-0.064,0.864
1635949414160,2021-11-03T10.23.34.160,0.299,0.472,-0.065,0.865
1635949414179,2021-11-03T10.23.34.179,0.318,0.472,-0.065,0.863
1635949414199,2021-11-03T10.23.34.199,0.338,0.471,-0.064,0.863
1635949414218,2021-11-03T10.23.34.218,0.357,0.470,-0.063,0.865
1635949414239,2021-11-03T10.23.34.239,0.378,0.470,-0.063,0.866
1635949414259,2021-11-03T10.23.34.259,0.398,0.469,-0.062,0.865
1635949414278,2021-11-03T10.23.34.278,0.417,0.470,-0.064,0.864
1635949414299,2021-11-03T10.23.34.299,0.438,0.472,-0.065,0.864
1635949414318,2021-11-03T10.23.34.318,0.457,0.470,-0.062,0.865
1635949414338,2021-11-03T10.23.34.338,0.477,0.472,-0.063,0.863
1635949414357,2021-11-03T10.23.34.357,0.496,0.472,-0.063,0.862
1635949414378,2021-11-03T10.23.34.378,0.517,0.469,-0.064,0.864
1635949414398,2021-11-03T10.23.34.398,0.537,0.471,-0.064,0.865
1635949414417,2021-11-03T10.23.34.417,0.556,0.471,-0.066,0.865
1635949414438,2021-11-03T10.23.34.438,0.577,0.472,-0.065,0.865
1635949414457,2021-11-03T10.23.34.457,0.596,0.472,-0.063,0.864
1635949414477,2021-11-03T10.23.34.477,0.616,0.470,-0.062,0.864
1635949414498,2021-11-03T10.23.34.498,0.637,0.472,-0.063,0.863
1635949414517,2021-11-03T10.23.34.517,0.656,0.473,-0.064,0.863
1635949414538,2021-11-03T10.23.34.538,0.677,0.472,-0.064,0.864
1635949414557,2021-11-03T10.23.34.557,0.696,0.472,-0.063,0.865
1635949414577,2021-11-03T10.23.34.577,0.716,0.470,-0.064,0.865
1635949414596,2021-11-03T10.23.34.596,0.735,0.471,-0.063,0.865
1635949414617,2021-11-03T10.23.34.617,0.756,0.473,-0.063,0.865
1635949414637,2021-11-03T10.23.34.637,0.776,0.471,-0.062,0.865
1635949414656,2021-11-03T10.23.34.656,0.795,0.473,-0.063,0.864
1635949414677,2021-11-03T10.23.34.677,0.816,0.471,-0.066,0.864
1635949414696,2021-11-03T10.23.34.696,0.835,0.470,-0.063,0.865
1635949414716,2021-11-03T10.23.34.716,0.855,0.472,-0.064,0.865
1635949414735,2021-11-03T10.23.34.735,0.874,0.472,-0.062,0.864
1635949414756,2021-11-03T10.23.34.756,0.895,0.469,-0.062,0.866
1635949414776,2021-11-03T10.23.34.776,0.915,0.468,-0.062,0.866
1635949414795,2021-11-03T10.23.34.795,0.934,0.468,-0.063,0.865
1635949414816,2021-11-03T10.23.34.816,0.955,0.470,-0.063,0.866
1635949414835,2021-11-03T10.23.34.835,0.974,0.471,-0.062,0.864
1635949414855,2021-11-03T10.23.34.855,0.994,0.469,-0.062,0.865
1635949414876,2021-11-03T10.23.34.876,1.015,0.472,-0.063,0.866
1635949414895,2021-11-03T10.23.34.895,1.034,0.472,-0.064,0.865
1635949414915,2021-11-03T10.23.34.915,1.054,0.471,-0.063,0.864
1635949414934,2021-11-03T10.23.34.934,1.073,0.472,-0.063,0.867
1635949414955,2021-11-03T10.23.34.955,1.094,0.470,-0.062,0.868
1635949414974,2021-11-03T10.23.34.974,1.113,0.470,-0.067,0.864
1635949414995,2021-11-03T10.23.34.995,1.134,0.472,-0.065,0.865
1635949415015,2021-11-03T10.23.35.015,1.154,0.472,-0.062,0.866
1635949415034,2021-11-03T10.23.35.034,1.173,0.474,-0.062,0.864
1635949415055,2021-11-03T10.23.35.055,1.194,0.473,-0.066,0.863
1635949415074,2021-11-03T10.23.35.074,1.213,0.471,-0.062,0.863
1635949415094,2021-11-03T10.23.35.094,1.233,0.471,-0.063,0.865
1635949415115,2021-11-03T10.23.35.115,1.254,0.472,-0.063,0.865
1635949415134,2021-11-03T10.23.35.134,1.273,0.474,-0.064,0.863
1635949415154,2021-11-03T10.23.35.154,1.293,0.472,-0.060,0.864
1635949415173,2021-11-03T10.23.35.173,1.312,0.473,-0.062,0.865
1635949415194,2021-11-03T10.23.35.194,1.333,0.471,-0.062,0.865
1635949415213,2021-11-03T10.23.35.213,1.352,0.471,-0.063,0.865
1635949415233,2021-11-03T10.23.35.233,1.372,0.472,-0.063,0.865
1635949415254,2021-11-03T10.23.35.254,1.393,0.473,-0.062,0.865
1635949415273,2021-11-03T10.23.35.273,1.412,0.472,-0.063,0.863
1635949415293,2021-11-03T10.23.35.293,1.432,0.472,-0.062,0.865
1635949415312,2021-11-03T10.23.35.312,1.451,0.471,-0.062,0.865
1635949415333,2021-11-03T10.23.35.333,1.472,0.471,-0.062,0.865
1635949415352,2021-11-03T10.23.35.352,1.491,0.472,-0.061,0.865
1635949415372,2021-11-03T10.23.35.372,1.511,0.470,-0.062,0.863
1635949415393,2021-11-03T10.23.35.393,1.532,0.471,-0.062,0.864
1635949415412,2021-11-03T10.23.35.412,1.551,0.472,-0.062,0.866
1635949415433,2021-11-03T10.23.35.433,1.572,0.471,-0.061,0.865
1635949415452,2021-11-03T10.23.35.452,1.591,0.473,-0.063,0.865
1635949415472,2021-11-03T10.23.35.472,1.611,0.472,-0.062,0.864
1635949415493,2021-11-03T10.23.35.493,1.632,0.470,-0.061,0.866
1635949415512,2021-11-03T10.23.35.512,1.651,0.473,-0.061,0.867
