epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1632151854020,2021-09-20T11.30.54.020,0.000,0.396,-0.153,0.907
1632151854039,2021-09-20T11.30.54.039,0.019,0.401,-0.157,0.915
1632151854060,2021-09-20T11.30.54.060,0.040,0.399,-0.152,0.914
1632151854079,2021-09-20T11.30.54.079,0.059,0.399,-0.150,0.916
1632151854099,2021-09-20T11.30.54.099,0.079,0.399,-0.156,0.915
1632151854118,2021-09-20T11.30.54.118,0.098,0.397,-0.157,0.913
1632151854139,2021-09-20T11.30.54.139,0.119,0.397,-0.155,0.914
1632151854158,2021-09-20T11.30.54.158,0.138,0.398,-0.154,0.913
1632151854178,2021-09-20T11.30.54.178,0.158,0.399,-0.155,0.915
1632151854197,2021-09-20T11.30.54.197,0.177,0.397,-0.157,0.915
1632151854217,2021-09-20T11.30.54.217,0.197,0.397,-0.156,0.913
1632151854237,2021-09-20T11.30.54.237,0.217,0.397,-0.153,0.915
1632151854256,2021-09-20T11.30.54.256,0.236,0.395,-0.155,0.915
1632151854277,2021-09-20T11.30.54.277,0.257,0.396,-0.156,0.914
1632151854296,2021-09-20T11.30.54.296,0.276,0.398,-0.153,0.914
1632151854316,2021-09-20T11.30.54.316,0.296,0.396,-0.151,0.917
1632151854335,2021-09-20T11.30.54.335,0.315,0.395,-0.158,0.915
1632151854356,2021-09-20T11.30.54.356,0.336,0.395,-0.158,0.916
1632151854375,2021-09-20T11.30.54.375,0.355,0.396,-0.153,0.915
1632151854395,2021-09-20T11.30.54.395,0.375,0.397,-0.152,0.915
1632151854414,2021-09-20T11.30.54.414,0.394,0.396,-0.154,0.915
1632151854433,2021-09-20T11.30.54.433,0.413,0.396,-0.156,0.917
1632151854454,2021-09-20T11.30.54.454,0.434,0.399,-0.153,0.914
1632151854473,2021-09-20T11.30.54.473,0.453,0.396,-0.155,0.914
1632151854493,2021-09-20T11.30.54.493,0.473,0.395,-0.155,0.916
1632151854512,2021-09-20T11.30.54.512,0.492,0.395,-0.157,0.914
1632151854533,2021-09-20T11.30.54.533,0.513,0.396,-0.154,0.912
1632151854552,2021-09-20T11.30.54.552,0.532,0.397,-0.153,0.915
1632151854572,2021-09-20T11.30.54.572,0.552,0.395,-0.156,0.914
1632151854592,2021-09-20T11.30.54.592,0.572,0.396,-0.154,0.917
1632151854612,2021-09-20T11.30.54.612,0.592,0.398,-0.153,0.915
1632151854631,2021-09-20T11.30.54.631,0.611,0.398,-0.153,0.915
1632151854652,2021-09-20T11.30.54.652,0.632,0.396,-0.154,0.914
1632151854671,2021-09-20T11.30.54.671,0.651,0.394,-0.153,0.915
1632151854690,2021-09-20T11.30.54.690,0.670,0.397,-0.155,0.916
1632151854710,2021-09-20T11.30.54.710,0.690,0.398,-0.152,0.913
1632151854729,2021-09-20T11.30.54.729,0.709,0.397,-0.153,0.914
1632151854750,2021-09-20T11.30.54.750,0.730,0.397,-0.157,0.914
1632151854769,2021-09-20T11.30.54.769,0.749,0.395,-0.157,0.914
1632151854789,2021-09-20T11.30.54.789,0.769,0.397,-0.155,0.916
1632151854808,2021-09-20T11.30.54.808,0.788,0.399,-0.152,0.917
1632151854829,2021-09-20T11.30.54.829,0.809,0.398,-0.156,0.915
1632151854848,2021-09-20T11.30.54.848,0.828,0.397,-0.153,0.915
1632151854868,2021-09-20T11.30.54.868,0.848,0.396,-0.156,0.915
1632151854887,2021-09-20T11.30.54.887,0.867,0.397,-0.155,0.915
1632151854906,2021-09-20T11.30.54.906,0.886,0.399,-0.151,0.917
1632151854927,2021-09-20T11.30.54.927,0.907,0.399,-0.158,0.913
1632151854946,2021-09-20T11.30.54.946,0.926,0.396,-0.156,0.915
1632151854967,2021-09-20T11.30.54.967,0.947,0.398,-0.157,0.916
1632151854986,2021-09-20T11.30.54.986,0.966,0.399,-0.153,0.915
1632151855006,2021-09-20T11.30.55.006,0.986,0.401,-0.152,0.913
1632151855025,2021-09-20T11.30.55.025,1.005,0.401,-0.153,0.915
1632151855046,2021-09-20T11.30.55.046,1.026,0.398,-0.156,0.915
1632151855065,2021-09-20T11.30.55.065,1.045,0.398,-0.158,0.916
1632151855085,2021-09-20T11.30.55.085,1.065,0.400,-0.154,0.917
1632151855104,2021-09-20T11.30.55.104,1.084,0.401,-0.151,0.916
1632151855125,2021-09-20T11.30.55.125,1.105,0.400,-0.153,0.914
1632151855144,2021-09-20T11.30.55.144,1.124,0.400,-0.156,0.915
1632151855163,2021-09-20T11.30.55.163,1.143,0.401,-0.156,0.914
1632151855183,2021-09-20T11.30.55.183,1.163,0.399,-0.154,0.914
1632151855202,2021-09-20T11.30.55.202,1.182,0.396,-0.156,0.914
1632151855223,2021-09-20T11.30.55.223,1.203,0.398,-0.158,0.917
1632151855242,2021-09-20T11.30.55.242,1.222,0.398,-0.153,0.916
1632151855262,2021-09-20T11.30.55.262,1.242,0.398,-0.154,0.916
1632151855281,2021-09-20T11.30.55.281,1.261,0.398,-0.152,0.916
1632151855302,2021-09-20T11.30.55.302,1.282,0.400,-0.153,0.915
1632151855321,2021-09-20T11.30.55.321,1.301,0.398,-0.154,0.915
1632151855342,2021-09-20T11.30.55.342,1.322,0.398,-0.154,0.916
1632151855361,2021-09-20T11.30.55.361,1.341,0.399,-0.155,0.915
1632151855380,2021-09-20T11.30.55.380,1.360,0.398,-0.154,0.915
1632151855400,2021-09-20T11.30.55.400,1.380,0.399,-0.154,0.916
1632151855419,2021-09-20T11.30.55.419,1.399,0.397,-0.155,0.914
1632151855440,2021-09-20T11.30.55.440,1.420,0.397,-0.155,0.915
1632151855459,2021-09-20T11.30.55.459,1.439,0.396,-0.155,0.916
1632151855479,2021-09-20T11.30.55.479,1.459,0.398,-0.153,0.915
1632151855498,2021-09-20T11.30.55.498,1.478,0.396,-0.154,0.917
1632151855519,2021-09-20T11.30.55.519,1.499,0.396,-0.156,0.917
1632151855538,2021-09-20T11.30.55.538,1.518,0.398,-0.153,0.917
1632151855558,2021-09-20T11.30.55.558,1.538,0.399,-0.153,0.915
