epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635949414970,2021-11-03T10.23.34.970,0.000,1.159,-0.732,-0.122
1635949414990,2021-11-03T10.23.34.990,0.020,0.549,-0.671,-0.183
1635949415009,2021-11-03T10.23.35.009,0.039,0.549,-0.305,-0.061
1635949415030,2021-11-03T10.23.35.030,0.060,0.671,-0.427,-0.122
1635949415049,2021-11-03T10.23.35.049,0.079,0.793,-0.427,-0.122
1635949415069,2021-11-03T10.23.35.069,0.099,0.671,-0.427,0.000
1635949415088,2021-11-03T10.23.35.088,0.118,0.366,-0.610,0.000
1635949415109,2021-11-03T10.23.35.109,0.139,0.122,-0.732,-0.061
1635949415129,2021-11-03T10.23.35.129,0.159,0.244,-0.793,-0.122
1635949415148,2021-11-03T10.23.35.148,0.178,0.488,-0.427,-0.244
1635949415169,2021-11-03T10.23.35.169,0.199,0.732,-0.305,-0.305
1635949415188,2021-11-03T10.23.35.188,0.218,0.793,-0.305,-0.366
1635949415208,2021-11-03T10.23.35.208,0.238,0.671,-0.183,-0.366
1635949415227,2021-11-03T10.23.35.227,0.257,0.488,-0.122,-0.244
1635949415248,2021-11-03T10.23.35.248,0.278,0.427,-0.061,-0.183
1635949415267,2021-11-03T10.23.35.267,0.297,0.427,-0.061,-0.183
1635949415287,2021-11-03T10.23.35.287,0.317,0.610,-0.244,-0.122
1635949415306,2021-11-03T10.23.35.306,0.336,0.488,-0.366,-0.122
1635949415327,2021-11-03T10.23.35.327,0.357,0.488,-0.183,-0.061
1635949415347,2021-11-03T10.23.35.347,0.377,0.427,-0.061,0.000
1635949415366,2021-11-03T10.23.35.366,0.396,0.305,0.000,-0.061
1635949415387,2021-11-03T10.23.35.387,0.417,0.244,0.122,-0.061
1635949415406,2021-11-03T10.23.35.406,0.436,0.305,0.122,-0.061
1635949415427,2021-11-03T10.23.35.427,0.457,0.427,0.061,-0.061
1635949415446,2021-11-03T10.23.35.446,0.476,0.488,0.061,-0.183
1635949415466,2021-11-03T10.23.35.466,0.496,0.610,0.061,-0.244
1635949415485,2021-11-03T10.23.35.485,0.515,0.854,0.000,-0.183
1635949415506,2021-11-03T10.23.35.506,0.536,0.732,0.000,-0.122
1635949415525,2021-11-03T10.23.35.525,0.555,0.427,0.122,-0.183
1635949415545,2021-11-03T10.23.35.545,0.575,0.427,0.122,-0.183
1635949415566,2021-11-03T10.23.35.566,0.596,0.488,0.061,-0.183
1635949415585,2021-11-03T10.23.35.585,0.615,0.427,0.122,-0.183
1635949415605,2021-11-03T10.23.35.605,0.635,0.305,0.061,-0.183
1635949415624,2021-11-03T10.23.35.624,0.654,0.244,0.000,-0.122
1635949415645,2021-11-03T10.23.35.645,0.675,0.183,0.061,-0.183
1635949415664,2021-11-03T10.23.35.664,0.694,0.244,0.061,-0.183
1635949415684,2021-11-03T10.23.35.684,0.714,0.366,0.000,-0.183
1635949415703,2021-11-03T10.23.35.703,0.733,0.366,0.000,-0.183
1635949415724,2021-11-03T10.23.35.724,0.754,0.183,0.061,-0.183
1635949415743,2021-11-03T10.23.35.743,0.773,0.122,0.061,-0.122
1635949415763,2021-11-03T10.23.35.763,0.793,0.183,0.000,-0.122
1635949415784,2021-11-03T10.23.35.784,0.814,0.305,0.000,-0.122
1635949415803,2021-11-03T10.23.35.803,0.833,0.305,0.061,-0.061
1635949415824,2021-11-03T10.23.35.824,0.854,0.183,-0.061,-0.183
1635949415843,2021-11-03T10.23.35.843,0.873,0.366,-0.122,-0.183
1635949415863,2021-11-03T10.23.35.863,0.893,0.488,-0.122,-0.183
1635949415882,2021-11-03T10.23.35.882,0.912,0.488,-0.061,-0.244
1635949415903,2021-11-03T10.23.35.903,0.933,0.488,0.000,-0.305
1635949415922,2021-11-03T10.23.35.922,0.952,0.305,-0.061,-0.305
1635949415942,2021-11-03T10.23.35.942,0.972,0.366,-0.122,-0.244
1635949415961,2021-11-03T10.23.35.961,0.991,0.488,-0.061,-0.183
1635949415982,2021-11-03T10.23.35.982,1.012,0.549,-0.122,-0.122
1635949416002,2021-11-03T10.23.36.002,1.032,0.488,-0.122,-0.244
1635949416021,2021-11-03T10.23.36.021,1.051,0.427,-0.122,-0.305
1635949416042,2021-11-03T10.23.36.042,1.072,0.549,-0.183,-0.244
1635949416061,2021-11-03T10.23.36.061,1.091,0.610,-0.183,-0.244
1635949416081,2021-11-03T10.23.36.081,1.111,0.732,-0.183,-0.244
1635949416100,2021-11-03T10.23.36.100,1.130,0.610,-0.122,-0.244
1635949416121,2021-11-03T10.23.36.121,1.151,0.427,-0.061,-0.183
1635949416140,2021-11-03T10.23.36.140,1.170,0.366,0.000,-0.183
1635949416160,2021-11-03T10.23.36.160,1.190,0.549,-0.183,-0.061
1635949416179,2021-11-03T10.23.36.179,1.209,0.549,-0.183,-0.122
1635949416200,2021-11-03T10.23.36.200,1.230,0.610,-0.244,-0.122
1635949416220,2021-11-03T10.23.36.220,1.250,0.610,-0.183,-0.061
1635949416240,2021-11-03T10.23.36.240,1.270,0.305,0.000,-0.183
1635949416260,2021-11-03T10.23.36.260,1.290,0.244,0.000,-0.305
1635949416279,2021-11-03T10.23.36.279,1.309,0.549,-0.061,-0.244
1635949416300,2021-11-03T10.23.36.300,1.330,0.671,-0.122,-0.183
1635949416319,2021-11-03T10.23.36.319,1.349,0.549,-0.183,-0.122
1635949416339,2021-11-03T10.23.36.339,1.369,0.549,-0.183,-0.122
1635949416358,2021-11-03T10.23.36.358,1.388,0.488,-0.244,-0.183
1635949416379,2021-11-03T10.23.36.379,1.409,0.549,-0.183,-0.244
1635949416398,2021-11-03T10.23.36.398,1.428,0.610,-0.183,-0.244
1635949416418,2021-11-03T10.23.36.418,1.448,0.732,-0.122,-0.244
1635949416439,2021-11-03T10.23.36.439,1.469,0.732,-0.122,-0.244
1635949416458,2021-11-03T10.23.36.458,1.488,0.549,-0.122,-0.244
1635949416478,2021-11-03T10.23.36.478,1.508,1.098,-0.427,-0.061
1635949416497,2021-11-03T10.23.36.497,1.527,1.768,-0.793,0.122
1635949416518,2021-11-03T10.23.36.518,1.548,1.768,-0.915,0.061
1635949416537,2021-11-03T10.23.36.537,1.567,1.524,-0.976,-0.061
1635949416557,2021-11-03T10.23.36.557,1.587,1.159,-0.671,-0.122
1635949416576,2021-11-03T10.23.36.576,1.606,1.098,-0.427,0.000
1635949416597,2021-11-03T10.23.36.597,1.627,1.098,-0.366,0.000
1635949416617,2021-11-03T10.23.36.617,1.647,1.098,-0.183,-0.061
1635949416637,2021-11-03T10.23.36.637,1.667,0.732,-0.061,-0.061
1635949416657,2021-11-03T10.23.36.657,1.687,0.427,0.061,0.000
1635949416676,2021-11-03T10.23.36.676,1.706,0.427,0.122,0.061
1635949416697,2021-11-03T10.23.36.697,1.727,0.305,0.183,-0.122
1635949416716,2021-11-03T10.23.36.716,1.746,0.000,0.244,-0.244
1635949416736,2021-11-03T10.23.36.736,1.766,-0.061,0.244,-0.305
