epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1637086650429,2021-11-16T13.17.30.429,0.000,0.469,0.007,0.885
1637086650449,2021-11-16T13.17.30.449,0.020,0.474,0.008,0.893
1637086650469,2021-11-16T13.17.30.469,0.040,0.472,0.006,0.890
1637086650489,2021-11-16T13.17.30.489,0.060,0.474,0.006,0.893
1637086650508,2021-11-16T13.17.30.508,0.079,0.473,0.015,0.893
1637086650529,2021-11-16T13.17.30.529,0.100,0.471,0.011,0.895
1637086650548,2021-11-16T13.17.30.548,0.119,0.473,0.011,0.895
1637086650567,2021-11-16T13.17.30.567,0.138,0.472,0.012,0.894
1637086650587,2021-11-16T13.17.30.587,0.158,0.473,0.010,0.893
1637086650606,2021-11-16T13.17.30.606,0.177,0.473,0.011,0.893
1637086650627,2021-11-16T13.17.30.627,0.198,0.471,0.013,0.892
1637086650646,2021-11-16T13.17.30.646,0.217,0.473,0.013,0.893
1637086650666,2021-11-16T13.17.30.666,0.237,0.473,0.014,0.893
1637086650685,2021-11-16T13.17.30.685,0.256,0.471,0.013,0.892
1637086650704,2021-11-16T13.17.30.704,0.275,0.471,0.011,0.892
1637086650725,2021-11-16T13.17.30.725,0.296,0.471,0.012,0.891
1637086650744,2021-11-16T13.17.30.744,0.315,0.472,0.011,0.893
1637086650764,2021-11-16T13.17.30.764,0.335,0.473,0.011,0.893
1637086650783,2021-11-16T13.17.30.783,0.354,0.473,0.011,0.892
1637086650804,2021-11-16T13.17.30.804,0.375,0.473,0.013,0.892
1637086650823,2021-11-16T13.17.30.823,0.394,0.473,0.011,0.895
1637086650844,2021-11-16T13.17.30.844,0.415,0.472,0.014,0.893
1637086650863,2021-11-16T13.17.30.863,0.434,0.474,0.012,0.896
1637086650882,2021-11-16T13.17.30.882,0.453,0.474,0.008,0.895
1637086650902,2021-11-16T13.17.30.902,0.473,0.471,0.006,0.894
1637086650921,2021-11-16T13.17.30.921,0.492,0.472,0.007,0.894
1637086650942,2021-11-16T13.17.30.942,0.513,0.472,0.014,0.892
1637086650961,2021-11-16T13.17.30.961,0.532,0.471,0.011,0.892
1637086650981,2021-11-16T13.17.30.981,0.552,0.473,0.011,0.894
1637086651000,2021-11-16T13.17.31.000,0.571,0.472,0.010,0.893
1637086651019,2021-11-16T13.17.31.019,0.590,0.474,0.013,0.893
1637086651040,2021-11-16T13.17.31.040,0.611,0.474,0.012,0.892
1637086651059,2021-11-16T13.17.31.059,0.630,0.473,0.010,0.892
1637086651079,2021-11-16T13.17.31.079,0.650,0.471,0.009,0.893
1637086651098,2021-11-16T13.17.31.098,0.669,0.474,0.012,0.894
1637086651119,2021-11-16T13.17.31.119,0.690,0.472,0.012,0.893
1637086651138,2021-11-16T13.17.31.138,0.709,0.473,0.014,0.893
1637086651158,2021-11-16T13.17.31.158,0.729,0.473,0.012,0.892
1637086651177,2021-11-16T13.17.31.177,0.748,0.475,0.012,0.891
1637086651197,2021-11-16T13.17.31.197,0.768,0.472,0.012,0.892
1637086651217,2021-11-16T13.17.31.217,0.788,0.473,0.013,0.892
1637086651236,2021-11-16T13.17.31.236,0.807,0.473,0.015,0.893
1637086651257,2021-11-16T13.17.31.257,0.828,0.474,0.014,0.895
1637086651276,2021-11-16T13.17.31.276,0.847,0.471,0.008,0.892
1637086651296,2021-11-16T13.17.31.296,0.867,0.471,0.009,0.892
1637086651315,2021-11-16T13.17.31.315,0.886,0.473,0.015,0.894
1637086651334,2021-11-16T13.17.31.334,0.905,0.476,0.012,0.894
1637086651355,2021-11-16T13.17.31.355,0.926,0.474,0.012,0.892
1637086651374,2021-11-16T13.17.31.374,0.945,0.472,0.009,0.892
1637086651394,2021-11-16T13.17.31.394,0.965,0.473,0.010,0.895
1637086651413,2021-11-16T13.17.31.413,0.984,0.474,0.012,0.895
1637086651434,2021-11-16T13.17.31.434,1.005,0.473,0.012,0.891
1637086651453,2021-11-16T13.17.31.453,1.024,0.473,0.011,0.892
1637086651473,2021-11-16T13.17.31.473,1.044,0.473,0.010,0.891
1637086651492,2021-11-16T13.17.31.492,1.063,0.473,0.011,0.894
1637086651511,2021-11-16T13.17.31.511,1.082,0.472,0.011,0.895
1637086651532,2021-11-16T13.17.31.532,1.103,0.475,0.013,0.893
1637086651551,2021-11-16T13.17.31.551,1.122,0.474,0.012,0.890
1637086651572,2021-11-16T13.17.31.572,1.143,0.472,0.013,0.892
1637086651591,2021-11-16T13.17.31.591,1.162,0.471,0.011,0.894
1637086651611,2021-11-16T13.17.31.611,1.182,0.473,0.012,0.894
1637086651630,2021-11-16T13.17.31.630,1.201,0.473,0.012,0.893
1637086651649,2021-11-16T13.17.31.649,1.220,0.473,0.012,0.891
1637086651670,2021-11-16T13.17.31.670,1.241,0.472,0.010,0.892
1637086651689,2021-11-16T13.17.31.689,1.260,0.475,0.011,0.892
1637086651709,2021-11-16T13.17.31.709,1.280,0.475,0.009,0.893
1637086651728,2021-11-16T13.17.31.728,1.299,0.474,0.009,0.892
1637086651749,2021-11-16T13.17.31.749,1.320,0.474,0.010,0.892
1637086651768,2021-11-16T13.17.31.768,1.339,0.474,0.012,0.893
1637086651788,2021-11-16T13.17.31.788,1.359,0.474,0.010,0.893
1637086651807,2021-11-16T13.17.31.807,1.378,0.477,0.010,0.891
1637086651826,2021-11-16T13.17.31.826,1.397,0.475,0.012,0.893
1637086651847,2021-11-16T13.17.31.847,1.418,0.475,0.010,0.892
1637086651866,2021-11-16T13.17.31.866,1.437,0.474,0.010,0.892
1637086651886,2021-11-16T13.17.31.886,1.457,0.475,0.012,0.891
1637086651906,2021-11-16T13.17.31.906,1.477,0.473,0.009,0.893
1637086651926,2021-11-16T13.17.31.926,1.497,0.473,0.009,0.893
1637086651945,2021-11-16T13.17.31.945,1.516,0.474,0.011,0.893
1637086651964,2021-11-16T13.17.31.964,1.535,0.476,0.012,0.891
1637086651985,2021-11-16T13.17.31.985,1.556,0.475,0.013,0.892
1637086652004,2021-11-16T13.17.32.004,1.575,0.474,0.013,0.892
1637086652024,2021-11-16T13.17.32.024,1.595,0.475,0.013,0.893
1637086652043,2021-11-16T13.17.32.043,1.614,0.476,0.012,0.890
1637086652064,2021-11-16T13.17.32.064,1.635,0.476,0.012,0.891
