epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1632410597669,2021-09-23T11.23.17.669,0.000,0.340,-0.389,0.880
1632410597688,2021-09-23T11.23.17.688,0.019,0.343,-0.394,0.889
1632410597709,2021-09-23T11.23.17.709,0.040,0.341,-0.394,0.885
1632410597728,2021-09-23T11.23.17.728,0.059,0.342,-0.394,0.884
1632410597748,2021-09-23T11.23.17.748,0.079,0.342,-0.394,0.886
1632410597767,2021-09-23T11.23.17.767,0.098,0.341,-0.393,0.886
1632410597788,2021-09-23T11.23.17.788,0.119,0.341,-0.393,0.884
1632410597807,2021-09-23T11.23.17.807,0.138,0.343,-0.392,0.885
1632410597827,2021-09-23T11.23.17.827,0.158,0.343,-0.392,0.886
1632410597846,2021-09-23T11.23.17.846,0.177,0.341,-0.392,0.886
1632410597865,2021-09-23T11.23.17.865,0.196,0.341,-0.393,0.883
1632410597886,2021-09-23T11.23.17.886,0.217,0.339,-0.393,0.884
1632410597905,2021-09-23T11.23.17.905,0.236,0.341,-0.393,0.885
1632410597925,2021-09-23T11.23.17.925,0.256,0.341,-0.392,0.885
1632410597945,2021-09-23T11.23.17.945,0.276,0.339,-0.391,0.886
1632410597965,2021-09-23T11.23.17.965,0.296,0.339,-0.389,0.889
1632410597984,2021-09-23T11.23.17.984,0.315,0.339,-0.388,0.887
1632410598003,2021-09-23T11.23.18.003,0.334,0.339,-0.388,0.885
1632410598024,2021-09-23T11.23.18.024,0.355,0.338,-0.387,0.889
1632410598043,2021-09-23T11.23.18.043,0.374,0.337,-0.389,0.889
1632410598063,2021-09-23T11.23.18.063,0.394,0.335,-0.388,0.888
1632410598082,2021-09-23T11.23.18.082,0.413,0.337,-0.387,0.888
1632410598103,2021-09-23T11.23.18.103,0.434,0.339,-0.388,0.888
1632410598122,2021-09-23T11.23.18.122,0.453,0.339,-0.387,0.888
1632410598142,2021-09-23T11.23.18.142,0.473,0.336,-0.388,0.888
1632410598161,2021-09-23T11.23.18.161,0.492,0.334,-0.386,0.890
1632410598180,2021-09-23T11.23.18.180,0.511,0.334,-0.387,0.889
1632410598201,2021-09-23T11.23.18.201,0.532,0.336,-0.387,0.891
1632410598220,2021-09-23T11.23.18.220,0.551,0.337,-0.388,0.888
1632410598240,2021-09-23T11.23.18.240,0.571,0.337,-0.387,0.886
1632410598259,2021-09-23T11.23.18.259,0.590,0.337,-0.387,0.888
1632410598280,2021-09-23T11.23.18.280,0.611,0.337,-0.387,0.889
1632410598299,2021-09-23T11.23.18.299,0.630,0.337,-0.387,0.888
1632410598318,2021-09-23T11.23.18.318,0.649,0.335,-0.388,0.888
1632410598339,2021-09-23T11.23.18.339,0.670,0.336,-0.388,0.888
1632410598358,2021-09-23T11.23.18.358,0.689,0.336,-0.386,0.889
1632410598378,2021-09-23T11.23.18.378,0.709,0.336,-0.386,0.888
1632410598397,2021-09-23T11.23.18.397,0.728,0.335,-0.387,0.890
1632410598418,2021-09-23T11.23.18.418,0.749,0.335,-0.386,0.890
1632410598437,2021-09-23T11.23.18.437,0.768,0.336,-0.388,0.890
1632410598457,2021-09-23T11.23.18.457,0.788,0.335,-0.387,0.890
1632410598476,2021-09-23T11.23.18.476,0.807,0.335,-0.385,0.890
1632410598495,2021-09-23T11.23.18.495,0.826,0.335,-0.386,0.891
1632410598516,2021-09-23T11.23.18.516,0.847,0.336,-0.386,0.887
1632410598535,2021-09-23T11.23.18.535,0.866,0.336,-0.387,0.889
1632410598555,2021-09-23T11.23.18.555,0.886,0.336,-0.388,0.890
1632410598574,2021-09-23T11.23.18.574,0.905,0.336,-0.385,0.891
1632410598595,2021-09-23T11.23.18.595,0.926,0.336,-0.385,0.889
1632410598614,2021-09-23T11.23.18.614,0.945,0.337,-0.388,0.888
1632410598633,2021-09-23T11.23.18.633,0.964,0.334,-0.387,0.890
1632410598654,2021-09-23T11.23.18.654,0.985,0.337,-0.386,0.890
1632410598673,2021-09-23T11.23.18.673,1.004,0.337,-0.386,0.891
1632410598693,2021-09-23T11.23.18.693,1.024,0.337,-0.388,0.892
1632410598712,2021-09-23T11.23.18.712,1.043,0.335,-0.386,0.889
1632410598733,2021-09-23T11.23.18.733,1.064,0.336,-0.388,0.889
1632410598752,2021-09-23T11.23.18.752,1.083,0.336,-0.387,0.889
1632410598772,2021-09-23T11.23.18.772,1.103,0.335,-0.386,0.891
1632410598791,2021-09-23T11.23.18.791,1.122,0.339,-0.385,0.891
1632410598810,2021-09-23T11.23.18.810,1.141,0.336,-0.385,0.890
1632410598831,2021-09-23T11.23.18.831,1.162,0.334,-0.385,0.889
1632410598850,2021-09-23T11.23.18.850,1.181,0.338,-0.385,0.889
1632410598870,2021-09-23T11.23.18.870,1.201,0.338,-0.387,0.891
1632410598889,2021-09-23T11.23.18.889,1.220,0.335,-0.386,0.890
1632410598910,2021-09-23T11.23.18.910,1.241,0.336,-0.386,0.890
1632410598929,2021-09-23T11.23.18.929,1.260,0.338,-0.386,0.890
1632410598948,2021-09-23T11.23.18.948,1.279,0.336,-0.385,0.890
1632410598968,2021-09-23T11.23.18.968,1.299,0.335,-0.385,0.889
1632410598988,2021-09-23T11.23.18.988,1.319,0.337,-0.386,0.890
1632410599008,2021-09-23T11.23.19.008,1.339,0.338,-0.385,0.891
1632410599027,2021-09-23T11.23.19.027,1.358,0.337,-0.385,0.890
1632410599048,2021-09-23T11.23.19.048,1.379,0.335,-0.386,0.890
1632410599067,2021-09-23T11.23.19.067,1.398,0.336,-0.385,0.892
1632410599086,2021-09-23T11.23.19.086,1.417,0.337,-0.385,0.889
1632410599106,2021-09-23T11.23.19.106,1.437,0.336,-0.384,0.889
1632410599125,2021-09-23T11.23.19.125,1.456,0.336,-0.385,0.891
1632410599146,2021-09-23T11.23.19.146,1.477,0.336,-0.386,0.891
1632410599165,2021-09-23T11.23.19.165,1.496,0.335,-0.385,0.891
1632410599185,2021-09-23T11.23.19.185,1.516,0.334,-0.386,0.888
1632410599204,2021-09-23T11.23.19.204,1.535,0.336,-0.387,0.888
1632410599225,2021-09-23T11.23.19.225,1.556,0.337,-0.387,0.890
1632410599244,2021-09-23T11.23.19.244,1.575,0.336,-0.385,0.889
1632410599263,2021-09-23T11.23.19.263,1.594,0.338,-0.385,0.889
1632410599283,2021-09-23T11.23.19.283,1.614,0.337,-0.385,0.891
1632410599302,2021-09-23T11.23.19.302,1.633,0.335,-0.385,0.891
