epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1632322032872,2021-09-22T10.47.12.872,0.000,-0.305,0.183,0.122
1632322032892,2021-09-22T10.47.12.892,0.020,0.183,0.061,0.000
1632322032912,2021-09-22T10.47.12.912,0.040,0.061,0.183,0.366
1632322032932,2021-09-22T10.47.12.932,0.060,-0.061,0.122,0.244
1632322032951,2021-09-22T10.47.12.951,0.079,-0.122,0.061,0.305
1632322032972,2021-09-22T10.47.12.972,0.100,-0.122,0.061,0.244
1632322032991,2021-09-22T10.47.12.991,0.119,-0.183,0.122,0.183
1632322033011,2021-09-22T10.47.13.011,0.139,-0.061,0.183,0.244
1632322033030,2021-09-22T10.47.13.030,0.158,0.000,0.183,0.305
1632322033049,2021-09-22T10.47.13.049,0.177,-0.061,0.122,0.305
1632322033070,2021-09-22T10.47.13.070,0.198,0.000,0.122,0.366
1632322033089,2021-09-22T10.47.13.089,0.217,0.000,0.183,0.244
1632322033109,2021-09-22T10.47.13.109,0.237,-0.122,0.061,0.244
1632322033128,2021-09-22T10.47.13.128,0.256,-0.122,0.061,0.244
1632322033149,2021-09-22T10.47.13.149,0.277,-0.122,0.122,0.305
1632322033168,2021-09-22T10.47.13.168,0.296,-0.061,0.183,0.305
1632322033188,2021-09-22T10.47.13.188,0.316,-0.122,0.183,0.305
1632322033207,2021-09-22T10.47.13.207,0.335,0.000,0.183,0.305
1632322033228,2021-09-22T10.47.13.228,0.356,-0.061,0.122,0.305
1632322033247,2021-09-22T10.47.13.247,0.375,-0.061,0.183,0.305
1632322033267,2021-09-22T10.47.13.267,0.395,-0.061,0.122,0.305
1632322033287,2021-09-22T10.47.13.287,0.415,-0.122,0.122,0.244
1632322033306,2021-09-22T10.47.13.306,0.434,-0.061,0.183,0.244
1632322033326,2021-09-22T10.47.13.326,0.454,-0.122,0.183,0.305
1632322033345,2021-09-22T10.47.13.345,0.473,-0.061,0.183,0.305
1632322033366,2021-09-22T10.47.13.366,0.494,-0.061,0.183,0.366
1632322033385,2021-09-22T10.47.13.385,0.513,0.000,0.183,0.244
