epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1605538806458,2020-11-16T10.00.06.458,0.000,0.452,-0.037,0.920
1605538806479,2020-11-16T10.00.06.479,0.021,0.454,-0.039,0.927
1605538806499,2020-11-16T10.00.06.499,0.041,0.454,-0.038,0.926
1605538806518,2020-11-16T10.00.06.518,0.060,0.455,-0.039,0.924
1605538806539,2020-11-16T10.00.06.539,0.081,0.454,-0.039,0.927
1605538806559,2020-11-16T10.00.06.559,0.101,0.453,-0.038,0.927
1605538806580,2020-11-16T10.00.06.580,0.122,0.453,-0.040,0.929
1605538806600,2020-11-16T10.00.06.600,0.142,0.454,-0.038,0.926
1605538806619,2020-11-16T10.00.06.619,0.161,0.453,-0.038,0.928
1605538806640,2020-11-16T10.00.06.640,0.182,0.453,-0.040,0.927
1605538806660,2020-11-16T10.00.06.660,0.202,0.453,-0.037,0.926
1605538806681,2020-11-16T10.00.06.681,0.223,0.453,-0.039,0.925
1605538806701,2020-11-16T10.00.06.701,0.243,0.454,-0.039,0.926
1605538806720,2020-11-16T10.00.06.720,0.262,0.453,-0.038,0.926
1605538806741,2020-11-16T10.00.06.741,0.283,0.454,-0.038,0.926
1605538806761,2020-11-16T10.00.06.761,0.303,0.455,-0.038,0.925
1605538806782,2020-11-16T10.00.06.782,0.324,0.455,-0.040,0.926
1605538806802,2020-11-16T10.00.06.802,0.344,0.455,-0.039,0.927
1605538806821,2020-11-16T10.00.06.821,0.363,0.455,-0.037,0.926
1605538806842,2020-11-16T10.00.06.842,0.384,0.455,-0.038,0.927
1605538806862,2020-11-16T10.00.06.862,0.404,0.454,-0.040,0.927
1605538806883,2020-11-16T10.00.06.883,0.425,0.456,-0.039,0.926
1605538806904,2020-11-16T10.00.06.904,0.446,0.456,-0.038,0.926
1605538806923,2020-11-16T10.00.06.923,0.465,0.455,-0.041,0.927
1605538806943,2020-11-16T10.00.06.943,0.485,0.456,-0.039,0.926
1605538806964,2020-11-16T10.00.06.964,0.506,0.457,-0.038,0.925
1605538806984,2020-11-16T10.00.06.984,0.526,0.457,-0.040,0.925
1605538807005,2020-11-16T10.00.07.005,0.547,0.457,-0.039,0.927
1605538807024,2020-11-16T10.00.07.024,0.566,0.457,-0.038,0.925
1605538807044,2020-11-16T10.00.07.044,0.586,0.460,-0.040,0.924
1605538807065,2020-11-16T10.00.07.065,0.607,0.458,-0.040,0.925
1605538807085,2020-11-16T10.00.07.085,0.627,0.459,-0.040,0.925
1605538807106,2020-11-16T10.00.07.106,0.648,0.460,-0.041,0.924
1605538807125,2020-11-16T10.00.07.125,0.667,0.459,-0.039,0.924
1605538807145,2020-11-16T10.00.07.145,0.687,0.459,-0.040,0.926
1605538807166,2020-11-16T10.00.07.166,0.708,0.458,-0.040,0.922
1605538807186,2020-11-16T10.00.07.186,0.728,0.462,-0.041,0.923
1605538807205,2020-11-16T10.00.07.205,0.747,0.462,-0.041,0.923
1605538807226,2020-11-16T10.00.07.226,0.768,0.463,-0.044,0.923
1605538807246,2020-11-16T10.00.07.246,0.788,0.462,-0.043,0.922
1605538807267,2020-11-16T10.00.07.267,0.809,0.465,-0.043,0.922
1605538807287,2020-11-16T10.00.07.287,0.829,0.465,-0.044,0.920
1605538807306,2020-11-16T10.00.07.306,0.848,0.465,-0.041,0.920
1605538807327,2020-11-16T10.00.07.327,0.869,0.466,-0.043,0.920
1605538807347,2020-11-16T10.00.07.347,0.889,0.468,-0.045,0.921
1605538807368,2020-11-16T10.00.07.368,0.910,0.466,-0.044,0.922
1605538807388,2020-11-16T10.00.07.388,0.930,0.465,-0.045,0.920
1605538807407,2020-11-16T10.00.07.407,0.949,0.465,-0.045,0.922
1605538807428,2020-11-16T10.00.07.428,0.970,0.463,-0.044,0.922
1605538807448,2020-11-16T10.00.07.448,0.990,0.463,-0.043,0.923
1605538807469,2020-11-16T10.00.07.469,1.011,0.466,-0.044,0.924
1605538807489,2020-11-16T10.00.07.489,1.031,0.465,-0.043,0.920
1605538807508,2020-11-16T10.00.07.508,1.050,0.465,-0.044,0.921
1605538807529,2020-11-16T10.00.07.529,1.071,0.465,-0.045,0.921
1605538807550,2020-11-16T10.00.07.550,1.092,0.465,-0.043,0.924
1605538807570,2020-11-16T10.00.07.570,1.112,0.463,-0.043,0.923
1605538807591,2020-11-16T10.00.07.591,1.133,0.463,-0.043,0.923
1605538807610,2020-11-16T10.00.07.610,1.152,0.463,-0.042,0.924
1605538807630,2020-11-16T10.00.07.630,1.172,0.462,-0.044,0.924
1605538807651,2020-11-16T10.00.07.651,1.193,0.463,-0.043,0.924
1605538807671,2020-11-16T10.00.07.671,1.213,0.463,-0.042,0.924
1605538807692,2020-11-16T10.00.07.692,1.234,0.463,-0.043,0.923
1605538807711,2020-11-16T10.00.07.711,1.253,0.464,-0.043,0.923
