epoc (ms),timestamp (-0500),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1637174362422,2021-11-17T13.39.22.422,0.000,0.427,1.890,0.793
1637174362443,2021-11-17T13.39.22.443,0.021,-0.549,2.012,0.366
1637174362463,2021-11-17T13.39.22.463,0.041,-1.341,2.439,0.732
1637174362484,2021-11-17T13.39.22.484,0.062,-2.561,2.622,1.220
1637174362505,2021-11-17T13.39.22.505,0.083,-4.756,4.390,2.195
1637174362525,2021-11-17T13.39.22.525,0.103,-7.805,6.829,3.171
1637174362546,2021-11-17T13.39.22.546,0.124,-9.817,8.902,3.476
1637174362565,2021-11-17T13.39.22.565,0.143,-11.159,9.329,3.415
1637174362585,2021-11-17T13.39.22.585,0.163,-9.817,8.354,2.683
1637174362606,2021-11-17T13.39.22.606,0.184,-6.768,6.037,1.341
1637174362626,2021-11-17T13.39.22.626,0.204,-1.280,2.866,0.366
1637174362647,2021-11-17T13.39.22.647,0.225,2.866,2.134,0.122
1637174362667,2021-11-17T13.39.22.667,0.245,5.854,3.354,-0.183
1637174362688,2021-11-17T13.39.22.688,0.266,9.024,5.183,-0.183
1637174362707,2021-11-17T13.39.22.707,0.285,9.207,6.037,0.305
1637174362727,2021-11-17T13.39.22.727,0.305,5.610,5.671,0.610
1637174362748,2021-11-17T13.39.22.748,0.326,0.061,4.878,1.280
1637174362768,2021-11-17T13.39.22.768,0.346,-1.280,2.927,1.829
1637174362789,2021-11-17T13.39.22.789,0.367,2.317,0.793,0.488
1637174362809,2021-11-17T13.39.22.809,0.387,4.268,-1.037,-0.427
1637174362830,2021-11-17T13.39.22.830,0.408,4.573,-1.890,-0.366
1637174362849,2021-11-17T13.39.22.849,0.427,4.512,-2.012,0.610
1637174362869,2021-11-17T13.39.22.869,0.447,2.927,-1.037,1.646
1637174362890,2021-11-17T13.39.22.890,0.468,1.098,0.366,3.110
1637174362910,2021-11-17T13.39.22.910,0.488,1.220,0.976,3.049
1637174362931,2021-11-17T13.39.22.931,0.509,1.768,0.793,2.073
1637174362951,2021-11-17T13.39.22.951,0.529,0.976,0.671,1.707
1637174362972,2021-11-17T13.39.22.972,0.550,0.915,-0.061,0.976
1637174362991,2021-11-17T13.39.22.991,0.569,0.793,-1.585,0.305
1637174363011,2021-11-17T13.39.23.011,0.589,1.098,-5.793,-0.061
1637174363032,2021-11-17T13.39.23.032,0.610,6.768,-18.049,-2.744
1637174363052,2021-11-17T13.39.23.052,0.630,12.317,-27.256,-8.841
1637174363073,2021-11-17T13.39.23.073,0.651,11.463,-23.171,-11.890
1637174363093,2021-11-17T13.39.23.093,0.671,11.280,-16.951,-8.110
1637174363114,2021-11-17T13.39.23.114,0.692,5.061,-17.683,-6.890
1637174363133,2021-11-17T13.39.23.133,0.711,6.707,-19.817,-2.927
1637174363153,2021-11-17T13.39.23.153,0.731,56.707,-17.744,2.561
1637174363174,2021-11-17T13.39.23.174,0.752,41.159,-19.573,3.659
1637174363194,2021-11-17T13.39.23.194,0.772,-16.098,-30.061,-6.037
1637174363215,2021-11-17T13.39.23.215,0.793,-17.378,-28.841,-14.817
1637174363235,2021-11-17T13.39.23.235,0.813,-20.976,-13.598,-13.963
