epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635346031962,2021-10-27T10.47.11.962,0.000,0.540,-0.020,0.843
1635346031983,2021-10-27T10.47.11.983,0.021,0.545,-0.020,0.851
1635346032003,2021-10-27T10.47.12.003,0.041,0.545,-0.019,0.848
1635346032023,2021-10-27T10.47.12.023,0.061,0.544,-0.020,0.849
1635346032043,2021-10-27T10.47.12.043,0.081,0.544,-0.019,0.850
1635346032062,2021-10-27T10.47.12.062,0.100,0.546,-0.020,0.849
1635346032083,2021-10-27T10.47.12.083,0.121,0.543,-0.021,0.849
1635346032102,2021-10-27T10.47.12.102,0.140,0.544,-0.022,0.850
1635346032122,2021-10-27T10.47.12.122,0.160,0.545,-0.021,0.848
1635346032141,2021-10-27T10.47.12.141,0.179,0.543,-0.021,0.848
1635346032162,2021-10-27T10.47.12.162,0.200,0.544,-0.020,0.848
1635346032181,2021-10-27T10.47.12.181,0.219,0.545,-0.019,0.849
1635346032201,2021-10-27T10.47.12.201,0.239,0.544,-0.020,0.848
1635346032222,2021-10-27T10.47.12.222,0.260,0.544,-0.019,0.848
1635346032241,2021-10-27T10.47.12.241,0.279,0.545,-0.019,0.848
1635346032261,2021-10-27T10.47.12.261,0.299,0.546,-0.020,0.849
1635346032280,2021-10-27T10.47.12.280,0.318,0.545,-0.020,0.851
1635346032301,2021-10-27T10.47.12.301,0.339,0.543,-0.019,0.849
1635346032320,2021-10-27T10.47.12.320,0.358,0.544,-0.020,0.848
1635346032340,2021-10-27T10.47.12.340,0.378,0.545,-0.019,0.848
1635346032359,2021-10-27T10.47.12.359,0.397,0.544,-0.021,0.849
1635346032380,2021-10-27T10.47.12.380,0.418,0.542,-0.023,0.849
1635346032400,2021-10-27T10.47.12.400,0.438,0.543,-0.021,0.850
1635346032420,2021-10-27T10.47.12.420,0.458,0.545,-0.021,0.849
1635346032440,2021-10-27T10.47.12.440,0.478,0.545,-0.021,0.848
1635346032459,2021-10-27T10.47.12.459,0.497,0.544,-0.020,0.850
1635346032480,2021-10-27T10.47.12.480,0.518,0.544,-0.017,0.851
1635346032499,2021-10-27T10.47.12.499,0.537,0.546,-0.019,0.851
1635346032519,2021-10-27T10.47.12.519,0.557,0.546,-0.021,0.849
1635346032538,2021-10-27T10.47.12.538,0.576,0.542,-0.020,0.849
1635346032559,2021-10-27T10.47.12.559,0.597,0.544,-0.021,0.850
1635346032578,2021-10-27T10.47.12.578,0.616,0.544,-0.021,0.849
1635346032598,2021-10-27T10.47.12.598,0.636,0.543,-0.023,0.849
1635346032617,2021-10-27T10.47.12.617,0.655,0.542,-0.021,0.851
1635346032638,2021-10-27T10.47.12.638,0.676,0.544,-0.021,0.850
1635346032658,2021-10-27T10.47.12.658,0.696,0.545,-0.020,0.848
1635346032677,2021-10-27T10.47.12.677,0.715,0.545,-0.020,0.850
1635346032698,2021-10-27T10.47.12.698,0.736,0.545,-0.020,0.850
1635346032717,2021-10-27T10.47.12.717,0.755,0.543,-0.020,0.849
1635346032737,2021-10-27T10.47.12.737,0.775,0.544,-0.021,0.849
1635346032756,2021-10-27T10.47.12.756,0.794,0.544,-0.022,0.849
1635346032777,2021-10-27T10.47.12.777,0.815,0.544,-0.022,0.852
1635346032796,2021-10-27T10.47.12.796,0.834,0.543,-0.023,0.849
1635346032816,2021-10-27T10.47.12.816,0.854,0.542,-0.022,0.850
1635346032836,2021-10-27T10.47.12.836,0.874,0.544,-0.021,0.851
1635346032856,2021-10-27T10.47.12.856,0.894,0.542,-0.020,0.851
1635346032877,2021-10-27T10.47.12.877,0.915,0.543,-0.020,0.850
1635346032896,2021-10-27T10.47.12.896,0.934,0.542,-0.020,0.851
1635346032916,2021-10-27T10.47.12.916,0.954,0.544,-0.018,0.847
1635346032935,2021-10-27T10.47.12.935,0.973,0.544,-0.019,0.850
1635346032956,2021-10-27T10.47.12.956,0.994,0.543,-0.021,0.850
1635346032975,2021-10-27T10.47.12.975,1.013,0.543,-0.022,0.852
1635346032995,2021-10-27T10.47.12.995,1.033,0.544,-0.021,0.850
1635346033014,2021-10-27T10.47.13.014,1.052,0.544,-0.021,0.852
1635346033035,2021-10-27T10.47.13.035,1.073,0.543,-0.023,0.850
1635346033054,2021-10-27T10.47.13.054,1.092,0.543,-0.022,0.849
1635346033074,2021-10-27T10.47.13.074,1.112,0.544,-0.017,0.851
1635346033095,2021-10-27T10.47.13.095,1.133,0.546,-0.018,0.849
1635346033114,2021-10-27T10.47.13.114,1.152,0.544,-0.020,0.850
1635346033134,2021-10-27T10.47.13.134,1.172,0.542,-0.021,0.852
1635346033153,2021-10-27T10.47.13.153,1.191,0.543,-0.021,0.851
1635346033174,2021-10-27T10.47.13.174,1.212,0.544,-0.023,0.851
