epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1632151852625,2021-09-20T11.30.52.625,0.000,0.433,0.118,0.897
1632151852646,2021-09-20T11.30.52.646,0.021,0.435,0.121,0.907
1632151852665,2021-09-20T11.30.52.665,0.040,0.436,0.115,0.905
1632151852685,2021-09-20T11.30.52.685,0.060,0.436,0.116,0.904
1632151852704,2021-09-20T11.30.52.704,0.079,0.435,0.118,0.908
1632151852725,2021-09-20T11.30.52.725,0.100,0.437,0.119,0.904
1632151852745,2021-09-20T11.30.52.745,0.120,0.434,0.118,0.904
1632151852764,2021-09-20T11.30.52.764,0.139,0.435,0.115,0.905
1632151852785,2021-09-20T11.30.52.785,0.160,0.436,0.113,0.906
1632151852804,2021-09-20T11.30.52.804,0.179,0.435,0.116,0.904
1632151852825,2021-09-20T11.30.52.825,0.200,0.435,0.121,0.901
1632151852844,2021-09-20T11.30.52.844,0.219,0.436,0.120,0.904
1632151852864,2021-09-20T11.30.52.864,0.239,0.437,0.115,0.905
1632151852883,2021-09-20T11.30.52.883,0.258,0.436,0.114,0.904
1632151852904,2021-09-20T11.30.52.904,0.279,0.436,0.115,0.904
1632151852923,2021-09-20T11.30.52.923,0.298,0.435,0.117,0.903
1632151852943,2021-09-20T11.30.52.943,0.318,0.435,0.116,0.905
1632151852964,2021-09-20T11.30.52.964,0.339,0.435,0.116,0.904
1632151852983,2021-09-20T11.30.52.983,0.358,0.435,0.116,0.905
1632151853003,2021-09-20T11.30.53.003,0.378,0.433,0.116,0.905
1632151853022,2021-09-20T11.30.53.022,0.397,0.436,0.118,0.903
1632151853043,2021-09-20T11.30.53.043,0.418,0.436,0.116,0.905
1632151853062,2021-09-20T11.30.53.062,0.437,0.433,0.115,0.906
1632151853082,2021-09-20T11.30.53.082,0.457,0.434,0.116,0.907
1632151853101,2021-09-20T11.30.53.101,0.476,0.435,0.116,0.904
1632151853122,2021-09-20T11.30.53.122,0.497,0.438,0.115,0.904
1632151853141,2021-09-20T11.30.53.141,0.516,0.433,0.116,0.906
1632151853161,2021-09-20T11.30.53.161,0.536,0.431,0.116,0.908
1632151853182,2021-09-20T11.30.53.182,0.557,0.432,0.116,0.906
1632151853201,2021-09-20T11.30.53.201,0.576,0.436,0.117,0.904
1632151853222,2021-09-20T11.30.53.222,0.597,0.439,0.115,0.906
1632151853241,2021-09-20T11.30.53.241,0.616,0.435,0.116,0.905
1632151853261,2021-09-20T11.30.53.261,0.636,0.436,0.118,0.906
1632151853280,2021-09-20T11.30.53.280,0.655,0.438,0.116,0.906
1632151853301,2021-09-20T11.30.53.301,0.676,0.437,0.114,0.907
1632151853320,2021-09-20T11.30.53.320,0.695,0.437,0.115,0.904
1632151853340,2021-09-20T11.30.53.340,0.715,0.434,0.117,0.904
1632151853359,2021-09-20T11.30.53.359,0.734,0.434,0.118,0.905
1632151853380,2021-09-20T11.30.53.380,0.755,0.435,0.119,0.904
1632151853400,2021-09-20T11.30.53.400,0.775,0.436,0.113,0.906
1632151853419,2021-09-20T11.30.53.419,0.794,0.435,0.115,0.906
1632151853440,2021-09-20T11.30.53.440,0.815,0.434,0.116,0.905
1632151853459,2021-09-20T11.30.53.459,0.834,0.436,0.116,0.904
1632151853479,2021-09-20T11.30.53.479,0.854,0.437,0.116,0.904
1632151853498,2021-09-20T11.30.53.498,0.873,0.436,0.114,0.907
1632151853519,2021-09-20T11.30.53.519,0.894,0.431,0.116,0.905
1632151853538,2021-09-20T11.30.53.538,0.913,0.433,0.121,0.905
1632151853558,2021-09-20T11.30.53.558,0.933,0.434,0.119,0.905
1632151853577,2021-09-20T11.30.53.577,0.952,0.436,0.115,0.903
1632151853598,2021-09-20T11.30.53.598,0.973,0.434,0.115,0.910
1632151853619,2021-09-20T11.30.53.619,0.994,0.435,0.117,0.910
1632151853638,2021-09-20T11.30.53.638,1.013,0.436,0.116,0.906
1632151853658,2021-09-20T11.30.53.658,1.033,0.440,0.117,0.901
1632151853677,2021-09-20T11.30.53.677,1.052,0.437,0.120,0.904
1632151853698,2021-09-20T11.30.53.698,1.073,0.433,0.119,0.907
1632151853717,2021-09-20T11.30.53.717,1.092,0.433,0.117,0.905
1632151853737,2021-09-20T11.30.53.737,1.112,0.435,0.114,0.908
1632151853756,2021-09-20T11.30.53.756,1.131,0.435,0.114,0.910
1632151853777,2021-09-20T11.30.53.777,1.152,0.435,0.116,0.907
1632151853796,2021-09-20T11.30.53.796,1.171,0.434,0.119,0.903
1632151853816,2021-09-20T11.30.53.816,1.191,0.434,0.117,0.901
1632151853837,2021-09-20T11.30.53.837,1.212,0.435,0.119,0.903
1632151853856,2021-09-20T11.30.53.856,1.231,0.434,0.117,0.906
1632151853876,2021-09-20T11.30.53.876,1.251,0.435,0.116,0.906
1632151853895,2021-09-20T11.30.53.895,1.270,0.436,0.112,0.906
1632151853916,2021-09-20T11.30.53.916,1.291,0.436,0.113,0.906
1632151853935,2021-09-20T11.30.53.935,1.310,0.434,0.117,0.904
1632151853955,2021-09-20T11.30.53.955,1.330,0.435,0.118,0.903
1632151853974,2021-09-20T11.30.53.974,1.349,0.437,0.118,0.904
1632151853995,2021-09-20T11.30.53.995,1.370,0.437,0.116,0.905
1632151854014,2021-09-20T11.30.54.014,1.389,0.437,0.117,0.904
1632151854035,2021-09-20T11.30.54.035,1.410,0.435,0.116,0.906
1632151854054,2021-09-20T11.30.54.054,1.429,0.436,0.117,0.904
1632151854074,2021-09-20T11.30.54.074,1.449,0.433,0.118,0.906
1632151854095,2021-09-20T11.30.54.095,1.470,0.425,0.116,0.907
1632151854114,2021-09-20T11.30.54.114,1.489,0.441,0.120,0.905
1632151854134,2021-09-20T11.30.54.134,1.509,0.442,0.117,0.901
1632151854153,2021-09-20T11.30.54.153,1.528,0.438,0.119,0.905
1632151854174,2021-09-20T11.30.54.174,1.549,0.436,0.118,0.905
1632151854193,2021-09-20T11.30.54.193,1.568,0.435,0.119,0.905
1632151854213,2021-09-20T11.30.54.213,1.588,0.437,0.118,0.905
1632151854232,2021-09-20T11.30.54.232,1.607,0.436,0.121,0.905
1632151854253,2021-09-20T11.30.54.253,1.628,0.437,0.120,0.905
1632151854272,2021-09-20T11.30.54.272,1.647,0.435,0.122,0.904
1632151854292,2021-09-20T11.30.54.292,1.667,0.435,0.122,0.904
1632151854313,2021-09-20T11.30.54.313,1.688,0.438,0.119,0.904
1632151854332,2021-09-20T11.30.54.332,1.707,0.436,0.119,0.904
1632151854352,2021-09-20T11.30.54.352,1.727,0.431,0.120,0.905
1632151854371,2021-09-20T11.30.54.371,1.746,0.434,0.120,0.907
1632151854392,2021-09-20T11.30.54.392,1.767,0.436,0.121,0.906
1632151854411,2021-09-20T11.30.54.411,1.786,0.437,0.120,0.906
1632151854431,2021-09-20T11.30.54.431,1.806,0.436,0.120,0.906
1632151854451,2021-09-20T11.30.54.451,1.826,0.436,0.120,0.904
1632151854471,2021-09-20T11.30.54.471,1.846,0.436,0.120,0.903
1632151854490,2021-09-20T11.30.54.490,1.865,0.437,0.121,0.905
1632151854511,2021-09-20T11.30.54.511,1.886,0.434,0.119,0.907
1632151854531,2021-09-20T11.30.54.531,1.906,0.433,0.120,0.906
1632151854550,2021-09-20T11.30.54.550,1.925,0.436,0.121,0.904
1632151854571,2021-09-20T11.30.54.571,1.946,0.435,0.120,0.904
1632151854590,2021-09-20T11.30.54.590,1.965,0.434,0.123,0.905
1632151854610,2021-09-20T11.30.54.610,1.985,0.437,0.118,0.904
1632151854629,2021-09-20T11.30.54.629,2.004,0.436,0.118,0.906
1632151854650,2021-09-20T11.30.54.650,2.025,0.434,0.120,0.904
1632151854669,2021-09-20T11.30.54.669,2.044,0.435,0.121,0.904
1632151854689,2021-09-20T11.30.54.689,2.064,0.436,0.120,0.905
1632151854710,2021-09-20T11.30.54.710,2.085,0.434,0.120,0.906
1632151854729,2021-09-20T11.30.54.729,2.104,0.434,0.121,0.905
1632151854749,2021-09-20T11.30.54.749,2.124,0.437,0.120,0.905
1632151854768,2021-09-20T11.30.54.768,2.143,0.436,0.118,0.904
1632151854789,2021-09-20T11.30.54.789,2.164,0.434,0.119,0.904
1632151854808,2021-09-20T11.30.54.808,2.183,0.435,0.120,0.904
1632151854828,2021-09-20T11.30.54.828,2.203,0.435,0.121,0.905
1632151854848,2021-09-20T11.30.54.848,2.223,0.436,0.119,0.906
1632151854868,2021-09-20T11.30.54.868,2.243,0.435,0.115,0.907
1632151854887,2021-09-20T11.30.54.887,2.262,0.433,0.116,0.905
1632151854908,2021-09-20T11.30.54.908,2.283,0.434,0.120,0.906
1632151854927,2021-09-20T11.30.54.927,2.302,0.432,0.119,0.906
1632151854947,2021-09-20T11.30.54.947,2.322,0.438,0.116,0.904
1632151854968,2021-09-20T11.30.54.968,2.343,0.437,0.115,0.905
1632151854987,2021-09-20T11.30.54.987,2.362,0.434,0.116,0.905
1632151855007,2021-09-20T11.30.55.007,2.382,0.438,0.117,0.905
1632151855026,2021-09-20T11.30.55.026,2.401,0.438,0.115,0.905
1632151855047,2021-09-20T11.30.55.047,2.422,0.435,0.116,0.904
1632151855066,2021-09-20T11.30.55.066,2.441,0.437,0.116,0.905
1632151855086,2021-09-20T11.30.55.086,2.461,0.436,0.117,0.908
1632151855105,2021-09-20T11.30.55.105,2.480,0.435,0.116,0.904
1632151855126,2021-09-20T11.30.55.126,2.501,0.434,0.116,0.905
1632151855145,2021-09-20T11.30.55.145,2.520,0.436,0.113,0.907
1632151855165,2021-09-20T11.30.55.165,2.540,0.438,0.112,0.908
1632151855186,2021-09-20T11.30.55.186,2.561,0.438,0.116,0.906
1632151855205,2021-09-20T11.30.55.205,2.580,0.437,0.117,0.905
1632151855225,2021-09-20T11.30.55.225,2.600,0.437,0.116,0.906
