epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1632322032301,2021-09-22T10.47.12.301,0.000,0.549,-0.915,-0.488
1632322032321,2021-09-22T10.47.12.321,0.020,0.549,0.366,-0.122
1632322032342,2021-09-22T10.47.12.342,0.041,0.488,-0.183,-0.183
1632322032361,2021-09-22T10.47.12.361,0.060,0.549,-0.305,-0.183
1632322032381,2021-09-22T10.47.12.381,0.080,0.488,-0.244,-0.183
1632322032400,2021-09-22T10.47.12.400,0.099,0.427,-0.244,-0.122
1632322032421,2021-09-22T10.47.12.421,0.120,0.427,-0.183,-0.122
1632322032440,2021-09-22T10.47.12.440,0.139,0.427,-0.183,-0.061
1632322032460,2021-09-22T10.47.12.460,0.159,0.427,-0.244,-0.122
1632322032480,2021-09-22T10.47.12.480,0.179,0.427,-0.183,-0.122
1632322032500,2021-09-22T10.47.12.500,0.199,0.488,-0.183,-0.183
1632322032519,2021-09-22T10.47.12.519,0.218,0.427,-0.183,-0.244
1632322032540,2021-09-22T10.47.12.540,0.239,0.427,-0.183,-0.183
1632322032560,2021-09-22T10.47.12.560,0.259,0.549,-0.183,-0.244
1632322032579,2021-09-22T10.47.12.579,0.278,0.549,-0.183,-0.244
1632322032600,2021-09-22T10.47.12.600,0.299,0.488,-0.122,-0.183
1632322032619,2021-09-22T10.47.12.619,0.318,0.549,-0.061,-0.122
1632322032639,2021-09-22T10.47.12.639,0.338,0.427,-0.061,-0.122
1632322032658,2021-09-22T10.47.12.658,0.357,0.488,-0.061,-0.122
1632322032679,2021-09-22T10.47.12.679,0.378,0.488,-0.122,-0.183
1632322032698,2021-09-22T10.47.12.698,0.397,0.488,-0.183,-0.061
1632322032718,2021-09-22T10.47.12.718,0.417,0.488,-0.061,-0.061
1632322032737,2021-09-22T10.47.12.737,0.436,0.427,-0.061,-0.122
1632322032758,2021-09-22T10.47.12.758,0.457,0.488,-0.122,-0.122
1632322032778,2021-09-22T10.47.12.778,0.477,0.488,-0.122,-0.183
1632322032797,2021-09-22T10.47.12.797,0.496,0.427,-0.122,-0.122
1632322032818,2021-09-22T10.47.12.818,0.517,0.366,-0.122,0.000
1632322032837,2021-09-22T10.47.12.837,0.536,0.549,-0.183,-0.122
1632322032857,2021-09-22T10.47.12.857,0.556,0.610,-0.122,-0.183
1632322032877,2021-09-22T10.47.12.877,0.576,0.488,-0.122,-0.061
1632322032897,2021-09-22T10.47.12.897,0.596,0.366,-0.122,-0.061
1632322032916,2021-09-22T10.47.12.916,0.615,0.427,-0.061,-0.061
1632322032937,2021-09-22T10.47.12.937,0.636,0.488,-0.122,-0.122
1632322032956,2021-09-22T10.47.12.956,0.655,0.427,-0.061,-0.061
1632322032976,2021-09-22T10.47.12.976,0.675,0.427,-0.122,-0.122
1632322032997,2021-09-22T10.47.12.997,0.696,0.488,-0.122,-0.183
1632322033016,2021-09-22T10.47.13.016,0.715,0.488,-0.122,-0.244
1632322033036,2021-09-22T10.47.13.036,0.735,0.488,-0.244,-0.183
1632322033055,2021-09-22T10.47.13.055,0.754,0.488,-0.122,-0.183
1632322033076,2021-09-22T10.47.13.076,0.775,0.549,-0.061,-0.183
1632322033095,2021-09-22T10.47.13.095,0.794,0.549,-0.183,-0.244
1632322033115,2021-09-22T10.47.13.115,0.814,0.549,-0.183,-0.244
1632322033134,2021-09-22T10.47.13.134,0.833,0.488,-0.183,-0.244
1632322033155,2021-09-22T10.47.13.155,0.854,0.488,-0.183,-0.183
1632322033174,2021-09-22T10.47.13.174,0.873,0.549,-0.183,-0.244
1632322033194,2021-09-22T10.47.13.194,0.893,0.549,-0.183,-0.305
1632322033215,2021-09-22T10.47.13.215,0.914,0.549,-0.061,-0.244
1632322033234,2021-09-22T10.47.13.234,0.933,0.427,-0.122,-0.183
1632322033254,2021-09-22T10.47.13.254,0.953,0.488,-0.183,-0.183
1632322033273,2021-09-22T10.47.13.273,0.972,0.488,-0.183,-0.183
1632322033294,2021-09-22T10.47.13.294,0.993,0.488,-0.122,-0.122
1632322033313,2021-09-22T10.47.13.313,1.012,0.488,-0.061,-0.122
1632322033334,2021-09-22T10.47.13.334,1.033,0.427,-0.122,-0.061
1632322033353,2021-09-22T10.47.13.353,1.052,0.427,-0.061,-0.061
1632322033373,2021-09-22T10.47.13.373,1.072,0.488,-0.061,-0.061
1632322033392,2021-09-22T10.47.13.392,1.091,0.488,-0.122,-0.183
1632322033413,2021-09-22T10.47.13.413,1.112,0.610,-0.122,-0.244
1632322033433,2021-09-22T10.47.13.433,1.132,0.488,-0.061,-0.183
1632322033452,2021-09-22T10.47.13.452,1.151,0.488,-0.122,-0.183
1632322033473,2021-09-22T10.47.13.473,1.172,0.488,-0.061,-0.183
1632322033492,2021-09-22T10.47.13.492,1.191,0.488,-0.061,-0.183
1632322033512,2021-09-22T10.47.13.512,1.211,0.488,-0.061,-0.122
1632322033531,2021-09-22T10.47.13.531,1.230,0.549,-0.122,-0.183
1632322033552,2021-09-22T10.47.13.552,1.251,0.488,-0.122,-0.183
1632322033571,2021-09-22T10.47.13.571,1.270,0.427,-0.061,-0.183
1632322033591,2021-09-22T10.47.13.591,1.290,0.488,-0.122,-0.183
1632322033610,2021-09-22T10.47.13.610,1.309,0.427,-0.061,-0.183
1632322033631,2021-09-22T10.47.13.631,1.330,0.488,-0.122,-0.122
1632322033651,2021-09-22T10.47.13.651,1.350,0.488,-0.061,-0.122
1632322033670,2021-09-22T10.47.13.670,1.369,0.427,-0.061,-0.122
1632322033691,2021-09-22T10.47.13.691,1.390,0.488,-0.122,-0.183
1632322033710,2021-09-22T10.47.13.710,1.409,0.427,-0.061,-0.122
1632322033731,2021-09-22T10.47.13.731,1.430,0.488,-0.061,-0.183
1632322033750,2021-09-22T10.47.13.750,1.449,0.610,-0.122,-0.244
1632322033770,2021-09-22T10.47.13.770,1.469,0.549,-0.183,-0.244
1632322033789,2021-09-22T10.47.13.789,1.488,0.549,-0.183,-0.183
