epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1605538806852,2020-11-16T10.00.06.852,0.000,0.375,-0.006,0.918
1605538806872,2020-11-16T10.00.06.872,0.020,0.379,-0.006,0.925
1605538806893,2020-11-16T10.00.06.893,0.041,0.378,-0.005,0.923
1605538806913,2020-11-16T10.00.06.913,0.061,0.376,-0.005,0.922
1605538806932,2020-11-16T10.00.06.932,0.080,0.376,-0.005,0.923
1605538806953,2020-11-16T10.00.06.953,0.101,0.376,-0.005,0.924
1605538806973,2020-11-16T10.00.06.973,0.121,0.377,-0.004,0.923
1605538806994,2020-11-16T10.00.06.994,0.142,0.378,-0.004,0.924
1605538807014,2020-11-16T10.00.07.014,0.162,0.378,-0.004,0.922
1605538807034,2020-11-16T10.00.07.034,0.182,0.379,-0.006,0.922
1605538807054,2020-11-16T10.00.07.054,0.202,0.379,-0.004,0.923
1605538807075,2020-11-16T10.00.07.075,0.223,0.379,-0.002,0.920
1605538807095,2020-11-16T10.00.07.095,0.243,0.381,-0.003,0.920
1605538807114,2020-11-16T10.00.07.114,0.262,0.383,-0.003,0.921
1605538807135,2020-11-16T10.00.07.135,0.283,0.384,-0.003,0.920
1605538807155,2020-11-16T10.00.07.155,0.303,0.385,-0.003,0.919
1605538807176,2020-11-16T10.00.07.176,0.324,0.385,-0.003,0.920
1605538807196,2020-11-16T10.00.07.196,0.344,0.386,-0.002,0.920
1605538807215,2020-11-16T10.00.07.215,0.363,0.386,-0.003,0.919
1605538807236,2020-11-16T10.00.07.236,0.384,0.390,-0.001,0.919
1605538807256,2020-11-16T10.00.07.256,0.404,0.390,-0.001,0.920
1605538807277,2020-11-16T10.00.07.277,0.425,0.390,-0.002,0.920
1605538807297,2020-11-16T10.00.07.297,0.445,0.390,-0.003,0.919
1605538807316,2020-11-16T10.00.07.316,0.464,0.388,-0.003,0.921
1605538807337,2020-11-16T10.00.07.337,0.485,0.390,-0.000,0.919
1605538807357,2020-11-16T10.00.07.357,0.505,0.392,-0.001,0.917
1605538807378,2020-11-16T10.00.07.378,0.526,0.391,-0.000,0.917
1605538807397,2020-11-16T10.00.07.397,0.545,0.391,-0.001,0.917
1605538807417,2020-11-16T10.00.07.417,0.565,0.389,-0.002,0.920
1605538807438,2020-11-16T10.00.07.438,0.586,0.388,-0.001,0.920
1605538807458,2020-11-16T10.00.07.458,0.606,0.389,-0.002,0.920
1605538807479,2020-11-16T10.00.07.479,0.627,0.390,-0.001,0.919
1605538807498,2020-11-16T10.00.07.498,0.646,0.390,-0.001,0.919
1605538807518,2020-11-16T10.00.07.518,0.666,0.388,0.001,0.918
1605538807539,2020-11-16T10.00.07.539,0.687,0.389,0.002,0.918
1605538807559,2020-11-16T10.00.07.559,0.707,0.387,-0.001,0.920
1605538807578,2020-11-16T10.00.07.578,0.726,0.387,-0.001,0.921
1605538807599,2020-11-16T10.00.07.599,0.747,0.388,-0.000,0.920
1605538807619,2020-11-16T10.00.07.619,0.767,0.388,-0.002,0.921
1605538807640,2020-11-16T10.00.07.640,0.788,0.387,-0.001,0.921
1605538807660,2020-11-16T10.00.07.660,0.808,0.387,-0.002,0.921
1605538807680,2020-11-16T10.00.07.680,0.828,0.386,-0.000,0.920
1605538807700,2020-11-16T10.00.07.700,0.848,0.386,0.000,0.919
1605538807721,2020-11-16T10.00.07.721,0.869,0.387,0.000,0.920
1605538807741,2020-11-16T10.00.07.741,0.889,0.389,0.001,0.920
1605538807762,2020-11-16T10.00.07.762,0.910,0.385,0.000,0.918
1605538807781,2020-11-16T10.00.07.781,0.929,0.388,-0.001,0.919
1605538807801,2020-11-16T10.00.07.801,0.949,0.388,-0.002,0.920
1605538807822,2020-11-16T10.00.07.822,0.970,0.387,-0.001,0.921
1605538807842,2020-11-16T10.00.07.842,0.990,0.389,0.001,0.920
1605538807861,2020-11-16T10.00.07.861,1.009,0.388,-0.000,0.919
1605538807882,2020-11-16T10.00.07.882,1.030,0.388,0.000,0.920
1605538807902,2020-11-16T10.00.07.902,1.050,0.387,0.000,0.919
1605538807923,2020-11-16T10.00.07.923,1.071,0.387,-0.000,0.920
1605538807943,2020-11-16T10.00.07.943,1.091,0.389,-0.001,0.919
1605538807962,2020-11-16T10.00.07.962,1.110,0.388,-0.001,0.918
1605538807983,2020-11-16T10.00.07.983,1.131,0.384,-0.003,0.921
1605538808003,2020-11-16T10.00.08.003,1.151,0.385,-0.003,0.921
1605538808024,2020-11-16T10.00.08.024,1.172,0.386,-0.003,0.921
1605538808044,2020-11-16T10.00.08.044,1.192,0.386,-0.003,0.921
1605538808063,2020-11-16T10.00.08.063,1.211,0.385,-0.001,0.920
1605538808084,2020-11-16T10.00.08.084,1.232,0.385,-0.002,0.922
1605538808104,2020-11-16T10.00.08.104,1.252,0.385,0.001,0.922
1605538808125,2020-11-16T10.00.08.125,1.273,0.386,0.001,0.921
1605538808144,2020-11-16T10.00.08.144,1.292,0.384,-0.000,0.921
1605538808164,2020-11-16T10.00.08.164,1.312,0.385,-0.001,0.921
1605538808185,2020-11-16T10.00.08.185,1.333,0.386,-0.002,0.921
1605538808205,2020-11-16T10.00.08.205,1.353,0.385,-0.002,0.920
1605538808226,2020-11-16T10.00.08.226,1.374,0.385,-0.000,0.922
1605538808245,2020-11-16T10.00.08.245,1.393,0.386,-0.003,0.921
1605538808265,2020-11-16T10.00.08.265,1.413,0.380,-0.002,0.922
1605538808286,2020-11-16T10.00.08.286,1.434,0.380,-0.002,0.922
1605538808306,2020-11-16T10.00.08.306,1.454,0.382,-0.002,0.924
1605538808326,2020-11-16T10.00.08.326,1.474,0.382,-0.003,0.922
1605538808346,2020-11-16T10.00.08.346,1.494,0.381,-0.002,0.922
1605538808367,2020-11-16T10.00.08.367,1.515,0.380,-0.004,0.924
1605538808387,2020-11-16T10.00.08.387,1.535,0.382,-0.003,0.921
1605538808408,2020-11-16T10.00.08.408,1.556,0.383,-0.003,0.921
1605538808427,2020-11-16T10.00.08.427,1.575,0.381,-0.002,0.924
1605538808447,2020-11-16T10.00.08.447,1.595,0.381,-0.003,0.921
1605538808468,2020-11-16T10.00.08.468,1.616,0.380,-0.002,0.925
1605538808488,2020-11-16T10.00.08.488,1.636,0.384,-0.001,0.923
1605538808509,2020-11-16T10.00.08.509,1.657,0.383,-0.002,0.922
1605538808528,2020-11-16T10.00.08.528,1.676,0.380,-0.002,0.921
1605538808548,2020-11-16T10.00.08.548,1.696,0.380,-0.002,0.922
1605538808569,2020-11-16T10.00.08.569,1.717,0.380,-0.001,0.923
1605538808589,2020-11-16T10.00.08.589,1.737,0.382,-0.002,0.922
1605538808608,2020-11-16T10.00.08.608,1.756,0.380,-0.002,0.924
1605538808629,2020-11-16T10.00.08.629,1.777,0.381,-0.001,0.924
1605538808649,2020-11-16T10.00.08.649,1.797,0.380,-0.002,0.926
1605538808670,2020-11-16T10.00.08.670,1.818,0.380,-0.004,0.923
1605538808690,2020-11-16T10.00.08.690,1.838,0.381,-0.002,0.924
1605538808709,2020-11-16T10.00.08.709,1.857,0.381,-0.003,0.923
1605538808730,2020-11-16T10.00.08.730,1.878,0.380,-0.003,0.921
1605538808750,2020-11-16T10.00.08.750,1.898,0.381,-0.002,0.922
1605538808771,2020-11-16T10.00.08.771,1.919,0.381,-0.002,0.922
1605538808791,2020-11-16T10.00.08.791,1.939,0.381,-0.004,0.923
1605538808810,2020-11-16T10.00.08.810,1.958,0.380,-0.003,0.923
1605538808831,2020-11-16T10.00.08.831,1.979,0.378,-0.002,0.924
1605538808851,2020-11-16T10.00.08.851,1.999,0.380,-0.003,0.924
1605538808872,2020-11-16T10.00.08.872,2.020,0.381,-0.004,0.923
1605538808891,2020-11-16T10.00.08.891,2.039,0.381,-0.003,0.924
1605538808911,2020-11-16T10.00.08.911,2.059,0.381,-0.002,0.922
1605538808932,2020-11-16T10.00.08.932,2.080,0.381,-0.004,0.924
1605538808952,2020-11-16T10.00.08.952,2.100,0.381,-0.004,0.924
1605538808973,2020-11-16T10.00.08.973,2.121,0.379,-0.004,0.924
1605538808992,2020-11-16T10.00.08.992,2.140,0.382,-0.004,0.923
1605538809013,2020-11-16T10.00.09.013,2.161,0.381,-0.004,0.923
1605538809033,2020-11-16T10.00.09.033,2.181,0.381,-0.002,0.922
1605538809054,2020-11-16T10.00.09.054,2.202,0.381,-0.003,0.924
1605538809073,2020-11-16T10.00.09.073,2.221,0.380,-0.005,0.923
1605538809093,2020-11-16T10.00.09.093,2.241,0.379,-0.005,0.925
1605538809114,2020-11-16T10.00.09.114,2.262,0.380,-0.003,0.923
1605538809134,2020-11-16T10.00.09.134,2.282,0.379,-0.003,0.923
1605538809155,2020-11-16T10.00.09.155,2.303,0.379,-0.004,0.922
1605538809174,2020-11-16T10.00.09.174,2.322,0.379,-0.004,0.921
1605538809194,2020-11-16T10.00.09.194,2.342,0.382,-0.005,0.923
1605538809215,2020-11-16T10.00.09.215,2.363,0.381,-0.005,0.924
1605538809235,2020-11-16T10.00.09.235,2.383,0.381,-0.003,0.922
1605538809256,2020-11-16T10.00.09.256,2.404,0.381,-0.003,0.923
1605538809275,2020-11-16T10.00.09.275,2.423,0.379,-0.003,0.923
1605538809295,2020-11-16T10.00.09.295,2.443,0.380,-0.004,0.921
1605538809316,2020-11-16T10.00.09.316,2.464,0.380,-0.003,0.924
1605538809336,2020-11-16T10.00.09.336,2.484,0.379,-0.003,0.923
1605538809355,2020-11-16T10.00.09.355,2.503,0.379,-0.004,0.924
1605538809376,2020-11-16T10.00.09.376,2.524,0.379,-0.003,0.925
1605538809396,2020-11-16T10.00.09.396,2.544,0.381,-0.004,0.923
1605538809417,2020-11-16T10.00.09.417,2.565,0.378,-0.004,0.924
1605538809437,2020-11-16T10.00.09.437,2.585,0.381,-0.003,0.922
1605538809456,2020-11-16T10.00.09.456,2.604,0.380,-0.004,0.923
1605538809477,2020-11-16T10.00.09.477,2.625,0.379,-0.004,0.924
1605538809497,2020-11-16T10.00.09.497,2.645,0.379,-0.004,0.924
1605538809518,2020-11-16T10.00.09.518,2.666,0.380,-0.004,0.924
1605538809537,2020-11-16T10.00.09.537,2.685,0.379,-0.005,0.922
1605538809557,2020-11-16T10.00.09.557,2.705,0.378,-0.003,0.924
1605538809578,2020-11-16T10.00.09.578,2.726,0.380,-0.003,0.923
1605538809598,2020-11-16T10.00.09.598,2.746,0.379,-0.004,0.925
1605538809619,2020-11-16T10.00.09.619,2.767,0.379,-0.004,0.923
1605538809638,2020-11-16T10.00.09.638,2.786,0.380,-0.004,0.924
1605538809659,2020-11-16T10.00.09.659,2.807,0.380,-0.003,0.923
1605538809679,2020-11-16T10.00.09.679,2.827,0.382,-0.003,0.921
1605538809700,2020-11-16T10.00.09.700,2.848,0.380,-0.004,0.922
1605538809720,2020-11-16T10.00.09.720,2.868,0.380,-0.004,0.922
1605538809739,2020-11-16T10.00.09.739,2.887,0.378,-0.003,0.923
1605538809760,2020-11-16T10.00.09.760,2.908,0.381,-0.002,0.923
1605538809780,2020-11-16T10.00.09.780,2.928,0.379,-0.002,0.922
1605538809801,2020-11-16T10.00.09.801,2.949,0.380,-0.004,0.924
1605538809820,2020-11-16T10.00.09.820,2.968,0.381,-0.003,0.924
1605538809840,2020-11-16T10.00.09.840,2.988,0.380,-0.003,0.923
1605538809861,2020-11-16T10.00.09.861,3.009,0.380,-0.003,0.923
1605538809881,2020-11-16T10.00.09.881,3.029,0.381,-0.004,0.922
1605538809902,2020-11-16T10.00.09.902,3.050,0.381,-0.003,0.922
1605538809921,2020-11-16T10.00.09.921,3.069,0.381,-0.003,0.923
1605538809941,2020-11-16T10.00.09.941,3.089,0.381,-0.002,0.923
1605538809962,2020-11-16T10.00.09.962,3.110,0.381,-0.004,0.924
1605538809982,2020-11-16T10.00.09.982,3.130,0.379,-0.003,0.926
1605538810003,2020-11-16T10.00.10.003,3.151,0.381,-0.003,0.923
1605538810022,2020-11-16T10.00.10.022,3.170,0.381,-0.004,0.923
1605538810042,2020-11-16T10.00.10.042,3.190,0.380,-0.004,0.923
1605538810063,2020-11-16T10.00.10.063,3.211,0.379,-0.002,0.923
1605538810083,2020-11-16T10.00.10.083,3.231,0.379,-0.004,0.923
1605538810102,2020-11-16T10.00.10.102,3.250,0.381,-0.002,0.923
1605538810123,2020-11-16T10.00.10.123,3.271,0.379,-0.003,0.924
1605538810143,2020-11-16T10.00.10.143,3.291,0.382,-0.003,0.925
1605538810164,2020-11-16T10.00.10.164,3.312,0.382,-0.003,0.923
1605538810184,2020-11-16T10.00.10.184,3.332,0.381,-0.003,0.922
1605538810203,2020-11-16T10.00.10.203,3.351,0.381,-0.003,0.922
1605538810224,2020-11-16T10.00.10.224,3.372,0.382,-0.003,0.922
1605538810244,2020-11-16T10.00.10.244,3.392,0.381,-0.003,0.923
1605538810265,2020-11-16T10.00.10.265,3.413,0.382,-0.003,0.924
1605538810284,2020-11-16T10.00.10.284,3.432,0.383,-0.004,0.923
1605538810305,2020-11-16T10.00.10.305,3.453,0.383,-0.003,0.922
1605538810325,2020-11-16T10.00.10.325,3.473,0.384,-0.003,0.923
1605538810346,2020-11-16T10.00.10.346,3.494,0.382,-0.003,0.923
1605538810366,2020-11-16T10.00.10.366,3.514,0.383,-0.003,0.922
1605538810385,2020-11-16T10.00.10.385,3.533,0.381,-0.001,0.924
1605538810406,2020-11-16T10.00.10.406,3.554,0.382,-0.003,0.922
1605538810426,2020-11-16T10.00.10.426,3.574,0.383,-0.002,0.923
1605538810447,2020-11-16T10.00.10.447,3.595,0.385,-0.003,0.922
1605538810467,2020-11-16T10.00.10.467,3.615,0.382,-0.003,0.921
1605538810486,2020-11-16T10.00.10.486,3.634,0.384,-0.003,0.921
1605538810507,2020-11-16T10.00.10.507,3.655,0.385,-0.004,0.920
1605538810527,2020-11-16T10.00.10.527,3.675,0.382,-0.004,0.923
1605538810548,2020-11-16T10.00.10.548,3.696,0.381,-0.003,0.924
1605538810567,2020-11-16T10.00.10.567,3.715,0.384,-0.003,0.922
1605538810587,2020-11-16T10.00.10.587,3.735,0.383,-0.003,0.921
1605538810608,2020-11-16T10.00.10.608,3.756,0.381,-0.003,0.922
1605538810628,2020-11-16T10.00.10.628,3.776,0.382,-0.003,0.922
1605538810649,2020-11-16T10.00.10.649,3.797,0.383,-0.001,0.920
1605538810668,2020-11-16T10.00.10.668,3.816,0.382,-0.001,0.921
1605538810688,2020-11-16T10.00.10.688,3.836,0.382,-0.002,0.923
1605538810709,2020-11-16T10.00.10.709,3.857,0.383,-0.003,0.921
1605538810729,2020-11-16T10.00.10.729,3.877,0.383,-0.001,0.920
1605538810748,2020-11-16T10.00.10.748,3.896,0.384,-0.002,0.921
1605538810769,2020-11-16T10.00.10.769,3.917,0.384,-0.002,0.923
1605538810789,2020-11-16T10.00.10.789,3.937,0.384,-0.002,0.922
1605538810810,2020-11-16T10.00.10.810,3.958,0.387,-0.002,0.919
1605538810830,2020-11-16T10.00.10.830,3.978,0.386,-0.001,0.921
1605538810849,2020-11-16T10.00.10.849,3.997,0.384,-0.003,0.923
1605538810870,2020-11-16T10.00.10.870,4.018,0.384,-0.004,0.920
1605538810890,2020-11-16T10.00.10.890,4.038,0.385,-0.003,0.922
1605538810911,2020-11-16T10.00.10.911,4.059,0.384,-0.002,0.921
1605538810931,2020-11-16T10.00.10.931,4.079,0.385,-0.002,0.921
1605538810951,2020-11-16T10.00.10.951,4.099,0.385,-0.002,0.922
1605538810971,2020-11-16T10.00.10.971,4.119,0.385,-0.001,0.922
1605538810992,2020-11-16T10.00.10.992,4.140,0.383,-0.003,0.922
1605538811012,2020-11-16T10.00.11.012,4.160,0.382,-0.002,0.919
1605538811031,2020-11-16T10.00.11.031,4.179,0.384,-0.003,0.921
1605538811052,2020-11-16T10.00.11.052,4.200,0.385,-0.004,0.922
1605538811072,2020-11-16T10.00.11.072,4.220,0.384,-0.003,0.922
1605538811093,2020-11-16T10.00.11.093,4.241,0.383,-0.001,0.921
1605538811113,2020-11-16T10.00.11.113,4.261,0.385,-0.002,0.921
1605538811132,2020-11-16T10.00.11.132,4.280,0.385,-0.002,0.923
1605538811153,2020-11-16T10.00.11.153,4.301,0.383,-0.002,0.924
1605538811173,2020-11-16T10.00.11.173,4.321,0.383,-0.003,0.923
1605538811194,2020-11-16T10.00.11.194,4.342,0.382,-0.003,0.922
1605538811214,2020-11-16T10.00.11.214,4.362,0.383,-0.001,0.922
