epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1619620128101,2021-04-28T10.28.48.101,0.000,0.931,0.058,0.395
1619620128120,2021-04-28T10.28.48.120,0.019,0.939,0.058,0.398
1619620128140,2021-04-28T10.28.48.140,0.039,0.937,0.059,0.397
1619620128161,2021-04-28T10.28.48.161,0.060,0.935,0.058,0.398
1619620128181,2021-04-28T10.28.48.181,0.080,0.937,0.059,0.398
1619620128202,2021-04-28T10.28.48.202,0.101,0.937,0.060,0.400
1619620128221,2021-04-28T10.28.48.221,0.120,0.936,0.057,0.401
1619620128241,2021-04-28T10.28.48.241,0.140,0.937,0.056,0.397
1619620128262,2021-04-28T10.28.48.262,0.161,0.937,0.055,0.398
1619620128282,2021-04-28T10.28.48.282,0.181,0.936,0.055,0.397
1619620128303,2021-04-28T10.28.48.303,0.202,0.937,0.056,0.397
1619620128322,2021-04-28T10.28.48.322,0.221,0.937,0.057,0.396
1619620128342,2021-04-28T10.28.48.342,0.241,0.935,0.057,0.396
1619620128363,2021-04-28T10.28.48.363,0.262,0.937,0.057,0.398
1619620128384,2021-04-28T10.28.48.384,0.283,0.938,0.057,0.399
1619620128404,2021-04-28T10.28.48.404,0.303,0.937,0.059,0.398
1619620128423,2021-04-28T10.28.48.423,0.322,0.937,0.059,0.398
1619620128444,2021-04-28T10.28.48.444,0.343,0.937,0.057,0.399
1619620128464,2021-04-28T10.28.48.464,0.363,0.936,0.056,0.399
1619620128485,2021-04-28T10.28.48.485,0.384,0.937,0.057,0.399
1619620128505,2021-04-28T10.28.48.505,0.404,0.936,0.056,0.399
1619620128524,2021-04-28T10.28.48.524,0.423,0.936,0.056,0.398
1619620128545,2021-04-28T10.28.48.545,0.444,0.936,0.057,0.399
1619620128565,2021-04-28T10.28.48.565,0.464,0.936,0.056,0.398
1619620128586,2021-04-28T10.28.48.586,0.485,0.937,0.056,0.396
1619620128606,2021-04-28T10.28.48.606,0.505,0.937,0.056,0.398
1619620128625,2021-04-28T10.28.48.625,0.524,0.937,0.056,0.399
1619620128646,2021-04-28T10.28.48.646,0.545,0.935,0.056,0.398
1619620128666,2021-04-28T10.28.48.666,0.565,0.936,0.057,0.398
1619620128687,2021-04-28T10.28.48.687,0.586,0.938,0.057,0.397
1619620128707,2021-04-28T10.28.48.707,0.606,0.937,0.060,0.398
1619620128726,2021-04-28T10.28.48.726,0.625,0.938,0.057,0.398
1619620128747,2021-04-28T10.28.48.747,0.646,0.937,0.058,0.396
1619620128767,2021-04-28T10.28.48.767,0.666,0.935,0.058,0.397
1619620128788,2021-04-28T10.28.48.788,0.687,0.938,0.058,0.397
1619620128807,2021-04-28T10.28.48.807,0.706,0.936,0.058,0.396
1619620128827,2021-04-28T10.28.48.827,0.726,0.937,0.059,0.399
1619620128848,2021-04-28T10.28.48.848,0.747,0.936,0.059,0.401
1619620128868,2021-04-28T10.28.48.868,0.767,0.936,0.059,0.403
1619620128889,2021-04-28T10.28.48.889,0.788,0.937,0.060,0.402
1619620128908,2021-04-28T10.28.48.908,0.807,0.938,0.058,0.398
1619620128928,2021-04-28T10.28.48.928,0.827,0.938,0.056,0.398
1619620128949,2021-04-28T10.28.48.949,0.848,0.936,0.055,0.396
1619620128969,2021-04-28T10.28.48.969,0.868,0.936,0.054,0.396
1619620128990,2021-04-28T10.28.48.990,0.889,0.935,0.053,0.399
1619620129009,2021-04-28T10.28.49.009,0.908,0.935,0.052,0.401
