epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1619620131910,2021-04-28T10.28.51.910,0.989,0.729,-0.007,0.824
1619620131930,2021-04-28T10.28.51.930,1.009,0.665,-0.245,0.600
1619620131951,2021-04-28T10.28.51.951,1.030,0.780,-0.216,0.662
1619620131971,2021-04-28T10.28.51.971,1.050,0.835,-0.208,0.656
1619620131990,2021-04-28T10.28.51.990,1.069,0.896,-0.153,0.630
1619620132011,2021-04-28T10.28.52.011,1.090,0.978,-0.052,0.606
1619620132031,2021-04-28T10.28.52.031,1.110,0.979,-0.041,0.581
1619620132052,2021-04-28T10.28.52.052,1.131,0.720,-0.201,0.616
1619620132071,2021-04-28T10.28.52.071,1.150,0.632,-0.195,0.675
1619620132091,2021-04-28T10.28.52.091,1.170,0.693,-0.147,0.638
1619620132112,2021-04-28T10.28.52.112,1.191,0.746,-0.065,0.630
1619620132132,2021-04-28T10.28.52.132,1.211,0.748,-0.096,0.630
1619620132153,2021-04-28T10.28.52.153,1.232,0.736,-0.148,0.632
1619620132172,2021-04-28T10.28.52.172,1.251,0.727,-0.164,0.637
1619620132192,2021-04-28T10.28.52.192,1.271,0.727,-0.161,0.636
1619620132213,2021-04-28T10.28.52.213,1.292,0.723,-0.143,0.639
1619620132233,2021-04-28T10.28.52.233,1.312,0.719,-0.116,0.637
1619620132254,2021-04-28T10.28.52.254,1.333,0.717,-0.103,0.639
1619620132273,2021-04-28T10.28.52.273,1.352,0.720,-0.104,0.636
1619620132293,2021-04-28T10.28.52.293,1.372,0.724,-0.121,0.637
1619620132314,2021-04-28T10.28.52.314,1.393,0.723,-0.145,0.633
1619620132334,2021-04-28T10.28.52.334,1.413,0.723,-0.154,0.635
1619620132353,2021-04-28T10.28.52.353,1.432,0.722,-0.148,0.634
1619620132374,2021-04-28T10.28.52.374,1.453,0.721,-0.139,0.635
1619620132394,2021-04-28T10.28.52.394,1.473,0.720,-0.139,0.634
1619620132415,2021-04-28T10.28.52.415,1.494,0.715,-0.144,0.635
1619620132435,2021-04-28T10.28.52.435,1.514,0.715,-0.143,0.633
1619620132455,2021-04-28T10.28.52.455,1.534,0.718,-0.144,0.631
1619620132475,2021-04-28T10.28.52.475,1.554,0.720,-0.153,0.632
1619620132496,2021-04-28T10.28.52.496,1.575,0.723,-0.153,0.630
1619620132516,2021-04-28T10.28.52.516,1.595,0.719,-0.142,0.633
1619620132535,2021-04-28T10.28.52.535,1.614,0.716,-0.137,0.632
1619620132556,2021-04-28T10.28.52.556,1.635,0.715,-0.142,0.632
1619620132576,2021-04-28T10.28.52.576,1.655,0.722,-0.154,0.632
1619620132597,2021-04-28T10.28.52.597,1.676,0.733,-0.173,0.625
1619620132617,2021-04-28T10.28.52.617,1.696,0.720,-0.171,0.628
1619620132636,2021-04-28T10.28.52.636,1.715,0.719,-0.157,0.631
1619620132657,2021-04-28T10.28.52.657,1.736,0.721,-0.158,0.631
1619620132677,2021-04-28T10.28.52.677,1.756,0.723,-0.165,0.627
1619620132698,2021-04-28T10.28.52.698,1.777,0.723,-0.170,0.624
1619620132718,2021-04-28T10.28.52.718,1.797,0.723,-0.172,0.625
1619620132737,2021-04-28T10.28.52.737,1.816,0.724,-0.174,0.625
1619620132758,2021-04-28T10.28.52.758,1.837,0.722,-0.179,0.626
1619620132778,2021-04-28T10.28.52.778,1.857,0.724,-0.181,0.623
1619620132799,2021-04-28T10.28.52.799,1.878,0.722,-0.181,0.622
1619620132818,2021-04-28T10.28.52.818,1.897,0.722,-0.183,0.624
1619620132838,2021-04-28T10.28.52.838,1.917,0.723,-0.178,0.623
1619620132859,2021-04-28T10.28.52.859,1.938,0.728,-0.177,0.623
1619620132879,2021-04-28T10.28.52.879,1.958,0.732,-0.181,0.621
1619620132900,2021-04-28T10.28.52.900,1.979,0.728,-0.177,0.624
1619620132920,2021-04-28T10.28.52.920,1.999,0.724,-0.172,0.626
1619620132939,2021-04-28T10.28.52.939,2.018,0.722,-0.156,0.628
1619620132960,2021-04-28T10.28.52.960,2.039,0.725,-0.154,0.627
1619620132980,2021-04-28T10.28.52.980,2.059,0.727,-0.159,0.626
1619620132999,2021-04-28T10.28.52.999,2.078,0.731,-0.153,0.627
1619620133020,2021-04-28T10.28.53.020,2.099,0.719,-0.148,0.629
1619620133040,2021-04-28T10.28.53.040,2.119,0.711,-0.143,0.635
1619620133061,2021-04-28T10.28.53.061,2.140,0.716,-0.146,0.635
1619620133081,2021-04-28T10.28.53.081,2.160,0.720,-0.150,0.634
1619620133101,2021-04-28T10.28.53.101,2.180,0.718,-0.151,0.634
1619620133121,2021-04-28T10.28.53.121,2.200,0.717,-0.148,0.633
1619620133142,2021-04-28T10.28.53.142,2.221,0.718,-0.139,0.634
1619620133162,2021-04-28T10.28.53.162,2.241,0.720,-0.138,0.632
1619620133183,2021-04-28T10.28.53.183,2.262,0.721,-0.147,0.634
1619620133202,2021-04-28T10.28.53.202,2.281,0.723,-0.154,0.635
1619620133222,2021-04-28T10.28.53.222,2.301,0.720,-0.154,0.635
1619620133243,2021-04-28T10.28.53.243,2.322,0.720,-0.145,0.637
1619620133263,2021-04-28T10.28.53.263,2.342,0.727,-0.141,0.634
1619620133282,2021-04-28T10.28.53.282,2.361,0.734,-0.146,0.633
1619620133303,2021-04-28T10.28.53.303,2.382,0.738,-0.159,0.635
1619620133323,2021-04-28T10.28.53.323,2.402,0.741,-0.168,0.635
1619620133344,2021-04-28T10.28.53.344,2.423,0.752,-0.167,0.640
1619620133364,2021-04-28T10.28.53.364,2.443,0.763,-0.171,0.639
1619620133383,2021-04-28T10.28.53.383,2.462,0.780,-0.160,0.643
1619620133404,2021-04-28T10.28.53.404,2.483,0.797,-0.136,0.647
1619620133424,2021-04-28T10.28.53.424,2.503,0.785,-0.113,0.644
1619620133445,2021-04-28T10.28.53.445,2.524,0.767,-0.106,0.643
1619620133465,2021-04-28T10.28.53.465,2.544,0.765,-0.105,0.647
1619620133484,2021-04-28T10.28.53.484,2.563,0.766,-0.077,0.626
1619620133505,2021-04-28T10.28.53.505,2.584,0.751,-0.068,0.549
1619620133525,2021-04-28T10.28.53.525,2.604,0.749,-0.081,0.428
1619620133546,2021-04-28T10.28.53.546,2.625,0.743,-0.033,0.370
1619620133565,2021-04-28T10.28.53.565,2.644,0.789,0.019,0.393
1619620133585,2021-04-28T10.28.53.585,2.664,0.860,-0.028,0.388
1619620133606,2021-04-28T10.28.53.606,2.685,0.894,-0.010,0.414
1619620133626,2021-04-28T10.28.53.626,2.705,0.897,-0.029,0.447
1619620133647,2021-04-28T10.28.53.647,2.726,0.911,-0.093,0.476
1619620133666,2021-04-28T10.28.53.666,2.745,0.910,-0.083,0.524
1619620133686,2021-04-28T10.28.53.686,2.765,0.875,-0.088,0.568
1619620133707,2021-04-28T10.28.53.707,2.786,0.807,-0.099,0.608
1619620133727,2021-04-28T10.28.53.727,2.806,0.714,-0.106,0.650
1619620133747,2021-04-28T10.28.53.747,2.826,0.753,-0.113,0.664
1619620133767,2021-04-28T10.28.53.767,2.846,0.819,-0.088,0.681
1619620133788,2021-04-28T10.28.53.788,2.867,0.779,-0.101,0.699
1619620133808,2021-04-28T10.28.53.808,2.887,0.716,-0.110,0.710
1619620133829,2021-04-28T10.28.53.829,2.908,0.710,-0.115,0.712
1619620133848,2021-04-28T10.28.53.848,2.927,0.725,-0.116,0.709
1619620133868,2021-04-28T10.28.53.868,2.947,0.688,-0.115,0.716
1619620133889,2021-04-28T10.28.53.889,2.968,0.636,-0.125,0.719
1619620133909,2021-04-28T10.28.53.909,2.988,0.579,-0.119,0.723
1619620133930,2021-04-28T10.28.53.930,3.009,0.547,-0.105,0.709
1619620133949,2021-04-28T10.28.53.949,3.028,0.512,-0.068,0.688
1619620133969,2021-04-28T10.28.53.969,3.048,0.468,-0.052,0.665
1619620133990,2021-04-28T10.28.53.990,3.069,0.453,-0.035,0.642
1619620134010,2021-04-28T10.28.54.010,3.089,0.450,-0.024,0.623
1619620134029,2021-04-28T10.28.54.029,3.108,0.613,0.006,0.572
1619620134050,2021-04-28T10.28.54.050,3.129,1.655,0.401,0.424
1619620134070,2021-04-28T10.28.54.070,3.149,1.129,-0.205,0.633
1619620134091,2021-04-28T10.28.54.091,3.170,0.847,-0.405,0.846
1619620134111,2021-04-28T10.28.54.111,3.190,0.945,-0.371,0.551
1619620134130,2021-04-28T10.28.54.130,3.209,0.881,-0.268,0.355
1619620134151,2021-04-28T10.28.54.151,3.230,0.823,-0.085,0.304
1619620134171,2021-04-28T10.28.54.171,3.250,0.823,0.030,0.249
1619620134192,2021-04-28T10.28.54.192,3.271,0.830,0.017,0.261
1619620134211,2021-04-28T10.28.54.211,3.290,0.858,-0.030,0.335
1619620134231,2021-04-28T10.28.54.231,3.310,0.888,-0.112,0.405
1619620134252,2021-04-28T10.28.54.252,3.331,0.898,-0.163,0.457
1619620134272,2021-04-28T10.28.54.272,3.351,0.905,-0.170,0.473
1619620134293,2021-04-28T10.28.54.293,3.372,0.895,-0.146,0.443
1619620134312,2021-04-28T10.28.54.312,3.391,0.874,-0.091,0.394
1619620134332,2021-04-28T10.28.54.332,3.411,0.861,-0.052,0.353
1619620134353,2021-04-28T10.28.54.353,3.432,0.858,-0.044,0.345
1619620134373,2021-04-28T10.28.54.373,3.452,0.862,-0.062,0.360
1619620134394,2021-04-28T10.28.54.394,3.473,0.871,-0.089,0.385
1619620134413,2021-04-28T10.28.54.413,3.492,0.876,-0.108,0.409
1619620134434,2021-04-28T10.28.54.434,3.513,0.878,-0.110,0.418
1619620134454,2021-04-28T10.28.54.454,3.533,0.877,-0.103,0.412
1619620134475,2021-04-28T10.28.54.475,3.554,0.872,-0.093,0.394
1619620134494,2021-04-28T10.28.54.494,3.573,0.869,-0.084,0.377
1619620134514,2021-04-28T10.28.54.514,3.593,0.870,-0.081,0.374
1619620134535,2021-04-28T10.28.54.535,3.614,0.870,-0.087,0.377
1619620134555,2021-04-28T10.28.54.555,3.634,0.871,-0.096,0.390
1619620134576,2021-04-28T10.28.54.576,3.655,0.875,-0.103,0.396
1619620134595,2021-04-28T10.28.54.595,3.674,0.875,-0.102,0.395
1619620134615,2021-04-28T10.28.54.615,3.694,0.876,-0.100,0.393
1619620134636,2021-04-28T10.28.54.636,3.715,0.872,-0.098,0.390
1619620134656,2021-04-28T10.28.54.656,3.735,0.866,-0.099,0.386
1619620134677,2021-04-28T10.28.54.677,3.756,0.866,-0.099,0.386
1619620134696,2021-04-28T10.28.54.696,3.775,0.869,-0.100,0.389
1619620134716,2021-04-28T10.28.54.716,3.795,0.869,-0.102,0.394
1619620134737,2021-04-28T10.28.54.737,3.816,0.869,-0.102,0.397
1619620134757,2021-04-28T10.28.54.757,3.836,0.867,-0.101,0.401
1619620134776,2021-04-28T10.28.54.776,3.855,0.867,-0.099,0.400
1619620134797,2021-04-28T10.28.54.797,3.876,0.868,-0.096,0.397
1619620134817,2021-04-28T10.28.54.817,3.896,0.865,-0.095,0.396
1619620134838,2021-04-28T10.28.54.838,3.917,0.864,-0.093,0.400
1619620134858,2021-04-28T10.28.54.858,3.937,0.865,-0.093,0.401
1619620134877,2021-04-28T10.28.54.877,3.956,0.862,-0.093,0.402
1619620134898,2021-04-28T10.28.54.898,3.977,0.865,-0.094,0.405
1619620134918,2021-04-28T10.28.54.918,3.997,0.864,-0.094,0.406
1619620134939,2021-04-28T10.28.54.939,4.018,0.864,-0.096,0.404
1619620134958,2021-04-28T10.28.54.958,4.037,0.864,-0.096,0.403
1619620134978,2021-04-28T10.28.54.978,4.057,0.865,-0.097,0.403
1619620134999,2021-04-28T10.28.54.999,4.078,0.864,-0.096,0.403
1619620135019,2021-04-28T10.28.55.019,4.098,0.865,-0.099,0.402
1619620135040,2021-04-28T10.28.55.040,4.119,0.864,-0.096,0.403
1619620135059,2021-04-28T10.28.55.059,4.138,0.864,-0.098,0.407
1619620135080,2021-04-28T10.28.55.080,4.159,0.865,-0.099,0.408
1619620135100,2021-04-28T10.28.55.100,4.179,0.865,-0.099,0.404
1619620135121,2021-04-28T10.28.55.121,4.200,0.864,-0.098,0.405
1619620135141,2021-04-28T10.28.55.141,4.220,0.864,-0.097,0.405
1619620135160,2021-04-28T10.28.55.160,4.239,0.864,-0.098,0.403
1619620135181,2021-04-28T10.28.55.181,4.260,0.864,-0.097,0.404
1619620135201,2021-04-28T10.28.55.201,4.280,0.863,-0.097,0.407
1619620135222,2021-04-28T10.28.55.222,4.301,0.866,-0.097,0.406
1619620135241,2021-04-28T10.28.55.241,4.320,0.863,-0.096,0.405
1619620135261,2021-04-28T10.28.55.261,4.340,0.864,-0.095,0.406
1619620135282,2021-04-28T10.28.55.282,4.361,0.864,-0.095,0.406
1619620135302,2021-04-28T10.28.55.302,4.381,0.865,-0.096,0.406
1619620135323,2021-04-28T10.28.55.323,4.402,0.864,-0.095,0.407
1619620135342,2021-04-28T10.28.55.342,4.421,0.865,-0.094,0.404
1619620135362,2021-04-28T10.28.55.362,4.441,0.863,-0.094,0.404
1619620135383,2021-04-28T10.28.55.383,4.462,0.864,-0.096,0.405
1619620135403,2021-04-28T10.28.55.403,4.482,0.863,-0.095,0.405
1619620135424,2021-04-28T10.28.55.424,4.503,0.862,-0.096,0.406
1619620135443,2021-04-28T10.28.55.443,4.522,0.863,-0.095,0.406
1619620135463,2021-04-28T10.28.55.463,4.542,0.865,-0.094,0.405
1619620135484,2021-04-28T10.28.55.484,4.563,0.864,-0.096,0.406
1619620135504,2021-04-28T10.28.55.504,4.583,0.865,-0.097,0.406
1619620135523,2021-04-28T10.28.55.523,4.602,0.864,-0.096,0.404
1619620135544,2021-04-28T10.28.55.544,4.623,0.864,-0.096,0.405
1619620135564,2021-04-28T10.28.55.564,4.643,0.863,-0.096,0.406
1619620135585,2021-04-28T10.28.55.585,4.664,0.863,-0.096,0.406
1619620135605,2021-04-28T10.28.55.605,4.684,0.864,-0.098,0.405
1619620135624,2021-04-28T10.28.55.624,4.703,0.865,-0.094,0.407
1619620135645,2021-04-28T10.28.55.645,4.724,0.865,-0.094,0.405
1619620135665,2021-04-28T10.28.55.665,4.744,0.864,-0.097,0.403
1619620135686,2021-04-28T10.28.55.686,4.765,0.863,-0.095,0.405
1619620135706,2021-04-28T10.28.55.706,4.785,0.864,-0.095,0.407
1619620135726,2021-04-28T10.28.55.726,4.805,0.863,-0.096,0.406
1619620135746,2021-04-28T10.28.55.746,4.825,0.863,-0.098,0.407
1619620135767,2021-04-28T10.28.55.767,4.846,0.864,-0.098,0.405
1619620135787,2021-04-28T10.28.55.787,4.866,0.863,-0.097,0.403
1619620135806,2021-04-28T10.28.55.806,4.885,0.864,-0.095,0.406
1619620135827,2021-04-28T10.28.55.827,4.906,0.865,-0.097,0.406
1619620135847,2021-04-28T10.28.55.847,4.926,0.865,-0.097,0.405
1619620135868,2021-04-28T10.28.55.868,4.947,0.865,-0.097,0.406
1619620135888,2021-04-28T10.28.55.888,4.967,0.864,-0.096,0.407
1619620135907,2021-04-28T10.28.55.907,4.986,0.864,-0.097,0.406
1619620135928,2021-04-28T10.28.55.928,5.007,0.864,-0.098,0.407
1619620135948,2021-04-28T10.28.55.948,5.027,0.864,-0.097,0.404
1619620135969,2021-04-28T10.28.55.969,5.048,0.863,-0.097,0.408
1619620135989,2021-04-28T10.28.55.989,5.068,0.865,-0.095,0.408
1619620136008,2021-04-28T10.28.56.008,5.087,0.863,-0.096,0.406
1619620136029,2021-04-28T10.28.56.029,5.108,0.863,-0.095,0.404
1619620136049,2021-04-28T10.28.56.049,5.128,0.865,-0.096,0.405
1619620136070,2021-04-28T10.28.56.070,5.149,0.864,-0.096,0.407
1619620136089,2021-04-28T10.28.56.089,5.168,0.864,-0.097,0.408
1619620136109,2021-04-28T10.28.56.109,5.188,0.865,-0.096,0.407
1619620136130,2021-04-28T10.28.56.130,5.209,0.865,-0.094,0.405
1619620136150,2021-04-28T10.28.56.150,5.229,0.864,-0.097,0.405
1619620136171,2021-04-28T10.28.56.171,5.250,0.864,-0.097,0.407
1619620136190,2021-04-28T10.28.56.190,5.269,0.864,-0.097,0.405
1619620136210,2021-04-28T10.28.56.210,5.289,0.865,-0.097,0.406
1619620136231,2021-04-28T10.28.56.231,5.310,0.864,-0.097,0.405
1619620136251,2021-04-28T10.28.56.251,5.330,0.863,-0.097,0.403
1619620136270,2021-04-28T10.28.56.270,5.349,0.865,-0.097,0.406
1619620136291,2021-04-28T10.28.56.291,5.370,0.864,-0.098,0.404
1619620136311,2021-04-28T10.28.56.311,5.390,0.864,-0.098,0.406
1619620136332,2021-04-28T10.28.56.332,5.411,0.863,-0.097,0.404
1619620136352,2021-04-28T10.28.56.352,5.431,0.865,-0.098,0.405
1619620136372,2021-04-28T10.28.56.372,5.451,0.864,-0.098,0.405
1619620136392,2021-04-28T10.28.56.392,5.471,0.863,-0.096,0.404
1619620136413,2021-04-28T10.28.56.413,5.492,0.863,-0.095,0.406
1619620136433,2021-04-28T10.28.56.433,5.512,0.863,-0.096,0.405
1619620136452,2021-04-28T10.28.56.452,5.531,0.864,-0.096,0.406
1619620136473,2021-04-28T10.28.56.473,5.552,0.864,-0.097,0.408
1619620136493,2021-04-28T10.28.56.493,5.572,0.864,-0.098,0.406
1619620136514,2021-04-28T10.28.56.514,5.593,0.864,-0.097,0.405
1619620136534,2021-04-28T10.28.56.534,5.613,0.864,-0.097,0.407
1619620136553,2021-04-28T10.28.56.553,5.632,0.864,-0.097,0.407
1619620136574,2021-04-28T10.28.56.574,5.653,0.864,-0.097,0.404
1619620136594,2021-04-28T10.28.56.594,5.673,0.865,-0.096,0.407
1619620136615,2021-04-28T10.28.56.615,5.694,0.863,-0.096,0.406
1619620136635,2021-04-28T10.28.56.635,5.714,0.862,-0.095,0.407
1619620136654,2021-04-28T10.28.56.654,5.733,0.864,-0.098,0.409
1619620136675,2021-04-28T10.28.56.675,5.754,0.865,-0.099,0.410
1619620136695,2021-04-28T10.28.56.695,5.774,0.865,-0.097,0.411
1619620136716,2021-04-28T10.28.56.716,5.795,0.864,-0.101,0.413
1619620136735,2021-04-28T10.28.56.735,5.814,0.865,-0.103,0.415
1619620136755,2021-04-28T10.28.56.755,5.834,0.865,-0.097,0.414
1619620136776,2021-04-28T10.28.56.776,5.855,0.864,-0.088,0.413
1619620136796,2021-04-28T10.28.56.796,5.875,0.864,-0.084,0.412
1619620136817,2021-04-28T10.28.56.817,5.896,0.866,-0.089,0.414
1619620136836,2021-04-28T10.28.56.836,5.915,0.868,-0.094,0.415
1619620136856,2021-04-28T10.28.56.856,5.935,0.869,-0.094,0.414
1619620136877,2021-04-28T10.28.56.877,5.956,0.868,-0.094,0.412
1619620136897,2021-04-28T10.28.56.897,5.976,0.866,-0.093,0.414
1619620136916,2021-04-28T10.28.56.916,5.995,0.863,-0.094,0.406
1619620136937,2021-04-28T10.28.56.937,6.016,0.859,-0.095,0.398
1619620136957,2021-04-28T10.28.56.957,6.036,0.859,-0.092,0.396
1619620136978,2021-04-28T10.28.56.978,6.057,0.859,-0.091,0.397
1619620136998,2021-04-28T10.28.56.998,6.077,0.859,-0.103,0.402
1619620137018,2021-04-28T10.28.57.018,6.097,0.862,-0.112,0.402
1619620137038,2021-04-28T10.28.57.038,6.117,0.863,-0.111,0.408
1619620137059,2021-04-28T10.28.57.059,6.138,0.867,-0.110,0.413
1619620137079,2021-04-28T10.28.57.079,6.158,0.866,-0.113,0.412
1619620137100,2021-04-28T10.28.57.100,6.179,0.866,-0.112,0.409
1619620137119,2021-04-28T10.28.57.119,6.198,0.868,-0.134,0.392
1619620137139,2021-04-28T10.28.57.139,6.218,0.864,-0.148,0.381
1619620137160,2021-04-28T10.28.57.160,6.239,0.860,-0.153,0.378
1619620137180,2021-04-28T10.28.57.180,6.259,0.860,-0.157,0.383
1619620137199,2021-04-28T10.28.57.199,6.278,0.863,-0.168,0.388
1619620137220,2021-04-28T10.28.57.220,6.299,0.863,-0.182,0.379
1619620137240,2021-04-28T10.28.57.240,6.319,0.860,-0.179,0.382
1619620137261,2021-04-28T10.28.57.261,6.340,0.861,-0.167,0.383
1619620137281,2021-04-28T10.28.57.281,6.360,0.860,-0.183,0.370
1619620137300,2021-04-28T10.28.57.300,6.379,0.860,-0.176,0.367
1619620137321,2021-04-28T10.28.57.321,6.400,0.860,-0.171,0.368
1619620137341,2021-04-28T10.28.57.341,6.420,0.861,-0.167,0.370
1619620137362,2021-04-28T10.28.57.362,6.441,0.861,-0.165,0.372
1619620137381,2021-04-28T10.28.57.381,6.460,0.861,-0.167,0.374
1619620137401,2021-04-28T10.28.57.401,6.480,0.861,-0.164,0.375
1619620137422,2021-04-28T10.28.57.422,6.501,0.862,-0.160,0.375
1619620137442,2021-04-28T10.28.57.442,6.521,0.863,-0.158,0.377
1619620137463,2021-04-28T10.28.57.463,6.542,0.861,-0.154,0.380
1619620137482,2021-04-28T10.28.57.482,6.561,0.864,-0.151,0.382
1619620137502,2021-04-28T10.28.57.502,6.581,0.864,-0.154,0.383
1619620137523,2021-04-28T10.28.57.523,6.602,0.863,-0.153,0.387
1619620137543,2021-04-28T10.28.57.543,6.622,0.863,-0.147,0.386
1619620137564,2021-04-28T10.28.57.564,6.643,0.864,-0.143,0.388
1619620137583,2021-04-28T10.28.57.583,6.662,0.863,-0.137,0.390
1619620137603,2021-04-28T10.28.57.603,6.682,0.863,-0.134,0.387
1619620137624,2021-04-28T10.28.57.624,6.703,0.864,-0.138,0.384
1619620137644,2021-04-28T10.28.57.644,6.723,0.861,-0.146,0.379
1619620137664,2021-04-28T10.28.57.664,6.743,0.860,-0.152,0.376
1619620137684,2021-04-28T10.28.57.684,6.763,0.861,-0.156,0.378
1619620137705,2021-04-28T10.28.57.705,6.784,0.859,-0.163,0.382
1619620137725,2021-04-28T10.28.57.725,6.804,0.861,-0.165,0.379
1619620137746,2021-04-28T10.28.57.746,6.825,0.856,-0.164,0.378
1619620137765,2021-04-28T10.28.57.765,6.844,0.857,-0.165,0.381
1619620137785,2021-04-28T10.28.57.785,6.864,0.858,-0.159,0.393
1619620137806,2021-04-28T10.28.57.806,6.885,0.861,-0.155,0.398
1619620137826,2021-04-28T10.28.57.826,6.905,0.862,-0.153,0.400
1619620137845,2021-04-28T10.28.57.845,6.924,0.859,-0.151,0.402
1619620137866,2021-04-28T10.28.57.866,6.945,0.862,-0.148,0.394
1619620137886,2021-04-28T10.28.57.886,6.965,0.866,-0.144,0.386
1619620137907,2021-04-28T10.28.57.907,6.986,0.867,-0.140,0.378
1619620137927,2021-04-28T10.28.57.927,7.006,0.870,-0.136,0.377
1619620137946,2021-04-28T10.28.57.946,7.025,0.869,-0.136,0.385
1619620137967,2021-04-28T10.28.57.967,7.046,0.871,-0.139,0.385
1619620137987,2021-04-28T10.28.57.987,7.066,0.866,-0.151,0.394
1619620138008,2021-04-28T10.28.58.008,7.087,0.875,-0.097,0.396
1619620138028,2021-04-28T10.28.58.028,7.107,0.872,-0.112,0.395
1619620138047,2021-04-28T10.28.58.047,7.126,0.863,-0.103,0.403
1619620138068,2021-04-28T10.28.58.068,7.147,0.860,-0.073,0.398
1619620138088,2021-04-28T10.28.58.088,7.167,0.855,-0.060,0.386
1619620138109,2021-04-28T10.28.58.109,7.188,0.850,-0.044,0.377
1619620138128,2021-04-28T10.28.58.128,7.207,0.855,-0.056,0.359
1619620138148,2021-04-28T10.28.58.148,7.227,0.861,-0.080,0.359
1619620138169,2021-04-28T10.28.58.169,7.248,0.854,-0.167,0.375
1619620138189,2021-04-28T10.28.58.189,7.268,0.863,-0.115,0.423
1619620138210,2021-04-28T10.28.58.210,7.289,0.872,-0.069,0.458
1619620138229,2021-04-28T10.28.58.229,7.308,0.877,-0.083,0.465
1619620138249,2021-04-28T10.28.58.249,7.328,0.880,-0.109,0.440
1619620138270,2021-04-28T10.28.58.270,7.349,0.877,-0.119,0.411
1619620138290,2021-04-28T10.28.58.290,7.369,0.871,-0.115,0.393
