epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635347894288,2021-10-27T11.18.14.288,0.000,0.371,0.312,0.854
1635347894307,2021-10-27T11.18.14.307,0.019,0.430,0.263,0.890
1635347894327,2021-10-27T11.18.14.327,0.039,0.390,0.292,0.866
1635347894346,2021-10-27T11.18.14.346,0.058,0.430,0.246,0.870
1635347894367,2021-10-27T11.18.14.367,0.079,0.486,0.209,0.879
1635347894387,2021-10-27T11.18.14.387,0.099,0.441,0.240,0.858
1635347894406,2021-10-27T11.18.14.406,0.118,0.423,0.244,0.855
1635347894427,2021-10-27T11.18.14.427,0.139,0.453,0.220,0.864
1635347894446,2021-10-27T11.18.14.446,0.158,0.448,0.220,0.861
1635347894466,2021-10-27T11.18.14.466,0.178,0.462,0.225,0.861
1635347894486,2021-10-27T11.18.14.486,0.198,0.453,0.215,0.864
1635347894506,2021-10-27T11.18.14.506,0.218,0.459,0.199,0.863
1635347894527,2021-10-27T11.18.14.527,0.239,0.431,0.200,0.895
1635347894546,2021-10-27T11.18.14.546,0.258,0.451,0.170,0.911
1635347894566,2021-10-27T11.18.14.566,0.278,0.411,0.213,0.940
1635347894585,2021-10-27T11.18.14.585,0.297,0.348,0.311,1.030
1635347894606,2021-10-27T11.18.14.606,0.318,0.451,0.153,1.021
1635347894626,2021-10-27T11.18.14.626,0.338,0.165,0.713,1.085
1635347894645,2021-10-27T11.18.14.645,0.357,0.191,0.269,1.236
1635347894666,2021-10-27T11.18.14.666,0.378,0.793,-0.590,1.486
1635347894685,2021-10-27T11.18.14.685,0.397,2.298,0.377,2.221
1635347894705,2021-10-27T11.18.14.705,0.417,1.389,1.402,2.314
1635347894724,2021-10-27T11.18.14.724,0.436,0.063,3.291,1.967
1635347894745,2021-10-27T11.18.14.745,0.457,2.619,3.888,4.266
1635347894765,2021-10-27T11.18.14.765,0.477,-1.368,0.235,0.850
1635347894784,2021-10-27T11.18.14.784,0.496,-0.322,-0.506,1.141
1635347894805,2021-10-27T11.18.14.805,0.517,0.158,0.308,1.572
1635347894824,2021-10-27T11.18.14.824,0.536,0.189,0.610,1.116
1635347894844,2021-10-27T11.18.14.844,0.556,0.427,0.334,0.856
1635347894863,2021-10-27T11.18.14.863,0.575,0.774,0.342,1.118
1635347894884,2021-10-27T11.18.14.884,0.596,1.400,0.649,1.790
1635347894904,2021-10-27T11.18.14.904,0.616,2.090,0.933,2.126
1635347894924,2021-10-27T11.18.14.924,0.636,2.657,0.409,2.083
1635347894944,2021-10-27T11.18.14.944,0.656,3.533,-0.001,1.381
1635347894963,2021-10-27T11.18.14.963,0.675,3.446,0.828,-0.863
1635347894984,2021-10-27T11.18.14.984,0.696,3.185,0.886,-2.430
1635347895004,2021-10-27T11.18.15.004,0.716,3.537,0.272,-1.612
1635347895023,2021-10-27T11.18.15.023,0.735,2.032,0.959,-0.876
1635347895044,2021-10-27T11.18.15.044,0.756,-0.596,-0.309,-0.125
1635347895063,2021-10-27T11.18.15.063,0.775,1.542,-2.303,2.022
1635347895083,2021-10-27T11.18.15.083,0.795,4.022,-0.074,2.801
1635347895102,2021-10-27T11.18.15.102,0.814,1.323,1.751,1.439
1635347895123,2021-10-27T11.18.15.123,0.835,0.495,0.154,1.041
1635347895143,2021-10-27T11.18.15.143,0.855,0.687,0.328,1.064
1635347895162,2021-10-27T11.18.15.162,0.874,0.487,0.358,0.894
1635347895183,2021-10-27T11.18.15.183,0.895,0.343,0.328,0.826
1635347895202,2021-10-27T11.18.15.202,0.914,0.414,0.259,0.883
1635347895222,2021-10-27T11.18.15.222,0.934,0.500,0.288,0.917
1635347895243,2021-10-27T11.18.15.243,0.955,0.465,0.241,0.887
1635347895262,2021-10-27T11.18.15.262,0.974,0.464,0.259,0.872
1635347895282,2021-10-27T11.18.15.282,0.994,0.458,0.299,0.860
1635347895301,2021-10-27T11.18.15.301,1.013,0.463,0.279,0.852
1635347895322,2021-10-27T11.18.15.322,1.034,0.472,0.283,0.851
1635347895341,2021-10-27T11.18.15.341,1.053,0.480,0.265,0.854
1635347895361,2021-10-27T11.18.15.361,1.073,0.490,0.229,0.854
1635347895382,2021-10-27T11.18.15.382,1.094,0.459,0.273,0.840
1635347895401,2021-10-27T11.18.15.401,1.113,0.454,0.289,0.839
1635347895422,2021-10-27T11.18.15.422,1.134,0.458,0.280,0.835
1635347895441,2021-10-27T11.18.15.441,1.153,0.471,0.259,0.835
1635347895461,2021-10-27T11.18.15.461,1.173,0.478,0.237,0.839
1635347895480,2021-10-27T11.18.15.480,1.192,0.475,0.219,0.842
1635347895501,2021-10-27T11.18.15.501,1.213,0.440,0.219,0.870
1635347895521,2021-10-27T11.18.15.521,1.233,0.477,0.214,0.876
1635347895540,2021-10-27T11.18.15.540,1.252,0.454,0.188,0.904
1635347895561,2021-10-27T11.18.15.561,1.273,0.401,0.281,0.966
1635347895580,2021-10-27T11.18.15.580,1.292,0.404,0.258,1.005
1635347895600,2021-10-27T11.18.15.600,1.312,0.473,0.136,0.955
1635347895621,2021-10-27T11.18.15.621,1.333,0.164,0.619,1.098
