epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1622217762057,2021-05-28T12.02.42.057,0.000,-0.244,-0.061,0.427
1622217762076,2021-05-28T12.02.42.076,0.019,-0.366,-0.122,0.366
1622217762096,2021-05-28T12.02.42.096,0.039,-0.305,-0.244,0.366
1622217762117,2021-05-28T12.02.42.117,0.060,-0.061,-0.366,0.366
1622217762137,2021-05-28T12.02.42.137,0.080,-0.061,-0.305,0.488
1622217762158,2021-05-28T12.02.42.158,0.101,-0.183,-0.305,0.427
1622217762177,2021-05-28T12.02.42.177,0.120,-0.366,-0.305,0.427
1622217762197,2021-05-28T12.02.42.197,0.140,-0.549,-0.244,0.488
1622217762218,2021-05-28T12.02.42.218,0.161,-0.671,-0.122,0.427
1622217762238,2021-05-28T12.02.42.238,0.181,-0.671,-0.122,0.305
1622217762259,2021-05-28T12.02.42.259,0.202,-0.549,-0.244,0.244
1622217762278,2021-05-28T12.02.42.278,0.221,-0.549,-0.305,0.244
1622217762298,2021-05-28T12.02.42.298,0.241,-0.488,-0.244,0.305
1622217762319,2021-05-28T12.02.42.319,0.262,-0.488,-0.244,0.244
1622217762339,2021-05-28T12.02.42.339,0.282,-0.610,-0.183,0.244
1622217762358,2021-05-28T12.02.42.358,0.301,-0.610,-0.122,0.366
1622217762379,2021-05-28T12.02.42.379,0.322,-0.610,-0.122,0.366
1622217762399,2021-05-28T12.02.42.399,0.342,-0.488,-0.244,0.366
1622217762420,2021-05-28T12.02.42.420,0.363,-0.427,-0.244,0.366
1622217762440,2021-05-28T12.02.42.440,0.383,-0.427,-0.244,0.366
1622217762459,2021-05-28T12.02.42.459,0.402,-0.549,-0.183,0.366
1622217762480,2021-05-28T12.02.42.480,0.423,-0.549,-0.183,0.366
1622217762500,2021-05-28T12.02.42.500,0.443,-0.427,-0.183,0.305
1622217762521,2021-05-28T12.02.42.521,0.464,-0.488,-0.183,0.366
1622217762541,2021-05-28T12.02.42.541,0.484,-0.732,-0.061,0.366
1622217762560,2021-05-28T12.02.42.560,0.503,-0.976,0.061,0.366
1622217762581,2021-05-28T12.02.42.581,0.524,-0.915,0.061,0.305
1622217762601,2021-05-28T12.02.42.601,0.544,-0.732,-0.122,0.305
1622217762622,2021-05-28T12.02.42.622,0.565,-0.427,-0.122,0.305
1622217762641,2021-05-28T12.02.42.641,0.584,-0.366,-0.183,0.305
1622217762662,2021-05-28T12.02.42.662,0.605,-0.366,-0.305,0.305
1622217762682,2021-05-28T12.02.42.682,0.625,-0.427,-0.244,0.366
1622217762703,2021-05-28T12.02.42.703,0.646,-0.549,-0.244,0.305
1622217762723,2021-05-28T12.02.42.723,0.666,-0.488,-0.244,0.305
1622217762742,2021-05-28T12.02.42.742,0.685,-0.244,-0.305,0.305
1622217762763,2021-05-28T12.02.42.763,0.706,-0.183,-0.427,0.366
1622217762783,2021-05-28T12.02.42.783,0.726,-0.183,-0.427,0.305
1622217762804,2021-05-28T12.02.42.804,0.747,-0.366,-0.305,0.305
1622217762824,2021-05-28T12.02.42.824,0.767,-0.427,-0.244,0.305
1622217762843,2021-05-28T12.02.42.843,0.786,-0.366,-0.366,0.366
1622217762864,2021-05-28T12.02.42.864,0.807,-0.305,-0.305,0.427
1622217762884,2021-05-28T12.02.42.884,0.827,-0.366,-0.183,0.366
1622217762905,2021-05-28T12.02.42.905,0.848,-0.244,-0.305,0.366
1622217762924,2021-05-28T12.02.42.924,0.867,-0.122,-0.305,0.427
1622217762944,2021-05-28T12.02.42.944,0.887,-0.244,-0.305,0.366
1622217762965,2021-05-28T12.02.42.965,0.908,-0.183,-0.244,0.305
1622217762985,2021-05-28T12.02.42.985,0.928,-0.183,-0.244,0.305
1622217763006,2021-05-28T12.02.43.006,0.949,-0.305,-0.305,0.366
1622217763025,2021-05-28T12.02.43.025,0.968,-0.366,-0.305,0.366
1622217763045,2021-05-28T12.02.43.045,0.988,-0.488,-0.244,0.427
1622217763066,2021-05-28T12.02.43.066,1.009,-0.366,-0.305,0.366
1622217763086,2021-05-28T12.02.43.086,1.029,-0.244,-0.366,0.427
1622217763107,2021-05-28T12.02.43.107,1.050,-0.366,-0.366,0.427
1622217763126,2021-05-28T12.02.43.126,1.069,-0.549,-0.305,0.366
1622217763146,2021-05-28T12.02.43.146,1.089,-0.366,-0.427,0.305
1622217763167,2021-05-28T12.02.43.167,1.110,-0.244,-0.427,0.244
1622217763187,2021-05-28T12.02.43.187,1.130,-0.427,-0.366,0.305
1622217763206,2021-05-28T12.02.43.206,1.149,-0.427,-0.305,0.427
1622217763227,2021-05-28T12.02.43.227,1.170,-0.488,-0.244,0.427
1622217763247,2021-05-28T12.02.43.247,1.190,-0.427,-0.244,0.427
1622217763268,2021-05-28T12.02.43.268,1.211,-0.549,-0.183,0.427
1622217763288,2021-05-28T12.02.43.288,1.231,-0.549,-0.122,0.366
1622217763308,2021-05-28T12.02.43.308,1.251,-0.427,-0.061,0.305
