epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1636748292495,2021-11-12T15.18.12.495,0.000,0.000,0.427,0.732
1636748292516,2021-11-12T15.18.12.516,0.021,0.732,0.305,0.610
1636748292536,2021-11-12T15.18.12.536,0.041,0.305,0.244,0.549
1636748292557,2021-11-12T15.18.12.557,0.062,0.244,0.305,0.488
1636748292576,2021-11-12T15.18.12.576,0.081,0.305,0.366,0.488
1636748292596,2021-11-12T15.18.12.596,0.101,0.244,0.305,0.610
1636748292617,2021-11-12T15.18.12.617,0.122,0.244,0.183,0.549
1636748292637,2021-11-12T15.18.12.637,0.142,0.244,0.305,0.549
1636748292658,2021-11-12T15.18.12.658,0.163,0.244,0.244,0.549
1636748292678,2021-11-12T15.18.12.678,0.183,0.244,0.244,0.549
1636748292699,2021-11-12T15.18.12.699,0.204,0.183,0.305,0.549
1636748292718,2021-11-12T15.18.12.718,0.223,0.305,0.305,0.549
1636748292738,2021-11-12T15.18.12.738,0.243,0.366,0.244,0.488
1636748292759,2021-11-12T15.18.12.759,0.264,0.366,0.244,0.549
1636748292779,2021-11-12T15.18.12.779,0.284,0.183,0.366,0.549
1636748292800,2021-11-12T15.18.12.800,0.305,0.183,0.244,0.488
1636748292820,2021-11-12T15.18.12.820,0.325,0.305,0.244,0.488
1636748292841,2021-11-12T15.18.12.841,0.346,0.305,0.244,0.488
1636748292860,2021-11-12T15.18.12.860,0.365,0.244,0.244,0.549
1636748292881,2021-11-12T15.18.12.881,0.386,0.305,0.244,0.671
1636748292901,2021-11-12T15.18.12.901,0.406,0.244,0.244,0.610
1636748292922,2021-11-12T15.18.12.922,0.427,0.244,0.183,0.549
1636748292942,2021-11-12T15.18.12.942,0.447,0.305,0.244,0.549
1636748292963,2021-11-12T15.18.12.963,0.468,0.305,0.183,0.549
1636748292983,2021-11-12T15.18.12.983,0.488,0.366,0.244,0.488
1636748293002,2021-11-12T15.18.13.002,0.507,0.366,0.305,0.549
1636748293023,2021-11-12T15.18.13.023,0.528,0.366,0.305,0.549
1636748293043,2021-11-12T15.18.13.043,0.548,0.366,0.244,0.549
1636748293064,2021-11-12T15.18.13.064,0.569,0.305,0.244,0.549
1636748293084,2021-11-12T15.18.13.084,0.589,0.244,0.244,0.610
1636748293105,2021-11-12T15.18.13.105,0.610,0.305,0.244,0.549
1636748293125,2021-11-12T15.18.13.125,0.630,0.305,0.244,0.488
1636748293146,2021-11-12T15.18.13.146,0.651,0.305,0.244,0.549
1636748293165,2021-11-12T15.18.13.165,0.670,0.183,0.244,0.610
1636748293185,2021-11-12T15.18.13.185,0.690,0.244,0.244,0.549
1636748293206,2021-11-12T15.18.13.206,0.711,0.244,0.183,0.549
1636748293226,2021-11-12T15.18.13.226,0.731,0.305,0.183,0.549
1636748293247,2021-11-12T15.18.13.247,0.752,0.305,0.183,0.549
1636748293267,2021-11-12T15.18.13.267,0.772,0.244,0.305,0.549
1636748293288,2021-11-12T15.18.13.288,0.793,0.244,0.244,0.549
1636748293307,2021-11-12T15.18.13.307,0.812,0.244,0.183,0.549
1636748293327,2021-11-12T15.18.13.327,0.832,0.366,0.244,0.549
1636748293348,2021-11-12T15.18.13.348,0.853,0.244,0.244,0.610
1636748293368,2021-11-12T15.18.13.368,0.873,0.305,0.183,0.610
1636748293389,2021-11-12T15.18.13.389,0.894,0.305,0.183,0.610
1636748293409,2021-11-12T15.18.13.409,0.914,0.305,0.183,0.549
1636748293430,2021-11-12T15.18.13.430,0.935,0.244,0.122,0.549
1636748293449,2021-11-12T15.18.13.449,0.954,0.305,0.183,0.610
1636748293469,2021-11-12T15.18.13.469,0.974,0.305,0.244,0.671
1636748293490,2021-11-12T15.18.13.490,0.995,0.244,0.183,0.549
1636748293510,2021-11-12T15.18.13.510,1.015,0.244,0.061,0.549
1636748293531,2021-11-12T15.18.13.531,1.036,0.244,0.122,0.549
1636748293551,2021-11-12T15.18.13.551,1.056,0.366,0.244,0.549
1636748293572,2021-11-12T15.18.13.572,1.077,0.305,0.244,0.549
1636748293591,2021-11-12T15.18.13.591,1.096,0.183,0.305,0.549
1636748293611,2021-11-12T15.18.13.611,1.116,0.122,0.122,0.549
1636748293632,2021-11-12T15.18.13.632,1.137,0.122,0.061,0.610
1636748293653,2021-11-12T15.18.13.653,1.158,0.183,0.122,0.549
1636748293673,2021-11-12T15.18.13.673,1.178,0.183,0.122,0.610
1636748293694,2021-11-12T15.18.13.694,1.199,0.122,0.122,0.732
1636748293714,2021-11-12T15.18.13.714,1.219,0.183,0.122,0.610
1636748293733,2021-11-12T15.18.13.733,1.238,0.183,0.122,0.610
1636748293754,2021-11-12T15.18.13.754,1.259,0.244,0.122,0.610
1636748293774,2021-11-12T15.18.13.774,1.279,0.244,0.122,0.610
1636748293795,2021-11-12T15.18.13.795,1.300,0.183,0.183,0.671
1636748293815,2021-11-12T15.18.13.815,1.320,0.122,0.244,0.610
1636748293836,2021-11-12T15.18.13.836,1.341,0.122,0.244,0.671
1636748293856,2021-11-12T15.18.13.856,1.361,0.183,0.244,0.610
1636748293875,2021-11-12T15.18.13.875,1.380,0.122,0.244,0.610
1636748293896,2021-11-12T15.18.13.896,1.401,0.122,0.183,0.610
1636748293916,2021-11-12T15.18.13.916,1.421,0.183,0.122,0.610
1636748293937,2021-11-12T15.18.13.937,1.442,0.183,0.061,0.610
1636748293957,2021-11-12T15.18.13.957,1.462,0.122,0.122,0.671
1636748293978,2021-11-12T15.18.13.978,1.483,0.244,0.122,0.610
1636748293998,2021-11-12T15.18.13.998,1.503,0.244,0.183,0.671
1636748294017,2021-11-12T15.18.14.017,1.522,0.244,0.244,0.610
1636748294038,2021-11-12T15.18.14.038,1.543,0.244,0.244,0.610
1636748294058,2021-11-12T15.18.14.058,1.563,0.244,0.183,0.610
1636748294079,2021-11-12T15.18.14.079,1.584,0.183,0.244,0.549
1636748294099,2021-11-12T15.18.14.099,1.604,0.183,0.244,0.610
1636748294120,2021-11-12T15.18.14.120,1.625,0.122,0.183,0.610
1636748294140,2021-11-12T15.18.14.140,1.645,0.244,0.183,0.549
1636748294159,2021-11-12T15.18.14.159,1.664,0.244,0.183,0.549
1636748294180,2021-11-12T15.18.14.180,1.685,0.122,0.244,0.671
1636748294200,2021-11-12T15.18.14.200,1.705,0.183,0.244,0.610
1636748294221,2021-11-12T15.18.14.221,1.726,0.183,0.183,0.610
1636748294241,2021-11-12T15.18.14.241,1.746,0.244,0.183,0.549
1636748294262,2021-11-12T15.18.14.262,1.767,0.244,0.183,0.610
1636748294282,2021-11-12T15.18.14.282,1.787,0.061,0.183,0.610
1636748294301,2021-11-12T15.18.14.301,1.806,0.183,0.122,0.549
1636748294322,2021-11-12T15.18.14.322,1.827,0.244,0.122,0.488
