epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1632410597577,2021-09-23T11.23.17.577,0.000,0.427,-0.061,0.793
1632410597618,2021-09-23T11.23.17.618,0.041,0.183,-0.122,0.793
1632410597659,2021-09-23T11.23.17.659,0.082,0.366,-0.305,0.793
1632410597700,2021-09-23T11.23.17.700,0.123,0.244,0.000,0.671
1632410597739,2021-09-23T11.23.17.739,0.162,0.183,0.244,0.549
1632410597780,2021-09-23T11.23.17.780,0.203,0.122,0.366,0.488
1632410597821,2021-09-23T11.23.17.821,0.244,0.183,0.488,0.488
1632410597862,2021-09-23T11.23.17.862,0.285,0.122,0.671,0.366
1632410597902,2021-09-23T11.23.17.902,0.325,0.183,0.793,0.305
1632410597943,2021-09-23T11.23.17.943,0.366,0.061,0.915,0.366
1632410597984,2021-09-23T11.23.17.984,0.407,0.061,1.037,0.244
1632410598024,2021-09-23T11.23.18.024,0.447,0.061,1.220,0.183
1632410598065,2021-09-23T11.23.18.065,0.488,-0.122,1.220,0.183
1632410598106,2021-09-23T11.23.18.106,0.529,-0.061,0.976,0.244
1632410598147,2021-09-23T11.23.18.147,0.570,0.000,0.854,0.305
1632410598186,2021-09-23T11.23.18.186,0.609,0.122,0.671,0.366
1632410598227,2021-09-23T11.23.18.227,0.650,0.183,0.366,0.488
1632410598268,2021-09-23T11.23.18.268,0.691,0.183,0.305,0.549
1632410598309,2021-09-23T11.23.18.309,0.732,0.061,0.366,0.549
1632410598349,2021-09-23T11.23.18.349,0.772,0.122,0.427,0.488
1632410598390,2021-09-23T11.23.18.390,0.813,0.122,0.305,0.549
1632410598431,2021-09-23T11.23.18.431,0.854,0.122,0.305,0.488
1632410598470,2021-09-23T11.23.18.470,0.893,0.122,0.183,0.488
1632410598511,2021-09-23T11.23.18.511,0.934,0.122,0.061,0.549
1632410598552,2021-09-23T11.23.18.552,0.975,0.122,0.061,0.549
1632410598593,2021-09-23T11.23.18.593,1.016,0.244,0.000,0.549
1632410598633,2021-09-23T11.23.18.633,1.056,0.244,0.061,0.549
1632410598674,2021-09-23T11.23.18.674,1.097,0.122,0.183,0.610
1632410598715,2021-09-23T11.23.18.715,1.138,0.122,0.183,0.610
1632410598755,2021-09-23T11.23.18.755,1.178,0.122,0.122,0.610
1632410598796,2021-09-23T11.23.18.796,1.219,0.122,0.183,0.549
1632410598837,2021-09-23T11.23.18.837,1.260,0.061,0.244,0.549
1632410598878,2021-09-23T11.23.18.878,1.301,0.061,0.183,0.610
1632410598917,2021-09-23T11.23.18.917,1.340,0.122,0.244,0.549
1632410598958,2021-09-23T11.23.18.958,1.381,0.183,0.305,0.488
1632410598999,2021-09-23T11.23.18.999,1.422,0.183,0.183,0.488
1632410599040,2021-09-23T11.23.19.040,1.463,0.183,0.183,0.549
1632410599080,2021-09-23T11.23.19.080,1.503,0.244,0.183,0.549
1632410599121,2021-09-23T11.23.19.121,1.544,0.244,0.122,0.610
1632410599162,2021-09-23T11.23.19.162,1.585,0.183,0.061,0.549
1632410599201,2021-09-23T11.23.19.201,1.624,0.122,0.000,0.610
1632410599242,2021-09-23T11.23.19.242,1.665,0.183,0.000,0.610
1632410599283,2021-09-23T11.23.19.283,1.706,0.183,0.061,0.610
1632410599324,2021-09-23T11.23.19.324,1.747,0.244,0.122,0.610
1632410599364,2021-09-23T11.23.19.364,1.787,0.244,0.061,0.610
1632410599405,2021-09-23T11.23.19.405,1.828,0.305,-0.061,0.549
1632410599446,2021-09-23T11.23.19.446,1.869,0.244,-0.061,0.610
1632410599486,2021-09-23T11.23.19.486,1.909,0.183,0.000,0.610
1632410599527,2021-09-23T11.23.19.527,1.950,0.183,0.061,0.610
1632410599568,2021-09-23T11.23.19.568,1.991,0.183,0.183,0.549
1632410599609,2021-09-23T11.23.19.609,2.032,0.183,0.244,0.549
1632410599648,2021-09-23T11.23.19.648,2.071,0.122,0.305,0.488
1632410599689,2021-09-23T11.23.19.689,2.112,0.061,0.366,0.488
