epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635949413840,2021-11-03T10.23.33.840,0.000,0.183,-0.488,-0.244
1635949413861,2021-11-03T10.23.33.861,0.021,0.305,-0.488,-0.061
1635949413881,2021-11-03T10.23.33.881,0.041,0.061,-0.732,-0.183
1635949413900,2021-11-03T10.23.33.900,0.060,0.244,-0.610,-0.061
1635949413921,2021-11-03T10.23.33.921,0.081,0.244,-0.549,0.000
1635949413940,2021-11-03T10.23.33.940,0.100,0.305,-0.488,-0.122
1635949413960,2021-11-03T10.23.33.960,0.120,0.305,-0.488,-0.061
1635949413979,2021-11-03T10.23.33.979,0.139,0.183,-0.549,0.061
1635949414000,2021-11-03T10.23.34.000,0.160,0.305,-0.549,-0.122
1635949414020,2021-11-03T10.23.34.020,0.180,0.305,-0.549,-0.122
1635949414039,2021-11-03T10.23.34.039,0.199,0.366,-0.549,0.000
1635949414060,2021-11-03T10.23.34.060,0.220,0.366,-0.366,-0.061
1635949414079,2021-11-03T10.23.34.079,0.239,0.244,-0.427,0.000
1635949414100,2021-11-03T10.23.34.100,0.260,0.305,-0.488,-0.061
1635949414120,2021-11-03T10.23.34.120,0.280,0.305,-0.488,-0.183
1635949414139,2021-11-03T10.23.34.139,0.299,0.305,-0.305,-0.122
1635949414160,2021-11-03T10.23.34.160,0.320,1.098,-0.244,0.122
1635949414179,2021-11-03T10.23.34.179,0.339,1.585,-0.305,0.244
1635949414199,2021-11-03T10.23.34.199,0.359,0.976,-0.366,0.122
1635949414218,2021-11-03T10.23.34.218,0.378,0.427,-0.427,-0.061
1635949414239,2021-11-03T10.23.34.239,0.399,0.122,-0.366,-0.183
1635949414259,2021-11-03T10.23.34.259,0.419,0.000,-0.427,-0.183
1635949414278,2021-11-03T10.23.34.278,0.438,-0.061,-0.549,-0.122
1635949414299,2021-11-03T10.23.34.299,0.459,-0.061,-0.549,-0.183
1635949414318,2021-11-03T10.23.34.318,0.478,-0.366,-0.671,-0.244
1635949414338,2021-11-03T10.23.34.338,0.498,-0.366,-0.671,-0.244
1635949414357,2021-11-03T10.23.34.357,0.517,0.061,-0.549,-0.122
1635949414378,2021-11-03T10.23.34.378,0.538,0.244,-0.549,-0.061
1635949414398,2021-11-03T10.23.34.398,0.558,0.244,-0.488,-0.061
1635949414417,2021-11-03T10.23.34.417,0.577,0.244,-0.488,-0.183
1635949414438,2021-11-03T10.23.34.438,0.598,0.305,-0.549,-0.122
1635949414457,2021-11-03T10.23.34.457,0.617,0.854,-0.488,0.000
1635949414477,2021-11-03T10.23.34.477,0.637,0.671,-0.549,0.000
1635949414498,2021-11-03T10.23.34.498,0.658,0.305,-0.549,0.000
1635949414517,2021-11-03T10.23.34.517,0.677,0.549,-0.366,0.000
1635949414538,2021-11-03T10.23.34.538,0.698,0.671,-0.305,0.061
1635949414557,2021-11-03T10.23.34.557,0.717,0.549,-0.244,0.061
1635949414577,2021-11-03T10.23.34.577,0.737,0.366,-0.244,0.000
1635949414596,2021-11-03T10.23.34.596,0.756,0.244,-0.366,0.000
1635949414617,2021-11-03T10.23.34.617,0.777,0.122,-0.427,-0.061
1635949414637,2021-11-03T10.23.34.637,0.797,0.061,-0.427,-0.122
1635949414656,2021-11-03T10.23.34.656,0.816,0.244,-0.427,-0.061
1635949414677,2021-11-03T10.23.34.677,0.837,0.732,-0.305,0.122
1635949414696,2021-11-03T10.23.34.696,0.856,1.646,-0.122,0.427
1635949414716,2021-11-03T10.23.34.716,0.876,1.951,-0.122,0.488
1635949414735,2021-11-03T10.23.34.735,0.895,2.073,-0.183,0.427
1635949414756,2021-11-03T10.23.34.756,0.916,2.134,-0.061,0.366
