epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1635949414990,2021-11-03T10.23.34.990,0.000,0.460,-0.019,0.888
1635949415009,2021-11-03T10.23.35.009,0.019,0.464,-0.021,0.897
1635949415030,2021-11-03T10.23.35.030,0.040,0.465,-0.018,0.894
1635949415049,2021-11-03T10.23.35.049,0.059,0.462,-0.018,0.896
1635949415069,2021-11-03T10.23.35.069,0.079,0.461,-0.017,0.894
1635949415088,2021-11-03T10.23.35.088,0.098,0.463,-0.018,0.894
1635949415109,2021-11-03T10.23.35.109,0.119,0.462,-0.020,0.893
1635949415129,2021-11-03T10.23.35.129,0.139,0.467,-0.021,0.893
1635949415148,2021-11-03T10.23.35.148,0.158,0.466,-0.022,0.895
1635949415169,2021-11-03T10.23.35.169,0.179,0.465,-0.020,0.896
1635949415188,2021-11-03T10.23.35.188,0.198,0.466,-0.019,0.894
1635949415208,2021-11-03T10.23.35.208,0.218,0.465,-0.019,0.893
1635949415227,2021-11-03T10.23.35.227,0.237,0.466,-0.019,0.893
1635949415248,2021-11-03T10.23.35.248,0.258,0.464,-0.017,0.893
1635949415267,2021-11-03T10.23.35.267,0.277,0.464,-0.018,0.896
1635949415287,2021-11-03T10.23.35.287,0.297,0.466,-0.020,0.893
1635949415306,2021-11-03T10.23.35.306,0.316,0.466,-0.019,0.893
1635949415327,2021-11-03T10.23.35.327,0.337,0.465,-0.018,0.895
1635949415347,2021-11-03T10.23.35.347,0.357,0.466,-0.018,0.894
1635949415366,2021-11-03T10.23.35.366,0.376,0.465,-0.019,0.895
1635949415387,2021-11-03T10.23.35.387,0.397,0.464,-0.019,0.896
1635949415406,2021-11-03T10.23.35.406,0.416,0.464,-0.020,0.893
1635949415427,2021-11-03T10.23.35.427,0.437,0.462,-0.020,0.895
1635949415446,2021-11-03T10.23.35.446,0.456,0.463,-0.020,0.894
1635949415466,2021-11-03T10.23.35.466,0.476,0.467,-0.019,0.894
1635949415485,2021-11-03T10.23.35.485,0.495,0.465,-0.018,0.894
1635949415506,2021-11-03T10.23.35.506,0.516,0.463,-0.018,0.896
1635949415525,2021-11-03T10.23.35.525,0.535,0.463,-0.020,0.893
1635949415545,2021-11-03T10.23.35.545,0.555,0.464,-0.018,0.894
1635949415566,2021-11-03T10.23.35.566,0.576,0.464,-0.020,0.895
1635949415585,2021-11-03T10.23.35.585,0.595,0.463,-0.019,0.893
1635949415605,2021-11-03T10.23.35.605,0.615,0.463,-0.019,0.894
1635949415624,2021-11-03T10.23.35.624,0.634,0.464,-0.020,0.896
1635949415645,2021-11-03T10.23.35.645,0.655,0.463,-0.019,0.895
1635949415664,2021-11-03T10.23.35.664,0.674,0.463,-0.020,0.895
1635949415684,2021-11-03T10.23.35.684,0.694,0.463,-0.021,0.896
1635949415703,2021-11-03T10.23.35.703,0.713,0.461,-0.020,0.896
1635949415724,2021-11-03T10.23.35.724,0.734,0.462,-0.019,0.896
1635949415743,2021-11-03T10.23.35.743,0.753,0.463,-0.020,0.896
1635949415763,2021-11-03T10.23.35.763,0.773,0.463,-0.020,0.894
1635949415784,2021-11-03T10.23.35.784,0.794,0.463,-0.020,0.893
1635949415803,2021-11-03T10.23.35.803,0.813,0.462,-0.021,0.895
1635949415824,2021-11-03T10.23.35.824,0.834,0.464,-0.021,0.896
1635949415843,2021-11-03T10.23.35.843,0.853,0.466,-0.021,0.896
1635949415863,2021-11-03T10.23.35.863,0.873,0.463,-0.022,0.895
1635949415882,2021-11-03T10.23.35.882,0.892,0.463,-0.022,0.896
1635949415903,2021-11-03T10.23.35.903,0.913,0.463,-0.020,0.895
1635949415922,2021-11-03T10.23.35.922,0.932,0.462,-0.020,0.896
1635949415942,2021-11-03T10.23.35.942,0.952,0.465,-0.019,0.895
1635949415961,2021-11-03T10.23.35.961,0.971,0.463,-0.020,0.895
1635949415982,2021-11-03T10.23.35.982,0.992,0.463,-0.021,0.897
1635949416002,2021-11-03T10.23.36.002,1.012,0.463,-0.021,0.895
