epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1626274802322,2021-07-14T11.00.02.322,0.000,0.367,0.010,0.911
1626274802341,2021-07-14T11.00.02.341,0.019,0.372,0.009,0.920
1626274802361,2021-07-14T11.00.02.361,0.039,0.372,0.010,0.918
1626274802380,2021-07-14T11.00.02.380,0.058,0.370,0.011,0.916
1626274802401,2021-07-14T11.00.02.401,0.079,0.367,0.010,0.918
1626274802421,2021-07-14T11.00.02.421,0.099,0.370,0.009,0.916
1626274802440,2021-07-14T11.00.02.440,0.118,0.370,0.010,0.917
1626274802461,2021-07-14T11.00.02.461,0.139,0.369,0.010,0.917
1626274802480,2021-07-14T11.00.02.480,0.158,0.367,0.009,0.917
1626274802500,2021-07-14T11.00.02.500,0.178,0.369,0.011,0.917
1626274802519,2021-07-14T11.00.02.519,0.197,0.369,0.010,0.919
1626274802540,2021-07-14T11.00.02.540,0.218,0.371,0.009,0.918
1626274802560,2021-07-14T11.00.02.560,0.238,0.371,0.009,0.919
1626274802579,2021-07-14T11.00.02.579,0.257,0.371,0.009,0.919
1626274802600,2021-07-14T11.00.02.600,0.278,0.370,0.010,0.918
1626274802619,2021-07-14T11.00.02.619,0.297,0.370,0.010,0.919
1626274802640,2021-07-14T11.00.02.640,0.318,0.369,0.010,0.919
1626274802659,2021-07-14T11.00.02.659,0.337,0.370,0.010,0.921
1626274802679,2021-07-14T11.00.02.679,0.357,0.371,0.011,0.921
1626274802700,2021-07-14T11.00.02.700,0.378,0.369,0.011,0.919
1626274802719,2021-07-14T11.00.02.719,0.397,0.371,0.010,0.918
1626274802739,2021-07-14T11.00.02.739,0.417,0.370,0.010,0.919
1626274802758,2021-07-14T11.00.02.758,0.436,0.370,0.010,0.919
1626274802779,2021-07-14T11.00.02.779,0.457,0.370,0.010,0.918
1626274802799,2021-07-14T11.00.02.799,0.477,0.369,0.010,0.917
1626274802818,2021-07-14T11.00.02.818,0.496,0.369,0.010,0.919
1626274802839,2021-07-14T11.00.02.839,0.517,0.369,0.012,0.917
1626274802858,2021-07-14T11.00.02.858,0.536,0.370,0.012,0.919
1626274802878,2021-07-14T11.00.02.878,0.556,0.370,0.012,0.922
1626274802897,2021-07-14T11.00.02.897,0.575,0.372,0.010,0.920
1626274802918,2021-07-14T11.00.02.918,0.596,0.370,0.010,0.920
1626274802938,2021-07-14T11.00.02.938,0.616,0.370,0.012,0.918
1626274802957,2021-07-14T11.00.02.957,0.635,0.370,0.011,0.920
1626274802978,2021-07-14T11.00.02.978,0.656,0.369,0.010,0.918
1626274802997,2021-07-14T11.00.02.997,0.675,0.371,0.011,0.920
1626274803017,2021-07-14T11.00.03.017,0.695,0.370,0.011,0.920
1626274803037,2021-07-14T11.00.03.037,0.715,0.370,0.012,0.921
1626274803057,2021-07-14T11.00.03.057,0.735,0.369,0.011,0.917
1626274803078,2021-07-14T11.00.03.078,0.756,0.369,0.007,0.918
1626274803097,2021-07-14T11.00.03.097,0.775,0.372,0.009,0.917
1626274803117,2021-07-14T11.00.03.117,0.795,0.371,0.009,0.918
1626274803136,2021-07-14T11.00.03.136,0.814,0.371,0.009,0.920
1626274803157,2021-07-14T11.00.03.157,0.835,0.370,0.009,0.919
1626274803177,2021-07-14T11.00.03.177,0.855,0.369,0.009,0.921
1626274803196,2021-07-14T11.00.03.196,0.874,0.371,0.010,0.920
1626274803217,2021-07-14T11.00.03.217,0.895,0.371,0.009,0.921
1626274803236,2021-07-14T11.00.03.236,0.914,0.370,0.010,0.919
1626274803256,2021-07-14T11.00.03.256,0.934,0.369,0.011,0.919
1626274803275,2021-07-14T11.00.03.275,0.953,0.371,0.009,0.921
1626274803296,2021-07-14T11.00.03.296,0.974,0.369,0.009,0.918
1626274803316,2021-07-14T11.00.03.316,0.994,0.369,0.010,0.920
1626274803335,2021-07-14T11.00.03.335,1.013,0.372,0.010,0.920
1626274803356,2021-07-14T11.00.03.356,1.034,0.370,0.011,0.919
1626274803375,2021-07-14T11.00.03.375,1.053,0.370,0.011,0.920
1626274803395,2021-07-14T11.00.03.395,1.073,0.369,0.009,0.921
1626274803414,2021-07-14T11.00.03.414,1.092,0.368,0.010,0.919
1626274803435,2021-07-14T11.00.03.435,1.113,0.369,0.013,0.920
1626274803455,2021-07-14T11.00.03.455,1.133,0.368,0.011,0.918
