epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1632322032872,2021-09-22T10.47.12.872,0.000,0.494,0.118,0.864
1632322032892,2021-09-22T10.47.12.892,0.020,0.499,0.120,0.872
1632322032912,2021-09-22T10.47.12.912,0.040,0.497,0.118,0.869
1632322032932,2021-09-22T10.47.12.932,0.060,0.496,0.119,0.869
1632322032951,2021-09-22T10.47.12.951,0.079,0.497,0.117,0.870
1632322032972,2021-09-22T10.47.12.972,0.100,0.498,0.116,0.870
1632322032991,2021-09-22T10.47.12.991,0.119,0.499,0.118,0.868
1632322033011,2021-09-22T10.47.13.011,0.139,0.498,0.119,0.868
1632322033030,2021-09-22T10.47.13.030,0.158,0.498,0.117,0.868
1632322033049,2021-09-22T10.47.13.049,0.177,0.499,0.119,0.870
1632322033070,2021-09-22T10.47.13.070,0.198,0.499,0.117,0.870
1632322033089,2021-09-22T10.47.13.089,0.217,0.498,0.116,0.870
1632322033109,2021-09-22T10.47.13.109,0.237,0.498,0.118,0.869
1632322033128,2021-09-22T10.47.13.128,0.256,0.496,0.118,0.870
1632322033149,2021-09-22T10.47.13.149,0.277,0.498,0.119,0.871
1632322033168,2021-09-22T10.47.13.168,0.296,0.496,0.119,0.869
1632322033188,2021-09-22T10.47.13.188,0.316,0.497,0.118,0.869
1632322033207,2021-09-22T10.47.13.207,0.335,0.499,0.119,0.871
1632322033228,2021-09-22T10.47.13.228,0.356,0.498,0.119,0.871
1632322033247,2021-09-22T10.47.13.247,0.375,0.497,0.118,0.869
1632322033266,2021-09-22T10.47.13.266,0.394,0.498,0.118,0.871
1632322033287,2021-09-22T10.47.13.287,0.415,0.498,0.118,0.869
1632322033306,2021-09-22T10.47.13.306,0.434,0.498,0.118,0.869
1632322033326,2021-09-22T10.47.13.326,0.454,0.498,0.119,0.868
1632322033345,2021-09-22T10.47.13.345,0.473,0.499,0.117,0.870
1632322033366,2021-09-22T10.47.13.366,0.494,0.497,0.117,0.872
1632322033385,2021-09-22T10.47.13.385,0.513,0.497,0.119,0.871
1632322033405,2021-09-22T10.47.13.405,0.533,0.497,0.119,0.871
1632322033424,2021-09-22T10.47.13.424,0.552,0.499,0.119,0.869
1632322033445,2021-09-22T10.47.13.445,0.573,0.498,0.119,0.868
1632322033464,2021-09-22T10.47.13.464,0.592,0.498,0.118,0.871
1632322033484,2021-09-22T10.47.13.484,0.612,0.496,0.118,0.870
1632322033503,2021-09-22T10.47.13.503,0.631,0.497,0.118,0.870
1632322033522,2021-09-22T10.47.13.522,0.650,0.497,0.120,0.870
1632322033543,2021-09-22T10.47.13.543,0.671,0.498,0.118,0.870
1632322033562,2021-09-22T10.47.13.562,0.690,0.496,0.118,0.872
1632322033582,2021-09-22T10.47.13.582,0.710,0.497,0.119,0.870
1632322033601,2021-09-22T10.47.13.601,0.729,0.496,0.119,0.868
1632322033622,2021-09-22T10.47.13.622,0.750,0.499,0.117,0.871
1632322033641,2021-09-22T10.47.13.641,0.769,0.496,0.117,0.873
1632322033662,2021-09-22T10.47.13.662,0.790,0.496,0.118,0.870
1632322033681,2021-09-22T10.47.13.681,0.809,0.498,0.119,0.869
1632322033701,2021-09-22T10.47.13.701,0.829,0.497,0.117,0.871
1632322033720,2021-09-22T10.47.13.720,0.848,0.497,0.118,0.873
1632322033739,2021-09-22T10.47.13.739,0.867,0.499,0.117,0.871
1632322033760,2021-09-22T10.47.13.760,0.888,0.498,0.120,0.871
1632322033779,2021-09-22T10.47.13.779,0.907,0.497,0.120,0.871
1632322033799,2021-09-22T10.47.13.799,0.927,0.497,0.118,0.868
1632322033818,2021-09-22T10.47.13.818,0.946,0.499,0.118,0.870
1632322033839,2021-09-22T10.47.13.839,0.967,0.497,0.120,0.870
1632322033858,2021-09-22T10.47.13.858,0.986,0.497,0.118,0.870
1632322033878,2021-09-22T10.47.13.878,1.006,0.497,0.119,0.872
1632322033897,2021-09-22T10.47.13.897,1.025,0.498,0.119,0.870
1632322033918,2021-09-22T10.47.13.918,1.046,0.497,0.117,0.868
1632322033937,2021-09-22T10.47.13.937,1.065,0.499,0.118,0.871
1632322033956,2021-09-22T10.47.13.956,1.084,0.497,0.118,0.871
1632322033976,2021-09-22T10.47.13.976,1.104,0.498,0.118,0.870
1632322033995,2021-09-22T10.47.13.995,1.123,0.499,0.118,0.870
1632322034016,2021-09-22T10.47.14.016,1.144,0.498,0.118,0.871
1632322034035,2021-09-22T10.47.14.035,1.163,0.497,0.116,0.872
1632322034056,2021-09-22T10.47.14.056,1.184,0.498,0.117,0.872
