epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1632151852606,2021-09-20T11.30.52.606,0.000,0.671,-0.244,-0.244
1632151852625,2021-09-20T11.30.52.625,0.019,0.915,0.305,0.427
1632151852646,2021-09-20T11.30.52.646,0.040,0.305,0.122,0.000
1632151852665,2021-09-20T11.30.52.665,0.059,0.000,-0.061,-0.244
1632151852685,2021-09-20T11.30.52.685,0.079,0.427,-0.122,-0.244
1632151852704,2021-09-20T11.30.52.704,0.098,0.427,-0.183,-0.244
1632151852725,2021-09-20T11.30.52.725,0.119,0.244,-0.122,-0.305
1632151852745,2021-09-20T11.30.52.745,0.139,0.183,0.000,-0.305
1632151852764,2021-09-20T11.30.52.764,0.158,0.061,0.000,-0.244
1632151852785,2021-09-20T11.30.52.785,0.179,0.122,0.000,-0.366
1632151852804,2021-09-20T11.30.52.804,0.198,0.549,-0.122,-0.549
1632151852825,2021-09-20T11.30.52.825,0.219,0.854,-0.122,-0.244
1632151852844,2021-09-20T11.30.52.844,0.238,0.488,0.000,-0.061
1632151852864,2021-09-20T11.30.52.864,0.258,0.183,0.061,0.000
1632151852883,2021-09-20T11.30.52.883,0.277,0.305,0.122,-0.122
1632151852904,2021-09-20T11.30.52.904,0.298,0.610,-0.061,-0.183
1632151852923,2021-09-20T11.30.52.923,0.317,0.732,-0.061,-0.244
1632151852943,2021-09-20T11.30.52.943,0.337,0.366,-0.061,-0.244
1632151852964,2021-09-20T11.30.52.964,0.358,0.366,-0.061,-0.305
1632151852983,2021-09-20T11.30.52.983,0.377,0.488,0.000,-0.244
1632151853003,2021-09-20T11.30.53.003,0.397,0.427,-0.061,-0.244
1632151853022,2021-09-20T11.30.53.022,0.416,0.671,-0.183,-0.244
1632151853043,2021-09-20T11.30.53.043,0.437,0.671,-0.122,-0.061
1632151853062,2021-09-20T11.30.53.062,0.456,0.549,-0.061,-0.061
1632151853082,2021-09-20T11.30.53.082,0.476,0.488,-0.061,-0.122
1632151853101,2021-09-20T11.30.53.101,0.495,0.488,-0.122,-0.183
1632151853122,2021-09-20T11.30.53.122,0.516,0.549,-0.122,-0.183
1632151853141,2021-09-20T11.30.53.141,0.535,0.671,0.000,-0.244
1632151853161,2021-09-20T11.30.53.161,0.555,0.610,-0.061,-0.244
1632151853182,2021-09-20T11.30.53.182,0.576,0.671,-0.366,-0.061
1632151853201,2021-09-20T11.30.53.201,0.595,1.098,-0.610,0.244
1632151853222,2021-09-20T11.30.53.222,0.616,1.220,-0.610,0.244
1632151853241,2021-09-20T11.30.53.241,0.635,1.037,-0.305,-0.061
1632151853261,2021-09-20T11.30.53.261,0.655,0.976,-0.244,-0.122
1632151853280,2021-09-20T11.30.53.280,0.674,0.305,-0.183,-0.244
1632151853301,2021-09-20T11.30.53.301,0.695,0.183,-0.122,-0.427
1632151853320,2021-09-20T11.30.53.320,0.714,0.305,-0.061,-0.427
1632151853340,2021-09-20T11.30.53.340,0.734,0.427,0.000,-0.549
1632151853359,2021-09-20T11.30.53.359,0.753,0.305,0.000,-0.549
1632151853380,2021-09-20T11.30.53.380,0.774,0.061,0.061,-0.549
1632151853400,2021-09-20T11.30.53.400,0.794,0.061,0.061,-0.549
1632151853419,2021-09-20T11.30.53.419,0.813,0.122,0.061,-0.610
1632151853440,2021-09-20T11.30.53.440,0.834,0.000,-0.122,-0.671
1632151853459,2021-09-20T11.30.53.459,0.853,0.000,-0.061,-0.549
1632151853479,2021-09-20T11.30.53.479,0.873,-0.061,0.061,-0.549
1632151853498,2021-09-20T11.30.53.498,0.892,0.061,0.000,-0.732
1632151853519,2021-09-20T11.30.53.519,0.913,0.610,-0.183,-0.854
1632151853538,2021-09-20T11.30.53.538,0.932,0.976,-0.305,-0.061
1632151853558,2021-09-20T11.30.53.558,0.952,0.671,-0.305,0.244
1632151853577,2021-09-20T11.30.53.577,0.971,0.854,-0.183,0.427
1632151853598,2021-09-20T11.30.53.598,0.992,1.159,-0.061,0.366
1632151853619,2021-09-20T11.30.53.619,1.013,0.976,-0.244,0.061
1632151853638,2021-09-20T11.30.53.638,1.032,0.549,-0.427,-0.183
1632151853658,2021-09-20T11.30.53.658,1.052,0.305,-0.305,-0.488
1632151853677,2021-09-20T11.30.53.677,1.071,0.366,0.000,-0.610
1632151853698,2021-09-20T11.30.53.698,1.092,0.305,0.183,-0.549
1632151853717,2021-09-20T11.30.53.717,1.111,0.122,0.244,-0.305
1632151853737,2021-09-20T11.30.53.737,1.131,0.061,0.183,-0.244
1632151853756,2021-09-20T11.30.53.756,1.150,0.122,0.000,-0.366
