epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1637086626187,2021-11-16T13.17.06.187,0.000,-0.065,0.652,1.097
1637086626207,2021-11-16T13.17.06.207,0.020,-0.098,0.741,0.770
1637086626228,2021-11-16T13.17.06.228,0.041,0.078,0.809,0.652
1637086626248,2021-11-16T13.17.06.248,0.061,0.215,0.791,0.922
1637086626269,2021-11-16T13.17.06.269,0.082,0.298,0.249,1.075
1637086626288,2021-11-16T13.17.06.288,0.101,0.346,-0.017,1.127
1637086626308,2021-11-16T13.17.06.308,0.121,0.325,-0.024,1.122
1637086626329,2021-11-16T13.17.06.329,0.142,0.348,0.347,1.005
1637086626349,2021-11-16T13.17.06.349,0.162,0.270,0.550,0.883
1637086626370,2021-11-16T13.17.06.370,0.183,0.340,0.501,0.915
1637086626390,2021-11-16T13.17.06.390,0.203,0.492,0.395,1.007
1637086626411,2021-11-16T13.17.06.411,0.224,0.480,0.415,1.025
1637086626430,2021-11-16T13.17.06.430,0.243,0.373,0.404,0.949
1637086626451,2021-11-16T13.17.06.451,0.264,0.316,0.369,0.912
1637086626471,2021-11-16T13.17.06.471,0.284,0.349,0.344,0.933
1637086626492,2021-11-16T13.17.06.492,0.305,0.330,0.358,0.912
1637086626512,2021-11-16T13.17.06.512,0.325,0.312,0.373,0.889
1637086626533,2021-11-16T13.17.06.533,0.346,0.315,0.373,0.889
1637086626553,2021-11-16T13.17.06.553,0.366,0.303,0.401,0.873
1637086626574,2021-11-16T13.17.06.574,0.387,0.310,0.408,0.868
1637086626593,2021-11-16T13.17.06.593,0.406,0.319,0.402,0.867
1637086626613,2021-11-16T13.17.06.613,0.426,0.340,0.386,0.891
1637086626634,2021-11-16T13.17.06.634,0.447,0.341,0.364,0.895
1637086626654,2021-11-16T13.17.06.654,0.467,0.345,0.370,0.898
1637086626675,2021-11-16T13.17.06.675,0.488,0.359,0.379,0.902
1637086626695,2021-11-16T13.17.06.695,0.508,0.344,0.391,0.884
1637086626716,2021-11-16T13.17.06.716,0.529,0.349,0.408,0.876
1637086626735,2021-11-16T13.17.06.735,0.548,0.353,0.402,0.866
1637086626755,2021-11-16T13.17.06.755,0.568,0.352,0.401,0.865
1637086626776,2021-11-16T13.17.06.776,0.589,0.343,0.388,0.868
1637086626796,2021-11-16T13.17.06.796,0.609,0.353,0.387,0.863
1637086626817,2021-11-16T13.17.06.817,0.630,0.356,0.389,0.857
1637086626837,2021-11-16T13.17.06.837,0.650,0.368,0.389,0.862
1637086626858,2021-11-16T13.17.06.858,0.671,0.370,0.380,0.868
1637086626877,2021-11-16T13.17.06.877,0.690,0.364,0.383,0.865
1637086626897,2021-11-16T13.17.06.897,0.710,0.359,0.393,0.855
1637086626918,2021-11-16T13.17.06.918,0.731,0.374,0.380,0.857
1637086626938,2021-11-16T13.17.06.938,0.751,0.377,0.372,0.866
1637086626959,2021-11-16T13.17.06.959,0.772,0.378,0.367,0.873
1637086626979,2021-11-16T13.17.06.979,0.792,0.378,0.363,0.875
1637086627000,2021-11-16T13.17.07.000,0.813,0.374,0.369,0.871
1637086627020,2021-11-16T13.17.07.020,0.833,0.376,0.366,0.870
1637086627039,2021-11-16T13.17.07.039,0.852,0.392,0.353,0.872
1637086627060,2021-11-16T13.17.07.060,0.873,0.395,0.353,0.870
1637086627080,2021-11-16T13.17.07.080,0.893,0.388,0.362,0.865
1637086627101,2021-11-16T13.17.07.101,0.914,0.389,0.359,0.868
1637086627121,2021-11-16T13.17.07.121,0.934,0.396,0.347,0.867
1637086627142,2021-11-16T13.17.07.142,0.955,0.389,0.357,0.870
1637086627162,2021-11-16T13.17.07.162,0.975,0.396,0.352,0.874
1637086627181,2021-11-16T13.17.07.181,0.994,0.405,0.331,0.873
1637086627202,2021-11-16T13.17.07.202,1.015,0.405,0.319,0.877
1637086627222,2021-11-16T13.17.07.222,1.035,0.399,0.329,0.877
1637086627243,2021-11-16T13.17.07.243,1.056,0.405,0.327,0.877
1637086627264,2021-11-16T13.17.07.264,1.077,0.406,0.313,0.875
1637086627284,2021-11-16T13.17.07.284,1.097,0.406,0.309,0.879
1637086627305,2021-11-16T13.17.07.305,1.118,0.408,0.306,0.883
1637086627324,2021-11-16T13.17.07.324,1.137,0.407,0.308,0.880
1637086627344,2021-11-16T13.17.07.344,1.157,0.404,0.296,0.891
1637086627365,2021-11-16T13.17.07.365,1.178,0.403,0.316,0.887
1637086627385,2021-11-16T13.17.07.385,1.198,0.407,0.321,0.883
1637086627406,2021-11-16T13.17.07.406,1.219,0.393,0.326,0.898
1637086627426,2021-11-16T13.17.07.426,1.239,0.381,0.347,0.896
1637086627447,2021-11-16T13.17.07.447,1.260,0.379,0.318,0.915
1637086627466,2021-11-16T13.17.07.466,1.279,0.373,0.316,0.920
1637086627486,2021-11-16T13.17.07.486,1.299,0.393,0.295,0.929
1637086627507,2021-11-16T13.17.07.507,1.320,0.411,0.298,0.916
1637086627527,2021-11-16T13.17.07.527,1.340,0.429,0.273,0.911
1637086627548,2021-11-16T13.17.07.548,1.361,0.449,0.301,0.895
1637086627568,2021-11-16T13.17.07.568,1.381,0.458,0.366,0.855
1637086627589,2021-11-16T13.17.07.589,1.402,0.504,0.378,0.837
1637086627608,2021-11-16T13.17.07.608,1.421,0.555,0.329,0.819
1637086627628,2021-11-16T13.17.07.628,1.441,0.579,0.337,0.789
1637086627649,2021-11-16T13.17.07.649,1.462,0.646,0.369,0.793
1637086627669,2021-11-16T13.17.07.669,1.482,0.738,0.459,0.779
1637086627690,2021-11-16T13.17.07.690,1.503,0.792,0.562,0.769
1637086627710,2021-11-16T13.17.07.710,1.523,0.823,0.704,0.755
1637086627731,2021-11-16T13.17.07.731,1.544,0.896,0.737,0.709
1637086627750,2021-11-16T13.17.07.750,1.563,0.910,0.838,0.746
1637086627770,2021-11-16T13.17.07.770,1.583,0.789,0.563,0.739
1637086627791,2021-11-16T13.17.07.791,1.604,0.779,0.511,0.638
1637086627811,2021-11-16T13.17.07.811,1.624,0.674,0.791,0.386
1637086627832,2021-11-16T13.17.07.832,1.645,0.130,1.354,0.557
1637086627852,2021-11-16T13.17.07.852,1.665,0.527,0.992,0.996
1637086627873,2021-11-16T13.17.07.873,1.686,-0.226,-0.079,0.621
1637086627892,2021-11-16T13.17.07.892,1.705,-0.153,0.073,0.545
1637086627912,2021-11-16T13.17.07.912,1.725,0.092,0.527,0.672
1637086627933,2021-11-16T13.17.07.933,1.746,0.166,0.604,0.743
