epoc (ms),timestamp (-0500),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1605538806812,2020-11-16T10.00.06.812,0.000,-0.549,-0.122,0.427
1605538806831,2020-11-16T10.00.06.831,0.019,-0.366,-0.244,0.610
1605538806852,2020-11-16T10.00.06.852,0.040,-0.549,-0.305,0.427
1605538806872,2020-11-16T10.00.06.872,0.060,-0.488,-0.427,0.427
1605538806893,2020-11-16T10.00.06.893,0.081,-0.427,-0.488,0.427
1605538806913,2020-11-16T10.00.06.913,0.101,-0.305,-0.610,0.549
1605538806932,2020-11-16T10.00.06.932,0.120,-0.183,-0.671,0.488
1605538806953,2020-11-16T10.00.06.953,0.141,-0.183,-0.793,0.488
1605538806973,2020-11-16T10.00.06.973,0.161,-0.061,-1.037,0.427
1605538806994,2020-11-16T10.00.06.994,0.182,0.061,-1.341,0.488
1605538807014,2020-11-16T10.00.07.014,0.202,0.122,-1.768,0.549
1605538807034,2020-11-16T10.00.07.034,0.222,0.305,-2.134,0.427
1605538807054,2020-11-16T10.00.07.054,0.242,0.549,-2.256,0.244
1605538807075,2020-11-16T10.00.07.075,0.263,0.488,-2.378,0.305
1605538807095,2020-11-16T10.00.07.095,0.283,0.488,-2.561,0.366
1605538807114,2020-11-16T10.00.07.114,0.302,0.488,-2.500,0.427
1605538807135,2020-11-16T10.00.07.135,0.323,0.488,-2.500,0.427
1605538807155,2020-11-16T10.00.07.155,0.343,0.671,-2.500,0.427
1605538807176,2020-11-16T10.00.07.176,0.364,0.915,-2.378,0.427
1605538807196,2020-11-16T10.00.07.196,0.384,0.915,-2.195,0.488
1605538807215,2020-11-16T10.00.07.215,0.403,0.732,-2.073,0.671
1605538807236,2020-11-16T10.00.07.236,0.424,0.610,-1.890,0.732
1605538807256,2020-11-16T10.00.07.256,0.444,0.427,-1.646,0.793
1605538807277,2020-11-16T10.00.07.277,0.465,0.305,-1.402,0.732
1605538807297,2020-11-16T10.00.07.297,0.485,0.244,-1.220,0.610
1605538807316,2020-11-16T10.00.07.316,0.504,0.305,-1.098,0.549
1605538807337,2020-11-16T10.00.07.337,0.525,0.122,-0.915,0.427
1605538807357,2020-11-16T10.00.07.357,0.545,-0.122,-0.610,0.244
1605538807378,2020-11-16T10.00.07.378,0.566,-0.427,-0.305,0.183
1605538807397,2020-11-16T10.00.07.397,0.585,-0.671,-0.061,0.122
