epoc (ms),timestamp (-0500),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1637174364135,2021-11-17T13.39.24.135,0.000,0.333,0.441,0.838
1637174364154,2021-11-17T13.39.24.154,0.019,0.311,0.444,0.837
1637174364175,2021-11-17T13.39.24.175,0.040,0.311,0.459,0.838
1637174364194,2021-11-17T13.39.24.194,0.059,0.328,0.414,0.864
1637174364213,2021-11-17T13.39.24.213,0.078,0.281,0.420,0.866
1637174364234,2021-11-17T13.39.24.234,0.099,0.257,0.474,0.845
1637174364253,2021-11-17T13.39.24.253,0.118,0.284,0.430,0.861
1637174364273,2021-11-17T13.39.24.273,0.138,0.302,0.414,0.875
1637174364292,2021-11-17T13.39.24.292,0.157,0.310,0.395,0.875
1637174364313,2021-11-17T13.39.24.313,0.178,0.301,0.398,0.871
1637174364332,2021-11-17T13.39.24.332,0.197,0.279,0.455,0.869
1637174364351,2021-11-17T13.39.24.351,0.216,0.295,0.414,0.886
1637174364371,2021-11-17T13.39.24.371,0.236,0.309,0.402,0.880
1637174364390,2021-11-17T13.39.24.390,0.255,0.307,0.398,0.877
1637174364411,2021-11-17T13.39.24.411,0.276,0.307,0.398,0.875
1637174364430,2021-11-17T13.39.24.430,0.295,0.301,0.408,0.873
1637174364450,2021-11-17T13.39.24.450,0.315,0.302,0.388,0.876
1637174364469,2021-11-17T13.39.24.469,0.334,0.297,0.424,0.861
1637174364490,2021-11-17T13.39.24.490,0.355,0.296,0.425,0.864
1637174364509,2021-11-17T13.39.24.509,0.374,0.307,0.407,0.870
1637174364528,2021-11-17T13.39.24.528,0.393,0.309,0.411,0.870
1637174364548,2021-11-17T13.39.24.548,0.413,0.295,0.419,0.867
1637174364567,2021-11-17T13.39.24.567,0.432,0.293,0.423,0.872
1637174364588,2021-11-17T13.39.24.588,0.453,0.305,0.408,0.874
1637174364607,2021-11-17T13.39.24.607,0.472,0.304,0.408,0.872
1637174364628,2021-11-17T13.39.24.628,0.493,0.308,0.412,0.872
1637174364647,2021-11-17T13.39.24.647,0.512,0.312,0.397,0.877
1637174364666,2021-11-17T13.39.24.666,0.531,0.318,0.393,0.876
1637174364686,2021-11-17T13.39.24.686,0.551,0.313,0.420,0.862
1637174364705,2021-11-17T13.39.24.705,0.570,0.301,0.441,0.852
1637174364726,2021-11-17T13.39.24.726,0.591,0.301,0.441,0.854
1637174364745,2021-11-17T13.39.24.745,0.610,0.312,0.400,0.869
1637174364765,2021-11-17T13.39.24.765,0.630,0.314,0.410,0.866
1637174364784,2021-11-17T13.39.24.784,0.649,0.315,0.412,0.866
1637174364805,2021-11-17T13.39.24.805,0.670,0.312,0.427,0.855
1637174364824,2021-11-17T13.39.24.824,0.689,0.313,0.418,0.863
1637174364843,2021-11-17T13.39.24.843,0.708,0.317,0.407,0.868
1637174364863,2021-11-17T13.39.24.863,0.728,0.324,0.399,0.871
1637174364882,2021-11-17T13.39.24.882,0.747,0.320,0.408,0.865
1637174364903,2021-11-17T13.39.24.903,0.768,0.314,0.415,0.865
1637174364922,2021-11-17T13.39.24.922,0.787,0.312,0.412,0.868
1637174364942,2021-11-17T13.39.24.942,0.807,0.314,0.403,0.868
1637174364962,2021-11-17T13.39.24.962,0.827,0.317,0.404,0.869
1637174364981,2021-11-17T13.39.24.981,0.846,0.320,0.409,0.869
1637174365001,2021-11-17T13.39.25.001,0.866,0.316,0.397,0.873
1637174365020,2021-11-17T13.39.25.020,0.885,0.307,0.396,0.882
1637174365041,2021-11-17T13.39.25.041,0.906,0.298,0.420,0.875
1637174365060,2021-11-17T13.39.25.060,0.925,0.307,0.416,0.882
1637174365080,2021-11-17T13.39.25.080,0.945,0.322,0.395,0.903
