epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635346030344,2021-10-27T10.47.10.344,0.000,0.915,-0.671,0.061
1635346030364,2021-10-27T10.47.10.364,0.020,0.671,-0.549,0.122
1635346030383,2021-10-27T10.47.10.383,0.039,0.183,-0.427,0.000
1635346030404,2021-10-27T10.47.10.404,0.060,0.305,-0.366,0.000
1635346030424,2021-10-27T10.47.10.424,0.080,0.244,-0.427,0.000
1635346030443,2021-10-27T10.47.10.443,0.099,0.305,-0.366,0.000
1635346030464,2021-10-27T10.47.10.464,0.120,0.488,-0.305,0.000
1635346030483,2021-10-27T10.47.10.483,0.139,0.366,-0.366,0.000
1635346030503,2021-10-27T10.47.10.503,0.159,0.244,-0.427,0.061
1635346030522,2021-10-27T10.47.10.522,0.178,0.244,-0.488,0.122
1635346030543,2021-10-27T10.47.10.543,0.199,0.305,-0.427,0.061
1635346030564,2021-10-27T10.47.10.564,0.220,0.305,-0.488,0.122
1635346030583,2021-10-27T10.47.10.583,0.239,0.244,-0.427,0.061
1635346030603,2021-10-27T10.47.10.603,0.259,0.244,-0.427,0.061
1635346030622,2021-10-27T10.47.10.622,0.278,0.305,-0.427,0.061
1635346030643,2021-10-27T10.47.10.643,0.299,0.366,-0.427,0.061
1635346030662,2021-10-27T10.47.10.662,0.318,0.366,-0.366,-0.061
1635346030682,2021-10-27T10.47.10.682,0.338,0.427,-0.366,-0.061
1635346030703,2021-10-27T10.47.10.703,0.359,0.427,-0.366,-0.122
1635346030722,2021-10-27T10.47.10.722,0.378,0.488,-0.427,-0.122
1635346030742,2021-10-27T10.47.10.742,0.398,0.427,-0.488,-0.061
1635346030761,2021-10-27T10.47.10.761,0.417,0.244,-0.488,0.000
1635346030782,2021-10-27T10.47.10.782,0.438,0.244,-0.488,0.061
1635346030801,2021-10-27T10.47.10.801,0.457,0.183,-0.488,0.061
1635346030821,2021-10-27T10.47.10.821,0.477,0.183,-0.427,0.122
1635346030842,2021-10-27T10.47.10.842,0.498,0.244,-0.549,0.122
1635346030861,2021-10-27T10.47.10.861,0.517,0.427,-0.610,0.122
1635346030881,2021-10-27T10.47.10.881,0.537,0.488,-0.549,0.000
1635346030900,2021-10-27T10.47.10.900,0.556,0.427,-0.305,0.061
1635346030921,2021-10-27T10.47.10.921,0.577,0.366,-0.183,0.061
1635346030941,2021-10-27T10.47.10.941,0.597,0.305,-0.305,-0.061
1635346030960,2021-10-27T10.47.10.960,0.616,0.305,-0.305,0.000
1635346030981,2021-10-27T10.47.10.981,0.637,0.305,-0.427,-0.061
1635346031000,2021-10-27T10.47.11.000,0.656,0.244,-0.427,0.000
1635346031021,2021-10-27T10.47.11.021,0.677,0.244,-0.427,-0.061
1635346031040,2021-10-27T10.47.11.040,0.696,0.183,-0.488,0.061
1635346031060,2021-10-27T10.47.11.060,0.716,0.305,-0.427,0.000
1635346031081,2021-10-27T10.47.11.081,0.737,0.244,-0.427,0.000
1635346031100,2021-10-27T10.47.11.100,0.756,0.183,-0.427,0.061
1635346031120,2021-10-27T10.47.11.120,0.776,0.244,-0.488,0.061
1635346031139,2021-10-27T10.47.11.139,0.795,0.305,-0.427,0.061
1635346031160,2021-10-27T10.47.11.160,0.816,0.366,-0.427,0.000
1635346031179,2021-10-27T10.47.11.179,0.835,0.305,-0.427,0.000
1635346031199,2021-10-27T10.47.11.199,0.855,0.366,-0.427,0.000
1635346031220,2021-10-27T10.47.11.220,0.876,0.366,-0.427,0.000
1635346031239,2021-10-27T10.47.11.239,0.895,0.427,-0.488,-0.061
1635346031259,2021-10-27T10.47.11.259,0.915,0.366,-0.427,-0.061
1635346031278,2021-10-27T10.47.11.278,0.934,0.244,-0.427,0.000
1635346031299,2021-10-27T10.47.11.299,0.955,0.183,-0.366,0.061
1635346031319,2021-10-27T10.47.11.319,0.975,0.244,-0.488,0.122
1635346031338,2021-10-27T10.47.11.338,0.994,0.244,-0.488,0.122
1635346031359,2021-10-27T10.47.11.359,1.015,0.183,-0.488,0.122
1635346031378,2021-10-27T10.47.11.378,1.034,0.244,-0.366,0.061
1635346031398,2021-10-27T10.47.11.398,1.054,0.244,-0.427,0.000
1635346031418,2021-10-27T10.47.11.418,1.074,0.305,-0.427,0.000
1635346031438,2021-10-27T10.47.11.438,1.094,0.366,-0.366,0.000
1635346031459,2021-10-27T10.47.11.459,1.115,0.366,-0.305,-0.061
