epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1632410597669,2021-09-23T11.23.17.669,0.000,-1.098,0.000,-0.427
1632410597709,2021-09-23T11.23.17.709,0.040,-0.671,0.000,-0.610
1632410597748,2021-09-23T11.23.17.748,0.079,-0.366,0.000,-0.549
1632410597788,2021-09-23T11.23.17.788,0.119,-0.061,0.244,-0.488
1632410597827,2021-09-23T11.23.17.827,0.158,0.244,0.427,-0.549
1632410597865,2021-09-23T11.23.17.865,0.196,0.427,0.610,-0.488
1632410597905,2021-09-23T11.23.17.905,0.236,0.671,0.732,-0.549
1632410597945,2021-09-23T11.23.17.945,0.276,1.037,1.037,-0.610
1632410597984,2021-09-23T11.23.17.984,0.315,1.220,1.341,-0.488
1632410598024,2021-09-23T11.23.18.024,0.355,1.220,1.341,-0.427
1632410598063,2021-09-23T11.23.18.063,0.394,0.915,1.159,-0.366
1632410598103,2021-09-23T11.23.18.103,0.434,0.488,0.793,-0.366
1632410598142,2021-09-23T11.23.18.142,0.473,0.366,0.671,-0.366
1632410598180,2021-09-23T11.23.18.180,0.511,0.305,0.671,-0.427
1632410598220,2021-09-23T11.23.18.220,0.551,0.061,0.366,-0.488
1632410598259,2021-09-23T11.23.18.259,0.590,-0.061,0.305,-0.488
1632410598299,2021-09-23T11.23.18.299,0.630,0.061,0.427,-0.488
1632410598339,2021-09-23T11.23.18.339,0.670,0.183,0.427,-0.427
1632410598378,2021-09-23T11.23.18.378,0.709,0.183,0.488,-0.427
1632410598418,2021-09-23T11.23.18.418,0.749,0.122,0.549,-0.427
1632410598457,2021-09-23T11.23.18.457,0.788,0.000,0.366,-0.427
1632410598495,2021-09-23T11.23.18.495,0.826,-0.061,0.183,-0.488
1632410598535,2021-09-23T11.23.18.535,0.866,-0.183,0.122,-0.549
1632410598574,2021-09-23T11.23.18.574,0.905,-0.122,0.122,-0.610
1632410598614,2021-09-23T11.23.18.614,0.945,-0.061,0.183,-0.610
1632410598654,2021-09-23T11.23.18.654,0.985,-0.061,0.183,-0.671
1632410598693,2021-09-23T11.23.18.693,1.024,-0.061,0.244,-0.610
1632410598733,2021-09-23T11.23.18.733,1.064,0.000,0.183,-0.610
1632410598772,2021-09-23T11.23.18.772,1.103,0.061,0.305,-0.671
1632410598810,2021-09-23T11.23.18.810,1.141,0.122,0.305,-0.610
1632410598850,2021-09-23T11.23.18.850,1.181,0.061,0.305,-0.610
1632410598889,2021-09-23T11.23.18.889,1.220,0.061,0.305,-0.549
1632410598929,2021-09-23T11.23.18.929,1.260,0.061,0.366,-0.549
1632410598968,2021-09-23T11.23.18.968,1.299,0.061,0.427,-0.549
1632410599008,2021-09-23T11.23.19.008,1.339,0.061,0.366,-0.488
1632410599048,2021-09-23T11.23.19.048,1.379,0.000,0.305,-0.549
1632410599087,2021-09-23T11.23.19.087,1.418,-0.122,0.244,-0.549
1632410599125,2021-09-23T11.23.19.125,1.456,-0.183,0.183,-0.549
1632410599165,2021-09-23T11.23.19.165,1.496,-0.244,0.061,-0.549
1632410599204,2021-09-23T11.23.19.204,1.535,-0.183,0.061,-0.610
1632410599244,2021-09-23T11.23.19.244,1.575,-0.183,0.061,-0.610
1632410599283,2021-09-23T11.23.19.283,1.614,-0.183,0.122,-0.610
1632410599323,2021-09-23T11.23.19.323,1.654,-0.183,0.122,-0.549
1632410599363,2021-09-23T11.23.19.363,1.694,-0.366,-0.061,-0.549
1632410599401,2021-09-23T11.23.19.401,1.732,-0.427,-0.122,-0.610
1632410599440,2021-09-23T11.23.19.440,1.771,-0.366,0.000,-0.610
1632410599480,2021-09-23T11.23.19.480,1.811,-0.366,0.000,-0.610
1632410599519,2021-09-23T11.23.19.519,1.850,-0.366,0.000,-0.549
1632410599559,2021-09-23T11.23.19.559,1.890,-0.244,0.122,-0.549
1632410599598,2021-09-23T11.23.19.598,1.929,-0.061,0.305,-0.488
1632410599638,2021-09-23T11.23.19.638,1.969,0.061,0.427,-0.488
1632410599677,2021-09-23T11.23.19.677,2.008,0.061,0.488,-0.488
1632410599716,2021-09-23T11.23.19.716,2.047,0.061,0.488,-0.488
1632410599755,2021-09-23T11.23.19.755,2.086,0.122,0.549,-0.427
1632410599795,2021-09-23T11.23.19.795,2.126,0.122,0.549,-0.427
1632410599834,2021-09-23T11.23.19.834,2.165,0.183,0.549,-0.427
1632410599874,2021-09-23T11.23.19.874,2.205,0.183,0.549,-0.427
1632410599913,2021-09-23T11.23.19.913,2.244,0.122,0.549,-0.427
1632410599953,2021-09-23T11.23.19.953,2.284,0.122,0.488,-0.366
1632410599992,2021-09-23T11.23.19.992,2.323,0.000,0.366,-0.427
1632410600030,2021-09-23T11.23.20.030,2.361,0.000,0.427,-0.427
1632410600070,2021-09-23T11.23.20.070,2.401,-0.122,0.366,-0.488
1632410600110,2021-09-23T11.23.20.110,2.441,-0.244,0.244,-0.427
1632410600149,2021-09-23T11.23.20.149,2.480,-0.183,0.183,-0.549
1632410600189,2021-09-23T11.23.20.189,2.520,-0.183,0.061,-0.610
1632410600228,2021-09-23T11.23.20.228,2.559,-0.305,0.000,-0.671
1632410600268,2021-09-23T11.23.20.268,2.599,-0.305,-0.061,-0.610
1632410600307,2021-09-23T11.23.20.307,2.638,-0.305,-0.061,-0.610
1632410600345,2021-09-23T11.23.20.345,2.676,-0.244,0.061,-0.610
1632410600385,2021-09-23T11.23.20.385,2.716,-0.183,0.183,-0.549
1632410600425,2021-09-23T11.23.20.425,2.756,-0.183,0.122,-0.610
1632410600464,2021-09-23T11.23.20.464,2.795,-0.244,0.061,-0.549
1632410600504,2021-09-23T11.23.20.504,2.835,-0.366,0.000,-0.610
1632410600543,2021-09-23T11.23.20.543,2.874,-0.366,0.000,-0.610
1632410600583,2021-09-23T11.23.20.583,2.914,-0.366,0.000,-0.610
1632410600622,2021-09-23T11.23.20.622,2.953,-0.488,-0.061,-0.610
