epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1635347894288,2021-10-27T11.18.14.288,0.000,-12.683,-13.659,0.915
1635347894307,2021-10-27T11.18.14.307,0.019,-12.866,-15.488,5.427
1635347894327,2021-10-27T11.18.14.327,0.039,-7.744,-12.256,11.890
1635347894346,2021-10-27T11.18.14.346,0.058,-9.024,-11.829,18.963
1635347894367,2021-10-27T11.18.14.367,0.079,-5.610,-11.524,20.061
1635347894387,2021-10-27T11.18.14.387,0.099,-0.549,-11.585,16.220
1635347894406,2021-10-27T11.18.14.406,0.118,0.122,-13.354,14.573
1635347894427,2021-10-27T11.18.14.427,0.139,-1.829,-14.817,17.073
1635347894446,2021-10-27T11.18.14.446,0.158,-0.671,-15.488,17.012
1635347894466,2021-10-27T11.18.14.466,0.178,0.610,-19.573,16.341
1635347894487,2021-10-27T11.18.14.487,0.199,0.305,-24.451,14.512
1635347894506,2021-10-27T11.18.14.506,0.218,1.341,-32.195,9.451
1635347894527,2021-10-27T11.18.14.527,0.239,3.841,-42.256,4.817
1635347894546,2021-10-27T11.18.14.546,0.258,10.976,-59.390,4.085
1635347894566,2021-10-27T11.18.14.566,0.278,23.598,-81.159,0.244
1635347894585,2021-10-27T11.18.14.585,0.297,37.256,-117.744,2.988
1635347894606,2021-10-27T11.18.14.606,0.318,44.329,-178.598,11.402
1635347894626,2021-10-27T11.18.14.626,0.338,70.732,-257.988,21.951
1635347894645,2021-10-27T11.18.14.645,0.357,56.098,-378.232,69.512
1635347894666,2021-10-27T11.18.14.666,0.378,105.732,-544.024,56.402
1635347894685,2021-10-27T11.18.14.685,0.397,330.122,-615.854,24.146
1635347894705,2021-10-27T11.18.14.705,0.417,429.085,-499.634,91.341
1635347894724,2021-10-27T11.18.14.724,0.436,298.659,-352.927,210.305
1635347894745,2021-10-27T11.18.14.745,0.457,-32.805,-50.061,38.720
1635347894765,2021-10-27T11.18.14.765,0.477,-258.110,325.183,-163.720
1635347894784,2021-10-27T11.18.14.784,0.496,-119.085,267.012,-100.244
1635347894805,2021-10-27T11.18.14.805,0.517,41.463,354.451,-44.634
1635347894824,2021-10-27T11.18.14.824,0.536,29.634,478.171,-11.890
1635347894844,2021-10-27T11.18.14.844,0.556,-10.427,501.220,-17.988
1635347894865,2021-10-27T11.18.14.865,0.577,22.866,466.951,-77.012
1635347894884,2021-10-27T11.18.14.884,0.596,45.061,425.244,-148.537
1635347894904,2021-10-27T11.18.14.904,0.616,-17.134,420.488,-222.134
1635347894924,2021-10-27T11.18.14.924,0.636,-123.293,423.476,-243.171
1635347894944,2021-10-27T11.18.14.944,0.656,-137.744,424.451,-174.939
1635347894963,2021-10-27T11.18.14.963,0.675,-78.841,404.695,-77.561
1635347894984,2021-10-27T11.18.14.984,0.696,-97.988,212.683,-81.402
1635347895004,2021-10-27T11.18.15.004,0.716,-21.707,-20.915,-108.720
1635347895023,2021-10-27T11.18.15.023,0.735,50.122,-108.171,-48.354
1635347895044,2021-10-27T11.18.15.044,0.756,-127.927,-283.110,-1.707
1635347895063,2021-10-27T11.18.15.063,0.775,-59.085,-430.610,-85.488
1635347895083,2021-10-27T11.18.15.083,0.795,89.451,-350.183,14.146
1635347895102,2021-10-27T11.18.15.102,0.814,45.976,-144.268,63.963
1635347895123,2021-10-27T11.18.15.123,0.835,-50.000,-84.756,6.341
1635347895143,2021-10-27T11.18.15.143,0.855,-17.561,-46.341,-2.500
1635347895162,2021-10-27T11.18.15.162,0.874,-16.220,-23.049,-4.207
1635347895183,2021-10-27T11.18.15.183,0.895,-17.317,-18.902,-2.683
1635347895202,2021-10-27T11.18.15.202,0.914,-25.854,-23.537,-2.073
1635347895222,2021-10-27T11.18.15.222,0.934,-21.463,-19.878,-1.829
1635347895243,2021-10-27T11.18.15.243,0.955,-12.195,-13.902,-2.988
1635347895262,2021-10-27T11.18.15.262,0.974,2.195,-15.305,-1.159
1635347895282,2021-10-27T11.18.15.282,0.994,9.695,-13.963,4.146
1635347895301,2021-10-27T11.18.15.301,1.013,8.049,-13.476,9.573
1635347895322,2021-10-27T11.18.15.322,1.034,6.220,-12.317,12.439
1635347895341,2021-10-27T11.18.15.341,1.053,3.415,-9.329,14.268
1635347895361,2021-10-27T11.18.15.361,1.073,3.902,-8.415,12.927
1635347895382,2021-10-27T11.18.15.382,1.094,7.073,-9.512,9.451
1635347895401,2021-10-27T11.18.15.401,1.113,3.476,-10.976,10.854
1635347895422,2021-10-27T11.18.15.422,1.134,-0.854,-12.500,14.268
1635347895441,2021-10-27T11.18.15.441,1.153,-3.902,-15.000,15.854
1635347895461,2021-10-27T11.18.15.461,1.173,-3.598,-19.817,14.878
1635347895480,2021-10-27T11.18.15.480,1.192,-0.793,-26.890,10.427
1635347895501,2021-10-27T11.18.15.501,1.213,3.720,-36.768,4.756
1635347895521,2021-10-27T11.18.15.521,1.233,9.024,-52.561,0.366
1635347895540,2021-10-27T11.18.15.540,1.252,19.207,-71.646,-6.524
1635347895561,2021-10-27T11.18.15.561,1.273,36.829,-100.549,-12.988
1635347895580,2021-10-27T11.18.15.580,1.292,51.037,-146.037,-4.939
1635347895600,2021-10-27T11.18.15.600,1.312,68.780,-211.037,-3.049
1635347895621,2021-10-27T11.18.15.621,1.333,103.841,-299.939,3.354
1635347895640,2021-10-27T11.18.15.640,1.352,104.878,-426.402,48.110
1635347895660,2021-10-27T11.18.15.660,1.372,186.585,-562.927,26.707
1635347895679,2021-10-27T11.18.15.679,1.391,390.549,-541.768,-10.122
1635347895700,2021-10-27T11.18.15.700,1.412,410.061,-456.707,60.244
1635347895719,2021-10-27T11.18.15.719,1.431,254.634,-375.610,159.085
1635347895739,2021-10-27T11.18.15.739,1.451,-64.207,-10.305,44.268
1635347895760,2021-10-27T11.18.15.760,1.472,-247.256,371.402,-79.512
1635347895779,2021-10-27T11.18.15.779,1.491,-132.561,299.207,-32.927
1635347895799,2021-10-27T11.18.15.799,1.511,3.293,358.232,-22.378
1635347895819,2021-10-27T11.18.15.819,1.531,-26.341,473.110,-11.037
1635347895839,2021-10-27T11.18.15.839,1.551,-78.780,511.890,0.488
1635347895860,2021-10-27T11.18.15.860,1.572,-36.951,494.878,-39.634
1635347895879,2021-10-27T11.18.15.879,1.591,-13.049,457.988,-99.268
1635347895899,2021-10-27T11.18.15.899,1.611,-49.756,438.476,-154.512
1635347895918,2021-10-27T11.18.15.918,1.630,-93.415,448.171,-174.573
1635347895939,2021-10-27T11.18.15.939,1.651,-109.512,467.012,-140.915
1635347895958,2021-10-27T11.18.15.958,1.670,-85.793,454.024,-94.756
1635347895978,2021-10-27T11.18.15.978,1.690,-59.268,281.098,-120.549
1635347895999,2021-10-27T11.18.15.999,1.711,-33.720,62.256,-116.951
1635347896018,2021-10-27T11.18.16.018,1.730,48.354,-35.183,-40.854
1635347896038,2021-10-27T11.18.16.038,1.750,10.793,-137.866,9.512
1635347896057,2021-10-27T11.18.16.057,1.769,-90.427,-431.402,-39.939
1635347896078,2021-10-27T11.18.16.078,1.790,54.695,-476.585,-15.488
1635347896097,2021-10-27T11.18.16.097,1.809,83.659,-268.171,85.183
1635347896117,2021-10-27T11.18.16.117,1.829,-38.598,-90.549,36.768
1635347896138,2021-10-27T11.18.16.138,1.850,-19.085,-69.085,10.793
1635347896157,2021-10-27T11.18.16.157,1.869,-21.585,-45.488,4.573
1635347896177,2021-10-27T11.18.16.177,1.889,-32.378,-20.183,4.756
1635347896196,2021-10-27T11.18.16.196,1.908,-32.439,-14.146,3.598
1635347896217,2021-10-27T11.18.16.217,1.929,-33.476,-15.366,3.415
1635347896237,2021-10-27T11.18.16.237,1.949,-24.146,-11.829,0.244
1635347896257,2021-10-27T11.18.16.257,1.969,-13.720,-8.415,-2.561
1635347896277,2021-10-27T11.18.16.277,1.989,-6.768,-5.915,-0.549
1635347896296,2021-10-27T11.18.16.296,2.008,-4.451,-5.183,3.171
1635347896317,2021-10-27T11.18.16.317,2.029,-4.268,-5.671,7.683
1635347896336,2021-10-27T11.18.16.336,2.048,-6.280,-5.122,11.524
1635347896356,2021-10-27T11.18.16.356,2.068,-3.049,-5.183,11.220
1635347896377,2021-10-27T11.18.16.377,2.089,2.012,-5.915,8.720
1635347896396,2021-10-27T11.18.16.396,2.108,0.000,-6.890,7.622
1635347896416,2021-10-27T11.18.16.416,2.128,0.488,-7.622,7.744
1635347896435,2021-10-27T11.18.16.435,2.147,1.463,-9.207,7.866
1635347896456,2021-10-27T11.18.16.456,2.168,1.768,-13.171,7.439
1635347896475,2021-10-27T11.18.16.475,2.187,2.622,-17.744,7.744
1635347896495,2021-10-27T11.18.16.495,2.207,2.622,-22.988,8.171
1635347896516,2021-10-27T11.18.16.516,2.228,0.915,-30.305,6.951
1635347896535,2021-10-27T11.18.16.535,2.247,0.793,-39.878,5.671
1635347896555,2021-10-27T11.18.16.555,2.267,7.012,-53.659,6.341
1635347896574,2021-10-27T11.18.16.574,2.286,18.354,-78.110,5.915
1635347896595,2021-10-27T11.18.16.595,2.307,34.268,-113.537,0.366
1635347896615,2021-10-27T11.18.16.615,2.327,48.476,-170.549,15.793
1635347896634,2021-10-27T11.18.16.634,2.346,66.098,-252.744,28.049
1635347896655,2021-10-27T11.18.16.655,2.367,73.537,-368.659,56.280
1635347896674,2021-10-27T11.18.16.674,2.386,102.500,-528.171,50.183
1635347896695,2021-10-27T11.18.16.695,2.407,305.793,-606.768,5.305
1635347896714,2021-10-27T11.18.16.714,2.426,345.061,-527.683,71.646
1635347896734,2021-10-27T11.18.16.734,2.446,224.695,-407.256,165.488
1635347896755,2021-10-27T11.18.16.755,2.467,-11.341,-178.659,69.390
1635347896774,2021-10-27T11.18.16.774,2.486,-248.720,297.317,-112.439
1635347896794,2021-10-27T11.18.16.794,2.506,-145.488,328.537,-66.159
1635347896813,2021-10-27T11.18.16.813,2.525,22.073,349.390,1.159
1635347896834,2021-10-27T11.18.16.834,2.546,43.902,460.061,25.305
1635347896854,2021-10-27T11.18.16.854,2.566,-3.720,501.280,32.195
1635347896873,2021-10-27T11.18.16.873,2.585,8.476,464.756,-19.695
1635347896894,2021-10-27T11.18.16.894,2.606,21.280,410.427,-106.402
1635347896913,2021-10-27T11.18.16.913,2.625,-8.720,380.671,-182.500
1635347896933,2021-10-27T11.18.16.933,2.645,-50.061,380.793,-210.854
1635347896952,2021-10-27T11.18.16.952,2.664,-67.073,402.317,-175.610
1635347896973,2021-10-27T11.18.16.973,2.685,-39.817,422.073,-107.622
1635347896993,2021-10-27T11.18.16.993,2.705,-39.695,338.049,-106.098
1635347897012,2021-10-27T11.18.17.012,2.724,-17.927,141.951,-144.390
1635347897033,2021-10-27T11.18.17.033,2.745,89.573,0.671,-97.988
1635347897052,2021-10-27T11.18.17.052,2.764,-21.098,-118.720,-20.549
1635347897072,2021-10-27T11.18.17.072,2.784,-239.939,-430.976,-94.939
1635347897093,2021-10-27T11.18.17.093,2.805,-6.098,-479.451,-69.695
1635347897112,2021-10-27T11.18.17.112,2.824,124.390,-344.878,140.976
1635347897132,2021-10-27T11.18.17.132,2.844,-84.451,-107.561,29.634
1635347897152,2021-10-27T11.18.17.152,2.864,-23.110,-34.329,-13.171
1635347897172,2021-10-27T11.18.17.172,2.884,-6.585,-26.524,-2.012
1635347897191,2021-10-27T11.18.17.191,2.903,-14.817,-12.134,-1.159
1635347897212,2021-10-27T11.18.17.212,2.924,-14.939,-5.793,-2.683
1635347897232,2021-10-27T11.18.17.232,2.944,-12.683,-6.524,-4.207
1635347897251,2021-10-27T11.18.17.251,2.963,-8.963,-7.073,-3.780
1635347897272,2021-10-27T11.18.17.272,2.984,-6.220,-3.841,-2.927
1635347897291,2021-10-27T11.18.17.291,3.003,-0.610,-4.146,-0.793
1635347897311,2021-10-27T11.18.17.311,3.023,0.000,-3.720,2.805
1635347897332,2021-10-27T11.18.17.332,3.044,-1.159,-2.317,4.329
1635347897351,2021-10-27T11.18.17.351,3.063,-2.073,-1.220,6.159
1635347897371,2021-10-27T11.18.17.371,3.083,-3.476,-0.183,8.293
1635347897390,2021-10-27T11.18.17.390,3.102,-2.988,0.061,8.476
1635347897411,2021-10-27T11.18.17.411,3.123,-0.183,-0.915,6.707
1635347897430,2021-10-27T11.18.17.430,3.142,1.829,-0.976,5.549
1635347897450,2021-10-27T11.18.17.450,3.162,-1.037,-2.256,5.854
1635347897471,2021-10-27T11.18.17.471,3.183,-2.622,-4.329,7.561
1635347897490,2021-10-27T11.18.17.490,3.202,-3.171,-7.439,8.476
1635347897510,2021-10-27T11.18.17.510,3.222,-3.659,-10.671,8.171
1635347897529,2021-10-27T11.18.17.529,3.241,-4.939,-14.573,7.378
1635347897550,2021-10-27T11.18.17.550,3.262,-6.646,-21.768,7.988
1635347897569,2021-10-27T11.18.17.569,3.281,-6.707,-31.585,8.171
1635347897590,2021-10-27T11.18.17.590,3.302,-0.244,-40.976,7.744
1635347897610,2021-10-27T11.18.17.610,3.322,16.098,-55.854,3.476
1635347897629,2021-10-27T11.18.17.629,3.341,32.256,-91.037,4.146
1635347897650,2021-10-27T11.18.17.650,3.362,52.439,-143.171,5.671
1635347897669,2021-10-27T11.18.17.669,3.381,73.780,-228.049,12.134
1635347897689,2021-10-27T11.18.17.689,3.401,111.585,-350.061,9.573
1635347897708,2021-10-27T11.18.17.708,3.420,142.195,-501.951,6.463
1635347897729,2021-10-27T11.18.17.729,3.441,265.244,-568.598,-40.122
1635347897749,2021-10-27T11.18.17.749,3.461,318.659,-485.366,-19.573
1635347897768,2021-10-27T11.18.17.768,3.480,226.951,-417.927,62.317
1635347897789,2021-10-27T11.18.17.789,3.501,15.061,-344.512,101.951
1635347897808,2021-10-27T11.18.17.808,3.520,-233.049,62.134,-8.049
1635347897828,2021-10-27T11.18.17.828,3.540,-246.280,310.488,-58.963
1635347897847,2021-10-27T11.18.17.847,3.559,-124.695,230.000,8.963
1635347897868,2021-10-27T11.18.17.868,3.580,-62.134,257.622,36.707
1635347897888,2021-10-27T11.18.17.888,3.600,-78.354,322.622,40.061
1635347897907,2021-10-27T11.18.17.907,3.619,-110.732,332.744,17.317
1635347897928,2021-10-27T11.18.17.928,3.640,-127.988,297.195,-58.354
1635347897947,2021-10-27T11.18.17.947,3.659,-170.061,240.610,-150.854
1635347897967,2021-10-27T11.18.17.967,3.679,-229.024,170.854,-205.366
1635347897988,2021-10-27T11.18.17.988,3.700,-270.671,99.146,-223.537
1635347898007,2021-10-27T11.18.18.007,3.719,-326.707,32.744,-241.707
1635347898028,2021-10-27T11.18.18.028,3.740,-426.829,-36.280,-294.512
1635347898047,2021-10-27T11.18.18.047,3.759,-520.366,-112.988,-371.829
1635347898067,2021-10-27T11.18.18.067,3.779,-495.244,-189.695,-402.500
1635347898086,2021-10-27T11.18.18.086,3.798,-269.085,-190.183,-461.707
1635347898107,2021-10-27T11.18.18.107,3.819,-35.732,10.427,-290.305
1635347898127,2021-10-27T11.18.18.127,3.839,96.098,181.037,-92.744
1635347898146,2021-10-27T11.18.18.146,3.858,-19.512,213.171,5.000
1635347898167,2021-10-27T11.18.18.167,3.879,-102.805,174.756,88.963
1635347898186,2021-10-27T11.18.18.186,3.898,-115.793,103.902,70.732
1635347898206,2021-10-27T11.18.18.206,3.918,-14.573,-1.768,-2.988
1635347898225,2021-10-27T11.18.18.225,3.937,5.244,-17.805,-12.805
1635347898246,2021-10-27T11.18.18.246,3.958,2.744,-9.207,-7.012
1635347898266,2021-10-27T11.18.18.266,3.978,0.366,-9.024,-6.829
1635347898285,2021-10-27T11.18.18.285,3.997,1.829,-8.902,-7.866
1635347898306,2021-10-27T11.18.18.306,4.018,-0.244,-4.695,-6.646
1635347898325,2021-10-27T11.18.18.325,4.037,-6.220,-0.854,-3.171
1635347898345,2021-10-27T11.18.18.345,4.057,-9.329,0.488,-3.476
1635347898364,2021-10-27T11.18.18.364,4.076,-9.207,1.220,-4.329
1635347898385,2021-10-27T11.18.18.385,4.097,-7.683,2.073,-6.280
1635347898405,2021-10-27T11.18.18.405,4.117,-5.976,2.500,-8.659
1635347898424,2021-10-27T11.18.18.424,4.136,-4.207,1.463,-10.305
1635347898445,2021-10-27T11.18.18.445,4.157,-2.683,-0.183,-11.098
1635347898464,2021-10-27T11.18.18.464,4.176,-2.439,-1.341,-10.854
1635347898485,2021-10-27T11.18.18.485,4.197,-3.293,-1.280,-9.390
1635347898505,2021-10-27T11.18.18.505,4.217,-3.902,-1.098,-9.207
1635347898524,2021-10-27T11.18.18.524,4.236,-2.988,-0.183,-9.146
1635347898545,2021-10-27T11.18.18.545,4.257,-1.890,1.951,-8.659
1635347898564,2021-10-27T11.18.18.564,4.276,-1.159,3.598,-8.598
1635347898584,2021-10-27T11.18.18.584,4.296,-1.341,5.183,-10.000
1635347898603,2021-10-27T11.18.18.603,4.315,-0.183,7.622,-11.159
1635347898624,2021-10-27T11.18.18.624,4.336,-0.671,5.671,-9.085
1635347898644,2021-10-27T11.18.18.644,4.356,-1.524,1.646,-6.098
1635347898663,2021-10-27T11.18.18.663,4.375,-2.012,-0.305,-5.000
1635347898684,2021-10-27T11.18.18.684,4.396,-2.683,-1.463,-5.000
1635347898703,2021-10-27T11.18.18.703,4.415,-2.500,-1.829,-3.841
1635347898723,2021-10-27T11.18.18.723,4.435,-1.037,-1.037,-2.317
1635347898742,2021-10-27T11.18.18.742,4.454,0.305,0.732,-2.134
1635347898763,2021-10-27T11.18.18.763,4.475,1.098,2.561,-2.256
1635347898783,2021-10-27T11.18.18.783,4.495,0.793,3.049,-1.463
1635347898802,2021-10-27T11.18.18.802,4.514,-0.122,1.768,-0.183
1635347898823,2021-10-27T11.18.18.823,4.535,-0.549,0.671,0.366
1635347898842,2021-10-27T11.18.18.842,4.554,-0.854,0.427,0.671
1635347898862,2021-10-27T11.18.18.862,4.574,-1.402,0.488,1.585
1635347898882,2021-10-27T11.18.18.882,4.594,-2.073,0.488,2.256
1635347898902,2021-10-27T11.18.18.902,4.614,-2.622,0.122,2.317
1635347898923,2021-10-27T11.18.18.923,4.635,-2.744,0.183,2.073
1635347898942,2021-10-27T11.18.18.942,4.654,-1.768,0.549,2.073
1635347898962,2021-10-27T11.18.18.962,4.674,-0.427,0.488,2.256
1635347898981,2021-10-27T11.18.18.981,4.693,0.244,0.244,2.622
1635347899002,2021-10-27T11.18.19.002,4.714,0.366,1.524,2.805
1635347899021,2021-10-27T11.18.19.021,4.733,0.305,3.171,2.683
1635347899041,2021-10-27T11.18.19.041,4.753,0.061,3.841,2.744
1635347899062,2021-10-27T11.18.19.062,4.774,-1.402,2.134,3.659
1635347899081,2021-10-27T11.18.19.081,4.793,-2.622,-1.524,4.695
1635347899101,2021-10-27T11.18.19.101,4.813,-3.293,-4.329,4.573
1635347899120,2021-10-27T11.18.19.120,4.832,-3.720,-6.585,5.366
1635347899141,2021-10-27T11.18.19.141,4.853,-5.122,-10.366,6.829
1635347899161,2021-10-27T11.18.19.161,4.873,-6.463,-15.610,5.976
1635347899180,2021-10-27T11.18.19.180,4.892,-8.049,-21.037,3.415
1635347899201,2021-10-27T11.18.19.201,4.913,-9.329,-27.256,2.317
1635347899220,2021-10-27T11.18.19.220,4.932,-8.963,-36.280,6.890
1635347899240,2021-10-27T11.18.19.240,4.952,-7.561,-50.671,10.366
1635347899259,2021-10-27T11.18.19.259,4.971,-9.329,-67.317,10.000
1635347899280,2021-10-27T11.18.19.280,4.992,-6.951,-84.512,12.134
1635347899300,2021-10-27T11.18.19.300,5.012,-12.744,-106.341,15.610
1635347899320,2021-10-27T11.18.19.320,5.032,-31.890,-130.488,15.671
1635347899340,2021-10-27T11.18.19.340,5.052,-63.659,-151.890,9.817
1635347899359,2021-10-27T11.18.19.359,5.071,-130.915,-160.793,-3.293
1635347899380,2021-10-27T11.18.19.380,5.092,-193.476,-146.159,-44.878
1635347899399,2021-10-27T11.18.19.399,5.111,-247.805,-117.988,-166.646
1635347899419,2021-10-27T11.18.19.419,5.131,-320.183,-92.622,-375.488
1635347899440,2021-10-27T11.18.19.440,5.152,-380.000,-52.256,-513.902
1635347899459,2021-10-27T11.18.19.459,5.171,-329.573,56.890,-510.183
1635347899479,2021-10-27T11.18.19.479,5.191,-206.341,135.610,-413.841
1635347899498,2021-10-27T11.18.19.498,5.210,-114.207,127.683,-303.354
1635347899519,2021-10-27T11.18.19.519,5.231,-84.695,79.756,-226.707
1635347899538,2021-10-27T11.18.19.538,5.250,-71.280,46.220,-196.463
1635347899558,2021-10-27T11.18.19.558,5.270,-155.671,57.439,-129.695
1635347899579,2021-10-27T11.18.19.579,5.291,-162.073,34.634,-9.634
1635347899598,2021-10-27T11.18.19.598,5.310,-32.317,90.854,104.207
1635347899618,2021-10-27T11.18.19.618,5.330,0.366,122.012,153.293
1635347899637,2021-10-27T11.18.19.637,5.349,-89.817,69.634,39.024
1635347899658,2021-10-27T11.18.19.658,5.370,33.780,14.146,-8.598
1635347899678,2021-10-27T11.18.19.678,5.390,25.427,-9.634,-2.500
1635347899697,2021-10-27T11.18.19.697,5.409,18.476,-9.512,-1.768
1635347899718,2021-10-27T11.18.19.718,5.430,13.841,1.159,-3.720
1635347899737,2021-10-27T11.18.19.737,5.449,7.744,6.463,0.183
1635347899757,2021-10-27T11.18.19.757,5.469,3.963,7.744,5.732
1635347899777,2021-10-27T11.18.19.777,5.489,1.768,7.988,6.159
1635347899797,2021-10-27T11.18.19.797,5.509,1.829,6.098,0.061
1635347899818,2021-10-27T11.18.19.818,5.530,2.805,5.000,-1.951
1635347899837,2021-10-27T11.18.19.837,5.549,2.195,5.000,1.402
1635347899857,2021-10-27T11.18.19.857,5.569,-1.402,4.939,3.171
1635347899876,2021-10-27T11.18.19.876,5.588,-2.622,4.085,4.024
1635347899897,2021-10-27T11.18.19.897,5.609,-1.829,3.902,4.329
1635347899916,2021-10-27T11.18.19.916,5.628,-1.220,4.451,3.659
1635347899936,2021-10-27T11.18.19.936,5.648,-1.951,3.537,2.927
1635347899957,2021-10-27T11.18.19.957,5.669,-3.598,1.463,2.866
1635347899976,2021-10-27T11.18.19.976,5.688,-4.695,-0.122,3.598
1635347899996,2021-10-27T11.18.19.996,5.708,-3.902,-0.976,4.451
1635347900015,2021-10-27T11.18.20.015,5.727,-2.073,-1.280,5.061
1635347900036,2021-10-27T11.18.20.036,5.748,-1.098,-2.134,5.244
1635347900055,2021-10-27T11.18.20.055,5.767,-0.305,-5.183,4.573
1635347900075,2021-10-27T11.18.20.075,5.787,1.098,-9.329,4.085
1635347900096,2021-10-27T11.18.20.096,5.808,3.476,-12.012,5.366
1635347900115,2021-10-27T11.18.20.115,5.827,5.305,-15.000,7.439
1635347900135,2021-10-27T11.18.20.135,5.847,5.305,-17.988,10.244
1635347900154,2021-10-27T11.18.20.154,5.866,2.622,-21.707,13.232
1635347900175,2021-10-27T11.18.20.175,5.887,-0.244,-28.841,16.220
1635347900194,2021-10-27T11.18.20.194,5.906,-1.098,-39.756,13.780
1635347900215,2021-10-27T11.18.20.215,5.927,3.780,-60.305,12.805
1635347900235,2021-10-27T11.18.20.235,5.947,2.988,-84.268,20.671
1635347900254,2021-10-27T11.18.20.254,5.966,3.232,-118.415,29.085
1635347900275,2021-10-27T11.18.20.275,5.987,-5.366,-160.427,49.451
1635347900294,2021-10-27T11.18.20.294,6.006,-11.585,-208.659,58.537
1635347900314,2021-10-27T11.18.20.314,6.026,1.890,-259.268,46.890
1635347900335,2021-10-27T11.18.20.335,6.047,1.220,-323.598,53.415
1635347900354,2021-10-27T11.18.20.354,6.066,-32.866,-352.439,106.037
1635347900374,2021-10-27T11.18.20.374,6.086,-33.720,-298.110,153.110
1635347900393,2021-10-27T11.18.20.393,6.105,-120.915,-182.012,91.098
1635347900414,2021-10-27T11.18.20.414,6.126,-273.841,-66.524,-184.207
1635347900433,2021-10-27T11.18.20.433,6.145,-225.000,45.671,-332.866
1635347900453,2021-10-27T11.18.20.453,6.165,-147.012,147.866,-263.415
1635347900474,2021-10-27T11.18.20.474,6.186,-46.463,240.976,-158.659
1635347900493,2021-10-27T11.18.20.493,6.205,30.854,309.207,-70.366
1635347900513,2021-10-27T11.18.20.513,6.225,47.927,321.707,-31.768
1635347900532,2021-10-27T11.18.20.532,6.244,52.805,281.768,-62.927
1635347900553,2021-10-27T11.18.20.553,6.265,16.341,222.073,-149.878
1635347900572,2021-10-27T11.18.20.572,6.284,-64.024,166.037,-228.598
1635347900592,2021-10-27T11.18.20.592,6.304,-124.573,130.976,-238.232
1635347900613,2021-10-27T11.18.20.613,6.325,-140.122,91.098,-184.817
1635347900632,2021-10-27T11.18.20.632,6.344,-57.256,43.476,-136.951
1635347900653,2021-10-27T11.18.20.653,6.365,87.622,18.537,-117.866
1635347900672,2021-10-27T11.18.20.672,6.384,190.976,-37.195,-59.512
1635347900692,2021-10-27T11.18.20.692,6.404,-69.207,-128.537,91.463
1635347900711,2021-10-27T11.18.20.711,6.423,-281.768,-114.573,199.756
1635347900732,2021-10-27T11.18.20.732,6.444,-210.732,123.780,90.793
1635347900752,2021-10-27T11.18.20.752,6.464,48.598,72.378,44.390
1635347900771,2021-10-27T11.18.20.771,6.483,-6.646,-12.317,1.768
1635347900792,2021-10-27T11.18.20.792,6.504,3.780,-23.963,-15.305
1635347900811,2021-10-27T11.18.20.811,6.523,8.415,-9.268,-6.280
1635347900831,2021-10-27T11.18.20.831,6.543,-3.841,3.841,1.037
1635347900852,2021-10-27T11.18.20.852,6.564,-3.963,3.415,-0.244
1635347900871,2021-10-27T11.18.20.871,6.583,-1.585,0.366,-0.854
1635347900891,2021-10-27T11.18.20.891,6.603,-0.122,-0.122,-2.012
1635347900910,2021-10-27T11.18.20.910,6.622,-1.707,2.195,-4.085
1635347900931,2021-10-27T11.18.20.931,6.643,-1.341,3.171,-3.841
1635347900950,2021-10-27T11.18.20.950,6.662,-0.793,3.415,-3.232
1635347900970,2021-10-27T11.18.20.970,6.682,1.098,3.598,-3.293
1635347900991,2021-10-27T11.18.20.991,6.703,0.671,1.829,-2.378
1635347901010,2021-10-27T11.18.21.010,6.722,-1.220,-0.610,-0.793
1635347901030,2021-10-27T11.18.21.030,6.742,-5.000,-2.927,1.037
1635347901049,2021-10-27T11.18.21.049,6.761,-7.988,-4.024,3.232
1635347901070,2021-10-27T11.18.21.070,6.782,-10.244,-2.744,5.610
1635347901089,2021-10-27T11.18.21.089,6.801,-13.110,-1.159,7.378
1635347901110,2021-10-27T11.18.21.110,6.822,-12.988,-0.061,7.744
1635347901130,2021-10-27T11.18.21.130,6.842,-10.488,0.366,6.341
1635347901149,2021-10-27T11.18.21.149,6.861,-8.659,0.610,4.512
1635347901170,2021-10-27T11.18.21.170,6.882,-8.293,2.317,4.085
1635347901189,2021-10-27T11.18.21.189,6.901,-7.744,5.305,4.085
1635347901209,2021-10-27T11.18.21.209,6.921,-7.195,8.537,3.963
1635347901228,2021-10-27T11.18.21.228,6.940,-6.098,11.220,4.756
1635347901249,2021-10-27T11.18.21.249,6.961,-4.817,12.012,4.756
1635347901269,2021-10-27T11.18.21.269,6.981,-2.988,10.122,4.329
1635347901288,2021-10-27T11.18.21.288,7.000,-4.573,5.122,2.317
