epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619620128080,2021-04-28T10.28.48.080,0.000,0.000,-0.366,0.549
1619620128101,2021-04-28T10.28.48.101,0.021,-0.366,-0.610,0.976
1619620128120,2021-04-28T10.28.48.120,0.040,-0.061,-0.122,0.671
1619620128140,2021-04-28T10.28.48.140,0.060,-0.061,-0.122,0.732
1619620128161,2021-04-28T10.28.48.161,0.081,-0.061,-0.061,0.915
1619620128181,2021-04-28T10.28.48.181,0.101,-0.122,-0.061,1.098
1619620128202,2021-04-28T10.28.48.202,0.122,-0.244,0.000,1.159
1619620128221,2021-04-28T10.28.48.221,0.141,-0.244,-0.183,1.280
1619620128241,2021-04-28T10.28.48.241,0.161,-0.244,-0.366,1.220
1619620128262,2021-04-28T10.28.48.262,0.182,-0.244,-0.427,1.159
1619620128282,2021-04-28T10.28.48.282,0.202,-0.183,-0.488,1.098
1619620128303,2021-04-28T10.28.48.303,0.223,-0.122,-0.488,0.976
1619620128322,2021-04-28T10.28.48.322,0.242,-0.061,-0.549,0.915
1619620128342,2021-04-28T10.28.48.342,0.262,-0.122,-0.488,0.854
1619620128363,2021-04-28T10.28.48.363,0.283,-0.183,-0.366,0.915
1619620128384,2021-04-28T10.28.48.384,0.304,-0.183,-0.366,0.976
1619620128404,2021-04-28T10.28.48.404,0.324,-0.122,-0.305,1.037
1619620128423,2021-04-28T10.28.48.423,0.343,-0.183,-0.305,1.098
1619620128444,2021-04-28T10.28.48.444,0.364,-0.305,-0.244,1.159
1619620128464,2021-04-28T10.28.48.464,0.384,-0.305,-0.244,1.220
1619620128485,2021-04-28T10.28.48.485,0.405,-0.244,-0.244,1.220
1619620128505,2021-04-28T10.28.48.505,0.425,-0.183,-0.183,1.159
1619620128524,2021-04-28T10.28.48.524,0.444,-0.244,-0.305,1.098
1619620128545,2021-04-28T10.28.48.545,0.465,-0.183,-0.366,1.098
1619620128565,2021-04-28T10.28.48.565,0.485,-0.122,-0.305,1.037
1619620128586,2021-04-28T10.28.48.586,0.506,-0.122,-0.427,0.915
1619620128606,2021-04-28T10.28.48.606,0.526,-0.122,-0.427,0.915
1619620128625,2021-04-28T10.28.48.625,0.545,-0.122,-0.488,0.854
1619620128646,2021-04-28T10.28.48.646,0.566,-0.061,-0.549,0.854
1619620128666,2021-04-28T10.28.48.666,0.586,-0.061,-0.610,0.854
1619620128687,2021-04-28T10.28.48.687,0.607,-0.061,-0.488,0.854
1619620128707,2021-04-28T10.28.48.707,0.627,-0.061,-0.366,0.854
1619620128726,2021-04-28T10.28.48.726,0.646,-0.061,-0.366,0.915
1619620128747,2021-04-28T10.28.48.747,0.667,-0.122,-0.366,0.915
1619620128767,2021-04-28T10.28.48.767,0.687,-0.183,-0.244,0.976
1619620128788,2021-04-28T10.28.48.788,0.708,-0.122,-0.122,0.976
1619620128808,2021-04-28T10.28.48.808,0.728,-0.122,-0.061,0.915
1619620128827,2021-04-28T10.28.48.827,0.747,-0.183,0.122,0.915
1619620128848,2021-04-28T10.28.48.848,0.768,-0.183,0.061,1.037
1619620128868,2021-04-28T10.28.48.868,0.788,-0.183,0.000,1.220
1619620128889,2021-04-28T10.28.48.889,0.809,-0.305,-0.183,1.463
1619620128908,2021-04-28T10.28.48.908,0.828,-0.366,-0.366,1.585
1619620128928,2021-04-28T10.28.48.928,0.848,-0.366,-0.244,1.646
1619620128949,2021-04-28T10.28.48.949,0.869,-0.305,0.000,1.646
1619620128969,2021-04-28T10.28.48.969,0.889,-0.305,0.122,1.402
1619620128990,2021-04-28T10.28.48.990,0.910,-0.244,0.183,1.159
1619620129009,2021-04-28T10.28.49.009,0.929,-0.122,0.122,0.854
1619620129029,2021-04-28T10.28.49.029,0.949,0.000,-0.183,0.610
1619620129050,2021-04-28T10.28.49.050,0.970,0.000,-0.671,0.366
1619620129071,2021-04-28T10.28.49.071,0.991,0.244,-1.220,0.122
1619620129091,2021-04-28T10.28.49.091,1.011,0.366,-1.768,0.000
1619620129110,2021-04-28T10.28.49.110,1.030,0.366,-2.012,-0.061
1619620129131,2021-04-28T10.28.49.131,1.051,0.366,-2.073,0.061
1619620129151,2021-04-28T10.28.49.151,1.071,0.305,-1.951,0.305
1619620129172,2021-04-28T10.28.49.172,1.092,0.122,-1.524,0.549
1619620129192,2021-04-28T10.28.49.192,1.112,0.000,-0.915,0.732
1619620129211,2021-04-28T10.28.49.211,1.131,-0.183,-0.122,1.098
1619620129232,2021-04-28T10.28.49.232,1.152,-0.366,0.488,1.402
1619620129252,2021-04-28T10.28.49.252,1.172,-0.488,0.915,1.707
1619620129273,2021-04-28T10.28.49.273,1.193,-0.549,1.341,2.012
1619620129293,2021-04-28T10.28.49.293,1.213,-0.671,1.341,2.195
1619620129312,2021-04-28T10.28.49.312,1.232,-0.671,1.159,2.317
1619620129333,2021-04-28T10.28.49.333,1.253,-0.732,0.976,2.317
1619620129353,2021-04-28T10.28.49.353,1.273,-0.671,0.732,2.073
1619620129374,2021-04-28T10.28.49.374,1.294,-0.427,0.305,1.707
1619620129394,2021-04-28T10.28.49.394,1.314,-0.305,0.000,1.280
1619620129413,2021-04-28T10.28.49.413,1.333,-0.122,-0.305,0.854
1619620129434,2021-04-28T10.28.49.434,1.354,0.000,-0.488,0.549
1619620129454,2021-04-28T10.28.49.454,1.374,0.122,-0.793,0.305
1619620129475,2021-04-28T10.28.49.475,1.395,0.183,-0.915,0.244
1619620129495,2021-04-28T10.28.49.495,1.415,0.183,-1.037,0.305
1619620129514,2021-04-28T10.28.49.514,1.434,0.122,-1.220,0.427
1619620129535,2021-04-28T10.28.49.535,1.455,0.061,-1.220,0.610
1619620129555,2021-04-28T10.28.49.555,1.475,0.000,-1.159,0.793
1619620129576,2021-04-28T10.28.49.576,1.496,-0.122,-0.854,0.854
1619620129596,2021-04-28T10.28.49.596,1.516,-0.061,-0.549,0.854
1619620129615,2021-04-28T10.28.49.615,1.535,-0.122,-0.366,0.915
1619620129636,2021-04-28T10.28.49.636,1.556,-0.183,-0.122,1.037
1619620129656,2021-04-28T10.28.49.656,1.576,-0.244,0.061,1.159
1619620129677,2021-04-28T10.28.49.677,1.597,-0.244,0.122,1.220
1619620129697,2021-04-28T10.28.49.697,1.617,-0.244,0.122,1.280
1619620129717,2021-04-28T10.28.49.717,1.637,-0.305,0.183,1.341
1619620129737,2021-04-28T10.28.49.737,1.657,-0.366,0.122,1.341
1619620129758,2021-04-28T10.28.49.758,1.678,-0.305,0.000,1.402
1619620129778,2021-04-28T10.28.49.778,1.698,-0.305,-0.061,1.341
1619620129797,2021-04-28T10.28.49.797,1.717,-0.366,-0.244,1.220
1619620129818,2021-04-28T10.28.49.818,1.738,-0.183,-0.427,1.159
1619620129838,2021-04-28T10.28.49.838,1.758,-0.122,-0.610,1.037
1619620129859,2021-04-28T10.28.49.859,1.779,-0.061,-0.610,0.976
1619620129879,2021-04-28T10.28.49.879,1.799,-0.061,-0.671,0.915
1619620129898,2021-04-28T10.28.49.898,1.818,-0.061,-0.549,0.793
1619620129919,2021-04-28T10.28.49.919,1.839,0.000,-0.488,0.793
1619620129939,2021-04-28T10.28.49.939,1.859,-0.061,-0.305,0.854
1619620129960,2021-04-28T10.28.49.960,1.880,-0.183,-0.244,0.854
1619620129980,2021-04-28T10.28.49.980,1.900,-0.122,-0.305,0.976
1619620129999,2021-04-28T10.28.49.999,1.919,-0.061,-0.244,1.037
1619620130020,2021-04-28T10.28.50.020,1.940,-0.183,-0.244,1.098
1619620130040,2021-04-28T10.28.50.040,1.960,-0.183,-0.244,1.098
1619620130061,2021-04-28T10.28.50.061,1.981,-0.183,-0.366,1.098
1619620130081,2021-04-28T10.28.50.081,2.001,-0.183,-0.366,1.098
1619620130100,2021-04-28T10.28.50.100,2.020,-0.183,-0.366,0.976
1619620130121,2021-04-28T10.28.50.121,2.041,-0.061,-0.366,0.915
1619620130141,2021-04-28T10.28.50.141,2.061,-0.122,-0.488,1.037
1619620130162,2021-04-28T10.28.50.162,2.082,-0.122,-0.427,0.976
1619620130182,2021-04-28T10.28.50.182,2.102,-0.122,-0.427,0.915
1619620130201,2021-04-28T10.28.50.201,2.121,-0.122,-0.427,0.976
1619620130222,2021-04-28T10.28.50.222,2.142,-0.122,-0.488,0.976
1619620130242,2021-04-28T10.28.50.242,2.162,-0.061,-0.488,0.976
1619620130263,2021-04-28T10.28.50.263,2.183,-0.183,-0.427,0.915
1619620130283,2021-04-28T10.28.50.283,2.203,-0.122,-0.366,0.915
1619620130302,2021-04-28T10.28.50.302,2.222,-0.122,-0.305,0.976
1619620130323,2021-04-28T10.28.50.323,2.243,-0.183,-0.244,0.976
1619620130343,2021-04-28T10.28.50.343,2.263,-0.122,-0.122,1.037
1619620130364,2021-04-28T10.28.50.364,2.284,-0.183,-0.122,1.098
1619620130384,2021-04-28T10.28.50.384,2.304,-0.244,-0.061,1.159
1619620130404,2021-04-28T10.28.50.404,2.324,-0.183,-0.122,1.220
1619620130424,2021-04-28T10.28.50.424,2.344,-0.183,-0.244,1.280
1619620130445,2021-04-28T10.28.50.445,2.365,-0.183,-0.305,1.159
1619620130465,2021-04-28T10.28.50.465,2.385,-0.122,-0.305,1.098
1619620130486,2021-04-28T10.28.50.486,2.406,-0.122,-0.305,1.037
1619620130505,2021-04-28T10.28.50.505,2.425,-0.183,-0.366,0.976
1619620130525,2021-04-28T10.28.50.525,2.445,-0.122,-0.427,0.915
1619620130546,2021-04-28T10.28.50.546,2.466,-0.122,-0.488,0.854
1619620130566,2021-04-28T10.28.50.566,2.486,-0.122,-0.427,0.793
1619620130585,2021-04-28T10.28.50.585,2.505,-0.122,-0.427,0.854
1619620130606,2021-04-28T10.28.50.606,2.526,-0.061,-0.427,0.854
1619620130626,2021-04-28T10.28.50.626,2.546,-0.061,-0.488,0.854
1619620130647,2021-04-28T10.28.50.647,2.567,-0.122,-0.427,0.976
1619620130667,2021-04-28T10.28.50.667,2.587,-0.183,-0.427,1.037
1619620130686,2021-04-28T10.28.50.686,2.606,-0.183,-0.305,1.037
1619620130707,2021-04-28T10.28.50.707,2.627,-0.183,-0.244,1.098
1619620130727,2021-04-28T10.28.50.727,2.647,-0.122,-0.183,1.098
1619620130748,2021-04-28T10.28.50.748,2.668,-0.122,-0.061,1.220
1619620130768,2021-04-28T10.28.50.768,2.688,-0.183,0.000,1.159
1619620130787,2021-04-28T10.28.50.787,2.707,-0.305,-0.122,1.098
1619620130808,2021-04-28T10.28.50.808,2.728,-0.244,-0.183,1.098
1619620130828,2021-04-28T10.28.50.828,2.748,-0.122,-0.366,1.098
1619620130849,2021-04-28T10.28.50.849,2.769,-0.122,-0.488,0.976
1619620130869,2021-04-28T10.28.50.869,2.789,-0.061,-0.549,0.854
1619620130888,2021-04-28T10.28.50.888,2.808,0.000,-0.549,0.671
1619620130909,2021-04-28T10.28.50.909,2.829,0.061,-0.549,0.549
1619620130929,2021-04-28T10.28.50.929,2.849,0.000,-0.610,0.610
1619620130950,2021-04-28T10.28.50.950,2.870,0.000,-0.610,0.671
1619620130970,2021-04-28T10.28.50.970,2.890,0.000,-0.610,0.732
1619620130989,2021-04-28T10.28.50.989,2.909,-0.061,-0.549,0.793
1619620131010,2021-04-28T10.28.51.010,2.930,-0.122,-0.427,0.976
1619620131030,2021-04-28T10.28.51.030,2.950,-0.183,-0.427,1.037
1619620131051,2021-04-28T10.28.51.051,2.971,-0.183,-0.305,1.159
1619620131071,2021-04-28T10.28.51.071,2.991,-0.244,-0.305,1.280
1619620131091,2021-04-28T10.28.51.091,3.011,-0.244,-0.244,1.341
1619620131111,2021-04-28T10.28.51.111,3.031,-0.183,-0.244,1.098
1619620131132,2021-04-28T10.28.51.132,3.052,-0.061,-0.244,0.854
1619620131152,2021-04-28T10.28.51.152,3.072,0.061,-0.244,0.671
1619620131173,2021-04-28T10.28.51.173,3.093,0.061,-0.366,0.488
1619620131192,2021-04-28T10.28.51.192,3.112,0.122,-0.427,0.366
1619620131212,2021-04-28T10.28.51.212,3.132,0.183,-0.427,0.305
1619620131233,2021-04-28T10.28.51.233,3.153,0.122,-0.305,0.244
1619620131253,2021-04-28T10.28.51.253,3.173,0.305,0.061,0.061
1619620131272,2021-04-28T10.28.51.272,3.192,0.427,0.549,-0.305
1619620131293,2021-04-28T10.28.51.293,3.213,0.549,1.037,-0.671
1619620131313,2021-04-28T10.28.51.313,3.233,0.671,1.829,-1.037
1619620131334,2021-04-28T10.28.51.334,3.254,0.671,2.866,-1.280
1619620131354,2021-04-28T10.28.51.354,3.274,0.671,3.963,-1.402
1619620131373,2021-04-28T10.28.51.373,3.293,0.610,4.939,-1.463
1619620131394,2021-04-28T10.28.51.394,3.314,0.427,5.915,-1.524
1619620131414,2021-04-28T10.28.51.414,3.334,0.427,6.768,-1.402
1619620131435,2021-04-28T10.28.51.435,3.355,0.305,7.195,-1.159
1619620131455,2021-04-28T10.28.51.455,3.375,0.122,6.951,-0.915
1619620131474,2021-04-28T10.28.51.474,3.394,0.000,6.280,-0.549
1619620131495,2021-04-28T10.28.51.495,3.415,-0.183,5.183,0.061
1619620131515,2021-04-28T10.28.51.515,3.435,-0.244,3.902,0.488
1619620131536,2021-04-28T10.28.51.536,3.456,-0.244,2.500,0.793
1619620131556,2021-04-28T10.28.51.556,3.476,-0.183,1.037,0.854
1619620131575,2021-04-28T10.28.51.575,3.495,-0.061,0.000,0.671
1619620131596,2021-04-28T10.28.51.596,3.516,0.000,-0.427,0.305
1619620131616,2021-04-28T10.28.51.616,3.536,0.122,-0.427,-0.061
1619620131637,2021-04-28T10.28.51.637,3.557,0.183,-0.427,-0.305
1619620131657,2021-04-28T10.28.51.657,3.577,0.244,-0.488,-0.366
1619620131676,2021-04-28T10.28.51.676,3.596,0.366,-0.488,-0.427
1619620131697,2021-04-28T10.28.51.697,3.617,0.366,-0.244,-0.610
1619620131717,2021-04-28T10.28.51.717,3.637,0.244,-0.305,-0.549
1619620131738,2021-04-28T10.28.51.738,3.658,0.061,-0.549,-0.366
1619620131759,2021-04-28T10.28.51.759,3.679,0.061,-0.610,-0.122
1619620131778,2021-04-28T10.28.51.778,3.698,0.061,-0.610,0.000
1619620131798,2021-04-28T10.28.51.798,3.718,0.061,-0.488,0.122
1619620131819,2021-04-28T10.28.51.819,3.739,0.000,-0.305,0.183
1619620131839,2021-04-28T10.28.51.839,3.759,-0.061,-0.061,0.305
1619620131860,2021-04-28T10.28.51.860,3.780,-0.122,0.366,0.549
1619620131879,2021-04-28T10.28.51.879,3.799,-0.183,0.610,0.915
1619620131899,2021-04-28T10.28.51.899,3.819,-0.427,0.732,1.524
1619620131920,2021-04-28T10.28.51.920,3.840,-0.732,0.793,2.012
1619620131940,2021-04-28T10.28.51.940,3.860,-0.854,0.915,2.500
1619620131959,2021-04-28T10.28.51.959,3.879,-1.037,0.915,2.927
1619620131980,2021-04-28T10.28.51.980,3.900,-1.037,0.732,3.110
1619620132000,2021-04-28T10.28.52.000,3.920,-1.159,0.305,3.049
1619620132021,2021-04-28T10.28.52.021,3.941,-1.037,-0.122,2.866
1619620132041,2021-04-28T10.28.52.041,3.961,-0.915,-0.366,2.378
1619620132060,2021-04-28T10.28.52.060,3.980,-0.671,-0.671,1.707
1619620132081,2021-04-28T10.28.52.081,4.001,-0.488,-1.159,1.220
1619620132101,2021-04-28T10.28.52.101,4.021,-0.244,-1.402,0.976
1619620132122,2021-04-28T10.28.52.122,4.042,-0.061,-1.402,0.793
1619620132142,2021-04-28T10.28.52.142,4.062,-0.061,-1.402,0.732
1619620132161,2021-04-28T10.28.52.161,4.081,-0.122,-1.341,0.671
1619620132182,2021-04-28T10.28.52.182,4.102,-0.183,-1.159,0.732
1619620132202,2021-04-28T10.28.52.202,4.122,-0.061,-0.732,0.793
1619620132223,2021-04-28T10.28.52.223,4.143,-0.183,-0.305,0.793
1619620132243,2021-04-28T10.28.52.243,4.163,-0.183,0.183,0.976
1619620132262,2021-04-28T10.28.52.262,4.182,-0.305,0.549,1.220
1619620132283,2021-04-28T10.28.52.283,4.203,-0.366,0.854,1.402
1619620132303,2021-04-28T10.28.52.303,4.223,-0.549,1.098,1.768
1619620132324,2021-04-28T10.28.52.324,4.244,-0.671,1.341,2.012
1619620132344,2021-04-28T10.28.52.344,4.264,-0.732,1.402,2.073
1619620132363,2021-04-28T10.28.52.363,4.283,-0.793,1.341,2.195
1619620132384,2021-04-28T10.28.52.384,4.304,-0.732,0.854,2.134
1619620132404,2021-04-28T10.28.52.404,4.324,-0.671,0.183,1.707
1619620132425,2021-04-28T10.28.52.425,4.345,-0.427,-0.305,1.280
1619620132446,2021-04-28T10.28.52.446,4.366,-0.305,-0.915,0.854
1619620132465,2021-04-28T10.28.52.465,4.385,-0.183,-1.524,0.488
1619620132485,2021-04-28T10.28.52.485,4.405,0.000,-2.195,0.305
1619620132506,2021-04-28T10.28.52.506,4.426,0.183,-2.378,0.305
1619620132526,2021-04-28T10.28.52.526,4.446,0.122,-2.378,0.244
1619620132547,2021-04-28T10.28.52.547,4.467,0.122,-2.134,0.305
1619620132566,2021-04-28T10.28.52.566,4.486,0.122,-1.707,0.366
