epoc (ms),timestamp (-0500),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1637086650410,2021-11-16T13.17.30.410,0.000,-0.366,0.793,-0.305
1637086650429,2021-11-16T13.17.30.429,0.019,-0.488,0.793,-0.122
1637086650449,2021-11-16T13.17.30.449,0.039,-0.244,0.732,-0.366
1637086650469,2021-11-16T13.17.30.469,0.059,0.061,0.671,-0.488
1637086650489,2021-11-16T13.17.30.489,0.079,0.305,0.488,-0.610
1637086650508,2021-11-16T13.17.30.508,0.098,0.427,0.549,-0.671
1637086650529,2021-11-16T13.17.30.529,0.119,0.244,0.549,-0.671
1637086650548,2021-11-16T13.17.30.548,0.138,0.122,0.610,-0.549
1637086650567,2021-11-16T13.17.30.567,0.157,0.000,0.732,-0.488
1637086650587,2021-11-16T13.17.30.587,0.177,-0.061,0.610,-0.671
1637086650606,2021-11-16T13.17.30.606,0.196,0.244,0.549,-0.793
1637086650627,2021-11-16T13.17.30.627,0.217,0.244,0.488,-0.793
1637086650646,2021-11-16T13.17.30.646,0.236,0.000,0.366,-0.671
1637086650666,2021-11-16T13.17.30.666,0.256,-0.061,0.244,-0.549
1637086650685,2021-11-16T13.17.30.685,0.275,-0.366,0.183,-0.366
1637086650706,2021-11-16T13.17.30.706,0.296,-0.427,0.244,-0.183
1637086650725,2021-11-16T13.17.30.725,0.315,-0.183,0.244,-0.183
1637086650744,2021-11-16T13.17.30.744,0.334,-0.183,0.183,-0.244
1637086650764,2021-11-16T13.17.30.764,0.354,-0.183,0.122,-0.305
1637086650783,2021-11-16T13.17.30.783,0.373,-0.244,0.061,-0.244
1637086650804,2021-11-16T13.17.30.804,0.394,-0.061,0.122,-0.305
1637086650823,2021-11-16T13.17.30.823,0.413,-0.061,0.183,-0.427
1637086650844,2021-11-16T13.17.30.844,0.434,0.000,0.122,-0.549
1637086650863,2021-11-16T13.17.30.863,0.453,-0.122,0.183,-0.610
1637086650882,2021-11-16T13.17.30.882,0.472,0.000,0.305,-0.610
1637086650902,2021-11-16T13.17.30.902,0.492,0.305,0.366,-0.549
1637086650921,2021-11-16T13.17.30.921,0.511,0.488,0.244,-0.671
1637086650942,2021-11-16T13.17.30.942,0.532,0.488,0.244,-0.732
1637086650961,2021-11-16T13.17.30.961,0.551,0.366,0.305,-0.732
1637086650981,2021-11-16T13.17.30.981,0.571,0.305,0.183,-0.732
1637086651000,2021-11-16T13.17.31.000,0.590,0.183,0.061,-0.610
1637086651021,2021-11-16T13.17.31.021,0.611,0.244,0.061,-0.610
1637086651040,2021-11-16T13.17.31.040,0.630,0.061,0.122,-0.549
1637086651059,2021-11-16T13.17.31.059,0.649,-0.061,0.183,-0.427
1637086651079,2021-11-16T13.17.31.079,0.669,0.000,0.183,-0.488
