epoc (ms),timestamp (-0500),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1605538806417,2020-11-16T10.00.06.417,0.000,-0.305,-0.244,0.915
1605538806438,2020-11-16T10.00.06.438,0.021,0.122,-0.366,1.341
1605538806458,2020-11-16T10.00.06.458,0.041,-0.061,0.000,1.037
1605538806479,2020-11-16T10.00.06.479,0.062,0.061,0.000,1.098
1605538806499,2020-11-16T10.00.06.499,0.082,0.122,0.000,1.098
1605538806520,2020-11-16T10.00.06.520,0.103,0.061,0.000,1.037
1605538806539,2020-11-16T10.00.06.539,0.122,0.000,0.000,1.159
1605538806559,2020-11-16T10.00.06.559,0.142,-0.061,0.000,0.976
1605538806580,2020-11-16T10.00.06.580,0.163,0.122,0.000,0.976
1605538806600,2020-11-16T10.00.06.600,0.183,0.122,-0.244,0.976
1605538806619,2020-11-16T10.00.06.619,0.202,-0.061,-0.427,1.037
1605538806640,2020-11-16T10.00.06.640,0.223,-0.122,-0.488,0.976
1605538806660,2020-11-16T10.00.06.660,0.243,-0.122,-0.610,1.037
1605538806681,2020-11-16T10.00.06.681,0.264,-0.183,-0.549,0.976
1605538806701,2020-11-16T10.00.06.701,0.284,-0.183,-0.671,0.915
1605538806720,2020-11-16T10.00.06.720,0.303,-0.183,-0.854,0.915
1605538806741,2020-11-16T10.00.06.741,0.324,-0.183,-0.854,0.976
1605538806761,2020-11-16T10.00.06.761,0.344,-0.244,-0.915,0.976
1605538806782,2020-11-16T10.00.06.782,0.365,-0.122,-0.854,0.915
1605538806802,2020-11-16T10.00.06.802,0.385,-0.122,-0.732,0.915
1605538806821,2020-11-16T10.00.06.821,0.404,-0.061,-0.671,0.915
1605538806842,2020-11-16T10.00.06.842,0.425,-0.061,-0.671,1.037
1605538806862,2020-11-16T10.00.06.862,0.445,-0.061,-0.732,1.037
1605538806883,2020-11-16T10.00.06.883,0.466,-0.244,-0.976,1.037
1605538806904,2020-11-16T10.00.06.904,0.487,-0.366,-1.098,1.037
1605538806923,2020-11-16T10.00.06.923,0.506,-0.366,-1.159,1.037
1605538806943,2020-11-16T10.00.06.943,0.526,-0.488,-1.280,1.037
1605538806964,2020-11-16T10.00.06.964,0.547,-0.488,-1.463,0.976
1605538806984,2020-11-16T10.00.06.984,0.567,-0.549,-1.707,0.915
1605538807005,2020-11-16T10.00.07.005,0.588,-0.732,-1.768,0.854
1605538807024,2020-11-16T10.00.07.024,0.607,-0.793,-1.890,0.854
