epoc (ms),timestamp (-0500),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1637174364115,2021-11-17T13.39.24.115,0.000,-8.902,15.122,-4.146
1637174364135,2021-11-17T13.39.24.135,0.020,-8.902,15.244,-4.146
1637174364154,2021-11-17T13.39.24.154,0.039,-9.756,15.427,-4.207
1637174364175,2021-11-17T13.39.24.175,0.060,-10.732,14.268,-3.902
1637174364194,2021-11-17T13.39.24.194,0.079,-12.134,13.476,-4.268
1637174364213,2021-11-17T13.39.24.213,0.098,-8.354,13.171,-5.122
1637174364234,2021-11-17T13.39.24.234,0.119,-6.890,9.390,-3.841
1637174364253,2021-11-17T13.39.24.253,0.138,-9.634,5.061,-3.110
1637174364273,2021-11-17T13.39.24.273,0.158,-9.695,3.415,-3.659
1637174364292,2021-11-17T13.39.24.292,0.177,-8.171,3.293,-3.841
1637174364313,2021-11-17T13.39.24.313,0.198,-5.366,3.232,-5.061
1637174364332,2021-11-17T13.39.24.332,0.217,-4.207,2.622,-5.000
1637174364352,2021-11-17T13.39.24.352,0.237,-7.012,-0.366,-1.037
1637174364371,2021-11-17T13.39.24.371,0.256,-5.488,-2.134,1.524
1637174364390,2021-11-17T13.39.24.390,0.275,-3.293,-2.317,1.402
1637174364411,2021-11-17T13.39.24.411,0.296,-1.280,-1.890,0.305
1637174364430,2021-11-17T13.39.24.430,0.315,-0.122,-1.463,-0.061
1637174364450,2021-11-17T13.39.24.450,0.335,0.610,-1.402,-0.183
1637174364469,2021-11-17T13.39.24.469,0.354,1.890,-0.610,-0.366
1637174364490,2021-11-17T13.39.24.490,0.375,0.183,-1.037,0.427
1637174364509,2021-11-17T13.39.24.509,0.394,-0.976,-1.402,1.220
1637174364528,2021-11-17T13.39.24.528,0.413,-0.366,-0.671,0.671
1637174364548,2021-11-17T13.39.24.548,0.433,0.000,-0.427,0.244
1637174364567,2021-11-17T13.39.24.567,0.452,-0.427,-1.037,0.549
1637174364588,2021-11-17T13.39.24.588,0.473,-0.793,-1.951,1.037
1637174364607,2021-11-17T13.39.24.607,0.492,-0.366,-2.134,1.220
1637174364628,2021-11-17T13.39.24.628,0.513,-0.122,-2.378,1.585
1637174364647,2021-11-17T13.39.24.647,0.532,0.183,-2.622,1.524
1637174364666,2021-11-17T13.39.24.666,0.551,2.012,-2.317,0.732
1637174364686,2021-11-17T13.39.24.686,0.571,3.720,-1.524,0.000
1637174364705,2021-11-17T13.39.24.705,0.590,2.744,-1.037,0.061
1637174364726,2021-11-17T13.39.24.726,0.611,0.366,-1.524,0.366
1637174364745,2021-11-17T13.39.24.745,0.630,-1.280,-2.012,0.793
1637174364765,2021-11-17T13.39.24.765,0.650,-0.366,-1.707,0.976
1637174364784,2021-11-17T13.39.24.784,0.669,-0.061,-1.159,0.976
1637174364805,2021-11-17T13.39.24.805,0.690,0.183,-0.427,0.854
1637174364824,2021-11-17T13.39.24.824,0.709,-1.220,-0.610,1.341
1637174364843,2021-11-17T13.39.24.843,0.728,-1.707,-0.793,1.524
1637174364863,2021-11-17T13.39.24.863,0.748,-1.280,-0.488,0.793
1637174364882,2021-11-17T13.39.24.882,0.767,-0.244,0.366,-0.122
1637174364903,2021-11-17T13.39.24.903,0.788,-0.183,0.732,-0.610
1637174364922,2021-11-17T13.39.24.922,0.807,-0.671,0.549,-0.488
1637174364942,2021-11-17T13.39.24.942,0.827,-0.488,0.061,-0.244
1637174364962,2021-11-17T13.39.24.962,0.847,0.244,-0.427,-0.244
1637174364981,2021-11-17T13.39.24.981,0.866,1.341,-0.976,-0.122
1637174365001,2021-11-17T13.39.25.001,0.886,1.707,-1.280,0.000
1637174365020,2021-11-17T13.39.25.020,0.905,2.500,-1.707,0.244
1637174365041,2021-11-17T13.39.25.041,0.926,3.415,-2.927,1.159
1637174365060,2021-11-17T13.39.25.060,0.945,3.049,-5.854,3.110
1637174365080,2021-11-17T13.39.25.080,0.965,4.573,-8.476,4.512
1637174365099,2021-11-17T13.39.25.099,0.984,8.780,-9.573,6.646
1637174365120,2021-11-17T13.39.25.120,1.005,10.366,-9.451,10.122
1637174365139,2021-11-17T13.39.25.139,1.024,16.524,-17.561,15.976
1637174365158,2021-11-17T13.39.25.158,1.043,39.146,-56.951,26.220
1637174365178,2021-11-17T13.39.25.178,1.063,43.902,-71.585,20.122
1637174365197,2021-11-17T13.39.25.197,1.082,22.439,-28.110,3.293
1637174365218,2021-11-17T13.39.25.218,1.103,-7.744,-2.622,-0.305
1637174365237,2021-11-17T13.39.25.237,1.122,-36.585,20.366,-11.341
1637174365257,2021-11-17T13.39.25.257,1.142,-29.329,43.720,-24.695
1637174365276,2021-11-17T13.39.25.276,1.161,-5.366,25.549,-34.024
1637174365296,2021-11-17T13.39.25.296,1.181,-9.329,-0.488,-36.707
1637174365316,2021-11-17T13.39.25.316,1.201,-0.366,38.598,-4.329
1637174365335,2021-11-17T13.39.25.335,1.220,9.024,21.463,2.561
1637174365356,2021-11-17T13.39.25.356,1.241,10.305,-19.573,-5.671
1637174365375,2021-11-17T13.39.25.375,1.260,22.195,-26.280,11.890
1637174365395,2021-11-17T13.39.25.395,1.280,19.146,-5.915,14.146
1637174365414,2021-11-17T13.39.25.414,1.299,-12.683,5.549,-5.610
1637174365435,2021-11-17T13.39.25.435,1.320,-14.207,10.915,-5.183
1637174365454,2021-11-17T13.39.25.454,1.339,-8.963,20.061,-4.024
1637174365473,2021-11-17T13.39.25.473,1.358,-9.695,20.610,-5.244
1637174365493,2021-11-17T13.39.25.493,1.378,-4.939,18.963,-3.720
1637174365512,2021-11-17T13.39.25.512,1.397,-4.634,15.549,-2.073
1637174365533,2021-11-17T13.39.25.533,1.418,-4.695,13.293,-1.524
1637174365552,2021-11-17T13.39.25.552,1.437,-3.354,11.707,-1.220
1637174365572,2021-11-17T13.39.25.572,1.457,-2.683,9.390,-0.488
1637174365591,2021-11-17T13.39.25.591,1.476,-3.476,6.768,0.305
1637174365610,2021-11-17T13.39.25.610,1.495,-3.476,4.573,0.488
1637174365631,2021-11-17T13.39.25.631,1.516,-3.537,3.354,0.366
1637174365650,2021-11-17T13.39.25.650,1.535,-3.537,2.439,0.000
1637174365671,2021-11-17T13.39.25.671,1.556,-3.232,1.829,0.000
1637174365690,2021-11-17T13.39.25.690,1.575,-2.744,1.524,0.183
1637174365710,2021-11-17T13.39.25.710,1.595,-3.110,0.793,0.793
1637174365729,2021-11-17T13.39.25.729,1.614,-4.268,-0.671,1.585
1637174365750,2021-11-17T13.39.25.750,1.635,-4.756,-1.768,1.890
1637174365769,2021-11-17T13.39.25.769,1.654,-4.695,-1.220,1.220
1637174365788,2021-11-17T13.39.25.788,1.673,-4.268,0.183,0.183
1637174365808,2021-11-17T13.39.25.808,1.693,-1.768,1.341,-0.732
1637174365827,2021-11-17T13.39.25.827,1.712,-0.976,0.915,-0.610
1637174365848,2021-11-17T13.39.25.848,1.733,-0.488,0.610,-1.098
1637174365867,2021-11-17T13.39.25.867,1.752,0.793,0.854,-1.646
1637174365887,2021-11-17T13.39.25.887,1.772,0.671,0.793,-1.463
1637174365906,2021-11-17T13.39.25.906,1.791,0.183,0.549,-0.976
1637174365925,2021-11-17T13.39.25.925,1.810,-0.061,0.488,-0.671
1637174365946,2021-11-17T13.39.25.946,1.831,-0.366,0.244,-0.366
1637174365965,2021-11-17T13.39.25.965,1.850,-0.427,0.183,-0.244
1637174365985,2021-11-17T13.39.25.985,1.870,-0.610,0.061,-0.244
1637174366005,2021-11-17T13.39.26.005,1.890,-0.671,0.061,-0.305
1637174366025,2021-11-17T13.39.26.025,1.910,-0.305,0.122,-0.427
1637174366044,2021-11-17T13.39.26.044,1.929,-0.610,0.122,-0.366
1637174366063,2021-11-17T13.39.26.063,1.948,-1.341,-0.122,-0.366
1637174366084,2021-11-17T13.39.26.084,1.969,-1.098,-0.122,-0.427
1637174366103,2021-11-17T13.39.26.103,1.988,-0.488,0.183,-0.732
1637174366123,2021-11-17T13.39.26.123,2.008,-0.305,0.366,-0.976
1637174366142,2021-11-17T13.39.26.142,2.027,-0.244,0.244,-1.037
1637174366163,2021-11-17T13.39.26.163,2.048,0.122,0.305,-1.159
1637174366182,2021-11-17T13.39.26.182,2.067,0.244,0.366,-1.280
1637174366202,2021-11-17T13.39.26.202,2.087,-0.061,0.366,-1.098
1637174366221,2021-11-17T13.39.26.221,2.106,-0.488,0.305,-0.793
1637174366240,2021-11-17T13.39.26.240,2.125,-0.305,0.488,-0.854
1637174366261,2021-11-17T13.39.26.261,2.146,0.122,0.793,-1.220
1637174366280,2021-11-17T13.39.26.280,2.165,0.427,1.037,-1.402
1637174366300,2021-11-17T13.39.26.300,2.185,0.427,1.159,-1.463
1637174366319,2021-11-17T13.39.26.319,2.204,0.366,1.402,-1.463
1637174366340,2021-11-17T13.39.26.340,2.225,0.732,2.073,-1.829
1637174366359,2021-11-17T13.39.26.359,2.244,0.976,2.500,-2.195
1637174366378,2021-11-17T13.39.26.378,2.263,1.098,2.073,-1.951
1637174366399,2021-11-17T13.39.26.399,2.284,1.341,1.524,-1.646
1637174366418,2021-11-17T13.39.26.418,2.303,1.159,1.341,-1.463
1637174366438,2021-11-17T13.39.26.438,2.323,1.037,1.402,-1.402
1637174366457,2021-11-17T13.39.26.457,2.342,1.037,1.524,-1.524
1637174366478,2021-11-17T13.39.26.478,2.363,0.915,1.463,-1.463
1637174366497,2021-11-17T13.39.26.497,2.382,0.854,1.524,-1.341
1637174366517,2021-11-17T13.39.26.517,2.402,0.549,1.341,-1.220
1637174366536,2021-11-17T13.39.26.536,2.421,0.793,1.098,-1.220
1637174366555,2021-11-17T13.39.26.555,2.440,0.732,0.976,-1.220
1637174366576,2021-11-17T13.39.26.576,2.461,0.183,0.671,-0.854
1637174366595,2021-11-17T13.39.26.595,2.480,0.061,0.549,-0.610
1637174366615,2021-11-17T13.39.26.615,2.500,0.000,0.427,-0.427
1637174366634,2021-11-17T13.39.26.634,2.519,-0.061,0.244,-0.305
1637174366655,2021-11-17T13.39.26.655,2.540,0.000,0.244,-0.305
1637174366674,2021-11-17T13.39.26.674,2.559,0.122,0.366,-0.427
1637174366693,2021-11-17T13.39.26.693,2.578,0.061,0.427,-0.427
1637174366713,2021-11-17T13.39.26.713,2.598,0.000,0.183,-0.366
1637174366733,2021-11-17T13.39.26.733,2.618,0.000,-0.427,-0.183
1637174366753,2021-11-17T13.39.26.753,2.638,0.183,-0.366,-0.366
1637174366772,2021-11-17T13.39.26.772,2.657,0.244,-0.122,-0.427
1637174366793,2021-11-17T13.39.26.793,2.678,-0.122,-0.183,-0.244
1637174366812,2021-11-17T13.39.26.812,2.697,-0.244,-0.122,-0.183
1637174366832,2021-11-17T13.39.26.832,2.717,0.061,-0.122,-0.244
1637174366851,2021-11-17T13.39.26.851,2.736,0.061,-0.244,-0.122
1637174366870,2021-11-17T13.39.26.870,2.755,-0.244,-0.183,-0.061
1637174366891,2021-11-17T13.39.26.891,2.776,-0.366,0.000,-0.183
1637174366910,2021-11-17T13.39.26.910,2.795,-0.122,0.244,-0.427
1637174366930,2021-11-17T13.39.26.930,2.815,0.000,0.366,-0.610
1637174366949,2021-11-17T13.39.26.949,2.834,0.183,0.366,-0.732
1637174366970,2021-11-17T13.39.26.970,2.855,0.366,0.488,-0.854
1637174366989,2021-11-17T13.39.26.989,2.874,0.122,0.366,-0.732
1637174367008,2021-11-17T13.39.27.008,2.893,-0.061,0.244,-0.549
1637174367028,2021-11-17T13.39.27.028,2.913,0.122,0.366,-0.610
1637174367047,2021-11-17T13.39.27.047,2.932,0.061,0.305,-0.549
1637174367068,2021-11-17T13.39.27.068,2.953,-0.122,0.122,-0.488
1637174367087,2021-11-17T13.39.27.087,2.972,-0.183,0.061,-0.488
1637174367108,2021-11-17T13.39.27.108,2.993,-0.305,0.122,-0.427
1637174367127,2021-11-17T13.39.27.127,3.012,-0.122,-0.305,-0.366
1637174367147,2021-11-17T13.39.27.147,3.032,0.366,-1.890,-0.183
1637174367166,2021-11-17T13.39.27.166,3.051,0.244,-2.378,-0.183
1637174367185,2021-11-17T13.39.27.185,3.070,-0.122,-1.707,-0.305
1637174367206,2021-11-17T13.39.27.206,3.091,-0.061,-1.890,-0.305
1637174367225,2021-11-17T13.39.27.225,3.110,0.122,-2.195,-0.366
1637174367245,2021-11-17T13.39.27.245,3.130,0.122,-3.293,-0.366
1637174367264,2021-11-17T13.39.27.264,3.149,0.366,-5.061,-0.488
1637174367285,2021-11-17T13.39.27.285,3.170,0.427,-3.598,-0.549
1637174367304,2021-11-17T13.39.27.304,3.189,0.183,-2.317,-0.488
1637174367323,2021-11-17T13.39.27.323,3.208,0.061,-1.402,-0.549
1637174367343,2021-11-17T13.39.27.343,3.228,0.122,-1.098,-0.610
1637174367362,2021-11-17T13.39.27.362,3.247,0.122,-1.646,-0.610
1637174367383,2021-11-17T13.39.27.383,3.268,0.061,-1.037,-0.610
1637174367402,2021-11-17T13.39.27.402,3.287,0.061,-0.671,-0.610
1637174367422,2021-11-17T13.39.27.422,3.307,0.061,-0.366,-0.732
1637174367442,2021-11-17T13.39.27.442,3.327,0.061,0.000,-0.732
1637174367461,2021-11-17T13.39.27.461,3.346,-0.183,0.244,-0.671
1637174367481,2021-11-17T13.39.27.481,3.366,-0.061,0.610,-0.854
1637174367500,2021-11-17T13.39.27.500,3.385,0.061,0.915,-0.915
1637174367521,2021-11-17T13.39.27.521,3.406,0.061,0.915,-0.915
1637174367540,2021-11-17T13.39.27.540,3.425,-0.061,1.098,-0.915
1637174367560,2021-11-17T13.39.27.560,3.445,-0.061,1.402,-0.976
1637174367579,2021-11-17T13.39.27.579,3.464,0.000,1.890,-1.098
1637174367600,2021-11-17T13.39.27.600,3.485,0.000,2.195,-0.976
1637174367619,2021-11-17T13.39.27.619,3.504,0.000,2.378,-1.098
1637174367638,2021-11-17T13.39.27.638,3.523,0.000,2.500,-1.159
1637174367658,2021-11-17T13.39.27.658,3.543,0.000,2.561,-1.098
1637174367677,2021-11-17T13.39.27.677,3.562,-0.061,2.561,-0.976
1637174367698,2021-11-17T13.39.27.698,3.583,-0.183,2.378,-0.915
1637174367717,2021-11-17T13.39.27.717,3.602,-0.244,2.195,-0.793
1637174367737,2021-11-17T13.39.27.737,3.622,-0.366,1.951,-0.854
1637174367756,2021-11-17T13.39.27.756,3.641,-0.366,1.768,-0.854
1637174367776,2021-11-17T13.39.27.776,3.661,-0.122,1.646,-0.854
1637174367796,2021-11-17T13.39.27.796,3.681,-0.183,1.463,-0.915
1637174367815,2021-11-17T13.39.27.815,3.700,-0.183,1.220,-0.915
1637174367836,2021-11-17T13.39.27.836,3.721,0.000,1.220,-1.037
1637174367855,2021-11-17T13.39.27.855,3.740,0.061,1.159,-1.098
1637174367875,2021-11-17T13.39.27.875,3.760,0.122,1.098,-1.098
1637174367894,2021-11-17T13.39.27.894,3.779,0.244,0.976,-1.098
1637174367915,2021-11-17T13.39.27.915,3.800,0.183,0.854,-1.159
1637174367934,2021-11-17T13.39.27.934,3.819,0.183,0.793,-1.037
1637174367953,2021-11-17T13.39.27.953,3.838,0.122,0.671,-0.976
1637174367973,2021-11-17T13.39.27.973,3.858,0.061,0.549,-0.854
1637174367992,2021-11-17T13.39.27.992,3.877,0.061,0.610,-0.915
1637174368013,2021-11-17T13.39.28.013,3.898,0.122,0.610,-0.976
1637174368032,2021-11-17T13.39.28.032,3.917,0.305,0.610,-0.976
1637174368052,2021-11-17T13.39.28.052,3.937,0.366,0.610,-1.037
1637174368071,2021-11-17T13.39.28.071,3.956,0.183,0.427,-0.854
1637174368090,2021-11-17T13.39.28.090,3.975,-0.061,0.244,-0.793
1637174368111,2021-11-17T13.39.28.111,3.996,-0.183,0.122,-0.610
1637174368130,2021-11-17T13.39.28.130,4.015,-0.122,0.061,-0.549
1637174368151,2021-11-17T13.39.28.151,4.036,0.000,0.000,-0.549
1637174368170,2021-11-17T13.39.28.170,4.055,0.122,-0.183,-0.488
1637174368190,2021-11-17T13.39.28.190,4.075,0.122,-0.183,-0.488
1637174368209,2021-11-17T13.39.28.209,4.094,0.000,-0.122,-0.610
1637174368230,2021-11-17T13.39.28.230,4.115,0.000,-0.183,-0.488
1637174368249,2021-11-17T13.39.28.249,4.134,0.000,-0.244,-0.366
1637174368268,2021-11-17T13.39.28.268,4.153,-0.183,-0.366,-0.244
1637174368288,2021-11-17T13.39.28.288,4.173,-0.244,-0.305,-0.244
1637174368307,2021-11-17T13.39.28.307,4.192,-0.305,-0.122,-0.366
1637174368328,2021-11-17T13.39.28.328,4.213,-0.244,0.122,-0.549
1637174368347,2021-11-17T13.39.28.347,4.232,-0.061,0.183,-0.610
1637174368367,2021-11-17T13.39.28.367,4.252,-0.061,0.244,-0.671
1637174368386,2021-11-17T13.39.28.386,4.271,-0.061,0.244,-0.793
1637174368405,2021-11-17T13.39.28.405,4.290,0.000,0.183,-0.732
1637174368426,2021-11-17T13.39.28.426,4.311,0.061,0.244,-0.671
1637174368445,2021-11-17T13.39.28.445,4.330,0.000,0.244,-0.610
1637174368465,2021-11-17T13.39.28.465,4.350,-0.122,0.244,-0.732
1637174368484,2021-11-17T13.39.28.484,4.369,0.000,0.366,-0.732
1637174368505,2021-11-17T13.39.28.505,4.390,0.000,0.427,-0.732
1637174368524,2021-11-17T13.39.28.524,4.409,0.061,0.366,-0.793
1637174368543,2021-11-17T13.39.28.543,4.428,0.000,0.366,-0.793
1637174368564,2021-11-17T13.39.28.564,4.449,-0.061,0.244,-0.793
1637174368583,2021-11-17T13.39.28.583,4.468,0.061,0.244,-0.671
