epoc (ms),timestamp (-0400),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1626274802301,2021-07-14T11.00.02.301,0.000,0.305,-0.244,-0.122
1626274802322,2021-07-14T11.00.02.322,0.021,0.122,-0.122,0.183
1626274802341,2021-07-14T11.00.02.341,0.040,0.061,-0.122,0.000
1626274802361,2021-07-14T11.00.02.361,0.060,0.061,-0.061,-0.061
1626274802380,2021-07-14T11.00.02.380,0.079,-0.061,0.061,0.000
1626274802401,2021-07-14T11.00.02.401,0.100,0.061,-0.122,0.000
1626274802421,2021-07-14T11.00.02.421,0.120,0.244,-0.366,0.000
1626274802440,2021-07-14T11.00.02.440,0.139,0.122,-0.244,0.061
1626274802461,2021-07-14T11.00.02.461,0.160,0.122,-0.061,0.061
1626274802480,2021-07-14T11.00.02.480,0.179,0.183,-0.122,0.000
1626274802500,2021-07-14T11.00.02.500,0.199,0.366,-0.488,0.061
1626274802519,2021-07-14T11.00.02.519,0.218,0.366,-0.610,0.000
1626274802540,2021-07-14T11.00.02.540,0.239,0.366,-0.610,-0.061
1626274802560,2021-07-14T11.00.02.560,0.259,0.244,-0.427,0.000
1626274802579,2021-07-14T11.00.02.579,0.278,0.183,-0.305,0.061
1626274802600,2021-07-14T11.00.02.600,0.299,0.244,-0.305,0.000
1626274802619,2021-07-14T11.00.02.619,0.318,0.244,-0.366,-0.061
1626274802640,2021-07-14T11.00.02.640,0.339,0.244,-0.427,-0.061
1626274802660,2021-07-14T11.00.02.660,0.359,0.305,-0.244,0.000
1626274802679,2021-07-14T11.00.02.679,0.378,0.244,-0.244,0.000
1626274802700,2021-07-14T11.00.02.700,0.399,0.305,-0.366,0.061
1626274802719,2021-07-14T11.00.02.719,0.418,0.488,-0.549,0.061
1626274802739,2021-07-14T11.00.02.739,0.438,0.366,-0.427,0.000
1626274802758,2021-07-14T11.00.02.758,0.457,0.305,-0.366,0.000
1626274802779,2021-07-14T11.00.02.779,0.478,0.305,-0.427,0.061
1626274802799,2021-07-14T11.00.02.799,0.498,0.244,-0.366,0.061
1626274802818,2021-07-14T11.00.02.818,0.517,0.427,-0.427,0.122
1626274802839,2021-07-14T11.00.02.839,0.538,0.488,-0.671,0.122
1626274802858,2021-07-14T11.00.02.858,0.557,0.549,-0.793,0.061
1626274802878,2021-07-14T11.00.02.878,0.577,0.610,-0.732,0.061
1626274802897,2021-07-14T11.00.02.897,0.596,0.488,-0.549,0.000
1626274802918,2021-07-14T11.00.02.918,0.617,0.305,-0.427,0.061
1626274802938,2021-07-14T11.00.02.938,0.637,0.305,-0.488,0.000
1626274802957,2021-07-14T11.00.02.957,0.656,0.366,-0.427,0.000
1626274802978,2021-07-14T11.00.02.978,0.677,0.305,-0.488,0.000
1626274802997,2021-07-14T11.00.02.997,0.696,0.305,-0.427,0.061
1626274803017,2021-07-14T11.00.03.017,0.716,0.244,-0.366,0.061
1626274803037,2021-07-14T11.00.03.037,0.736,0.366,-0.427,0.061
1626274803057,2021-07-14T11.00.03.057,0.756,0.427,-0.427,-0.061
1626274803078,2021-07-14T11.00.03.078,0.777,0.427,-0.488,0.000
1626274803097,2021-07-14T11.00.03.097,0.796,0.427,-0.549,0.000
1626274803117,2021-07-14T11.00.03.117,0.816,0.427,-0.610,-0.061
1626274803136,2021-07-14T11.00.03.136,0.835,0.366,-0.549,-0.122
1626274803157,2021-07-14T11.00.03.157,0.856,0.244,-0.305,-0.183
1626274803177,2021-07-14T11.00.03.177,0.876,0.244,-0.305,-0.122
1626274803196,2021-07-14T11.00.03.196,0.895,0.305,-0.366,-0.061
1626274803217,2021-07-14T11.00.03.217,0.916,0.244,-0.305,-0.061
1626274803236,2021-07-14T11.00.03.236,0.935,0.305,-0.244,-0.122
1626274803256,2021-07-14T11.00.03.256,0.955,0.305,-0.183,-0.061
1626274803275,2021-07-14T11.00.03.275,0.974,0.244,-0.122,0.061
1626274803296,2021-07-14T11.00.03.296,0.995,0.183,-0.061,0.000
1626274803316,2021-07-14T11.00.03.316,1.015,0.122,-0.183,0.061
1626274803335,2021-07-14T11.00.03.335,1.034,0.366,-0.305,0.122
1626274803356,2021-07-14T11.00.03.356,1.055,0.366,-0.305,0.061
1626274803375,2021-07-14T11.00.03.375,1.074,0.244,-0.183,0.061
1626274803395,2021-07-14T11.00.03.395,1.094,0.305,-0.183,0.061
1626274803414,2021-07-14T11.00.03.414,1.113,0.366,-0.183,0.061
1626274803435,2021-07-14T11.00.03.435,1.134,0.427,-0.366,0.061
1626274803455,2021-07-14T11.00.03.455,1.154,0.366,-0.366,0.122
1626274803475,2021-07-14T11.00.03.475,1.174,0.427,-0.366,0.122
1626274803495,2021-07-14T11.00.03.495,1.194,0.366,-0.366,0.122
1626274803514,2021-07-14T11.00.03.514,1.213,0.427,-0.488,0.061
1626274803535,2021-07-14T11.00.03.535,1.234,0.488,-0.549,0.000
1626274803555,2021-07-14T11.00.03.555,1.254,0.549,-0.610,0.000
1626274803574,2021-07-14T11.00.03.574,1.273,0.732,-0.915,0.061
1626274803595,2021-07-14T11.00.03.595,1.294,0.793,-0.976,-0.061
1626274803614,2021-07-14T11.00.03.614,1.313,0.671,-0.915,-0.183
1626274803634,2021-07-14T11.00.03.634,1.333,0.732,-0.793,-0.244
1626274803653,2021-07-14T11.00.03.653,1.352,0.793,-0.793,-0.244
1626274803674,2021-07-14T11.00.03.674,1.373,0.671,-0.366,-0.183
1626274803694,2021-07-14T11.00.03.694,1.393,0.488,0.183,-0.183
1626274803713,2021-07-14T11.00.03.713,1.412,0.610,0.000,-0.122
1626274803734,2021-07-14T11.00.03.734,1.433,0.610,0.000,-0.061
1626274803753,2021-07-14T11.00.03.753,1.452,0.366,0.549,0.000
1626274803773,2021-07-14T11.00.03.773,1.472,0.000,1.098,0.000
1626274803792,2021-07-14T11.00.03.792,1.491,-0.488,1.524,0.122
1626274803813,2021-07-14T11.00.03.813,1.512,-0.854,1.707,0.183
1626274803833,2021-07-14T11.00.03.833,1.532,-1.220,1.646,0.305
1626274803852,2021-07-14T11.00.03.852,1.551,-1.402,1.585,0.183
1626274803873,2021-07-14T11.00.03.873,1.572,-1.341,1.646,0.244
1626274803892,2021-07-14T11.00.03.892,1.591,-1.159,1.280,0.183
1626274803912,2021-07-14T11.00.03.912,1.611,-1.220,1.037,-0.061
1626274803933,2021-07-14T11.00.03.933,1.632,-0.488,0.610,-0.122
1626274803952,2021-07-14T11.00.03.952,1.651,0.427,-0.061,-0.183
1626274803973,2021-07-14T11.00.03.973,1.672,0.366,-0.549,-0.427
1626274803992,2021-07-14T11.00.03.992,1.691,0.366,-0.732,-0.427
1626274804012,2021-07-14T11.00.04.012,1.711,0.610,-0.915,-0.305
1626274804031,2021-07-14T11.00.04.031,1.730,0.793,-0.976,-0.244
1626274804052,2021-07-14T11.00.04.052,1.751,1.037,-1.159,-0.244
1626274804072,2021-07-14T11.00.04.072,1.771,1.037,-1.037,-0.122
1626274804091,2021-07-14T11.00.04.091,1.790,0.610,-0.549,0.000
1626274804112,2021-07-14T11.00.04.112,1.811,0.488,-0.610,-0.061
1626274804131,2021-07-14T11.00.04.131,1.830,0.549,-0.915,-0.122
1626274804151,2021-07-14T11.00.04.151,1.850,0.549,-1.159,0.000
1626274804170,2021-07-14T11.00.04.170,1.869,0.549,-1.402,0.061
1626274804191,2021-07-14T11.00.04.191,1.890,0.610,-1.646,0.122
1626274804211,2021-07-14T11.00.04.211,1.910,0.793,-1.890,0.000
1626274804230,2021-07-14T11.00.04.230,1.929,0.854,-2.256,0.061
1626274804251,2021-07-14T11.00.04.251,1.950,0.976,-2.561,0.122
1626274804270,2021-07-14T11.00.04.270,1.969,0.915,-2.683,0.061
1626274804290,2021-07-14T11.00.04.290,1.989,0.976,-2.744,-0.061
1626274804311,2021-07-14T11.00.04.311,2.010,0.915,-2.622,-0.183
1626274804330,2021-07-14T11.00.04.330,2.029,0.793,-2.256,-0.305
1626274804350,2021-07-14T11.00.04.350,2.049,0.305,-1.463,-0.183
1626274804370,2021-07-14T11.00.04.370,2.069,-0.305,-1.220,-0.061
1626274804390,2021-07-14T11.00.04.390,2.089,-0.427,-0.854,0.122
1626274804409,2021-07-14T11.00.04.409,2.108,-0.488,-0.488,0.183
1626274804430,2021-07-14T11.00.04.430,2.129,-0.183,-0.671,0.244
1626274804450,2021-07-14T11.00.04.450,2.149,0.244,-1.280,0.305
1626274804469,2021-07-14T11.00.04.469,2.168,0.427,-1.463,0.061
1626274804490,2021-07-14T11.00.04.490,2.189,0.549,-1.341,0.061
1626274804509,2021-07-14T11.00.04.509,2.208,0.488,-1.341,0.183
1626274804529,2021-07-14T11.00.04.529,2.228,0.671,-1.402,0.122
1626274804548,2021-07-14T11.00.04.548,2.247,0.488,-1.402,0.061
1626274804569,2021-07-14T11.00.04.569,2.268,0.183,-1.280,-0.061
1626274804589,2021-07-14T11.00.04.589,2.288,0.000,-1.220,0.000
1626274804608,2021-07-14T11.00.04.608,2.307,0.061,-1.098,0.061
1626274804629,2021-07-14T11.00.04.629,2.328,0.061,-0.488,0.122
1626274804648,2021-07-14T11.00.04.648,2.347,-0.183,-0.061,0.244
1626274804668,2021-07-14T11.00.04.668,2.367,0.061,-0.244,0.183
1626274804689,2021-07-14T11.00.04.689,2.388,0.427,-0.549,0.122
1626274804708,2021-07-14T11.00.04.708,2.407,0.671,-0.671,0.061
1626274804728,2021-07-14T11.00.04.728,2.427,0.366,-0.366,0.122
1626274804747,2021-07-14T11.00.04.747,2.446,0.305,-0.244,0.061
1626274804768,2021-07-14T11.00.04.768,2.467,0.183,0.000,0.000
1626274804787,2021-07-14T11.00.04.787,2.486,-0.061,0.488,-0.122
1626274804808,2021-07-14T11.00.04.808,2.507,-0.305,0.854,-0.122
1626274804828,2021-07-14T11.00.04.828,2.527,-0.732,1.585,-0.061
1626274804847,2021-07-14T11.00.04.847,2.546,-1.220,2.378,-0.183
1626274804868,2021-07-14T11.00.04.868,2.567,-1.463,2.622,-0.244
1626274804887,2021-07-14T11.00.04.887,2.586,-0.488,1.768,0.000
1626274804907,2021-07-14T11.00.04.907,2.606,0.732,0.427,-0.061
1626274804926,2021-07-14T11.00.04.926,2.625,0.915,0.061,0.000
1626274804947,2021-07-14T11.00.04.947,2.646,0.549,0.244,0.122
