time,x-accel,y-accel,z-accel
1638073579102,0.35144043,-0.11584473,0.8873291
1638073579102,0.35424805,-0.115234375,0.8942871
1638073579131,0.35217285,-0.11621094,0.8931885
1638073579132,0.35217285,-0.11706543,0.89208984
1638073579161,0.3519287,-0.11755371,0.8927002
1638073579192,0.35107422,-0.11755371,0.8918457
1638073579193,0.35168457,-0.11706543,0.8925781
1638073579221,0.3519287,-0.119140625,0.8931885
1638073579251,0.3540039,-0.11816406,0.89404297
1638073579252,0.35205078,-0.115722656,0.8918457
1638073579281,0.35168457,-0.11584473,0.8918457
1638073579342,0.3511963,-0.11682129,0.89282227
1638073579343,0.35144043,-0.11730957,0.8918457
1638073579343,0.3503418,-0.1171875,0.89172363
1638073579371,0.34960938,-0.1204834,0.8905029
1638073579372,0.34936523,-0.119628906,0.8913574
1638073579401,0.35083008,-0.114868164,0.89538574
1638073579431,0.34899902,-0.11853027,0.892334
1638073579432,0.35144043,-0.12145996,0.8930664
1638073579461,0.35009766,-0.11828613,0.89404297
1638073579492,0.3474121,-0.119018555,0.8942871
1638073579493,0.34936523,-0.12109375,0.8944092
1638073579521,0.34985352,-0.11804199,0.89294434
1638073579551,0.34924316,-0.11987305,0.89453125
1638073579552,0.35046387,-0.12023926,0.8946533
1638073579582,0.35131836,-0.1204834,0.8922119
1638073579611,0.350708,-0.11804199,0.89404297
1638073579642,0.35131836,-0.12023926,0.8931885
1638073579643,0.35180664,-0.12023926,0.89038086
1638073579672,0.34985352,-0.118652344,0.89282227
1638073579672,0.34887695,-0.12072754,0.8946533
1638073579701,0.35046387,-0.12219238,0.8930664
1638073579732,0.3515625,-0.119018555,0.89294434
1638073579733,0.34936523,-0.1184082,0.89294434
1638073579761,0.35009766,-0.11975098,0.89416504
1638073579792,0.350708,-0.11987305,0.89404297
1638073579793,0.35083008,-0.11755371,0.8939209
1638073579822,0.3503418,-0.119384766,0.89331055
1638073579852,0.35229492,-0.118652344,0.8931885
1638073579852,0.3527832,-0.11987305,0.8918457
