time,x-gyro,y-gyro,z-gyro
1623458771570,-1.9664634,4.405488,-0.076219514
1623458771601,-2.2256098,4.771342,-0.15243903
1623458771631,-2.8963416,5.807927,0.22865854
1623458771633,-4.1463413,6.9512196,0.9756098
1623458771660,-4.847561,8.277439,2.1189024
1623458771693,-4.1463413,8.704268,2.698171
1623458771694,-3.262195,8.384147,2.5914636
1623458771721,-2.362805,7.3323174,1.5396342
1623458771752,-1.3109757,5.807927,1.0365853
1623458771753,-1.097561,4.1615853,1.1890244
1623458771783,-0.83841467,2.7439024,1.402439
1623458771811,-0.38109756,1.7682927,0.79268295
1623458771814,-0.30487806,0.80792683,-0.38109756
1623458771844,0.06097561,-0.30487806,-1.3567073
1623458771871,0.24390244,-1.2347561,-2.1493902
1623458771873,0.65548784,-2.179878,-2.8658538
1623458771902,1.1585366,-3.0487804,-3.2469513
1623458771931,1.3719512,-3.5975611,-3.5213416
1623458771934,1.3262196,-3.8109758,-3.7195122
1623458771961,1.2347561,-4.0701222,-3.628049
1623458771993,0.99085367,-4.1463413,-3.4146342
1623458771995,0.6402439,-3.8567073,-3.1554878
1623458772052,0.41158536,-3.3384147,-2.835366
1623458772054,0.45731708,-3.003049,-2.6067073
1623458772055,0.6859756,-3.003049,-2.5457318
1623458772081,0.7621951,-3.0640244,-2.4085367
1623458772113,0.25914633,-3.3536587,-2.4085367
1623458772114,-0.04573171,-3.4908538,-2.5
1623458772142,-0.22865854,-3.9176831,-2.682927
1623458772202,-0.16768293,-4.390244,-2.7743902
1623458772204,-0.36585367,-4.664634,-2.8506098
1623458772204,0.19817074,-4.6036587,-2.9115853
1623458772231,1.0670732,-4.527439,-3.2012196
1623458772234,0.79268295,-4.6951222,-3.445122
1623458772261,0.5487805,-4.557927,-3.2164636
1623458772293,0.41158536,-4.420732,-2.7439024
1623458772321,0.51829267,-4.7865853,-2.682927
1623458772324,0.25914633,-4.5884147,-2.4390244
1623458772352,0.030487806,-4.2073174,-2.1341465
1623458772381,0.09146342,-4.1615853,-1.9512196
1623458772384,0.076219514,-4.268293,-1.9207318
1623458772411,0.51829267,-3.7195122,-1.9207318
1623458772443,0.6707317,-3.3384147,-1.9969512
1623458772445,0.25914633,-3.0792685,-2.1189024
1623458772501,-0.015243903,-3.0945122,-2.042683
1623458772504,0.22865854,-2.8963416,-1.9054879
1623458772506,0.22865854,-2.7439024,-1.7835367
1623458772531,0.04573171,-2.8810976,-1.6768293
1623458772561,-0.030487806,-3.2164636,-1.6310976
1623458772564,-0.015243903,-3.5518293,-1.6615855
1623458772593,-0.16768293,-3.7804878,-1.6158537
1623458772621,-0.25914633,-4.085366,-1.5091463
1623458772623,0.22865854,-4.9390244,-1.9207318
1623458772651,1.0670732,-6.2347565,-2.8506098
1623458772681,1.8292683,-6.8292685,-3.6890244
1623458772711,2.5,-7.0884147,-4.1463413
1623458772711,3.277439,-7.5914636,-4.283537
1623458772741,3.6585367,-7.77439,-4.054878
1623458772746,3.5060976,-7.271342,-3.3384147
1623458772771,2.5457318,-6.8140244,-2.5
1623458772801,1.2347561,-6.1890244,-1.6006098
1623458772803,0.6402439,-5.396342,-0.7621951
1623458772831,0.38109756,-4.557927,-0.5030488
1623458772861,0.33536586,-3.582317,-0.6402439
1623458772864,0.21341464,-2.5304878,-0.8231707
1623458772891,-0.10670732,-1.6006098,-0.65548784
1623458772921,-0.32012194,-1.0060976,-0.45731708
1623458772923,-0.24390244,-0.5640244,-0.32012194
1623458772952,-0.030487806,-0.15243903,-0.27439025
1623458773011,0.16768293,0.33536586,-0.28963414
1623458773013,0.04573171,0.6707317,-0.27439025
1623458773015,-0.22865854,1.0060976,-0.15243903
1623458773041,-0.94512194,1.4329269,-0.04573171
1623458773046,-1.570122,2.2865853,0.19817074
1623458773072,-1.4329269,3.003049,0.22865854
1623458773102,-1.1585366,2.698171,0.04573171
1623458773103,-1.0060976,2.1493902,-0.04573171
1623458773131,-0.8231707,2.1341465,-0.06097561
1623458773160,-0.7621951,2.682927,0.0
1623458773162,-1.3871951,3.612805,0.39634147
1623458773193,-2.4390244,4.847561,1.0213414
1623458773221,-3.3689024,5.777439,1.6768293
1623458773224,-4.039634,6.4786587,2.2256098
1623458773253,-4.3292685,7.1951222,2.4237804
1623458773283,-4.253049,7.8201222,2.3475611
1623458773285,-3.9939024,8.47561,2.210366
1623458773311,-3.902439,9.207317,2.317073
1623458773343,-4.085366,9.801829,2.7286587
1623458773349,-4.2073174,10.70122,3.4146342
1623458773372,-3.9939024,11.783537,4.268293
1623458773431,-3.75,12.347561,5.0609756
1623458773433,-2.9420733,12.256098,5.2286587
1623458773436,-2.698171,11.996951,5.4420733
1623458773462,-2.7591465,12.728659,5.7469516
1623458773464,-2.6219513,13.460366,6.143293
1623458773492,-2.0731707,13.231708,7.012195
1623458773521,-1.3414634,12.652439,7.530488
1623458773524,-0.13719513,13.262196,7.164634
1623458773552,-0.09146342,15.990854,6.9817076
1623458773581,-0.9603659,22.37805,7.8201222
1623458773583,2.5762196,26.814026,5.182927
1623458773611,6.9817076,27.804878,0.5030488
1623458773642,9.603659,29.359756,-2.835366
1623458773646,10.960366,31.17378,-5.670732
1623458773672,11.95122,32.362804,-8.262196
1623458773702,12.012196,32.423782,-10.289635
1623458773704,11.280488,31.509148,-12.317074
1623458773731,11.204268,30.015245,-13.368903
1623458773760,10.625,28.62805,-13.719513
1623458773762,10.0,27.637196,-13.734756
1623458773791,9.054878,26.631098,-13.7957325
1623458773821,9.176829,26.783537,-14.359756
1623458773824,9.481708,27.667683,-15.213415
1623458773851,10.426829,28.353659,-15.868903
1623458773911,12.042684,29.268293,-16.463415
1623458773912,12.317074,30.137196,-17.240854
1623458773914,12.5,30.243902,-18.04878
1623458773942,11.60061,29.024391,-18.612804
1623458773944,10.381098,26.112806,-18.59756
1623458773971,8.628049,22.591463,-18.231709
