time,x-gyro,y-gyro,z-gyro
1615897261399,1.2347561,0.85365856,-0.42682928
1615897261430,1.2195122,0.5945122,-0.5945122
1615897261461,0.625,0.5030488,-0.19817074
1615897261462,0.45731708,0.5335366,-0.04573171
1615897261491,0.6097561,0.6859756,0.076219514
1615897261522,0.83841467,1.0060976,-0.12195122
1615897261522,0.86890244,0.85365856,-0.42682928
1615897261551,0.15243903,0.13719513,-0.5640244
1615897261581,-0.7621951,-0.15243903,-0.6859756
1615897261581,-1.5548781,-3.0640244,-1.25
1615897261610,-0.77743906,-3.765244,-1.3109757
1615897261642,0.32012194,-0.9603659,-1.1585366
1615897261642,0.73170733,0.32012194,-1.0365853
1615897261672,0.88414633,1.0365853,-0.8993903
1615897261701,0.73170733,1.3719512,-0.80792683
1615897261701,0.41158536,1.097561,-0.91463417
1615897261732,0.6402439,1.2042683,-0.9756098
1615897261761,0.8993903,1.4939024,-0.8231707
1615897261763,1.097561,2.042683,-0.30487806
1615897261791,1.25,2.5457318,0.04573171
1615897261821,1.402439,2.957317,0.09146342
1615897261822,1.722561,3.140244,0.0
1615897261852,1.9817073,2.7896342,0.0
1615897261881,1.5396342,1.4786586,-0.16768293
1615897261884,0.36585367,-1.2652439,-0.85365856
1615897261912,0.625,-0.86890244,-1.1128049
1615897261942,1.0670732,0.30487806,-1.2652439
1615897261942,0.80792683,0.5945122,-0.9756098
1615897261972,0.5640244,0.8231707,-0.47256097
1615897262002,0.51829267,0.0,-0.5792683
1615897262002,0.625,0.09146342,-0.79268295
1615897262031,0.65548784,0.5335366,-0.625
1615897262033,0.65548784,0.88414633,-0.04573171
1615897262062,0.6402439,1.0060976,0.25914633
1615897262091,0.88414633,1.0670732,0.16768293
1615897262091,0.99085367,1.097561,0.18292683
1615897262120,0.9603659,1.2957318,0.5792683
1615897262152,1.0060976,1.6768293,0.94512194
1615897262152,1.097561,2.1493902,0.88414633
1615897262182,1.6006098,2.4390244,0.5335366
1615897262212,1.6310976,1.8902439,0.09146342
1615897262212,0.65548784,0.625,-0.41158536
1615897262241,0.19817074,0.09146342,-0.65548784
1615897262271,0.625,0.22865854,-0.73170733
1615897262272,0.85365856,0.45731708,-0.6859756
1615897262300,0.79268295,0.6707317,-0.39634147
1615897262330,0.38109756,0.06097561,-0.5792683
1615897262331,0.42682928,0.06097561,-0.80792683
1615897262361,0.7469512,0.44207317,-0.7469512
1615897262392,0.8993903,0.73170733,-0.5945122
1615897262392,0.9756098,0.71646345,-0.51829267
1615897262420,0.5487805,-0.625,-0.85365856
1615897262450,0.32012194,-1.3262196,-1.1128049
1615897262451,0.6097561,-0.6402439,-1.0060976
1615897262509,0.9756098,-0.5792683,-0.79268295
1615897262539,1.0670732,-0.10670732,-0.8231707
1615897262541,1.1737806,0.625,-0.86890244
1615897262544,1.2042683,0.99085367,-0.7469512
1615897262571,1.1432927,1.1432927,-0.4878049
1615897262572,1.1585366,1.3109757,-0.24390244
1615897262631,0.9603659,1.417683,-0.15243903
1615897262632,0.7469512,1.2347561,-0.13719513
1615897262634,0.73170733,0.45731708,-0.09146342
1615897262662,0.39634147,-0.41158536,-0.15243903
1615897262691,0.27439025,-0.9603659,-0.5335366
1615897262693,0.6859756,-0.41158536,-0.47256097
1615897262722,0.65548784,0.33536586,-0.32012194
1615897262752,0.6707317,0.99085367,-0.16768293
1615897262752,0.77743906,0.94512194,-0.09146342
1615897262782,0.5030488,0.7621951,-0.30487806
1615897262810,0.5640244,0.9756098,-0.45731708
1615897262811,0.7621951,1.25,-0.38109756
1615897262840,0.6707317,1.2652439,-0.21341464
1615897262843,0.6097561,0.24390244,-0.21341464
1615897262872,0.83841467,-0.19817074,-0.21341464
1615897262902,0.8231707,0.38109756,-0.27439025
1615897262902,0.8231707,0.7012195,-0.24390244
1615897262930,0.92987806,0.9603659,-0.015243903
1615897262960,0.80792683,1.0823171,0.5640244
1615897262960,0.12195122,1.2804878,0.99085367
1615897262990,-0.12195122,1.25,0.79268295
1615897263021,-0.36585367,1.2195122,0.5945122
1615897263022,-0.5030488,1.5548781,0.7621951
1615897263050,-0.44207317,2.1036587,0.65548784
1615897263080,-0.42682928,2.4237804,0.44207317
1615897263081,-0.38109756,2.6067073,0.21341464
1615897263111,-0.030487806,2.6219513,0.22865854
1615897263142,0.27439025,2.378049,0.24390244
1615897263142,0.5335366,1.4481708,0.09146342
1615897263172,0.80792683,1.097561,-0.12195122
1615897263202,0.85365856,1.0213414,-0.22865854
1615897263202,0.88414633,0.94512194,-0.25914633
1615897263231,0.7621951,0.94512194,-0.35060975
1615897263261,0.6707317,0.8993903,-0.36585367
1615897263261,0.6097561,0.73170733,-0.44207317
1615897263292,0.42682928,0.04573171,-0.73170733
1615897263321,0.5792683,0.16768293,-0.7621951
1615897263321,0.92987806,0.27439025,-0.6859756
1615897263350,1.0060976,0.16768293,-0.38109756
1615897263380,0.85365856,0.38109756,-0.18292683
1615897263382,0.9603659,0.5640244,-0.27439025
1615897263412,1.0365853,0.71646345,-0.32012194
1615897263441,1.0060976,0.71646345,-0.35060975
1615897263443,0.91463417,0.7621951,-0.33536586
1615897263472,0.80792683,0.35060975,-0.42682928
1615897263502,0.9603659,0.35060975,-0.6097561
1615897263502,0.99085367,0.5487805,-0.5335366
1615897263532,0.7621951,0.32012194,-0.5640244
1615897263562,0.5792683,-0.13719513,-0.86890244
1615897263562,0.73170733,-0.5792683,-0.99085367
1615897263591,0.7621951,-1.0518293,-0.9756098
1615897263593,0.92987806,-0.6097561,-0.86890244
1615897263622,0.9756098,0.13719513,-0.7469512
1615897263652,0.9756098,0.6402439,-0.7469512
1615897263652,0.83841467,0.5030488,-0.7012195
1615897263682,0.7621951,0.80792683,-0.625
1615897263712,0.79268295,1.25,-0.5487805
1615897263712,1.0060976,1.2347561,-0.42682928
1615897263742,1.1890244,1.1890244,-0.36585367
1615897263772,0.9756098,0.73170733,-0.5487805
1615897263772,0.51829267,0.04573171,-0.7621951
1615897263801,0.5792683,0.22865854,-0.625
1615897263830,0.6859756,0.625,-0.41158536
1615897263831,0.7469512,0.8231707,-0.30487806
1615897263860,0.9756098,0.86890244,-0.25914633
1615897263891,1.1432927,0.86890244,-0.18292683
1615897263892,1.2042683,0.9603659,-0.076219514
1615897263922,1.1737806,1.0213414,0.13719513
1615897263952,1.2347561,1.2652439,0.18292683
1615897263952,1.3719512,1.4329269,0.16768293
1615897263982,1.0213414,1.2195122,0.0
1615897264011,0.77743906,0.94512194,-0.10670732
1615897264012,0.5335366,0.73170733,0.04573171
1615897264041,0.15243903,0.7012195,0.21341464
1615897264072,-0.24390244,0.73170733,0.39634147
1615897264072,-0.28963414,0.5487805,0.27439025
1615897264102,-0.38109756,0.39634147,0.25914633
1615897264132,-0.41158536,0.38109756,0.28963414
1615897264162,-0.28963414,0.28963414,0.21341464
1615897264162,-0.10670732,0.30487806,0.15243903
1615897264191,0.12195122,0.30487806,0.06097561
1615897264193,0.28963414,0.39634147,0.015243903
1615897264222,0.45731708,0.45731708,-0.12195122
1615897264251,0.5792683,0.5030488,-0.25914633
1615897264253,0.7469512,0.5335366,-0.25914633
1615897264282,0.5335366,0.27439025,-0.35060975
1615897264312,-0.18292683,-0.625,-0.6097561
1615897264312,0.13719513,-0.19817074,-0.5792683
1615897264341,0.45731708,0.33536586,-0.5487805
1615897264373,0.6402439,0.41158536,-0.47256097
1615897264373,0.77743906,0.5030488,-0.45731708
1615897264401,1.1890244,0.71646345,-0.5030488
1615897264403,1.2804878,0.77743906,-0.5792683
