time,x-gyro,y-gyro,z-gyro
1641175059880,-2.9420733,1.9969512,-0.6859756
1641175059881,-2.957317,1.6006098,0.19817074
1641175059882,-3.1097562,0.88414633,-0.8993903
1641175059910,-2.7896342,0.4878049,-0.99085367
1641175059940,-2.5304878,0.19817074,-0.8231707
1641175059941,-1.8140244,-0.19817074,-0.8993903
1641175059971,-1.2042683,0.076219514,-0.86890244
1641175060030,-0.7621951,0.6402439,-0.79268295
1641175060031,-0.35060975,0.77743906,-0.7469512
1641175060033,0.09146342,0.5792683,-0.83841467
1641175060090,0.5945122,0.5487805,-0.94512194
1641175060091,1.0060976,0.77743906,-1.1128049
1641175060093,1.4481708,0.8993903,-1.2042683
1641175060150,1.3414634,1.0670732,-1.0823171
1641175060152,1.0365853,1.2042683,-0.88414633
1641175060153,1.0670732,1.3414634,-0.8231707
1641175060181,1.3871951,1.570122,-0.9603659
1641175060182,1.8902439,1.7073171,-1.2347561
1641175060210,2.4085367,1.7682927,-1.4786586
1641175060240,2.637195,1.7682927,-1.6006098
1641175060241,3.0945122,1.9664634,-1.7530488
1641175060271,3.6585367,2.2408538,-1.3719512
1641175060300,4.6189027,2.5914636,-0.5792683
1641175060301,6.417683,2.5457318,-0.47256097
1641175060332,7.012195,2.1036587,-0.5945122
1641175060360,6.615854,1.6158537,-0.6707317
1641175060362,6.265244,1.6463414,-0.65548784
1641175060391,5.121951,1.9969512,-0.77743906
1641175060420,3.9786587,2.1493902,-0.7012195
1641175060422,3.125,1.875,-0.77743906
1641175060451,2.179878,1.722561,-0.6859756
1641175060480,1.1890244,1.2804878,-0.88414633
1641175060482,0.625,0.6707317,-0.99085367
1641175060511,0.24390244,0.27439025,-0.94512194
1641175060541,-0.09146342,0.22865854,-1.0670732
1641175060542,-0.24390244,0.22865854,-1.2347561
1641175060571,-0.30487806,-0.06097561,-1.3109757
1641175060601,-0.5030488,-0.45731708,-1.2804878
1641175060602,-0.625,-0.7469512,-1.0365853
1641175060630,-0.6859756,-0.8993903,-0.79268295
1641175060660,-0.6402439,-0.94512194,-0.6859756
1641175060662,-0.44207317,-0.86890244,-0.5945122
1641175060691,-0.10670732,-0.77743906,-0.5792683
1641175060720,0.33536586,-0.4878049,-0.6402439
1641175060721,0.5792683,-0.39634147,-0.625
1641175060751,0.5945122,-0.32012194,-0.6707317
1641175060780,0.5945122,-0.22865854,-0.6859756
1641175060782,0.71646345,-0.33536586,-0.71646345
1641175060811,0.71646345,-0.4878049,-0.625
1641175060812,0.4878049,-0.5945122,-0.6097561
1641175060842,0.28963414,-0.73170733,-0.6402439
1641175060870,0.19817074,-0.7469512,-0.51829267
1641175060872,0.28963414,-0.6097561,-0.42682928
1641175060901,0.30487806,-0.6402439,-0.47256097
1641175060930,0.24390244,-0.6097561,-0.32012194
1641175060932,0.25914633,-0.65548784,-0.27439025
1641175060961,0.24390244,-0.71646345,-0.28963414
1641175060991,0.10670732,-0.91463417,-0.32012194
1641175060992,0.24390244,-0.71646345,-0.27439025
1641175061021,0.36585367,-0.5945122,-0.33536586
1641175061051,0.38109756,-0.5640244,-0.28963414
1641175061052,0.24390244,-0.4878049,-0.25914633
1641175061081,0.18292683,-0.44207317,-0.22865854
1641175061110,0.19817074,-0.5487805,-0.18292683
1641175061112,0.19817074,-0.7469512,-0.10670732
1641175061142,-0.030487806,-0.86890244,0.04573171
1641175061170,-0.28963414,-0.9603659,0.16768293
1641175061172,-0.38109756,-1.1432927,0.24390244
1641175061201,-0.27439025,-1.1737806,0.21341464
1641175061230,-0.28963414,-1.1585366,0.15243903
1641175061232,-0.24390244,-1.1280488,0.10670732
1641175061261,-0.21341464,-0.9603659,0.06097561
1641175061291,-0.25914633,-0.77743906,0.076219514
1641175061292,-0.32012194,-0.5792683,0.015243903
1641175061328,-0.13719513,-0.47256097,-0.10670732
1641175061350,0.13719513,-0.30487806,-0.21341464
1641175061352,0.24390244,-0.015243903,-0.25914633
1641175061380,0.44207317,0.21341464,-0.36585367
1641175061410,0.51829267,0.30487806,-0.47256097
1641175061411,0.5640244,0.32012194,-0.45731708
1641175061441,0.6097561,0.30487806,-0.51829267
1641175061470,0.5945122,0.41158536,-0.51829267
1641175061472,0.5640244,0.24390244,-0.51829267
1641175061501,0.51829267,0.015243903,-0.47256097
1641175061530,0.27439025,-0.16768293,-0.32012194
1641175061532,0.19817074,-0.38109756,-0.18292683
1641175061561,0.13719513,-0.73170733,-0.18292683
1641175061591,0.04573171,-1.097561,-0.12195122
1641175061591,-0.32012194,-1.2347561,0.12195122
1641175061621,-0.6707317,-1.2042683,0.15243903
1641175061650,-0.83841467,-1.1585366,0.13719513
1641175061652,-0.79268295,-1.0365853,0.12195122
1641175061681,-0.6859756,-0.85365856,0.076219514
1641175061710,-0.71646345,-0.71646345,0.0
1641175061712,-0.65548784,-0.5640244,-0.030487806
1641175061741,-0.6097561,-0.36585367,-0.076219514
1641175061771,-0.5640244,-0.27439025,-0.10670732
1641175061772,-0.5640244,-0.22865854,-0.18292683
1641175061801,-0.44207317,-0.24390244,-0.21341464
1641175061830,-0.21341464,-0.19817074,-0.25914633
1641175061832,-0.09146342,-0.25914633,-0.35060975
1641175061862,-0.030487806,-0.25914633,-0.32012194
1641175061891,0.13719513,-0.33536586,-0.33536586
1641175061892,0.28963414,-0.32012194,-0.42682928
1641175061921,0.33536586,-0.36585367,-0.42682928
1641175061950,0.35060975,-0.38109756,-0.42682928
1641175061952,0.41158536,-0.30487806,-0.44207317
1641175061980,0.5335366,-0.16768293,-0.42682928
1641175061982,0.65548784,0.0,-0.44207317
1641175062011,0.7621951,0.25914633,-0.5335366
1641175062041,0.9603659,0.39634147,-0.5640244
1641175062041,1.1128049,0.42682928,-0.5792683
1641175062071,1.1737806,0.47256097,-0.6402439
1641175062101,1.1585366,0.5335366,-0.6707317
1641175062102,1.2347561,0.6859756,-0.73170733
1641175062131,1.402439,0.88414633,-0.83841467
1641175062160,1.5243902,0.94512194,-0.85365856
1641175062163,1.5853659,1.0213414,-0.88414633
1641175062191,1.5548781,0.8993903,-0.79268295
1641175062221,1.2652439,0.6097561,-0.73170733
1641175062222,1.1432927,0.21341464,-0.6402439
1641175062250,1.1737806,0.015243903,-0.5640244
1641175062280,1.1890244,0.12195122,-0.5487805
1641175062282,1.1737806,0.25914633,-0.5792683
1641175062311,1.0518293,0.28963414,-0.5792683
1641175062341,1.097561,0.30487806,-0.5335366
1641175062342,1.2957318,0.27439025,-0.6402439
1641175062372,1.2042683,0.25914633,-0.6707317
1641175062400,1.1128049,0.33536586,-0.6402439
1641175062402,1.1280488,0.41158536,-0.5945122
1641175062431,1.0823171,0.28963414,-0.51829267
1641175062460,0.9756098,0.15243903,-0.5487805
1641175062463,0.91463417,0.0,-0.51829267
1641175062491,0.7469512,-0.13719513,-0.41158536
1641175062521,0.71646345,-0.22865854,-0.39634147
1641175062522,0.6707317,-0.15243903,-0.33536586
1641175062550,0.7012195,-0.030487806,-0.35060975
1641175062580,0.6402439,0.0,-0.39634147
1641175062582,0.6097561,0.0,-0.38109756
1641175062611,0.5945122,-0.076219514,-0.33536586
1641175062641,0.625,-0.13719513,-0.33536586
1641175062642,0.77743906,-0.13719513,-0.38109756
1641175062672,0.80792683,-0.09146342,-0.36585367
1641175062700,0.7469512,-0.18292683,-0.35060975
1641175062702,0.6402439,-0.25914633,-0.35060975
1641175062731,0.5945122,-0.33536586,-0.35060975
1641175062760,0.45731708,-0.42682928,-0.28963414
1641175062762,0.41158536,-0.5335366,-0.16768293
1641175062791,0.45731708,-0.51829267,-0.13719513
1641175062820,0.32012194,-0.5792683,-0.12195122
1641175062822,0.35060975,-0.5030488,-0.09146342
1641175062851,0.44207317,-0.5640244,-0.12195122
1641175062880,0.5030488,-0.5487805,-0.18292683
1641175062882,0.5487805,-0.44207317,-0.22865854
1641175062911,0.7012195,-0.32012194,-0.32012194
1641175062941,0.8231707,-0.10670732,-0.39634147
1641175062942,0.85365856,0.09146342,-0.39634147
1641175062971,0.85365856,0.12195122,-0.45731708
1641175063001,0.8231707,0.030487806,-0.47256097
1641175063002,0.6707317,-0.030487806,-0.35060975
1641175063031,0.5792683,-0.12195122,-0.32012194
1641175063060,0.625,-0.12195122,-0.36585367
