time,x-accel,y-accel,z-accel
1631364220016,0.32202148,-0.29992676,0.8763428
1631364220017,0.3239746,-0.30163574,0.88012695
1631364220046,0.32385254,-0.30004883,0.88134766
1631364220077,0.3244629,-0.29785156,0.8835449
1631364220078,0.32629395,-0.29016113,0.8892822
1631364220106,0.32336426,-0.28320312,0.8927002
1631364220137,0.31970215,-0.27856445,0.89123535
1631364220167,0.31799316,-0.27770996,0.890625
1631364220169,0.31567383,-0.28466797,0.8874512
1631364220170,0.3145752,-0.29187012,0.8796387
1631364220197,0.32202148,-0.30334473,0.880249
1631364220227,0.33239746,-0.3109131,0.8829346
1631364220257,0.335083,-0.30969238,0.8880615
1631364220258,0.3322754,-0.30004883,0.8880615
1631364220286,0.3314209,-0.29260254,0.8951416
1631364220316,0.32824707,-0.2833252,0.8964844
1631364220317,0.32800293,-0.27868652,0.89746094
1631364220346,0.3215332,-0.28100586,0.8967285
1631364220348,0.3140869,-0.2854004,0.8905029
1631364220376,0.30969238,-0.29589844,0.8841553
1631364220406,0.31054688,-0.30493164,0.8823242
1631364220437,0.3104248,-0.31152344,0.88134766
1631364220438,0.3116455,-0.31201172,0.8833008
1631364220466,0.30908203,-0.3026123,0.88708496
1631364220467,0.29919434,-0.29162598,0.8848877
1631364220496,0.29467773,-0.28527832,0.88879395
1631364220526,0.2993164,-0.2849121,0.8935547
1631364220527,0.3050537,-0.28686523,0.8952637
1631364220557,0.30908203,-0.2935791,0.89990234
1631364220586,0.29699707,-0.2944336,0.88879395
1631364220587,0.29284668,-0.29553223,0.8864746
1631364220616,0.2944336,-0.29418945,0.8919678
1631364220646,0.29858398,-0.2906494,0.89660645
1631364220648,0.29455566,-0.2927246,0.8901367
1631364220676,0.29968262,-0.30004883,0.88916016
1631364220706,0.30493164,-0.31506348,0.8890381
1631364220708,0.3166504,-0.32165527,0.89624023
1631364220736,0.319458,-0.32507324,0.89782715
1631364220766,0.30664062,-0.3232422,0.8937988
1631364220767,0.28796387,-0.3215332,0.8823242
1631364220796,0.2750244,-0.31811523,0.8770752
1631364220826,0.2652588,-0.31311035,0.87158203
1631364220828,0.2553711,-0.30859375,0.8721924
1631364220857,0.26989746,-0.30578613,0.8781738
1631364220917,0.28198242,-0.31115723,0.8796387
1631364220919,0.289917,-0.3256836,0.8831787
1631364220920,0.30639648,-0.32739258,0.8963623
1631364220947,0.32214355,-0.31896973,0.91223145
1631364220977,0.37023926,-0.3076172,0.94799805
1631364220978,0.37036133,-0.32751465,0.9538574
1631364221007,0.38024902,-0.35180664,0.94970703
1631364221008,0.40283203,-0.37280273,0.95080566
1631364221036,0.38635254,-0.3815918,0.95043945
1631364221066,0.32983398,-0.34655762,0.9477539
1631364221068,0.24133301,-0.26416016,0.904541
1631364221096,0.15600586,-0.14562988,0.8249512
1631364221127,0.18457031,-0.12414551,0.8006592
1631364221128,0.27404785,-0.23413086,0.798584
1631364221157,0.3428955,-0.36193848,0.776001
1631364221187,0.35437012,-0.45861816,0.73254395
1631364221188,0.2911377,-0.4819336,0.69750977
1631364221217,0.23352051,-0.4326172,0.70410156
1631364221247,0.20629883,-0.37438965,0.74072266
1631364221249,0.20239258,-0.29943848,0.77612305
1631364221277,0.2508545,-0.22790527,0.7993164
1631364221307,0.30456543,-0.24108887,0.791626
1631364221309,0.38684082,-0.28527832,0.7897949
1631364221337,0.44458008,-0.36999512,0.8062744
1631364221340,0.42199707,-0.46875,0.80407715
1631364221366,0.41552734,-0.4946289,0.8105469
1631364221396,0.36999512,-0.43688965,0.82958984
1631364221398,0.33093262,-0.37695312,0.8631592
1631364221426,0.34204102,-0.35717773,0.9071045
1631364221457,0.40649414,-0.35595703,0.9304199
1631364221459,0.46484375,-0.4182129,0.90234375
1631364221486,0.48901367,-0.39379883,0.8791504
1631364221516,0.5028076,-0.33618164,0.8613281
1631364221517,0.5152588,-0.29467773,0.8347168
1631364221546,0.5284424,-0.3071289,0.7965088
1631364221606,0.51916504,-0.4222412,0.74902344
1631364221607,0.5482178,-0.5163574,0.7709961
1631364221608,0.5201416,-0.5079346,0.8125
1631364221636,0.46362305,-0.4017334,0.8166504
1631364221637,0.4494629,-0.3256836,0.79296875
1631364221666,0.50354004,-0.40771484,0.803833
1631364221696,0.49987793,-0.49780273,0.7813721
1631364221698,0.45983887,-0.48657227,0.70703125
1631364221756,0.44921875,-0.3968506,0.6402588
1631364221786,0.51342773,-0.37683105,0.6767578
1631364221787,0.5743408,-0.44714355,0.807251
1631364221788,0.5469971,-0.50268555,0.91015625
1631364221816,0.49804688,-0.4066162,0.8543701
1631364221818,0.40966797,-0.3190918,0.70458984
1631364221847,0.46899414,-0.39990234,0.7303467
1631364221877,0.48693848,-0.41809082,0.74035645
1631364221878,0.4645996,-0.38671875,0.7359619
1631364221906,0.4897461,-0.36010742,0.7648926
1631364221937,0.54248047,-0.3154297,0.8066406
1631364221938,0.57421875,-0.27819824,0.84472656
1631364221967,0.56677246,-0.35986328,0.8273926
1631364221997,0.5686035,-0.40478516,0.7873535
1631364221998,0.5734863,-0.40368652,0.7780762
1631364222027,0.54956055,-0.42419434,0.74523926
1631364222057,0.49768066,-0.42541504,0.68395996
1631364222059,0.41711426,-0.36206055,0.6723633
1631364222087,0.46289062,-0.30822754,0.807251
1631364222116,0.5333252,-0.28381348,0.84277344
1631364222117,0.5389404,-0.3494873,0.7784424
1631364222146,0.5280762,-0.42895508,0.7305908
1631364222177,0.46936035,-0.42199707,0.7113037
1631364222178,0.40649414,-0.34765625,0.71655273
1631364222206,0.34204102,-0.30407715,0.7159424
1631364222237,0.36047363,-0.29553223,0.7384033
1631364222238,0.54467773,-0.38256836,0.776001
1631364222266,0.7227783,-0.52490234,0.74853516
1631364222297,0.7388916,-0.604126,0.6791992
1631364222298,0.6590576,-0.48913574,0.72680664
1631364222357,0.49572754,-0.35510254,0.74523926
1631364222358,0.42834473,-0.33032227,0.7203369
1631364222360,0.5106201,-0.3890381,0.7064209
1631364222387,0.68481445,-0.44091797,0.7692871
1631364222388,0.6925049,-0.36901855,0.79711914
1631364222416,0.54260254,-0.2791748,0.78027344
1631364222477,0.48498535,-0.21252441,0.7969971
1631364222479,0.47155762,-0.25061035,0.7694092
1631364222479,0.50720215,-0.35583496,0.7166748
1631364222507,0.6027832,-0.42919922,0.7246094
1631364222509,0.61901855,-0.41394043,0.7423096
1631364222536,0.52648926,-0.32666016,0.7487793
1631364222567,0.5037842,-0.3046875,0.76013184
1631364222568,0.5062256,-0.3812256,0.71069336
1631364222596,0.46765137,-0.44750977,0.64123535
1631364222627,0.44555664,-0.4489746,0.6287842
1631364222628,0.5073242,-0.39208984,0.6998291
1631364222656,0.64404297,-0.2861328,0.8084717
1631364222687,0.6887207,-0.33569336,0.7838135
1631364222688,0.63256836,-0.41418457,0.7182617
1631364222716,0.5689697,-0.32617188,0.7258301
1631364222747,0.5513916,-0.3206787,0.7163086
1631364222748,0.62353516,-0.33410645,0.73986816
1631364222776,0.60339355,-0.3046875,0.73547363
1631364222807,0.5876465,-0.2730713,0.7454834
1631364222808,0.6455078,-0.27648926,0.76623535
1631364222837,0.6588135,-0.2775879,0.76452637
1631364222867,0.63623047,-0.25720215,0.7663574
1631364222868,0.61376953,-0.25793457,0.75634766
1631364222896,0.6031494,-0.2796631,0.7376709
