time,x-gyro,y-gyro,z-gyro
2021-11-28T21:35:48.790,-0.549,1.006,0.091
2021-11-28T21:35:48.813,-0.579,0.884,-0.030
2021-11-28T21:35:48.834,-0.244,0.884,-0.366
2021-11-28T21:35:48.846,-0.183,0.823,-0.366
2021-11-28T21:35:48.868,0.244,0.427,-0.549
2021-11-28T21:35:48.892,0.213,0.579,-0.579
2021-11-28T21:35:48.913,-0.152,0.976,-0.488
2021-11-28T21:35:48.924,-0.305,0.976,-0.396
2021-11-28T21:35:48.947,-0.244,0.945,-0.305
2021-11-28T21:35:48.969,-0.061,0.884,-0.305
2021-11-28T21:35:49.002,-0.091,0.762,-0.244
2021-11-28T21:35:49.003,-0.030,0.671,-0.122
2021-11-28T21:35:49.025,-0.030,0.610,-0.091
2021-11-28T21:35:49.048,-0.061,0.640,-0.091
2021-11-28T21:35:49.070,-0.091,0.549,-0.091
2021-11-28T21:35:49.093,-0.091,0.518,-0.030
2021-11-28T21:35:49.104,0.030,0.488,-0.030
2021-11-28T21:35:49.127,0.152,0.427,-0.030
2021-11-28T21:35:49.148,0.122,0.427,-0.030
2021-11-28T21:35:49.171,0.061,0.549,0.000
2021-11-28T21:35:49.182,-0.091,0.640,0.030
2021-11-28T21:35:49.207,-0.183,0.701,-0.091
2021-11-28T21:35:49.228,-0.213,0.701,-0.122
2021-11-28T21:35:49.250,-0.244,0.732,-0.213
2021-11-28T21:35:49.273,-0.305,0.823,-0.213
2021-11-28T21:35:49.284,-0.366,0.854,-0.183
2021-11-28T21:35:49.307,-0.274,0.884,-0.183
2021-11-28T21:35:49.329,-0.274,0.945,-0.244
2021-11-28T21:35:49.351,-0.549,1.250,-0.396
2021-11-28T21:35:49.363,-0.732,1.311,-0.488
2021-11-28T21:35:49.385,-0.640,1.098,-0.488
2021-11-28T21:35:49.408,-0.396,0.793,-0.366
2021-11-28T21:35:49.430,-0.305,0.701,-0.213
2021-11-28T21:35:49.443,-0.396,0.884,-0.183
2021-11-28T21:35:49.465,-0.610,1.067,-0.213
2021-11-28T21:35:49.489,-0.396,0.793,-0.305
2021-11-28T21:35:49.512,-0.213,0.610,-0.396
2021-11-28T21:35:49.533,-0.183,0.640,-0.457
2021-11-28T21:35:49.543,0.518,0.915,-0.976
2021-11-28T21:35:49.566,1.555,1.524,-1.799
2021-11-28T21:35:49.589,1.189,1.463,-1.982
2021-11-28T21:35:49.611,1.951,1.585,-2.104
2021-11-28T21:35:49.623,2.043,2.409,-2.561
2021-11-28T21:35:49.645,-0.122,2.561,-2.043
2021-11-28T21:35:49.669,-1.524,2.226,-1.524
2021-11-28T21:35:49.690,-2.287,1.982,-1.220
2021-11-28T21:35:49.700,-3.171,2.195,-0.671
2021-11-28T21:35:49.724,-4.116,2.622,-0.091
