time,x-accel,y-accel,z-accel
1636764158492,0.42248535,0.31640625,0.87158203
1636764158522,0.42712402,0.32873535,0.8826904
1636764158522,0.41723633,0.32104492,0.88427734
1636764158552,0.4202881,0.30371094,0.8800049
1636764158582,0.40576172,0.305542,0.8741455
1636764158582,0.38720703,0.30126953,0.89172363
1636764158612,0.3609619,0.23327637,0.895874
1636764158642,0.34973145,0.24694824,0.91882324
1636764158642,0.36621094,0.33374023,1.0522461
1636764158672,0.32666016,0.6386719,1.3775635
1636764158702,0.33654785,0.6398926,1.3061523
1636764158702,0.43103027,0.6401367,1.1843262
1636764158731,0.7927246,0.4678955,1.2097168
1636764158762,1.2366943,0.33642578,1.2415771
1636764158762,1.0703125,0.21911621,1.2092285
1636764158791,0.41259766,0.35412598,1.2132568
1636764158822,0.26867676,0.3408203,1.0839844
1636764158822,0.20080566,-0.16235352,1.0351562
1636764158851,0.30517578,0.030639648,0.9986572
1636764158882,0.11010742,0.03112793,0.93322754
1636764158883,0.020996094,0.064331055,0.8781738
1636764158911,-0.099121094,0.15283203,0.8149414
1636764158942,0.037109375,0.36193848,0.8930664
1636764158942,0.34655762,0.69226074,0.96154785
1636764158971,0.24023438,0.5654297,0.8656006
1636764159002,0.27819824,0.5720215,0.81030273
1636764159002,0.36901855,0.6829834,0.84521484
1636764159031,0.3157959,0.5827637,0.8391113
1636764159061,0.26696777,0.54333496,0.90966797
1636764159062,0.65649414,0.7817383,1.0706787
1636764159092,0.7947998,0.7246094,1.1142578
1636764159121,0.6984863,0.6834717,1.0432129
1636764159151,0.68066406,0.9490967,0.90686035
1636764159152,0.80566406,1.1894531,0.7322998
1636764159182,1.1657715,1.057251,0.38085938
1636764159212,1.6519775,0.6954346,0.049682617
1636764159271,1.7487793,0.34606934,-0.25402832
1636764159272,1.3381348,0.548584,-0.56555176
1636764159272,0.9055176,1.0552979,-0.670166
1636764159274,1.104126,0.6245117,-0.48291016
1636764159301,1.2722168,0.16052246,-0.14697266
1636764159331,0.8548584,-0.4234619,1.2199707
1636764159332,1.522583,1.8387451,1.7294922
1636764159361,-0.63391113,-0.234375,0.92663574
1636764159392,0.42053223,0.65527344,1.048706
1636764159393,0.3890381,0.29675293,0.83166504
1636764159421,0.39196777,0.37365723,0.85668945
1636764159452,0.41711426,0.33666992,0.88549805
1636764159452,0.4255371,0.3022461,0.88342285
1636764159482,0.42041016,0.29125977,0.8972168
1636764159512,0.4173584,0.3062744,0.89086914
1636764159512,0.40478516,0.336792,0.89001465
1636764159542,0.4099121,0.31640625,0.89001465
1636764159572,0.41308594,0.30358887,0.88720703
1636764159572,0.4066162,0.31555176,0.88793945
1636764159602,0.40075684,0.32177734,0.8881836
1636764159632,0.40649414,0.32177734,0.88842773
1636764159632,0.40734863,0.3256836,0.88549805
1636764159661,0.40600586,0.32299805,0.88183594
1636764159692,0.39855957,0.3223877,0.8796387
1636764159692,0.40112305,0.3010254,0.8691406
1636764159721,0.4038086,0.30822754,0.8820801
1636764159752,0.40930176,0.32580566,0.88305664
1636764159752,0.42089844,0.30212402,0.87646484
1636764159782,0.4156494,0.2944336,0.87976074
1636764159812,0.4107666,0.29919434,0.8812256
1636764159812,0.40441895,0.3092041,0.904541
1636764159842,0.39648438,0.29162598,0.9169922
1636764159871,0.3803711,0.30004883,0.9058838
1636764159872,0.37841797,0.31274414,0.9075928
1636764159901,0.28649902,0.28955078,1.0112305
1636764159932,0.15283203,0.36608887,1.2606201
1636764159932,0.13085938,0.8306885,1.8668213
1636764159961,0.10900879,0.7862549,1.7313232
1636764159992,0.49682617,0.63391113,1.3237305
1636764159992,1.5616455,0.5184326,1.722168
1636764160021,1.1373291,0.34558105,1.9753418
1636764160051,-0.3656006,0.10864258,1.6002197
1636764160052,-0.20654297,0.5161133,1.3236084
1636764160082,-0.515625,-0.009643555,1.1918945
1636764160111,-0.274292,-0.007080078,0.98327637
1636764160112,-0.21838379,0.19543457,0.90319824
1636764160142,-0.20739746,0.18261719,0.79992676
1636764160171,-0.034423828,0.2635498,0.77404785
1636764160172,0.15441895,0.40820312,0.796875
1636764160201,0.33996582,0.491333,0.83740234
1636764160231,0.47094727,0.4958496,0.91186523
1636764160262,0.48132324,0.49328613,1.0073242
1636764160262,0.5227051,0.5716553,1.2313232
1636764160292,0.89733887,0.8059082,1.4854736
1636764160321,1.9168701,1.1656494,1.6452637
1636764160322,2.418213,0.9914551,1.0738525
1636764160351,1.3685303,0.38171387,0.39404297
1636764160381,1.2469482,0.54345703,-0.19384766
1636764160382,2.161621,0.604126,-0.8753662
1636764160411,2.098999,0.0592041,-1.0192871
1636764160442,1.4304199,-0.03466797,-0.30065918
1636764160442,0.854126,0.123535156,0.5266113
1636764160472,-0.65148926,1.3413086,0.6184082
1636764160502,-0.16796875,0.92822266,1.4178467
1636764160502,3.3214111,1.8815918,1.0688477
1636764160531,0.6241455,0.16149902,1.2233887
1636764160561,0.16882324,0.5151367,0.7322998
1636764160562,0.6687012,0.3109131,0.8123779
1636764160592,0.5534668,0.31860352,0.81811523
1636764160621,0.47338867,0.42651367,0.835083
1636764160622,0.4873047,0.42443848,0.8314209
1636764160651,0.5164795,0.44177246,0.81347656
1636764160682,0.5019531,0.4675293,0.80981445
1636764160682,0.49938965,0.4580078,0.79589844
1636764160711,0.5004883,0.43566895,0.796875
1636764160742,0.5013428,0.36853027,0.80700684
1636764160742,0.49108887,0.35339355,0.80358887
1636764160772,0.48059082,0.3861084,0.8015137
1636764160802,0.47583008,0.39916992,0.81933594
1636764160802,0.48657227,0.4000244,0.8104248
1636764160832,0.48901367,0.42126465,0.7911377
1636764160862,0.49694824,0.399292,0.78466797
1636764160862,0.50805664,0.3720703,0.7780762
1636764160892,0.5081787,0.39038086,0.7844238
1636764160922,0.513916,0.41796875,0.77734375
1636764160922,0.51794434,0.4239502,0.77734375
1636764160952,0.5147705,0.430542,0.7824707
1636764160982,0.51208496,0.4296875,0.8111572
1636764160982,0.5029297,0.44702148,0.8327637
1636764161012,0.48413086,0.49816895,0.854126
1636764161042,0.48693848,0.49853516,0.8985596
1636764161042,0.51220703,0.4210205,0.9818115
1636764161071,0.515625,0.32458496,1.0949707
1636764161101,0.44006348,0.27722168,1.2952881
1636764161102,0.30578613,0.048217773,1.4893799
1636764161131,0.5234375,-0.0982666,1.411499
1636764161162,1.6160889,0.21289062,1.0059814
1636764161191,2.2940674,0.39074707,0.9482422
1636764161192,2.19458,0.33410645,1.0877686
1636764161221,0.9265137,0.48266602,1.3618164
1636764161252,0.63171387,0.36816406,0.8286133
1636764161252,0.8746338,0.15991211,1.1141357
1636764161281,0.07727051,-0.7047119,1.1364746
1636764161311,0.15063477,-0.50390625,0.776001
1636764161312,0.2824707,-0.01184082,0.7780762
1636764161341,0.22033691,-0.16723633,0.7800293
1636764161371,0.29870605,-0.36157227,0.7858887
1636764161372,0.5126953,-0.3322754,0.7734375
1636764161401,0.736084,-0.26538086,0.8256836
1636764161431,0.8833008,-0.2878418,0.9003906
1636764161432,0.96325684,-0.16906738,0.9971924
1636764161461,1.1026611,0.044067383,1.118042
1636764161492,1.2807617,0.10961914,1.2972412
1636764161492,1.5264893,0.14074707,1.5092773
1636764161521,1.8243408,0.3043213,1.6418457
1636764161552,2.0101318,0.46740723,1.5985107
1636764161552,2.1829834,0.48718262,1.395874
1636764161581,2.2823486,0.41174316,1.0957031
1636764161611,1.942749,0.6888428,0.5325928
1636764161612,1.7373047,1.1357422,-0.54052734
1636764161642,2.9818115,-0.4744873,-1.6103516
1636764161671,1.317749,0.9086914,-1.2984619
1636764161672,1.2431641,1.0869141,-0.10974121
1636764161701,1.454956,0.53430176,0.6501465
1636764161732,-0.234375,0.78186035,0.18395996
1636764161732,-0.5131836,0.84716797,1.5081787
1636764161761,1.9700928,1.7645264,0.96569824
1636764161792,2.3879395,0.28149414,1.2296143
1636764161792,0.4650879,0.27392578,0.9571533
1636764161851,0.49072266,0.5222168,0.75268555
1636764161852,0.6530762,0.36572266,0.8231201
1636764161853,0.57263184,0.4675293,0.80773926
1636764161882,0.546875,0.44995117,0.80114746
1636764161912,0.56152344,0.38049316,0.78393555
1636764161912,0.55981445,0.39916992,0.7838135
1636764161942,0.54577637,0.47937012,0.7786865
1636764161972,0.5534668,0.45141602,0.78027344
1636764161972,0.5500488,0.4501953,0.77319336
1636764162001,0.5321045,0.43798828,0.77075195
1636764162031,0.51049805,0.40881348,0.7980957
1636764162032,0.5050049,0.3955078,0.8133545
1636764162061,0.5106201,0.39404297,0.80285645
1636764162092,0.52770996,0.37561035,0.77563477
1636764162092,0.54016113,0.36828613,0.760376
1636764162122,0.5476074,0.38049316,0.7484131
1636764162152,0.55529785,0.3668213,0.75097656
1636764162152,0.5786133,0.3314209,0.73986816
1636764162181,0.59375,0.31713867,0.748291
1636764162242,0.5975342,0.32250977,0.755249
1636764162242,0.5998535,0.3466797,0.76501465
1636764162243,0.58703613,0.39135742,0.79248047
1636764162272,0.56884766,0.45788574,0.7982178
1636764162302,0.5533447,0.50341797,0.82250977
1636764162302,0.5617676,0.41003418,0.88098145
1636764162331,0.5605469,0.30859375,1.0054932
1636764162362,0.5362549,0.140625,1.1315918
1636764162362,0.5135498,0.010375977,1.2888184
1636764162392,0.555542,-0.0435791,1.3903809
1636764162422,0.8392334,0.018432617,1.295166
1636764162422,1.7025146,0.43981934,1.045166
1636764162451,2.4731445,0.16516113,1.1392822
1636764162482,2.2901611,0.2821045,1.2468262
1636764162482,0.5209961,0.21594238,1.6367188
1636764162511,1.0943604,0.23754883,0.8000488
1636764162542,0.7976074,-0.2593994,1.1158447
1636764162542,0.13378906,-0.65686035,0.977417
1636764162572,0.23596191,-0.32287598,0.6331787
1636764162602,0.25402832,0.115722656,0.65185547
1636764162602,0.29125977,0.1640625,0.6422119
1636764162632,0.3725586,0.014526367,0.62854004
1636764162662,0.42663574,0.00012207031,0.61621094
1636764162662,0.5760498,0.10253906,0.63183594
1636764162692,0.71154785,0.19348145,0.68811035
1636764162722,0.81591797,0.28771973,0.76000977
1636764162722,0.95861816,0.3980713,0.8807373
1636764162751,1.1265869,0.48693848,1.0412598
1636764162782,1.2435303,0.5852051,1.2587891
1636764162782,1.6120605,0.65112305,1.4610596
1636764162811,2.0827637,0.6567383,1.3825684
1636764162842,2.1297607,0.9526367,0.91760254
1636764162843,2.2905273,1.1019287,0.38671875
1636764162872,2.2254639,0.5740967,-0.2890625
1636764162901,2.270996,0.45898438,-1.2713623
1636764162902,2.0091553,0.6522217,-1.6639404
1636764162932,1.7307129,0.07055664,-0.74328613
1636764162961,0.41308594,-0.11779785,0.81225586
1636764162961,-1.1099854,3.206421,1.0953369
1636764162992,0.063964844,0.74438477,1.1212158
1636764163022,3.2539062,1.3840332,1.0825195
1636764163022,0.79296875,-0.37475586,1.234375
1636764163051,0.2211914,1.3028564,0.6755371
1636764163081,0.7619629,0.030883789,0.9145508
1636764163082,0.52246094,0.4038086,0.8668213
1636764163112,0.4625244,0.4527588,0.86535645
1636764163142,0.48815918,0.36206055,0.8647461
1636764163142,0.48693848,0.3939209,0.8651123
1636764163172,0.49047852,0.3433838,0.8621826
1636764163202,0.49609375,0.27807617,0.84802246
1636764163202,0.4777832,0.31506348,0.8342285
1636764163232,0.4729004,0.31359863,0.8359375
1636764163262,0.48669434,0.30603027,0.8215332
1636764163292,0.49658203,0.3449707,0.82141113
1636764163292,0.50219727,0.35913086,0.82177734
1636764163351,0.49987793,0.3572998,0.80908203
1636764163352,0.4979248,0.34838867,0.8109131
1636764163353,0.5007324,0.34326172,0.8157959
1636764163382,0.5004883,0.3421631,0.82177734
1636764163412,0.50427246,0.34838867,0.8173828
1636764163412,0.50183105,0.35327148,0.81140137
1636764163442,0.48486328,0.35791016,0.82922363
1636764163472,0.4720459,0.36694336,0.838501
1636764163472,0.47436523,0.41125488,0.8395996
1636764163502,0.46557617,0.50097656,0.88586426
1636764163532,0.4609375,0.49597168,0.87597656
1636764163532,0.4696045,0.44470215,0.9415283
1636764163562,0.46679688,0.42993164,1.1149902
1636764163592,0.45031738,0.32714844,1.2441406
1636764163592,0.37426758,0.4033203,1.3734131
1636764163622,0.20812988,0.35754395,1.4914551
1636764163651,0.3182373,0.35498047,1.425415
1636764163652,1.4112549,0.48999023,1.2498779
1636764163681,2.7036133,0.3232422,1.1672363
1636764163712,2.1264648,0.68237305,1.5352783
1636764163712,-0.10961914,0.74450684,1.8662109
1636764163742,0.42285156,0.026611328,0.8886719
1636764163772,0.64501953,-0.7602539,1.1885986
1636764163772,0.09716797,-0.8411865,1.0545654
1636764163801,0.052978516,-0.41296387,0.79992676
1636764163832,0.10290527,0.13867188,0.78344727
1636764163832,0.06896973,0.1282959,0.72473145
1636764163862,0.17443848,-0.0076904297,0.68310547
1636764163892,0.46069336,0.13830566,0.7158203
1636764163892,0.6608887,0.4222412,0.81396484
1636764163921,0.80566406,0.5773926,0.9042969
1636764163951,0.9897461,0.63635254,1.0336914
1636764163952,1.2215576,0.78222656,1.2061768
1636764163982,1.473877,0.8964844,1.4493408
1636764164012,1.8922119,0.9543457,1.6524658
1636764164012,2.1434326,0.79504395,1.3934326
1636764164042,2.059204,0.81921387,0.68981934
1636764164071,2.0423584,1.2982178,-0.44519043
1636764164072,3.0186768,0.3347168,-2.045288
1636764164101,2.0704346,-0.48571777,-2.0272217
1636764164131,1.4238281,0.46105957,-0.10852051
1636764164132,0.5181885,1.0756836,0.56225586
1636764164162,-0.9465332,0.8931885,1.6273193
1636764164192,2.6611328,1.2944336,1.0529785
1636764164192,2.3052979,0.6542969,1.2115479
1636764164222,-0.1616211,0.61743164,0.7546387
1636764164251,0.8157959,0.39440918,0.8220215
1636764164282,0.6204834,0.37609863,0.845459
1636764164282,0.5124512,0.40759277,0.84143066
1636764164311,0.51904297,0.41552734,0.8457031
1636764164342,0.5427246,0.3935547,0.826416
1636764164342,0.532959,0.3717041,0.8312988
1636764164372,0.5406494,0.4000244,0.80285645
1636764164401,0.5407715,0.38110352,0.796875
1636764164402,0.5305176,0.36254883,0.8071289
1636764164431,0.5194092,0.36730957,0.8018799
1636764164461,0.51135254,0.34716797,0.80371094
1636764164462,0.52075195,0.33129883,0.80236816
1636764164492,0.5303955,0.32580566,0.79626465
1636764164522,0.5201416,0.35021973,0.80578613
1636764164522,0.5292969,0.32458496,0.8009033
