time,x-accel,y-accel,z-accel
1623369064529,0.69189453,0.67041016,0.41674805
1623369064530,0.5632324,0.5604248,0.6020508
1623369064561,0.58154297,0.5217285,0.59765625
1623369064590,0.6199951,0.59191895,0.52563477
1623369064592,0.62475586,0.5567627,0.5361328
1623369064621,0.61242676,0.5308838,0.5661621
1623369064652,0.60961914,0.5529785,0.552124
1623369064653,0.61157227,0.55163574,0.54003906
1623369064680,0.6125488,0.5397949,0.54248047
1623369064709,0.6138916,0.55285645,0.5319824
1623369064711,0.6151123,0.5592041,0.52734375
1623369064740,0.6187744,0.55773926,0.5272217
1623369064770,0.6199951,0.55371094,0.5263672
1623369064770,0.6171875,0.5501709,0.5246582
1623369064801,0.61413574,0.54992676,0.5308838
1623369064830,0.6134033,0.54785156,0.53125
1623369064831,0.61608887,0.5395508,0.53845215
1623369064860,0.616333,0.5394287,0.5439453
1623369064891,0.6158447,0.5390625,0.5482178
1623369064891,0.614624,0.53271484,0.5527344
1623369064921,0.61950684,0.5349121,0.55163574
1623369064951,0.6213379,0.5303955,0.5550537
1623369064951,0.62402344,0.51135254,0.5765381
1623369064981,0.62438965,0.5350342,0.57385254
1623369065011,0.6290283,0.5529785,0.57507324
1623369065041,0.6245117,0.5756836,0.60375977
1623369065041,0.5410156,0.67541504,0.8041992
1623369065070,0.5526123,0.64453125,0.8190918
1623369065100,0.567749,0.7122803,0.87316895
1623369065100,0.5155029,0.8519287,0.99243164
1623369065130,0.49768066,0.93237305,1.0255127
1623369065160,0.7960205,1.0842285,0.8477783
1623369065160,1.6428223,1.4853516,0.7680664
1623369065191,2.027832,1.5753174,0.61450195
1623369065220,1.1097412,1.630249,0.35058594
1623369065220,-0.092041016,1.3811035,0.1529541
1623369065250,0.5821533,-0.1381836,-0.029296875
1623369065281,0.80493164,0.8963623,0.53674316
1623369065281,-0.038208008,1.5662842,-0.08630371
1623369065310,-0.34399414,0.7017822,-0.2935791
1623369065340,-0.07092285,0.38916016,-0.06640625
1623369065341,0.30688477,0.6029053,0.18762207
1623369065371,0.5239258,0.6053467,0.3269043
1623369065400,0.6065674,0.41687012,0.40124512
1623369065400,0.7774658,0.3182373,0.49365234
1623369065431,1.0108643,0.3708496,0.58984375
1623369065460,1.1337891,0.4873047,0.6590576
1623369065462,1.1843262,0.5949707,0.7404785
1623369065491,1.2878418,0.66845703,0.81884766
1623369065520,1.4847412,0.7746582,0.88012695
1623369065522,1.621582,0.58947754,0.8997803
1623369065551,1.8557129,0.036743164,0.83862305
1623369065581,2.1245117,-0.29541016,0.49072266
1623369065581,2.0935059,-0.7213135,0.0015869141
1623369065611,1.9481201,-1.1048584,-0.12585449
1623369065641,1.7811279,-0.11242676,0.29577637
1623369065641,1.2044678,0.23266602,0.3762207
1623369065670,0.17565918,0.6314697,0.8111572
1623369065698,0.06262207,-0.47375488,1.552124
1623369065700,1.9920654,0.43395996,1.6719971
1623369065729,0.50024414,0.91760254,0.07312012
1623369065760,0.41796875,0.274292,0.68237305
1623369065760,0.7628174,0.6990967,0.40527344
1623369065790,0.6166992,0.6151123,0.49084473
1623369065821,0.5477295,0.5292969,0.59313965
1623369065821,0.61242676,0.5662842,0.5496826
1623369065850,0.6425781,0.5788574,0.52233887
1623369065880,0.6263428,0.5518799,0.5389404
1623369065880,0.6154785,0.55249023,0.5460205
1623369065909,0.6184082,0.55249023,0.5369873
1623369065938,0.6218262,0.5391846,0.5358887
1623369065941,0.6230469,0.54748535,0.5303955
1623369065971,0.62060547,0.55773926,0.52685547
1623369066000,0.62023926,0.56030273,0.5202637
1623369066000,0.62402344,0.55444336,0.5196533
1623369066031,0.62390137,0.5517578,0.52038574
1623369066060,0.623291,0.5522461,0.5197754
1623369066062,0.6269531,0.5460205,0.5241699
1623369066091,0.62731934,0.5385742,0.5250244
1623369066120,0.6296387,0.53186035,0.53222656
1623369066122,0.630249,0.5316162,0.53564453
1623369066151,0.6263428,0.52575684,0.5423584
1623369066181,0.6270752,0.5300293,0.54919434
1623369066181,0.6279297,0.54663086,0.557251
1623369066211,0.64245605,0.5296631,0.5321045
1623369066240,0.58483887,0.5987549,0.6717529
1623369066242,0.5292969,0.614624,0.7963867
