time,x-gyro,y-gyro,z-gyro
2021-11-16T09:04:19.945,-13.811,-11.220,-1.921
2021-11-16T09:04:19.962,-17.652,-15.274,-2.622
2021-11-16T09:04:19.967,-43.415,-41.341,-6.707
2021-11-16T09:04:19.969,-45.061,-39.787,-6.463
2021-11-16T09:04:19.970,-22.530,-18.140,-2.988
2021-11-16T09:04:19.972,-14.970,-11.829,-2.043
2021-11-16T09:04:19.988,-10.305,-8.171,-1.524
2021-11-16T09:04:20.002,-4.634,-3.537,-0.762
2021-11-16T09:04:20.022,-0.061,0.152,0.030
2021-11-16T09:04:20.043,1.860,1.921,0.488
2021-11-16T09:04:20.068,3.811,3.354,0.823
2021-11-16T09:04:20.088,7.744,6.037,1.402
2021-11-16T09:04:20.099,13.933,10.213,2.287
2021-11-16T09:04:20.122,18.354,13.598,2.988
2021-11-16T09:04:20.145,18.841,14.329,3.171
2021-11-16T09:04:20.169,17.744,14.024,3.140
2021-11-16T09:04:20.189,16.006,13.018,3.110
2021-11-16T09:04:20.212,13.476,11.128,2.927
2021-11-16T09:04:20.238,11.220,8.933,2.591
2021-11-16T09:04:20.246,9.512,7.195,2.409
2021-11-16T09:04:20.269,7.012,5.122,2.134
2021-11-16T09:04:20.292,4.604,3.476,1.738
2021-11-16T09:04:20.302,3.049,2.622,1.433
2021-11-16T09:04:20.325,2.165,2.073,1.220
2021-11-16T09:04:20.348,1.585,1.738,0.945
2021-11-16T09:04:20.370,1.098,1.585,0.701
2021-11-16T09:04:20.395,0.793,1.433,0.427
2021-11-16T09:04:20.404,0.793,1.280,0.366
2021-11-16T09:04:20.426,0.945,1.006,0.274
2021-11-16T09:04:20.449,0.915,0.640,0.335
2021-11-16T09:04:20.473,0.213,-0.610,0.335
2021-11-16T09:04:20.492,0.213,-0.518,0.396
2021-11-16T09:04:20.507,0.030,-0.274,0.427
2021-11-16T09:04:20.527,-0.244,-0.213,0.457
2021-11-16T09:04:20.550,-0.244,0.030,0.549
2021-11-16T09:04:20.572,-0.061,0.213,0.671
2021-11-16T09:04:20.586,0.030,0.274,0.640
2021-11-16T09:04:20.606,0.152,0.366,0.640
2021-11-16T09:04:20.629,0.610,0.244,0.793
2021-11-16T09:04:20.653,0.274,0.183,0.732
2021-11-16T09:04:20.674,0.091,0.244,0.762
2021-11-16T09:04:20.688,0.183,0.213,0.793
2021-11-16T09:04:20.709,-0.030,0.152,0.671
2021-11-16T09:04:20.730,0.183,-0.183,0.823
2021-11-16T09:04:20.753,0.274,-0.701,0.823
2021-11-16T09:04:20.777,0.244,-0.610,0.671
2021-11-16T09:04:20.787,-0.091,-0.213,0.701
2021-11-16T09:04:20.809,-0.152,0.030,0.610
2021-11-16T09:04:20.831,-0.427,0.061,0.396
2021-11-16T09:04:20.855,-0.610,0.122,0.152
2021-11-16T09:04:20.877,-0.610,0.122,0.000
2021-11-16T09:04:20.888,-0.793,0.061,-0.061
2021-11-16T09:04:20.910,-0.945,0.152,-0.030
2021-11-16T09:04:20.933,-0.945,0.244,-0.061
2021-11-16T09:04:20.955,-0.976,0.274,-0.061
2021-11-16T09:04:20.981,-0.671,0.244,0.030
2021-11-16T09:04:20.989,-0.061,-0.152,0.427
2021-11-16T09:04:21.023,0.000,-0.793,0.549
2021-11-16T09:04:21.034,-0.183,-0.549,0.457
2021-11-16T09:04:21.057,-0.305,-0.274,0.457
2021-11-16T09:04:21.079,-0.183,-0.152,0.610
2021-11-16T09:04:21.090,0.122,-0.122,0.762
2021-11-16T09:04:21.112,0.152,-0.030,0.854
2021-11-16T09:04:21.136,0.305,0.152,0.854
2021-11-16T09:04:21.158,0.000,0.213,0.701
2021-11-16T09:04:21.180,-0.091,0.183,0.549
2021-11-16T09:04:21.191,-0.122,0.274,0.518
2021-11-16T09:04:21.215,-0.732,0.030,0.396
2021-11-16T09:04:21.236,-1.067,-0.305,0.274
2021-11-16T09:04:21.259,-1.037,-0.213,0.244
2021-11-16T09:04:21.280,-0.518,-0.061,0.396
2021-11-16T09:04:21.294,0.366,-0.030,0.823
2021-11-16T09:04:21.314,0.457,-0.091,0.732
2021-11-16T09:04:21.338,0.183,0.030,0.549
2021-11-16T09:04:21.360,0.000,0.122,0.274
2021-11-16T09:04:21.372,-0.183,0.061,-0.030
2021-11-16T09:04:21.393,-0.061,0.091,0.091
2021-11-16T09:04:21.416,0.183,0.152,0.244
2021-11-16T09:04:21.439,0.030,0.091,0.213
2021-11-16T09:04:21.462,-0.030,0.061,0.335
2021-11-16T09:04:21.476,-0.061,0.030,0.335
2021-11-16T09:04:21.494,-0.152,0.091,0.213
2021-11-16T09:04:21.517,-0.122,0.030,0.122
2021-11-16T09:04:21.540,-0.274,0.030,0.000
2021-11-16T09:04:21.563,-0.213,0.122,-0.030
2021-11-16T09:04:21.574,0.152,-0.274,0.183
2021-11-16T09:04:21.596,-0.457,-0.823,0.091
2021-11-16T09:04:21.619,-0.671,-0.793,0.061
2021-11-16T09:04:21.700,-0.396,-0.366,0.091
2021-11-16T09:04:21.724,-0.305,-0.030,-0.091
2021-11-16T09:04:21.726,-0.244,0.183,-0.305
2021-11-16T09:04:21.727,-0.274,0.274,-0.488
2021-11-16T09:04:21.728,0.000,0.244,-0.427
2021-11-16T09:04:21.744,0.091,-0.183,-0.366
2021-11-16T09:04:21.765,0.061,-0.030,-0.457
2021-11-16T09:04:21.776,0.122,0.366,-0.396
2021-11-16T09:04:21.799,0.274,0.457,-0.396
2021-11-16T09:04:21.821,0.366,0.457,-0.396
2021-11-16T09:04:21.860,0.274,0.488,-0.518
2021-11-16T09:04:21.868,0.213,0.457,-0.457
2021-11-16T09:04:21.888,0.122,-0.061,-0.274
2021-11-16T09:04:21.903,-0.457,-1.555,-0.091
2021-11-16T09:04:21.922,-0.549,-1.250,0.000
2021-11-16T09:04:21.947,-0.305,-0.366,0.091
2021-11-16T09:04:21.967,-0.427,-0.030,0.061
2021-11-16T09:04:21.978,-1.128,-0.091,-0.183
2021-11-16T09:04:22.002,-1.524,-0.213,-0.213
2021-11-16T09:04:22.023,-1.067,-0.061,0.152
2021-11-16T09:04:22.045,-0.610,-0.030,0.396
2021-11-16T09:04:22.060,-0.976,-0.152,0.457
2021-11-16T09:04:22.079,-1.372,-0.915,0.610
2021-11-16T09:04:22.102,-7.683,-10.030,-0.610
2021-11-16T09:04:22.125,-36.128,-36.707,-5.305
2021-11-16T09:04:22.147,-58.262,-52.317,-8.079
2021-11-16T09:04:22.171,-41.006,-32.043,-5.122
2021-11-16T09:04:22.180,-25.183,-18.933,-2.378
2021-11-16T09:04:22.203,-15.854,-11.768,-1.006
2021-11-16T09:04:22.225,-9.085,-6.555,0.000
2021-11-16T09:04:22.248,-3.537,-2.165,0.579
2021-11-16T09:04:22.272,-0.366,0.274,0.579
2021-11-16T09:04:22.281,0.823,1.585,0.762
2021-11-16T09:04:22.305,3.262,3.902,1.098
2021-11-16T09:04:22.327,8.628,7.927,1.372
2021-11-16T09:04:22.361,16.128,13.506,1.982
2021-11-16T09:04:22.365,20.793,17.073,2.683
2021-11-16T09:04:22.383,20.915,17.439,3.140
2021-11-16T09:04:22.406,19.268,16.677,3.323
2021-11-16T09:04:22.429,16.768,14.817,3.201
2021-11-16T09:04:22.450,13.841,12.134,2.927
2021-11-16T09:04:22.463,11.341,9.665,2.713
2021-11-16T09:04:22.484,9.268,7.591,2.226
2021-11-16T09:04:22.507,6.159,5.274,1.555
2021-11-16T09:04:22.529,3.720,3.598,1.189
2021-11-16T09:04:22.555,2.226,2.591,0.976
2021-11-16T09:04:22.564,1.341,2.043,0.701
2021-11-16T09:04:22.586,0.732,1.646,0.579
2021-11-16T09:04:22.609,0.396,1.433,0.518
2021-11-16T09:04:22.632,0.335,1.402,0.457
2021-11-16T09:04:22.665,0.152,0.945,0.457
2021-11-16T09:04:22.668,0.152,0.762,0.549
2021-11-16T09:04:22.688,0.030,0.640,0.518
2021-11-16T09:04:22.720,-0.091,0.549,0.427
2021-11-16T09:04:22.733,-0.030,0.244,0.457
2021-11-16T09:04:22.743,-0.122,0.030,0.457
2021-11-16T09:04:22.768,-0.030,0.213,0.518
2021-11-16T09:04:22.788,0.000,0.213,0.640
2021-11-16T09:04:22.823,0.152,0.244,0.671
2021-11-16T09:04:22.833,0.183,0.183,0.732
2021-11-16T09:04:22.844,0.122,-0.244,0.823
2021-11-16T09:04:22.867,-0.061,-0.396,0.732
2021-11-16T09:04:22.900,-0.122,-0.061,0.671
2021-11-16T09:04:22.923,-0.091,0.000,0.579
2021-11-16T09:04:22.946,0.091,0.061,0.701
2021-11-16T09:04:22.947,0.610,0.213,0.915
2021-11-16T09:04:22.968,0.671,0.152,0.854
2021-11-16T09:04:23.003,0.335,0.091,0.793
2021-11-16T09:04:23.024,0.274,0.152,0.640
2021-11-16T09:04:23.036,0.366,0.183,0.457
2021-11-16T09:04:23.047,0.061,0.152,0.427
2021-11-16T09:04:23.071,-0.122,0.183,0.457
2021-11-16T09:04:23.092,-0.183,0.183,0.457
2021-11-16T09:04:23.122,-0.335,0.183,0.396
2021-11-16T09:04:23.137,0.061,0.091,0.610
2021-11-16T09:04:23.149,0.335,0.030,0.671
2021-11-16T09:04:23.171,0.091,0.122,0.457
2021-11-16T09:04:23.193,-0.122,0.000,0.244
2021-11-16T09:04:23.216,-0.183,-0.183,-0.091
2021-11-16T09:04:23.240,-0.213,-0.091,-0.091
2021-11-16T09:04:23.250,-0.518,-0.122,-0.030
2021-11-16T09:04:23.272,-0.579,-0.061,0.061
2021-11-16T09:04:23.295,-0.488,-0.030,0.122
2021-11-16T09:04:23.318,-0.274,-0.030,0.305
2021-11-16T09:04:23.341,-0.030,0.061,0.396
2021-11-16T09:04:23.351,0.213,0.061,0.427
2021-11-16T09:04:23.373,0.213,0.030,0.488
2021-11-16T09:04:23.397,0.030,0.061,0.366
2021-11-16T09:04:23.430,-0.091,-0.061,0.305
2021-11-16T09:04:23.431,0.000,-0.061,0.457
2021-11-16T09:04:23.453,0.183,0.000,0.549
2021-11-16T09:04:23.476,0.091,0.000,0.457
2021-11-16T09:04:23.504,-0.091,0.000,0.335
2021-11-16T09:04:23.519,-0.244,-0.030,0.305
2021-11-16T09:04:23.531,-0.061,0.122,0.274
2021-11-16T09:04:23.556,0.457,0.335,0.427
2021-11-16T09:04:23.576,0.518,0.305,0.396
2021-11-16T09:04:23.598,0.244,0.183,0.061
2021-11-16T09:04:23.621,-0.183,-0.061,-0.122
2021-11-16T09:04:23.644,-0.396,-0.061,-0.183
2021-11-16T09:04:23.655,-0.549,-0.091,-0.213
2021-11-16T09:04:23.678,-0.732,-0.274,-0.274
2021-11-16T09:04:23.700,-0.976,-0.427,-0.213
2021-11-16T09:04:23.724,-0.945,-0.366,-0.122
2021-11-16T09:04:23.745,-0.823,-0.305,-0.213
2021-11-16T09:04:23.757,-0.823,-0.244,-0.305
2021-11-16T09:04:23.779,-0.671,-0.183,-0.183
2021-11-16T09:04:23.802,-0.579,-0.213,-0.274
2021-11-16T09:04:23.825,-0.671,-0.305,-0.152
2021-11-16T09:04:23.846,-0.579,-0.305,0.030
2021-11-16T09:04:23.858,-0.427,-0.213,0.244
2021-11-16T09:04:23.882,-0.396,-0.183,0.244
2021-11-16T09:04:23.902,-0.488,-0.244,0.244
2021-11-16T09:04:23.931,-0.396,-0.274,0.213
2021-11-16T09:04:23.946,-0.427,-0.335,0.091
2021-11-16T09:04:23.961,-0.549,-0.335,0.061
2021-11-16T09:04:23.981,-0.579,-0.335,0.122
2021-11-16T09:04:24.003,-0.610,-0.366,0.152
2021-11-16T09:04:24.026,-0.579,-0.396,0.091
2021-11-16T09:04:24.038,-0.732,-0.366,0.061
2021-11-16T09:04:24.061,-0.854,-0.305,0.091
2021-11-16T09:04:24.082,-0.762,-0.335,0.152
2021-11-16T09:04:24.104,-0.549,-0.122,0.305
2021-11-16T09:04:24.127,-0.244,-0.030,0.396
2021-11-16T09:04:24.140,-0.183,-0.122,0.396
2021-11-16T09:04:24.162,-0.244,-0.213,0.396
2021-11-16T09:04:24.183,0.091,-0.335,0.457
2021-11-16T09:04:24.206,-0.030,-0.274,0.518
2021-11-16T09:04:24.228,-0.274,-0.274,0.518
2021-11-16T09:04:24.255,-0.396,-0.244,0.518
2021-11-16T09:04:24.262,-0.427,-0.244,0.457
2021-11-16T09:04:24.285,-0.579,-0.244,0.366
2021-11-16T09:04:24.310,-0.183,-0.122,0.488
2021-11-16T09:04:24.319,0.396,-0.305,0.732
2021-11-16T09:04:24.352,0.213,-0.488,0.732
2021-11-16T09:04:24.374,0.000,-0.213,0.610
2021-11-16T09:04:24.386,-0.091,-0.122,0.549
2021-11-16T09:04:24.408,-0.305,-0.152,0.427
2021-11-16T09:04:24.419,-0.488,-0.183,0.244
2021-11-16T09:04:24.442,-0.579,-0.183,0.274
2021-11-16T09:04:24.480,-0.793,-0.152,0.366
2021-11-16T09:04:24.487,-0.732,-0.122,0.305
2021-11-16T09:04:24.509,-0.457,-0.122,0.305
2021-11-16T09:04:24.521,-0.335,-0.213,0.274
2021-11-16T09:04:24.554,-0.335,-0.213,0.244
